,id,Gemma2-instruct_A_vote,Gemma2-instruct_A_for_prob,Gemma2-instruct_A_against_prob,Gemma2-instruct_H_vote,Gemma2-instruct_H_for_prob,Gemma2-instruct_H_against_prob,Gemma2-instruct_Sp_vote,Gemma2-instruct_Sp_for_prob,Gemma2-instruct_Sp_against_prob,Gemma2-instruct_FrP_vote,Gemma2-instruct_FrP_for_prob,Gemma2-instruct_FrP_against_prob,Gemma2-instruct_KrF_vote,Gemma2-instruct_KrF_for_prob,Gemma2-instruct_KrF_against_prob,Gemma2-instruct_MDG_vote,Gemma2-instruct_MDG_for_prob,Gemma2-instruct_MDG_against_prob,Gemma2-instruct_SV_vote,Gemma2-instruct_SV_for_prob,Gemma2-instruct_SV_against_prob,Gemma2-instruct_V_vote,Gemma2-instruct_V_for_prob,Gemma2-instruct_V_against_prob,Gemma2-instruct_R_vote,Gemma2-instruct_R_for_prob,Gemma2-instruct_R_against_prob
26,114812,for,0.983739960938692,0.00659686839208,for,0.9689021264202892,0.0200292490189895,for,0.9764347840100528,0.012024825438857,for,0.9404169470071791,0.042970897629857,for,0.9804898193106056,0.0089757861569523,for,0.9896654346957803,0.0036074358504265547,for,0.9777912385761738,0.009820870123803616,for,0.9680051943287253,0.019248274969868362,for,0.9897867976687849,0.0039051114581525326
27,114813,mot,0.2360729128122329,0.7462334204465151,mot,0.0058310045860707,0.9870283645577728,mot,0.0854212790727615,0.9036257434636354,mot,0.0070159155875444,0.9861179068684578,mot,0.0199346505105495,0.9711754973977804,mot,0.25740623474121094,0.7269216850399971,mot,0.07775036245584488,0.909773800522089,mot,0.003326447680592537,0.9893132718279958,mot,0.016186511144042015,0.9765681042335927
28,114814,for,0.9938607928343116,0.0,for,0.9885058794170618,0.0018786162836477,for,0.9911069693043828,0.0012070855591446,for,0.9761514887213708,0.0054675941355526,for,0.9885708810761572,0.0015550235984846,for,0.9923546873033047,0.0007551639573648572,for,0.9836307596415281,0.002012235578149557,for,0.9826241536065936,0.003417417174205184,for,0.9937462480738759,0.0
29,114821,for,0.9977791775745573,0.0,for,0.997404615758569,0.0,for,0.9974324354261626,0.0,for,0.9964412453118712,0.000320603896398,for,0.9982906452787574,0.0,for,0.9982329942577053,0.0,for,0.9967512558214366,0.0,for,0.9973579743964365,0.0,for,0.997876332141459,0.0
30,114848,for,0.9628667859360576,0.0141119584441185,for,0.8508636704646051,0.1201497325673699,for,0.9463771008886396,0.0321393180638551,for,0.8353689075447619,0.1363315908238291,for,0.954474788857624,0.0223564412444829,for,0.9757407582364976,0.009233484975993633,for,0.9440785651095212,0.027898214757442474,for,0.8809559149667621,0.08527130028232932,for,0.9584015996661037,0.02013162150979042
31,114849,mot,0.1270423233509063,0.8093466609716415,mot,0.0035257120616734,0.9713173881173134,mot,0.0319333225488662,0.9246483109891416,mot,0.0,0.9865696039050816,mot,0.0117060029879212,0.9529616013169288,mot,0.04160093516111374,0.9185988381505013,mot,0.1278010606765747,0.8028647974133492,mot,0.007161458022892475,0.9549754858016968,mot,0.10132046043872833,0.8503393121063709
32,114854,for,0.995749544352293,0.0006014498067088,for,0.9909608219750226,0.0031315500382333,for,0.99474855652079,0.0013320329599082,for,0.9851164342835546,0.0082250293926335,for,0.9950881530530752,0.001062763039954,for,0.9966298937797546,0.0005139603745192289,for,0.9944380912929773,0.0015191133134067059,for,0.9899708442389965,0.003500559600070119,for,0.9962288956157863,0.0006341739208437502
33,114863,for,0.9976472253911196,0.0,for,0.9972083150787512,0.0,for,0.9974486659048124,0.0,for,0.9945387030020356,0.0,for,0.9971226141788064,0.0,for,0.9961043372750282,0.0,for,0.9951355522498488,0.0,for,0.9969636186724529,0.0,for,0.9979554467718117,0.0
34,114865,for,0.9032956194132566,0.0653208787553012,for,0.837009321898222,0.1340846382081508,for,0.8920056219212711,0.079709936864674,for,0.6155691458843648,0.3456818666309118,for,0.916892370209098,0.0570126743987202,for,0.9521579295396805,0.026197806233540177,for,0.8606644184328616,0.10048262123018503,for,0.8734583714976907,0.09789822436869144,for,0.9081340015400201,0.0690390020608902
35,114866,for,0.9897900740616024,0.0027901567518711,for,0.984512893948704,0.0058254105970263,for,0.98813593108207,0.004018782172352,for,0.9749384238384664,0.0114457122981548,for,0.986483510117978,0.0041352990083396,for,0.9933879924938083,0.0015107948565855622,for,0.9809941514395177,0.006566328927874565,for,0.9802254703827202,0.007429135963320732,for,0.9900833512656391,0.0029960235115140676
36,114867,for,0.9536271467804908,0.0177743416279554,for,0.930499356240034,0.0426479503512382,for,0.947800125926733,0.0264542959630489,for,0.9384873248636724,0.0362172429449856,for,0.9369364641606808,0.0274156313389539,for,0.9685389120131731,0.009650245308876038,for,0.947959017008543,0.023583015194162726,for,0.9251298606395721,0.04410790977999568,for,0.9920340366661549,0.0017330354312434793
37,114872,for,0.7806218862533569,0.133338906802237,for,0.8886686591431499,0.0729993996210396,for,0.785643738694489,0.1613616533577442,mot,0.4404571652412414,0.4817299451678991,for,0.7150674015283585,0.2124774288386106,for,0.8110128287225962,0.11742570996284485,for,0.7898386865854263,0.14718148857355118,for,0.8250983078032732,0.11330060288310051,for,0.9656385835260153,0.014316934160888195
38,114881,for,0.98368422081694,0.0038216668181121,for,0.9695043708197773,0.0119605213403701,for,0.9828369568567724,0.0049799541011452,for,0.9585473937913777,0.0177207142114639,for,0.9680708153173327,0.0098741604015231,for,0.982807548251003,0.004188294522464275,for,0.9642843534238636,0.010472205467522144,for,0.9660264397971332,0.01208516862243414,for,0.9864962322171777,0.003806083695963025
39,1148910,for,0.9954396319808438,0.0005896224174648,for,0.9930614782497288,0.0016111171571537,for,0.9944844383280724,0.0009782095439732,for,0.9920877716504036,0.0020653959363698,for,0.9941547980997713,0.0008972202776931,for,0.9961722982116044,0.0005453487974591553,for,0.9931293870322406,0.0010478749172762036,for,0.9925125865265727,0.0015720694791525602,for,0.9958411420229822,0.0006377821555361152
40,114900,for,0.9937607652973384,0.0009027803316712,for,0.9896826748736204,0.0031869239173829,for,0.9917795853689312,0.0018472576048225,for,0.9850197234191,0.0047138826921582,for,0.9929102957248688,0.0011304124491289,for,0.9933337648399174,0.0011756842723116279,for,0.9876354006119072,0.002567298710346222,for,0.9880934674292803,0.0034888838417828083,for,0.992461413377896,0.0021970137022435665
41,114914,for,0.9353157375007868,0.0136506017297506,for,0.8822884354740381,0.0649229120463132,for,0.8909936007112265,0.0670392671599984,for,0.7853907104581594,0.1440086271613836,for,0.8865601513534784,0.0608086599968373,for,0.9219609061256051,0.03867407003417611,for,0.8776892395690084,0.06593254953622818,for,0.8191349804401398,0.11888565309345722,for,0.9288922538980842,0.04708798136562109
42,114921,for,0.99874532155809,0.0,for,0.9987223890784662,0.0,for,0.9986839492194122,0.0,for,0.9984983074537012,0.0001528348511783,for,0.9990690401900792,0.0,for,0.9988910507672699,0.0,for,0.9982822066522203,0.0,for,0.998614829077269,0.0,for,0.9989576866937568,0.0
43,114922,for,0.9983864002861084,0.0,for,0.9971560805570334,0.0005009719752706,for,0.9982788125053048,0.0,for,0.997189353685826,0.0003494614502415,for,0.9985771656502038,0.0,for,0.9988485551439226,0.0,for,0.9979764968156815,0.0,for,0.9977816808968782,0.0002991860965266824,for,0.9989118594676256,0.0
44,114933,for,0.9919695599237456,0.0017551546916365,for,0.9889577778521924,0.004468890838325,for,0.993906816933304,0.001457832287997,for,0.9904908441239968,0.0033246029634028,for,0.9943117754301056,0.0013277626130729,for,0.9963463707827032,0.0005087904864922166,for,0.9938386486610398,0.0013163978001102805,for,0.9912104444811121,0.0030060242861509323,for,0.9949810855323449,0.0011190519435331225
45,114970,for,0.974910018965602,0.0126377248670905,for,0.93567933794111,0.0503280200064182,for,0.9733664086088538,0.0159016158431768,for,0.925224794074893,0.0589799424633383,for,0.9726975075900556,0.0159152429550886,for,0.9864911651238799,0.00416830787435174,for,0.9626582991331816,0.02038172190077603,for,0.9430390018969774,0.04133597109466791,for,0.9878143514506519,0.005077386274933815
46,114983,for,0.9950034357607364,0.0009986516088247,for,0.987769508268684,0.0053559178486466,for,0.9942441373132168,0.0015325347194448,for,0.9849230078980328,0.0064756674692034,for,0.9944199644960464,0.0014083220157772,for,0.9961152374744415,0.0007030345150269568,for,0.9900591536425054,0.0030787806026637554,for,0.9873425792902708,0.00505835609510541,for,0.9962151739746332,0.0007144453702494502
47,114994,for,0.9988748656905956,0.0,for,0.9985644371481612,0.0001279304269701,for,0.9987478544426268,0.0,for,0.9984316711779684,0.0001404288195772,for,0.9991175267932704,0.0,for,0.998946359497495,0.0,for,0.9985285508446395,0.0,for,0.9985682247279328,0.0,for,0.9988445286653587,0.0
48,115001,for,0.810945984441787,0.1609852705150842,mot,0.1088285222649574,0.8707310277968645,for,0.756785536184907,0.2196231195703148,mot,0.0381577163934707,0.9416758306324482,for,0.7217612750828266,0.2502963170409202,for,0.9438640344887972,0.04114863369613886,for,0.7557404953986406,0.20943541917949915,mot,0.32711613178253174,0.6426726952195168,for,0.862782911863178,0.11851863283663988
49,115002,for,0.9734507771208882,0.0122848432511091,for,0.884538403712213,0.0943056610412895,for,0.9592965692281724,0.0251494363183155,for,0.6487179845571518,0.3211376219987869,for,0.9630670621991158,0.0207487810403108,for,0.9840383501723409,0.005735789425671101,for,0.9736631605774164,0.011171107180416584,for,0.9186478946357965,0.059580016415566206,for,0.9873506450094283,0.004872574470937252
50,115015,for,0.9929641848430036,0.0007028875406831,for,0.990670827915892,0.0020444944966584,for,0.9902380146086216,0.0017329418333247,for,0.948991848155856,0.0194431748241186,for,0.9912368189543486,0.0011371066793799,for,0.9949251185171306,0.0004035979800391942,for,0.982632047496736,0.0032034413889050484,for,0.9891287484206259,0.002053334843367338,for,0.995300033595413,0.0005155423423275352
51,115020,for,0.9843188291415572,0.0067970221862196,for,0.9594782730564476,0.0270602612290531,for,0.9747631051577628,0.014014521613717,for,0.9050824204459786,0.0723511688411235,for,0.9760378561913968,0.0118223559111356,for,0.9930940517224371,0.0024504621978849173,for,0.9739456046372652,0.01273129228502512,for,0.9539860747754574,0.030179659137502313,for,0.981918285600841,0.009132103994488716
52,115030,for,0.9959933175705372,0.0005659309099428,for,0.9918265528976916,0.0032171870116144,for,0.9916367228142916,0.003134372876957,for,0.9681828180328012,0.017839953303337,for,0.9902187641710044,0.0034923872444778,for,0.9956998946145177,0.0011230852687731385,for,0.9891582867130637,0.004585256800055504,for,0.9858965091407299,0.005866258405148983,for,0.9937509810552001,0.002335905097424984
53,115031,for,0.998787349279155,0.0,for,0.9986293241454404,0.0,for,0.9986868045816664,0.0,for,0.9969672397710384,0.0003270903835073,for,0.9990761433291482,0.0,for,0.9990154988772701,0.0,for,0.9985048437956721,0.0,for,0.9985841340676416,0.0,for,0.9989205663878238,0.0
54,115032,for,0.9991147968103178,0.0,for,0.9987618950908654,0.0,for,0.9989936449128436,0.0,for,0.9986588323517936,0.0,for,0.9992082412209128,0.0,for,0.9992272338859038,0.0,for,0.9989143993589096,0.0,for,0.9988357664697105,0.0,for,0.9991294434657902,0.0
55,115033,for,0.998130441410467,0.0,for,0.997493939474225,0.0002766463439911,for,0.9975956859998404,0.0001663799339439,for,0.9970903692301364,0.0003081664035562,for,0.998352225869894,0.0,for,0.9982387421187013,0.0,for,0.9968762891367078,0.0,for,0.9973397317808121,0.00025555797037668526,for,0.9980014502070844,0.0
56,115034,for,0.9975062895100564,0.0002441931865178,for,0.996665446087718,0.0008189423242583,for,0.9970960901118816,0.0004116756899747,for,0.9941945755854248,0.0017538050888106,for,0.9979993971064688,0.0002155975671485,for,0.9975779787637293,0.00033376942155882716,for,0.9959551475476474,0.000715735019184649,for,0.9961165268905461,0.0009116803994402289,for,0.9978595129214227,0.0002811916056089103
57,115035,for,0.987085095141083,0.0014616572298109,for,0.9672635607421398,0.0088040763512253,for,0.9720237404108047,0.0055345115251839,for,0.9234727937728168,0.0257110465317964,for,0.9675443843007088,0.0060433004982769,for,0.9894627965986729,0.0013759223511442542,for,0.9778756499290466,0.0037739628460258245,for,0.9590826593339443,0.010143735446035862,for,0.983907621819526,0.0033595613203942776
58,1150513,mot,0.0091808848083019,0.980859337374568,mot,0.0051522157154977,0.9900716822594404,mot,0.0053115743212401,0.9882170893251896,mot,0.0026372703723609,0.9890056066215038,mot,0.0043197111226618,0.9842253625392914,mot,0.015694191679358482,0.9723034054040909,mot,0.018734334036707878,0.9697650223970413,mot,0.003013020381331444,0.9910874366760254,mot,0.008851763792335987,0.9852636819705367
59,1150514,mot,0.0186880603432655,0.9674811996519566,mot,0.0,0.9918357485439628,mot,0.0042608669027686,0.9854405927471817,mot,0.0,0.9921678155660628,mot,0.0031175054609775,0.9847941100597382,mot,0.2178599238395691,0.7611012430861592,mot,0.01416183914989233,0.971709443256259,mot,0.0,0.9873206503689289,mot,0.014715079218149185,0.9743516496382654
60,1150612,for,0.9945284873247148,0.0007618921226821,for,0.9916128723416476,0.0018500891746953,for,0.9935650925617664,0.0011599834542721,for,0.99110070313327,0.0020624792668968,for,0.9960513229016216,0.000444863573648,for,0.9968135394155979,0.0,for,0.9946400783956051,0.0008904121350497007,for,0.9917287512216717,0.0016699694097042084,for,0.9932187853846699,0.001168777933344245
61,1150710,mot,0.4515935219824314,0.5154210813343525,mot,0.0445212051272392,0.9426856078207492,mot,0.1805032342672348,0.7971959486603737,mot,0.0902569741010665,0.892801508307457,mot,0.3714164902921766,0.6051169633865356,mot,0.2565483571961522,0.7221199981868267,mot,0.4070666804909706,0.5654914006590843,mot,0.03680737316608429,0.9487341735512018,for,0.5565270497463644,0.4125438202172518
62,115087,for,0.998408772822586,0.0,for,0.9981061159051025,0.0,for,0.998258323277696,0.0,for,0.9981648827088064,0.0,for,0.9988137993059354,0.0,for,0.9988033731642645,0.0,for,0.998211492144037,0.0,for,0.9980683485046029,0.0,for,0.9987611992837628,0.0
63,115091,for,0.9955609831959008,0.0007796629797667,for,0.9939142744988204,0.0020324829965829,for,0.9945001685991884,0.0015225465176627,for,0.9930544383823872,0.0025149469729512,for,0.995399571955204,0.0009530513780191,for,0.9966149367392063,0.0005716062150895596,for,0.9961025919765234,0.0005429383600130677,for,0.9940324407070875,0.001639851718209684,for,0.9964652061462402,0.000673739064950496
64,115092,for,0.9678519451990724,0.0182944820262491,for,0.9548364887014033,0.0317783029749989,for,0.9603076055645944,0.0271230249200016,for,0.8790286593139172,0.1048071896657347,for,0.961875529959798,0.0244804208632558,for,0.9849304165691137,0.006068124435842037,for,0.9573564948514104,0.02628414356149733,for,0.9483027085661888,0.03564164321869612,for,0.9705020561814308,0.016264403238892555
65,115093,for,0.997478432720527,0.0002703003410715,for,0.9959971827920526,0.0011624053586274,for,0.9968069249298424,0.0006132348789833,for,0.9941151647362858,0.002083794446662,for,0.9978006184101104,0.0002559008426032,for,0.9977750950492918,0.00022585577971767634,for,0.9950674399733543,0.0010815070709213614,for,0.9957154653966427,0.0009617930627427995,for,0.9972860808484256,0.00038379704346880317
66,115094,for,0.6391254905611277,0.3113880604505539,for,0.5730486363172531,0.3938402011990547,for,0.5549129471182823,0.4041904658079147,mot,0.3234229395166039,0.6375038325786591,for,0.6964908335357904,0.2679114956408739,for,0.900217954069376,0.0664514685049653,for,0.5892896577715874,0.35864467173814774,for,0.5207179822027683,0.4363611489534378,for,0.7485223989933729,0.21722769737243652
67,115095,for,0.9856179906055332,0.0051470687612891,for,0.9858159315772356,0.006308524403721,for,0.9895332562737168,0.0038102867547422,for,0.9872211790643632,0.0049144611693918,for,0.9855333445593716,0.0053051933646202,for,0.993918136227876,0.00136574765201658,for,0.9779650447890162,0.009082412347197533,for,0.9889482017606497,0.0039250049740076065,for,0.9807232921011746,0.009272790513932705
68,115096,for,0.9970156131312252,0.0,for,0.9965303088538348,0.0003371821367181,for,0.9966167998500168,0.0002264176582684,for,0.9921948853880168,0.0011504619615152,for,0.99781617296685,0.0,for,0.9978628845856292,0.0,for,0.9960921034216881,0.0,for,0.9965379908680916,0.00031135324388742447,for,0.9979397370480001,0.0
69,115098,for,0.9983034198812676,0.0,for,0.9975122539326547,0.0001988653966691,for,0.99829998073983,0.0,for,0.9975956987473182,0.0002268735406687,for,0.998773093248019,0.0,for,0.9986936023196904,0.0,for,0.9980112791236024,0.0,for,0.998068210465135,0.0,for,0.9986310801614309,0.0
70,115099,for,0.99803778831847,0.0001718598068691,for,0.9975509620271624,0.0005546163301914,for,0.998163894051686,0.0002579840947873,for,0.9972243197262288,0.0006082105101086,for,0.9984673126600684,0.0001553011534269,for,0.9984289607964456,0.0,for,0.9974909571465105,0.0003359455440659076,for,0.9967109451536089,0.0007565846899524331,for,0.9969162028282881,0.000532846141140908
71,1151015,mot,0.0038960608653724,0.985271267592907,mot,0.0,0.9909960739314556,mot,0.0014018194051459,0.9896737802773714,mot,0.0,0.986702486872673,mot,0.0,0.9869735781103371,mot,0.02266266755759716,0.9702363791875541,mot,0.0016936927568167448,0.9907014025375247,mot,0.0,0.9878723118454218,mot,0.0022972561419010162,0.9915690724737942
72,1151111,for,0.5952553271781653,0.3739299075677991,mot,0.0650646314024925,0.9201048277318478,mot,0.3966541886329651,0.578426175750792,mot,0.0477212518453598,0.937983326613903,mot,0.1327322125434875,0.8483593743294477,for,0.736823040060699,0.23955350136384368,mot,0.4454618990421295,0.5240510422736406,mot,0.048292722553014755,0.9352255277335644,for,0.7064099162817001,0.27416511019691825
