,id,Falcon3-instruct_A_vote,Falcon3-instruct_A_for_prob,Falcon3-instruct_A_against_prob,Falcon3-instruct_H_vote,Falcon3-instruct_H_for_prob,Falcon3-instruct_H_against_prob,Falcon3-instruct_Sp_vote,Falcon3-instruct_Sp_for_prob,Falcon3-instruct_Sp_against_prob,Falcon3-instruct_FrP_vote,Falcon3-instruct_FrP_for_prob,Falcon3-instruct_FrP_against_prob,Falcon3-instruct_KrF_vote,Falcon3-instruct_KrF_for_prob,Falcon3-instruct_KrF_against_prob,Falcon3-instruct_MDG_vote,Falcon3-instruct_MDG_for_prob,Falcon3-instruct_MDG_against_prob,Falcon3-instruct_SV_vote,Falcon3-instruct_SV_for_prob,Falcon3-instruct_SV_against_prob,Falcon3-instruct_V_vote,Falcon3-instruct_V_for_prob,Falcon3-instruct_V_against_prob,Falcon3-instruct_R_vote,Falcon3-instruct_R_for_prob,Falcon3-instruct_R_against_prob
15,114622,for,0.6066236440092325,0.385167773347348,mot,0.26313731260597706,0.7295545805245638,mot,0.44486362114548683,0.5332074761390686,mot,0.38926358614116907,0.6004405422136188,for,0.5251158522441983,0.4663049611262977,mot,0.49832883942872286,0.4931126870214939,mot,0.4740014784038067,0.5053529804572463,mot,0.27785088028758764,0.7117532165721059,mot,0.21653343690559268,0.763136088848114
16,114631,mot,0.2815335597842932,0.7082561179995537,mot,0.14702107571065426,0.8467128304764628,mot,0.2576371217146516,0.7275533806532621,mot,0.2180020846426487,0.7716553322970867,mot,0.32210215646773577,0.6681736167520285,mot,0.2632184373214841,0.7261690944433212,mot,0.28224625438451767,0.6964665874838829,mot,0.2181477276608348,0.7724087070673704,mot,0.13300028070807457,0.8593217553570867
17,114640,for,0.7790128490887582,0.2149271834641695,mot,0.36026958655565977,0.6330311158671975,for,0.6308468040078878,0.35834844782948494,for,0.6303057754412293,0.3624135092832148,for,0.6431747288443148,0.34986353758722544,mot,0.5589749123901129,0.43227047100663185,for,0.7238929208833724,0.26841411273926497,mot,0.4449948761612177,0.5467936228960752,mot,0.2280165096744895,0.7636954034678638
18,114722,for,0.573889440856874,0.41692219488322735,mot,0.2349306191317737,0.7578292414546013,mot,0.44670321606099606,0.54121935646981,mot,0.4212522925809026,0.568686390761286,for,0.5292821517214179,0.4620964890345931,for,0.5257089305669069,0.4642711281776428,mot,0.5023444513790309,0.48662247881293297,mot,0.27338861394673586,0.716477429959923,mot,0.15597662515938282,0.8357109357602894
19,114733,mot,0.45906577445566654,0.5329066785052419,mot,0.17604773002676666,0.8182425175327808,mot,0.3203167365863919,0.6708668735809624,mot,0.3604517746716738,0.6310776264872402,mot,0.4501339541748166,0.5418345704674721,mot,0.4053786415606737,0.5861122813075781,mot,0.3955214722082019,0.5951858581975102,mot,0.20431086886674166,0.7879853127524257,mot,0.13307762565091252,0.8599515240639448
20,114741,for,0.9078997895121574,0.08402330940589309,for,0.6191827412694693,0.37048451229929924,for,0.7901319451630116,0.18512047827243805,for,0.7680909764021635,0.2160925716161728,for,0.7983142267912626,0.18974757054820657,for,0.7269038800150156,0.25953599251806736,for,0.7612477838993073,0.21813306584954262,for,0.7884264141321182,0.19809315260499716,for,0.5383890978991985,0.44361168146133423
21,114750,for,0.7064696429297328,0.2862819470465183,mot,0.35902713518589735,0.6331977443769574,for,0.5519477650523186,0.4331887559965253,for,0.5920032011345029,0.3984213590156287,for,0.6978779081255198,0.29413245618343353,mot,0.5686314138583839,0.4202677644789219,for,0.703584685921669,0.2841787226498127,mot,0.47237979527562857,0.5175669211894274,mot,0.26017019525170326,0.7302976762875915
22,114805,mot,0.4983306769281626,0.48731509782373905,mot,0.22577515058219433,0.7664323784410954,mot,0.3793038073927164,0.5922197103500366,mot,0.41311878710985184,0.5688513517379761,mot,0.4662359831854701,0.5219682212918997,mot,0.34647981356829405,0.6404549852013588,mot,0.398599561303854,0.5763887912034988,mot,0.3312656804919243,0.6555721713230014,mot,0.19774109683930874,0.7935689892619848
23,114806,for,0.7160031720995903,0.27522076154127717,mot,0.47132680006325245,0.520893719047308,for,0.5938599072396755,0.39330927608534694,for,0.6203603968024254,0.3694274260196835,for,0.6523845549672842,0.3380597052164376,mot,0.5318025909364223,0.454792782664299,for,0.6669621244072914,0.32288415962830186,mot,0.4952786695212126,0.49479964561760426,mot,0.2845674706622958,0.706746241543442
24,114807,for,0.6200024522840977,0.3687602081336081,mot,0.3898632414638996,0.6010812688618898,for,0.5448759775608778,0.4414177192375064,mot,0.418568704277277,0.5700261951424181,for,0.6634414494037628,0.32608178351074457,mot,0.44275335408747196,0.5438809357583523,for,0.7249315697699785,0.2667180569842458,mot,0.4444303419440985,0.5440480327233672,mot,0.35128636565059423,0.6377762383781374
25,114808,for,0.6958513911813498,0.2953169490210712,mot,0.34850853867828846,0.6430297489278018,for,0.5906965546309948,0.3967912192456424,for,0.5803965944796801,0.40948070818558335,for,0.633950999006629,0.3559323800727725,mot,0.5512704169377685,0.4363269507884979,for,0.6016339114867151,0.3872116692364216,mot,0.46138156205415726,0.5272089410573244,mot,0.27082496462389827,0.718936137855053
26,114812,for,0.6664506401866674,0.32226833142340183,mot,0.3299409821629524,0.6617990005761385,mot,0.5171983689069748,0.4644200839102268,mot,0.5070578753948212,0.47830561455339193,for,0.6057596476748586,0.38193022459745407,mot,0.4932566601783037,0.4938362240791321,mot,0.5271827727556229,0.4517403170466423,mot,0.4078540448099375,0.5804039873182774,mot,0.24541573598980904,0.7459468673914671
27,114813,for,0.5917779840528965,0.397973601706326,mot,0.32113789208233356,0.6702758772298694,mot,0.4491465277969837,0.531644755974412,mot,0.40595165081322193,0.5814963201992214,mot,0.5053524188697338,0.48327296040952206,mot,0.40669273771345615,0.5814485363662243,mot,0.39459418039768934,0.5904158540070057,mot,0.353232454508543,0.6347876759245992,mot,0.2794058080762625,0.7060352992266417
28,114814,for,0.5535331349819899,0.436590607278049,mot,0.23932228749617934,0.7524393210187554,mot,0.4255715236067772,0.5554389953613281,mot,0.3719142684713006,0.6165739540010691,mot,0.4543373007327318,0.5345002068206668,mot,0.4641207903623581,0.5241098031401634,mot,0.45548997074365616,0.5320336250588298,mot,0.2966744303703308,0.6912270169705153,mot,0.2005777433514595,0.7795757055282593
29,114821,for,0.688076002523303,0.2919923644512892,mot,0.43864426016807556,0.537819130346179,mot,0.5243056416511536,0.430011510848999,for,0.5855966731905937,0.3894047141075134,for,0.6609974149614573,0.31724163983017206,mot,0.5153981633484364,0.45798360370099545,for,0.6255222819745541,0.3507670648396015,mot,0.43794018030166626,0.5332390451803803,mot,0.35087110102176666,0.6248637214303017
30,114848,mot,0.30305661633610725,0.6890566777437925,mot,0.17627989128232002,0.8181558446958661,mot,0.2751891687512398,0.7148384926840663,mot,0.22135076066479087,0.7713222247548401,mot,0.3462992226704955,0.6457856521010399,mot,0.24036756344139576,0.7522553130984306,mot,0.2325924695469439,0.7594504468142986,mot,0.20610093232244253,0.7861611805856228,mot,0.18019670341163874,0.8132130512967706
31,114849,mot,0.1239760871976614,0.8665944635868073,mot,0.09907205123454332,0.8919804152101278,mot,0.15567818842828274,0.830272507853806,mot,0.1089160603005439,0.880420234054327,mot,0.18029546365141869,0.8101732581853867,mot,0.12530649453401566,0.863454058766365,mot,0.10580301284790039,0.8834426384419203,mot,0.11847999785095453,0.8694143276661634,mot,0.17295262962579727,0.7961947526782751
32,114854,for,0.9333970081061125,0.058641895884647965,for,0.6737418044358492,0.3132601538673043,for,0.8263962045311928,0.15048491954803467,for,0.7935727350413799,0.19009441137313843,for,0.8508533206768334,0.1387120890431106,for,0.660600290633738,0.3252269495278597,for,0.7951135784387589,0.18556507397443056,for,0.8417065041139722,0.14390111528337002,for,0.5664066784083843,0.4138660132884979
33,114863,for,0.8119992651045322,0.1798816453665495,mot,0.510940358042717,0.4791930615901947,for,0.7907867506146431,0.19833455653861165,for,0.6579137369990349,0.3315509455278516,for,0.8329161582514644,0.1604883186519146,for,0.7478579268790781,0.24442951753735542,for,0.8551289830356836,0.13991255313158035,for,0.6142528131604195,0.3745096027851105,mot,0.4750537537038326,0.5064345002174377
34,114865,for,0.8705660724081099,0.12278861063532531,for,0.6037239748984575,0.38803149200975895,for,0.7927638813853264,0.19305752217769623,for,0.7289616353809834,0.25902846455574036,for,0.7832630770280957,0.2086585108190775,for,0.5587024106644094,0.4310273714363575,for,0.6700154393911362,0.3139998195692897,for,0.718774757348001,0.27003931580111384,mot,0.48586746864020824,0.49736252427101135
35,114866,for,0.8224518857896328,0.16678173607215285,mot,0.48090994730591774,0.5073157260194421,for,0.7037670947611332,0.2716970145702362,for,0.6572228949517012,0.3264584578573704,for,0.7198274536058307,0.2653963631018996,for,0.598094237037003,0.3858526684343815,for,0.7137556225061417,0.2645542547106743,for,0.6316552627831697,0.3526668343693018,for,0.5289022121578455,0.4563778545707464
36,114867,mot,0.5070532243698835,0.48189273104071617,mot,0.20416803192347288,0.7847382947802544,mot,0.4092859923839569,0.5733444504439831,mot,0.2976818922907114,0.6900503560900688,mot,0.532925489358604,0.45696019381284714,mot,0.35169954039156437,0.6365122944116592,mot,0.3768992107361555,0.6128849014639854,mot,0.3502252381294966,0.6365092992782593,mot,0.18617032608017325,0.8026540400460362
37,114872,mot,0.31845424324274063,0.6693313289433718,mot,0.13540693651884794,0.8544333186000586,mot,0.2578218895941973,0.7286491747945547,mot,0.21318176481872797,0.7747846255078912,mot,0.33428770303726196,0.6540148332715034,mot,0.30756007321178913,0.6816035322844982,mot,0.25641407165676355,0.7333780862390995,mot,0.19700751639902592,0.7919270414859056,mot,0.14141853339970112,0.8487322889268398
38,114881,for,0.8272213554009795,0.16533206077292562,for,0.5368837602436543,0.4553739270195365,for,0.7232436817139387,0.2583182752132416,for,0.7204882986843586,0.26687395572662354,for,0.789766269735992,0.20232427399605513,for,0.6028347699902952,0.3870660550892353,for,0.7136235684156418,0.2744758799672127,for,0.6628428623080254,0.3267072676680982,mot,0.4819825477898121,0.50819211313501
39,1148910,for,0.697472034022212,0.28762112185359,mot,0.5331842768937349,0.4538675919175148,for,0.6037797145545483,0.3761196993291378,for,0.5507252402603626,0.4314827136695385,for,0.655257074162364,0.33062785118818283,for,0.592973705381155,0.39136600494384766,mot,0.5172579847276211,0.466347873210907,for,0.5925024263560772,0.3910912126302719,mot,0.4930572584271431,0.4934224262833595
40,114900,for,0.6959449611604214,0.29559189826250076,mot,0.37310874089598656,0.6195568162947893,for,0.5935501307249069,0.393643731251359,for,0.5691869631409645,0.4210472349077463,for,0.7074036407284439,0.28446951508522034,for,0.6151600005105138,0.37502891570329666,for,0.620355551596731,0.36886976286768913,mot,0.47771828435361385,0.5130271017551422,mot,0.3204922080039978,0.6710540316998959
41,114914,for,0.6615099841728806,0.32127023581415415,mot,0.35289297066628933,0.6310461889952421,for,0.5288088470697403,0.42373743653297424,mot,0.4350042697042227,0.5335540771484375,for,0.5788641776889563,0.39763738587498665,mot,0.41852280497550964,0.5578607395291328,mot,0.5245620161294937,0.43737216852605343,mot,0.40390121936798096,0.5776661075651646,mot,0.2283254163339734,0.7572212610393763
42,114921,for,0.8414353244006634,0.15172036946751177,for,0.5487941401079297,0.44289012299850583,for,0.7313412725925446,0.2523133456707001,for,0.7381462343037128,0.25288037210702896,for,0.8293342278338969,0.16234621545299888,for,0.6420200355350971,0.3446505721658468,for,0.7900222309399396,0.2016494390554726,for,0.6120464345440269,0.3781176619231701,mot,0.3451405195519328,0.6422425648197532
43,114922,for,0.7876386260613799,0.2054440751671791,mot,0.40050678700208664,0.5918203042820096,for,0.5976154766976833,0.389677575789392,for,0.5842635110020638,0.40640196297317743,for,0.7020080415531993,0.290323942899704,mot,0.6031390130519867,0.3888711556792259,for,0.6717487061396241,0.32070451974868774,mot,0.39812358282506466,0.5911928936839104,mot,0.17503472976386547,0.8158421027474105
44,114933,for,0.7937195440754294,0.19167345762252808,for,0.5369686782360077,0.45386167988181114,for,0.7069092486053705,0.2697639465332031,for,0.5835522562265396,0.39772340655326843,for,0.6642124773934484,0.3227265924215317,mot,0.5242524724453688,0.4615726750344038,for,0.5825024480000138,0.3927309215068817,for,0.6437583528459072,0.34257971588522196,mot,0.413774567656219,0.5707595944404602
45,114970,for,0.8297477969899774,0.16001925896853209,mot,0.4693052675575018,0.5181568749248981,for,0.709347190335393,0.27223155088722706,for,0.6810393910855055,0.3037534235045314,for,0.7255895975977182,0.2611080687493086,mot,0.5828464720398188,0.4002007022500038,for,0.6290587782859802,0.35037780925631523,for,0.6404289621859789,0.3446367960423231,mot,0.3999977149069309,0.586318057961762
46,114983,for,0.5540410131216049,0.4365559355355799,mot,0.18182536773383617,0.8030672445893288,mot,0.4311106540262699,0.5549974348396063,mot,0.35127370804548264,0.6349995136260986,for,0.5184075105935335,0.4724146327935159,for,0.5198571644723415,0.4701421856880188,for,0.5454175127670169,0.44619686622172594,mot,0.25705283787101507,0.7300096303224564,mot,0.18702439591288567,0.7964897910133004
47,114994,for,0.7958895857445896,0.19361204840242863,mot,0.5261028213426471,0.46204353868961334,for,0.710987651720643,0.2696528136730194,for,0.6635979060083628,0.3217876795679331,for,0.7860091254115105,0.20307966321706772,for,0.7200501980260015,0.2681666240096092,for,0.7329587507992983,0.2555004842579365,for,0.6364536322653294,0.34975546412169933,mot,0.2688930928707123,0.718808026984334
48,115001,for,0.7024663779884577,0.285996095277369,mot,0.4067134652286768,0.5832597445696592,for,0.5993896815925837,0.3839165950194001,for,0.6210378147661686,0.3651035097427666,for,0.6688987910747528,0.3183966251090169,mot,0.49416195414960384,0.49080419540405273,for,0.6360469739884138,0.34760845825076103,for,0.5210360456258059,0.46572843194007874,mot,0.34181624837219715,0.6452852571383119
49,115002,for,0.7622157894074917,0.23148870328441262,mot,0.48125247843563557,0.512867693323642,for,0.6585025619715452,0.3318370603956282,for,0.6485630059614778,0.3440029448829591,for,0.7289767819456756,0.2634027125313878,for,0.5908541567623615,0.399777103215456,for,0.6428384012542665,0.34780553728342056,for,0.5817558895796537,0.41101092379540205,for,0.5847902577370405,0.40727639221586287
50,115015,for,0.6855646753683686,0.3013114631175995,mot,0.4067050665616989,0.5830273665487766,for,0.5890116579830647,0.3907892983406782,for,0.5364317819476128,0.4485007328912616,for,0.6129601756110787,0.3735254257917404,mot,0.48216353729367256,0.5025615766644478,mot,0.523989275097847,0.454015102237463,mot,0.5261481590569019,0.45844440162181854,mot,0.43632740527391434,0.5537834661081433
51,115020,for,0.7469029584899545,0.2468201364390552,mot,0.4402501853182912,0.5534129585139453,for,0.6360222063958645,0.3537506344728172,for,0.6547337649390101,0.3378520815167576,for,0.669940272346139,0.32293631602078676,for,0.595110222697258,0.395427817478776,for,0.6154955616220832,0.37446489185094833,mot,0.49450065754354,0.49677150789648294,mot,0.32063103932887316,0.6644923202693462
52,115030,mot,0.47168925404548645,0.5188801139593124,mot,0.20925207156687975,0.7843268755823374,mot,0.46609351597726345,0.5231114383786917,mot,0.32126448582857847,0.6689808610826731,mot,0.48777685314416885,0.5027126558125019,mot,0.42397272400557995,0.5654064640402794,mot,0.5436805821955204,0.44655032828450203,mot,0.3884815201163292,0.6026334166526794,mot,0.3868487812578678,0.6048247441649437
53,115031,for,0.8213746268302202,0.17146180989220738,mot,0.4711824245750904,0.5214917822740972,for,0.7142204567790031,0.26610323786735535,for,0.6722166538238525,0.31837964919395745,for,0.8213463257998228,0.17182618426159024,for,0.74527801387012,0.2468297090381384,for,0.7846559197641909,0.20743124280124903,for,0.5616741180419922,0.4289142107591033,mot,0.2266959324479103,0.7591294646263123
54,115032,for,0.7597206300124526,0.23296408611349761,mot,0.42954741790890694,0.563088424038142,for,0.6417222078889608,0.3431636691093445,for,0.6460332088172436,0.34466553456149995,for,0.6921300645917654,0.29904361837543547,mot,0.5358761241659522,0.45189115032553673,for,0.7132593300193548,0.27626773063093424,for,0.5653409957885742,0.42454105662181973,mot,0.45199406892061234,0.5388832869939506
55,115033,for,0.7169711124151945,0.27523814234882593,mot,0.3850023429840803,0.6077705845236778,for,0.5698050614446402,0.4158140607178211,for,0.5631996346637607,0.4279658505693078,for,0.670393050648272,0.32074479572474957,for,0.6018822118639946,0.3891139253973961,for,0.6528602540493011,0.3356599919497967,mot,0.4860877161845565,0.5047709625214338,mot,0.3031328432261944,0.6889164885506034
56,115034,mot,0.4751192182302475,0.5122716575860977,mot,0.2998200813308358,0.6900926791131496,mot,0.3869501333683729,0.5981706632301211,mot,0.4029843546450138,0.5839536804705858,for,0.5243290597572923,0.4620344191789627,mot,0.4167796028777957,0.5684429332613945,mot,0.501987571362406,0.4863205347210169,mot,0.29085959028452635,0.6973295146599412,mot,0.18514933250844479,0.805011018179357
57,115035,mot,0.5194385796785355,0.47015764005482197,mot,0.22909829672425985,0.7635197108611465,mot,0.44174306467175484,0.5463863741606474,mot,0.40345146507024765,0.5858079418540001,mot,0.5375478640198708,0.4525260701775551,mot,0.41044263914227486,0.5773655027151108,mot,0.43626995384693146,0.5525304600596428,mot,0.3217049967497587,0.6688004024326801,mot,0.379888984374702,0.6101855440065265
58,1150513,for,0.7552235536277294,0.23774313274770975,mot,0.44390308763831854,0.5489052003249526,for,0.7549460474401712,0.23720034770667553,for,0.6008277852088213,0.390096265822649,for,0.7685049213469028,0.22433497291058302,for,0.6138502433896065,0.3759632967412472,for,0.7090716101229191,0.28306266479194164,for,0.6361457072198391,0.35536634363234043,for,0.6366943009197712,0.3544170083478093
59,1150514,for,0.5887113269418478,0.4018017090857029,mot,0.2882384951226413,0.7043523797765374,for,0.5793906077742577,0.40993517078459263,mot,0.44607768626883626,0.5428146661724895,for,0.6154444497078657,0.37512888945639133,for,0.566442109644413,0.4228197420015931,mot,0.5193232633173466,0.4699702151119709,mot,0.49905252270400524,0.492146254517138,mot,0.5180996302515268,0.4727189587429166
60,1150612,for,0.6616027802228928,0.3276348412036896,mot,0.3635502941906452,0.6281425757333636,for,0.5737355537712574,0.4106824975460768,for,0.5293993409723043,0.4586687977425754,for,0.6311226403340697,0.3581754583865404,mot,0.4994075298309326,0.4884996935725212,for,0.5552208563312888,0.43210441805422306,mot,0.44881954975426197,0.5403426475822926,mot,0.2992812478914857,0.6890472564846277
61,1150710,mot,0.10851369425654411,0.8853581193834543,mot,0.05773349665105343,0.9379750713706017,mot,0.09152337699197233,0.9014629395678639,mot,0.06087412219494581,0.9322901216801256,mot,0.21024570427834988,0.7816896121948957,mot,0.10018536821007729,0.8930795574560761,mot,0.16015339735895395,0.8316112505272031,mot,0.0692672801669687,0.9249341343529522,mot,0.14022681210190058,0.8530872254632413
62,115087,for,0.8720880998298526,0.11351292580366135,for,0.530431630089879,0.4552923394367099,for,0.7386756613850594,0.2321132868528366,for,0.7531636990606785,0.22918349504470825,for,0.7829754054546356,0.19584901630878448,for,0.70041299238801,0.2825337704271078,for,0.7585791945457458,0.2177307610400021,for,0.6656349245458841,0.3050432503223419,for,0.5414766445755959,0.43727943301200867
63,115091,for,0.5622710958123207,0.43052317621186376,mot,0.25806963350623846,0.7367315301671624,mot,0.43650697637349367,0.5533829685300589,mot,0.3950110450387001,0.5973703442141414,for,0.5477767568081617,0.445188382640481,mot,0.5059564290568233,0.4857300240546465,for,0.5721751395612955,0.41946349013596773,mot,0.2933598607778549,0.6994730052538216,mot,0.1747096935287118,0.8198075902182609
64,115092,for,0.8337744136806577,0.15850579645484686,mot,0.45131448842585087,0.5400517978705466,for,0.713802844285965,0.2698591947555542,for,0.7329959515482187,0.2560524046421051,for,0.8006316812243313,0.19123171595856547,for,0.7211546201724559,0.26970646530389786,for,0.7355747073888779,0.25085587706416845,for,0.5859539327211678,0.40345322247594595,mot,0.20237464550882578,0.7863960862159729
65,115093,for,0.757211216725409,0.23418822512030602,mot,0.4160247854888439,0.5774460919201374,for,0.6194241177290678,0.36589926201850176,for,0.5810452736914158,0.40730303921736777,for,0.6705303741618991,0.31999986385926604,mot,0.4946708995848894,0.49294857308268547,for,0.6796387522481382,0.31097298115491867,mot,0.5060751400887966,0.48535560443997383,mot,0.34554249979555607,0.6468873526901007
66,115094,for,0.7019452080130577,0.28954351553693414,mot,0.3757267100736499,0.6160333165898919,for,0.6420697849243879,0.3473005099222064,for,0.5386469103395939,0.4511030300054699,for,0.6799887176603079,0.3113186750560999,for,0.6398423817008734,0.3505894737318158,for,0.6244514416903257,0.36690494418144226,for,0.5852993167936802,0.40509576443582773,mot,0.5448107104748487,0.4438984878361225
67,115095,for,0.7590850228443742,0.23334698006510735,mot,0.4205878898501396,0.5728167877532542,for,0.6288382411003113,0.3613584761042148,for,0.6283540688455105,0.3627712575253099,for,0.712718928232789,0.2794687235727906,for,0.6432630671188235,0.34780010487884283,for,0.6869066650979221,0.30514190113171935,for,0.5365461334586143,0.45483434572815895,mot,0.1862574729602784,0.8055553436279297
68,115096,for,0.6965873269364238,0.2955956347286701,mot,0.38636148534715176,0.606048091314733,for,0.6078102681785822,0.3791513917967677,mot,0.5120759643614292,0.479709560982883,for,0.6438905326649547,0.34879631735384464,mot,0.530505595728755,0.46113773435354233,for,0.5753827481530607,0.41542248986661434,mot,0.4823317853733897,0.5073267687112093,mot,0.27955514937639236,0.6895408034324646
