,id,gpt-4o-mini_left_vote,gpt-4o-mini_left_for_lprob,gpt-4o-mini_left_against_lprob,gpt-4o-mini_right_vote,gpt-4o-mini_right_for_lprob,gpt-4o-mini_right_against_lprob,gpt-4o-mini_center_vote,gpt-4o-mini_center_for_lprob,gpt-4o-mini_center_against_lprob
16,114631,for,-0.0001991298486245,-15.750199317932127,mot,-1.9105403423309328,-0.1605403274297714,for,-0.0002009179006563,-15.500201225280762
17,114640,for,-8.458980300929397e-05,-18.250083923339844,for,-0.0032631536014378,-5.753262996673584,for,-0.0001203509091283,-17.500120162963867
18,114722,for,-0.0001727895141812,-17.250173568725586,mot,-14.000289916992188,-0.0002899373939726,for,-0.0002376289630774,-14.125237464904783
19,114733,for,-0.0001617035741219,-17.37516212463379,mot,-7.250990390777588,-0.0009901765733957,for,-0.0001980570232262,-15.000198364257812
20,114741,for,-0.000114986738481,-18.50011444091797,for,-0.0002547832846175,-14.12525463104248,for,-0.0001474028103984,0.0
21,114750,for,-0.0002457238151691,-18.62524604797364,for,-0.0042449622415006,-5.629244804382324,for,-0.0001663525181356,0.0
22,114805,for,-0.000242039503064,-16.875242233276367,mot,-2.812391519546509,-0.0623915679752826,for,-0.0004147032741457,-13.500414848327637
23,114806,for,-0.0002023483539232,-17.375202178955078,mot,-5.131383895874023,-0.0063841138035058,for,-0.0002645543136168,-16.75026512145996
24,114807,for,-0.0002489423204679,-16.8752498626709,for,-0.0183846242725849,-4.0183844566345215,for,-0.0001555049821035,-16.25015640258789
25,114808,for,-0.0002186755737056,-15.500218391418455,for,-0.6934068202972412,-0.6934068202972412,for,-0.0002718257601372,-15.750271797180176
26,114812,for,-0.0002203444309998,-16.750221252441406,mot,-11.12516975402832,-0.000169690218172,for,-0.0004641544655896,-14.50046443939209
27,114813,for,-0.0002024675486609,-17.250202178955078,mot,-10.375321388244627,-0.0003210422000847,for,-0.0002931558701675,-15.125292778015137
28,114814,for,-0.0001507405104348,-18.250150680541992,mot,-12.250772476196287,-0.0007722244481556,for,-0.000322949461406,-16.000322341918945
29,114821,for,-0.0008158236742019,0.0,mot,-4.388235569000244,-0.0132355242967605,for,-0.0003618024929892,0.0
30,114848,for,-0.0002350064896745,-16.875234603881836,mot,-5.878185272216797,-0.0031850787345319,for,-0.0003364158037584,-13.250336647033691
31,114849,for,-0.0001732663222355,-14.500173568725586,mot,-13.250266075134276,-0.0002659847668837,for,-0.0004601015243679,-8.000459671020508
32,114854,for,-9.829823102336376e-05,-16.625099182128906,for,-0.4742991328239441,-0.974299132823944,for,-0.0001267805637326,-13.250126838684082
33,114863,for,-0.0001513365277787,-18.625150680541992,for,-0.0002485846925992,-11.250248908996582,for,-0.0001572930341353,-18.37515640258789
34,114865,for,-0.00028231201577,-15.500282287597656,for,-0.0068034720607101,-5.006803512573242,for,-0.0002927982714027,-16.000293731689453
35,114866,for,-0.0002390594017924,-17.3752384185791,for,-0.00016682932619,-11.125166893005373,for,-0.0001658756955293,-17.125165939331055
36,114867,for,-0.0001118874424719,-16.375112533569336,for,-0.1604273170232772,-1.9104273319244385,for,-0.0004642736748792,-15.37546443939209
37,114872,for,-0.0001404889917466,-15.500140190124512,mot,-8.250550270080566,-0.0005501718260347,for,-0.0001665909221628,-12.000166893005373
38,114881,for,-0.000246915849857,-14.62524700164795,for,-0.0002305959496879,-9.87523078918457,for,-0.0001202316998387,-16.625120162963867
39,1148910,for,-0.0003159201005473,-13.75031566619873,for,-0.3135198950767517,-1.3135199546813965,for,-0.00032640635618,-13.000326156616213
40,114900,for,-0.0002339336497243,-16.250234603881836,for,-0.0622274875640869,-2.812227487564087,for,-0.0002173643442802,-15.75021743774414
41,114914,for,-0.0001595579087734,-16.125160217285156,mot,-0.9743266105651855,-0.4743266105651855,for,-0.0001239196863025,-14.625123977661133
42,114921,for,-0.0002328608097741,-17.750232696533203,for,-0.0003623985394369,-8.250362396240234,for,-0.0001669485354796,-18.125167846679688
43,114922,for,-0.0001143907211371,-18.62511444091797,for,-0.5761692523956299,-0.8261692523956299,for,-0.0001369128876831,-16.875137329101562
44,114933,for,-0.0002539488777983,-13.500253677368164,for,-0.0790621861815452,-2.579062223434448,for,-0.0002401322417426,-14.875240325927734
45,114970,for,-0.0001842294004745,-15.125184059143066,for,-0.0487412251532077,-3.048741340637207,for,-0.0003681092930492,-14.375368118286133
46,114983,for,-0.0001934080792125,-17.375192642211914,mot,-6.377153873443604,-0.0021537111606448,for,-0.0002503727737348,-15.625250816345217
47,114994,for,-0.0002969703928101,-17.75029754638672,mot,-6.626781940460205,-0.0017819256754592,for,-0.000314012839226,-17.000314712524414
48,115001,for,-0.0001671869395067,-17.375167846679688,for,-0.0298532340675592,-3.529853343963623,for,-0.0003026921767741,-15.1253023147583
49,115002,for,-0.0001953153405338,-17.750194549560547,mot,-8.250641822814941,-0.000642261293251,for,-0.0003315321228001,-16.37533187866211
50,115015,for,-0.0001854214351624,-16.125185012817383,mot,-5.629119873046875,-0.0041199540719389,for,-0.0004595055361278,-13.625459671020508
51,115020,for,-0.0001642068527871,-18.375164031982425,mot,-3.773711442947388,-0.0237114932388067,for,-0.0003129400138277,-17.62531280517578
52,115030,for,-0.0001885207311715,-17.25018882751465,mot,-4.883250713348389,-0.0082508446648716,for,-0.0001857790339272,-16.375185012817383
53,115031,for,-0.0002078317193081,-18.875207901000977,for,-0.0381912477314472,-3.288191318511963,for,-0.0001644452568143,0.0
54,115032,for,-0.0002916062367148,0.0,for,-0.0001658756955293,-11.000165939331056,for,-0.0001843485952122,0.0
55,115033,for,-0.0001864942605607,-18.250186920166016,for,-0.0079219797626137,-4.882922172546387,for,-0.0001451379357604,-18.250144958496094
56,115034,for,-0.00017195509281,0.0,mot,-1.9106550216674805,-0.1606550514698028,for,-0.000116417184472,-17.7501163482666
57,115035,for,-0.0001047352270688,-16.750104904174805,for,-0.0033016509842127,-5.753301620483398,for,-0.0001663525181356,-15.125165939331056
58,1150513,for,-0.0002509687910787,-13.625250816345217,mot,-16.125070571899414,-7.111979357432574e-05,mot,-1.5024958848953247,-0.2524959146976471
59,1150514,for,-0.0002387018030276,-10.500238418579102,mot,-11.3753080368042,-0.0003076950670219,mot,-4.018570423126221,-0.0185703486204147
60,1150612,for,-0.0002858881198335,-16.500286102294922,for,-0.0487161353230476,-3.0487160682678223,for,-0.0003144896763842,-17.250314712524414
61,1150710,for,-0.000161107556778,-16.500160217285156,mot,-15.750080108642578,-8.029847231227905e-05,for,-0.0004037402104586,-10.50040340423584
62,115087,for,-0.0001432306744391,0.0,for,-0.0001147483344539,-13.625114440917969,for,-0.0002023483539232,-18.12520217895508
63,115091,for,-0.0002759942144621,-17.250276565551758,mot,-6.876250743865967,-0.0012508237268775,for,-0.0002763518423307,-16.875276565551758
64,115092,for,-0.0001457339531043,-18.125144958496094,mot,-3.896188735961914,-0.0211886838078498,for,-0.0001283302117371,-16.8751277923584
65,115093,for,-0.0002453662164043,-17.250246047973633,mot,-2.1272172927856445,-0.1272172331809997,for,-0.0001111722231144,-17.250110626220703
66,115094,for,-0.0001617035741219,-17.25016212463379,mot,-6.501821994781494,-0.0018217855831608,for,-0.0004207826859783,-14.625420570373535
67,115095,for,-0.0001060464637703,-13.87510585784912,for,-6.992775888647884e-05,-13.375069618225098,for,-0.0002341720537515,-15.125234603881836
68,115096,for,-0.0001421578490408,-18.62514305114746,for,-0.3135617971420288,-1.3135617971420288,for,-0.0003387999022379,-16.87533950805664
69,115098,for,-0.0001636108354432,-18.875164031982425,for,-0.0027887078467756,-6.002788543701172,for,-0.0001850638218456,0.0
70,115099,for,-0.0001406082010362,-18.250141143798828,for,-0.0487491711974144,-3.0487492084503174,for,-0.0002253509883303,-17.750225067138672
71,1151015,for,-0.0002697992895264,-9.000269889831543,mot,-7.0013108253479,-0.0013105978723615,mot,-2.1275055408477783,-0.1275056302547454
72,1151111,for,-0.0001496676704846,-13.125149726867676,mot,-1.910564661026001,-0.1605646908283233,for,-0.0007848527166061,-11.250784873962402
73,115120,for,-0.0001936464832397,-16.375194549560547,mot,-12.000646591186523,-0.0006469102227129,for,-0.000189831960597,-13.875189781188965
74,115130,for,-0.0004730910877697,-8.375473022460938,for,-0.0111511023715138,-4.511151313781738,for,-0.0004772631800733,-11.625476837158203
75,115140,for,-0.0001953153405338,-13.375195503234863,mot,-1.7016912698745728,-0.2016912698745727,for,-0.0792683586478233,-2.579268455505371
76,115184,for,-0.000175411987584,-18.12517547607422,mot,-16.875059127807617,-6.0033853515051305e-05,for,-0.0002669384120963,-12.000267028808594
77,115195,for,-0.0001658756955293,-16.625165939331055,mot,-12.750410079956056,-0.0004098195640835,for,-0.0005566088366322,-8.750556945800781
78,115203,for,-0.0001808953675208,-17.375181198120117,mot,-16.37505531311035,-5.526570384972729e-05,for,-0.0002850537130143,-9.250285148620604
79,115216,for,-0.0002361985243624,-12.750236511230469,for,-0.0014028487494215,-6.626402854919434,for,-0.0005245577194727,-12.250524520874023
80,115217,for,-0.0001617035741219,-18.00016212463379,for,-0.0620771460235118,-2.812077045440674,for,-0.0002346488763578,-16.750234603881836
81,115221,for,-0.0001661141141084,-17.625165939331055,for,-0.0008459602249786,-7.125845909118652,for,-0.0002354832977289,-15.875235557556152
82,115232,for,-0.000229999932344,-16.12523078918457,mot,-14.250274658203123,-0.0002749213890638,for,-0.0004381790640763,-10.25043773651123
83,115240,for,-0.0001508597051724,-18.000150680541992,mot,-4.758886814117432,-0.0088868346065282,for,-0.0001597963128006,-17.500160217285156
84,115430,for,-0.0004274507518857,-17.25042724609375,mot,-1.7019249200820925,-0.2019248902797699,for,-0.0003803872969001,-14.625380516052246
85,115392,for,-0.0003030497755389,-15.875303268432615,mot,-6.252146244049072,-0.0021463353186845,for,-0.0002463198325131,-14.750246047973633
86,115400,for,-0.0002481078845448,-17.875247955322266,for,-0.0018517737044021,-6.376851558685303,for,-0.0003603720688261,-17.7503604888916
87,115420,for,-0.0003015001420862,-13.125301361083984,for,-0.0001265421597054,-14.000126838684082,for,-0.000264196714852,-16.50026512145996
88,115446,for,-0.0002038980019278,-18.62520408630371,mot,-11.250162124633787,-0.0001622995914658,for,-0.0001636108354432,-17.375164031982422
89,115455,for,-0.0001627763995202,-13.000163078308104,for,-0.0053097736090421,-5.255309581756592,for,-0.0001973417965928,-15.875197410583496
90,115464,for,-0.0002335760364076,-15.37523365020752,mot,-13.75036334991455,-0.0003631137660704,for,-0.0001253501250175,-11.62512493133545
91,115473,for,-0.0003781224077101,-10.250377655029297,for,-0.0004031441640108,-8.75040340423584,for,-0.0003745463036466,-13.875374794006348
92,115482,for,-0.0002457238151691,-13.250246047973633,for,-0.3135313093662262,-1.3135312795639038,for,-0.001126286922954,-10.376126289367676
93,115491,for,-0.0002089045447064,-12.750208854675291,for,-0.6935204863548279,-0.6935204863548279,for,-0.0001774384581949,-15.000177383422852
94,115520,for,-9.400689305039124e-05,-10.125094413757324,mot,-4.141566276550293,-0.0165664665400981,for,-0.0488320551812648,-3.0488319396972656
95,115532,for,-0.0001373896957375,-18.000137329101562,for,-0.0004742831224575,-7.875474452972412,for,-0.0001688557968009,-18.00016975402832
96,115550,for,-9.233804303221405e-05,-18.87509155273437,for,-0.0298676993697881,-3.529867649078369,for,-7.73183855926618e-05,-18.375078201293945
97,1156824,for,-0.0002120038407156,-14.375211715698242,mot,-3.7737765312194815,-0.023776451125741,for,-0.0003756191581487,-11.250375747680664
98,1156914,for,-0.0002756366156972,-15.25027561187744,for,-0.2522070407867431,-1.5022070407867432,for,-0.0002311919670319,-14.87523078918457
99,1156918,for,-0.0002572865632828,-11.37525749206543,mot,-12.75015354156494,-0.0001531209127278,for,-0.0021688169799745,-6.252168655395508
100,1156919,for,-0.0002688456443138,-10.375268936157228,for,-0.0007485175738111,-7.375748634338379,for,-0.0001482372317695,-13.625147819519045
101,1156922,for,-0.0001512173184892,-18.500150680541992,mot,-10.000262260437012,-0.0002620510349515,for,-0.0002805239637382,-16.250280380249023
102,1157020,for,-0.0001636108354432,-12.000164031982422,mot,-13.250296592712402,-0.0002968511835206,mot,-3.288305759429932,-0.0383058674633502
103,1157021,for,-0.0001667101314524,-17.875165939331055,mot,-17.500106811523438,-0.0001062848750734,for,-0.0003640673821792,-11.750364303588867
104,1157115,for,-0.0002087853499688,-16.500207901000977,mot,-7.625703811645508,-0.0007037336472421,for,-0.0004144648555666,-13.125414848327637
105,1157216,for,-0.0001407273957738,-18.250141143798828,mot,-9.500840187072754,-0.0008403576212003,for,-0.0002196292043663,-17.000219345092773
106,1157217,for,-0.0001531209127278,-15.37515354156494,mot,-9.125301361083984,-0.0003016193513758,for,-0.0007761581800878,-7.625776290893555
107,1157427,for,-0.000227735057706,-16.625226974487305,mot,-5.131124496459961,-0.006124313455075,for,-0.0005878218798898,-12.125587463378906
108,1157610,for,-0.0006180775817483,-8.500617980957031,for,-0.0233719628304243,-3.773371934890747,for,-0.0005486258305609,-10.375548362731934
109,1157711,for,-0.0002232053229818,-15.00022315979004,mot,-8.875323295593262,-0.0003228302521165,for,-0.0004816737491637,-10.875481605529783
110,115796,for,-0.0003254527400713,-8.250325202941895,for,-0.005313565954566,-5.255313396453857,for,-0.0002587170165497,-8.625258445739746
111,115797,mot,-5.006987571716309,-0.0069875647313892,mot,-3.2883572578430176,-0.038357138633728,for,-0.0120395757257938,-4.512039661407471
112,115803,for,-0.0001431114797014,-16.12514305114746,mot,-3.288579225540161,-0.0385792218148708,for,-0.0003166353271808,-9.750316619873049
113,115818,mot,-1.5021867752075195,-0.2521867454051971,mot,-6.501816272735596,-0.0018161940388381,mot,-10.000773429870604,-0.0007730589131824
114,115822,for,-0.0001661141141084,-13.875165939331056,for,-0.3134342432022095,-1.3134342432022097,for,-0.0002093813673127,-14.62520980834961
115,115824,for,-0.0001327407517237,0.0,for,-0.079065166413784,-2.579065084457397,for,-0.0001587234874023,-17.375158309936523
116,115825,for,-0.0621171370148658,-2.812117099761963,for,-0.0019938242621719,-6.251993656158447,for,-0.0006948007503524,-7.750694751739502
117,1158325,for,-0.0002167683269362,0.0,mot,-11.625378608703612,-0.0003782416461035,for,-0.0003653786261565,-15.500365257263184
118,115850,for,-0.0001441843050997,-17.125144958496094,mot,-10.500321388244627,-0.0003216382174286,for,-0.0002074741059914,-14.375207901000977
119,115860,mot,-1.9104899168014529,-0.1604899615049362,mot,-4.759018898010254,-0.009018812328577,mot,-2.5797760486602783,-0.0797761231660842
120,115870,for,-0.0001681405701674,-15.625167846679688,mot,-8.625359535217285,-0.0003596568421926,for,-0.0004058858612552,-10.250406265258787
121,115940,for,-0.0002124806633219,-17.875211715698242,mot,-8.625720024108887,-0.0007195804500952,for,-0.0002749213890638,-16.875274658203125
122,115950,for,-0.000192692852579,-18.62519264221192,mot,-0.974506378173828,-0.4745064079761505,for,-0.000314012839226,-17.875314712524414
123,115960,for,-0.0002839808585122,-15.250284194946287,mot,-2.127376079559326,-0.1273761391639709,for,-0.0004665385349653,-14.125466346740724
124,115961,for,-0.0001838717871578,-18.25018310546875,for,-0.0001282110169995,-12.500127792358398,for,-0.000311390380375,-18.50031089782715
125,116033,for,-0.0002826696436386,-17.375282287597656,mot,-9.375218391418455,-0.0002180795563617,for,-0.000460339942947,-15.625460624694824
126,116034,for,-0.0002201060269726,-17.750219345092773,mot,-2.8124680519104004,-0.0624679438769817,for,-0.000186971083167,-18.125186920166016
127,116035,for,-0.0002030635660048,-15.750203132629396,for,-0.018343785777688,-4.018343925476074,for,-0.0002757558249868,-15.12527561187744
128,116036,for,-0.0001838717871578,-15.125184059143066,for,-0.3135027289390564,-1.3135027885437012,for,-0.0002462006232235,-16.250246047973633
129,116042,for,-0.0002363177191,-17.25023651123047,mot,-4.759011268615723,-0.0090112490579485,for,-0.0002372713497607,-16.62523651123047
130,116050,for,-0.0002820736262947,-14.125282287597656,mot,-0.9743021130561828,-0.4743021130561828,for,-0.0002354832977289,-14.500235557556152
131,116061,for,-0.0002844576956704,-17.37528419494629,mot,-5.753399848937988,-0.0034000289160758,for,-0.0002541872672736,-16.375253677368164
132,116072,for,-0.0001583658740855,-18.375158309936523,mot,-5.629133701324463,-0.0041336109861731,for,-0.0001882823125924,-18.50018882751465
133,116073,for,-0.0002081893326248,-11.250207901000977,mot,-2.579409599304199,-0.0794096365571022,for,-0.0184543803334236,-4.018454551696777
134,116081,for,-0.000300427316688,-17.000301361083984,for,-0.0004063626984134,-8.000406265258789,for,-0.0001406082010362,-17.875141143798828
135,116090,for,-0.0001067616904038,-18.62510681152344,mot,-9.875228881835938,-0.0002290463016834,for,-0.0002472734777256,-17.000247955322266
136,116091,for,-0.0001563394034747,-15.12515640258789,mot,-7.001183986663818,-0.0011837999336421,for,-0.0002922022540587,-14.62529182434082
137,116092,for,-0.0003783608262892,-16.500377655029297,for,-0.0061207599937915,-5.131120681762695,for,-0.0001959113578777,-18.37519645690918
138,116093,for,-0.0002622894535306,-18.125263214111328,for,-0.2017020732164383,-1.701702117919922,for,-0.0001962689566425,-17.62519645690918
139,116094,for,-0.0003472633252386,-15.625347137451172,for,-0.0233592670410871,-3.773359298706055,for,-0.0006002153968438,-14.50059986114502
140,116131,for,-0.0001468067930545,-17.875146865844727,for,-0.6933626532554626,-0.6933626532554626,for,-0.0002381057711318,-16.0002384185791
141,116142,for,-0.0001223700382979,-18.2501220703125,mot,-6.751453876495361,-0.0014536862727254,for,-0.0001114106344175,-17.375110626220703
142,116153,for,-0.0001245157036464,0.0,for,-0.2016860097646713,-1.7016860246658323,for,-0.0001214237418025,-17.0001220703125
143,116193,for,-0.0001314295077463,-18.500131607055664,for,-0.038176093250513,-3.2881760597229004,for,-0.0002298807230545,-17.75023078918457
144,116194,for,-9.162282367469744e-05,-18.50009155273437,for,-0.0004220939008519,-7.87542200088501,for,-0.0001347672223346,-18.25013542175293
145,116211,for,-0.0003453560639172,-16.37534523010254,mot,-3.049064874649048,-0.0490647666156291,for,-0.000196984183276,-16.00019645690918
146,116212,for,-0.0002901757834479,-11.125289916992188,for,-0.0029525011777877,-5.877952575683594,for,-0.0003739503154065,-14.250373840332031
147,116280,for,-0.0002351256844121,-14.875235557556152,for,-0.1003741323947906,-2.350374221801758,for,-0.0004222131101414,-12.375422477722168
148,116314,for,-0.018276248127222,-4.018276214599609,for,-0.0086970655247569,-4.758697032928467,for,-0.0300500355660915,-3.530050039291382
149,116315,for,-0.0025665028952062,-6.002566337585449,for,-0.0053110811859369,-5.255311012268066,for,-0.0143544729799032,-4.264354705810547
150,116316,for,-0.0112248910591006,-4.511224746704102,for,-0.0006738319061696,-7.375673770904541,for,-0.0184398703277111,-4.018439769744873
151,116327,for,-0.0235783047974109,-3.773578405380249,for,-0.0041674375534057,-5.504167556762695,for,-0.0031137804035097,-5.878113746643066
152,116330,for,-0.0003189001872669,-9.62531852722168,for,-0.0019882326014339,-6.251988410949707,for,-0.3881068527698517,-1.1381068229675293
153,116331,for,-0.0234813075512647,-3.773481369018554,mot,-0.8261522650718689,-0.5761522650718689,mot,-1.5023093223571775,-0.2523092925548553
154,116332,for,-0.0059009497053921,-5.255900859832764,mot,-2.8122365474700928,-0.062236662954092,for,-0.0118022123351693,-4.5118021965026855
155,1163615,for,-0.0001340519957011,-18.000133514404297,for,-0.0004525990225374,-7.875452518463135,for,-0.0002309535630047,-17.37523078918457
156,1163616,for,-0.0001569354208186,-17.87515640258789,for,-0.0183231886476278,-4.018323421478272,for,-0.0002335760364076,-17.125232696533203
157,1163617,for,-0.000142396253068,-15.375142097473145,for,-0.2016151696443557,-1.7016152143478394,for,-0.0004678497789427,-13.125468254089355
158,1163714,for,-0.0002842192770913,-16.37528419494629,mot,-7.750686168670654,-0.000686225364916,for,-0.00041231920477,-14.000411987304688
159,116389,for,-0.0001401313784299,-15.750140190124512,mot,-4.387815475463867,-0.0128156943246722,for,-0.000153359316755,-13.87515354156494
160,1163810,for,-0.0002160531003028,-16.250215530395508,mot,-5.255532741546631,-0.0055327927693724,for,-0.0002222516923211,-14.375222206115724
161,1163811,for,-0.0002141458389814,-16.875213623046875,for,-0.1004184409976005,-2.350418329238892,for,-0.0002184371696785,-15.875218391418455
162,1163812,for,-0.0002941095153801,-17.250293731689453,mot,-5.629001617431641,-0.0040014651603996,for,-0.0002415626804577,-15.50024127960205
163,1163813,for,-0.0003205653920304,-17.375320434570312,mot,-2.5791895389556885,-0.0791896134614944,for,-0.0002174835390178,-16.12521743774414
164,116396,mot,-0.9742969274520874,-0.474296897649765,mot,-0.974410891532898,-0.4744108617305755,for,-0.0013147627469152,-6.751314640045166
165,116397,for,-0.0004363909829407,-13.000436782836914,for,-0.2522113025188446,-1.502211332321167,for,-0.0002686072548385,-15.000268936157228
166,116398,for,-0.0002241589536424,-17.125225067138672,mot,-6.377110004425049,-0.0021100514568388,for,-0.000234887280385,-15.500234603881836
167,116401,for,-0.0002223709016107,-13.000222206115724,for,-0.5761494636535645,-0.8261494636535645,for,-0.0002459622337482,-11.375246047973633
168,116402,for,-0.0002050900366157,-15.000205039978027,mot,-4.38778829574585,-0.0127881569787859,for,-0.0001981762179639,-11.750198364257812
169,116404,for,-0.0002544256858527,-13.12525463104248,for,-0.0142793869599699,-4.264279365539551,for,-0.000345952110365,-15.625346183776855
170,116405,for,-0.0001755311968736,-15.75017547607422,mot,-10.6251802444458,-0.0001805377542041,for,-0.0004056474717799,-10.125405311584473
171,116521,for,-0.0002106926112901,-13.875210762023926,mot,-9.000299453735352,-0.0002993544621858,for,-0.0019995348993688,-6.376999378204346
172,116522,for,-0.0001972225873032,-12.750197410583496,mot,-13.000128746032717,-0.0001291646476602,for,-0.0062923142686486,-5.131292343139648
173,116523,for,-0.000278855120996,-17.00027847290039,mot,-2.812385320663452,-0.0623854137957096,for,-0.0002953015500679,-14.500295639038086
174,116535,for,-0.0003417799598537,0.0,mot,-7.6258544921875,-0.0008542861323803,for,-0.000436271802755,-17.250436782836914
175,116536,for,-0.0001283302117371,-18.2501277923584,mot,-9.000307083129883,-0.0003067414218094,for,-0.0002086661406792,-16.125207901000977
176,116537,for,-0.0001270189823117,-17.0001277923584,for,-0.0182252153754234,-4.018225193023682,for,-0.000379314442398,-16.12537956237793
177,116543,for,-0.0003912311512976,-18.375391006469727,mot,-5.878180503845215,-0.0031806828919798,for,-0.0001780344755388,-17.87517738342285
178,116544,for,-0.0001439459010725,-18.37514305114746,mot,-9.500348091125488,-0.0003480977902654,for,-0.0002378673671046,-16.5002384185791
179,116561,for,-0.0003266447747591,0.0,for,-0.5764206051826477,-0.8264206051826477,for,-0.0004087467677891,0.0
180,116562,for,-0.0001448995317332,0.0,mot,-8.12558650970459,-0.0005860374658368,for,-0.0001903087832033,-18.37519073486328
181,116588,for,-0.0001246348983841,-16.250123977661133,mot,-11.250198364257812,-0.0001982954272534,for,-0.0003085294738411,-11.125308990478516
182,116596,for,-0.0001997258659685,-14.250199317932127,mot,-8.875316619873047,-0.000316277728416,for,-0.0006390500930137,-10.125638961791992
183,116597,for,-0.0001973417965928,-17.87519645690918,for,-0.0019840677268803,-6.251984119415283,for,-0.0002124806633219,-17.500211715698242
184,116604,for,-0.0002790935104712,-17.62527847290039,mot,-15.875057220458984,-5.693455750588328e-05,for,-0.0003045994380954,-15.625304222106934
185,116605,for,-0.0002172451349906,-18.25021743774414,for,-0.00031973462319,-8.375319480895996,for,-0.0001860174525063,-17.375186920166016
186,116629,for,-0.0002916062367148,-17.75029182434082,mot,-5.380032062530518,-0.0050320178270339,for,-0.0003846749605145,-15.375384330749512
187,1166511,for,-0.0002726601669564,-14.750272750854492,mot,-1.3135364055633545,-0.3135363757610321,for,-0.0003995680599473,-11.000399589538574
188,1167316,for,-0.0001191588671645,-15.50011920928955,mot,-17.00006866455078,-6.861651490908116e-05,for,-0.1271436512470245,-2.127143621444702
189,1167317,for,-0.0001428730611223,-15.25014305114746,mot,-16.75006675720215,-6.611323624383658e-05,for,-0.0111630130559206,-4.511163234710693
190,1167318,for,-0.0001606307341717,-18.87516021728516,mot,-17.625099182128906,-9.984787902794778e-05,for,-0.0001508597051724,-17.125150680541992
191,1167319,for,-0.0001410850090906,-18.375141143798828,mot,-3.2888190746307373,-0.0388191416859626,for,-0.0001288070343434,-17.25012969970703
192,1167320,for,-0.0053535322658717,-5.2553534507751465,mot,-9.500286102294922,-0.0002863649569917,for,-0.0068286824971437,-5.006828784942627
193,1167415,mot,-5.006860256195068,-0.0068604126572608,mot,-3.2882325649261475,-0.0382326580584049,mot,-2.8128116130828857,-0.0628115832805633
194,1167512,for,-0.0002918446552939,-17.25029182434082,mot,-0.8262746930122375,-0.5762746930122375,for,-0.0001737431448418,-16.250173568725586
195,1167513,for,-0.0001810145622584,-17.750181198120117,mot,-5.628944873809815,-0.0039449445903301,for,-0.0001717166742309,-12.125171661376951
196,1167514,for,-7.064297824399546e-05,-16.000070571899414,mot,-14.37504768371582,-4.763666947837919e-05,for,-0.5764427185058594,-0.8264427185058594
197,1167611,for,-0.000109264961793,-13.875109672546388,mot,-11.750232696533203,-0.0002329800190636,for,-0.0233638081699609,-3.7733638286590576
198,1167710,for,-9.984787902794778e-05,-17.875099182128906,mot,-10.000205993652344,-0.0002055668446701,for,-0.0001866134698502,-13.375186920166016
