,id,Falcon3-instruct_vote,Falcon3-instruct_for_prob,Falcon3-instruct_against_prob
60,1150612,for,0.6592405498959124,0.32220834493637085
61,1150710,mot,0.21943746879696846,0.7601659893989563
62,115087,for,0.7856563706882298,0.18311063945293427
63,115091,mot,0.46582092402968556,0.5230193734169006
64,115092,mot,0.5018223971128464,0.4751748740673065
65,115093,for,0.6807698477059603,0.30833274126052856
66,115094,for,0.7792906085960567,0.21042673289775848
67,115095,mot,0.37463968992233276,0.6094681620597839
68,115096,mot,0.4888491630554199,0.4200505316257477
69,115098,mot,0.44466158002614975,0.5358120799064636
70,115099,for,0.5770457894541323,0.4090886116027832
71,1151015,mot,0.2207750305533409,0.7686341048683971
72,1151111,mot,0.33503363945055753,0.6527760028839111
73,115120,for,0.7478740913793445,0.24301791191101074
74,115130,mot,0.3591487370431423,0.6174681782722473
75,115140,mot,0.43737820838578045,0.5446199774742126
76,115184,mot,0.3937329947948456,0.588981032371521
77,115195,mot,0.23661954700946808,0.7435077428817749
78,115203,mot,0.4001690372824669,0.5809789299964905
79,115216,for,0.6085055032745004,0.3833984136581421
80,115217,mot,0.09445969760417938,0.8875182867050171
81,115221,for,0.8143524904735386,0.1592029482126236
82,115232,mot,0.26639994978904724,0.7168403267860413
83,115240,mot,0.3028140142560005,0.6839652061462402
84,115430,for,0.5451615666970611,0.43938201665878296
85,115392,for,0.6258233832195401,0.3620188534259796
86,115400,for,0.5672316856216639,0.4175513982772827
87,115420,mot,0.3946068787481636,0.5822486877441406
88,115446,for,0.7112784343771636,0.274203896522522
89,115455,mot,0.5212877898011357,0.45047372579574585
90,115464,for,0.8635499542579055,0.11494128406047821
91,115473,mot,0.2332059033215046,0.7537436485290527
92,115482,mot,0.47022047988139093,0.5171234011650085
93,115491,for,0.7057406704407185,0.27474555373191833
94,115520,mot,0.5281107379123569,0.4649045006954111
95,115532,for,0.7416998599655926,0.2481226772069931
96,115550,for,0.7312238374724984,0.25510579347610474
97,1156824,for,0.7991497963666916,0.18407955765724182
98,1156914,mot,0.5121451452141628,0.478302925825119
99,1156918,mot,0.3748445110395551,0.5874204635620117
100,1156919,for,0.5406752559356391,0.4498562812805176
101,1156922,mot,0.4099065405316651,0.5767339468002319
102,1157020,mot,0.38675617426633835,0.5542773008346558
103,1157021,mot,0.4718422065488994,0.513844907283783
104,1157115,mot,0.35668186098337173,0.6190078258514404
105,1157216,mot,0.4156499207019806,0.554703414440155
106,1157217,mot,0.33743201196193695,0.6282575726509094
107,1157427,for,0.7550232692155987,0.23841756582260132
108,1157610,mot,0.44404612574726343,0.4752136468887329
109,1157711,for,0.8251578216440976,0.15490682423114777
110,115796,for,0.5334526747465134,0.4373742938041687
111,115797,mot,0.3603212672751397,0.6192179918289185
112,115803,for,0.5615804323460907,0.41979753971099854
113,115818,mot,0.38199445605278015,0.5968736410140991
114,115822,mot,0.23174263536930084,0.7506229877471924
115,115824,for,0.6294582085683942,0.3532189428806305
116,115825,mot,0.44318923354148865,0.5306050777435303
117,1158325,mot,0.41916097956709564,0.5703912377357483
118,115850,mot,0.46604059799574316,0.5231776237487793
119,115860,mot,0.5966614671051502,0.39435259823221713
120,115870,mot,0.4360122063662857,0.546137809753418
121,115940,mot,0.4062824323773384,0.5603631138801575
122,115950,mot,0.28977543860673904,0.6871942281723022
123,115960,mot,0.28058444475755095,0.705433189868927
124,115961,for,0.7812495343387127,0.2016674131155014
125,116033,mot,0.31281698355451226,0.6713451147079468
126,116034,for,0.7885402275715023,0.19474002718925476
127,116035,for,0.5502767944708467,0.42799070477485657
128,116036,for,0.8320877971127629,0.14605964720249176
129,116042,mot,0.26233252696692944,0.7198416823521256
130,116050,for,0.7257159110158682,0.2602524161338806
131,116061,mot,0.38843728182837367,0.5939196348190308
132,116072,for,0.6276635602116585,0.36021074652671814
133,116073,mot,0.24439718574285507,0.7147492170333862
134,116081,mot,0.37509769946336746,0.592380940914154
135,116090,for,0.9157577496953309,0.07757469266653061
136,116091,mot,0.6307130055502057,0.3601062595844269
137,116092,for,0.68642622185871,0.30345892906188965
138,116093,mot,0.11384393647313118,0.872986912727356
139,116094,for,0.7584925492992625,0.23405607044696808
140,116131,mot,0.3017136303242296,0.6770659685134888
141,116142,for,0.5891243976075202,0.38811615109443665
142,116153,mot,0.3877137452363968,0.5813542604446411
143,116193,mot,0.4209019480040297,0.5573341250419617
144,116194,for,0.8591042589396238,0.11989371478557587
145,116211,mot,0.4601364608388394,0.5302271842956543
146,116212,for,0.5530686862766743,0.422191321849823
147,116280,for,0.6810269758570939,0.3084132671356201
148,116314,for,0.663569737225771,0.324810266494751
149,116315,for,0.6827044207602739,0.30663225054740906
150,116316,for,0.657741995761171,0.32926300168037415
151,116327,mot,0.2093607261776924,0.7570043206214905
152,116330,mot,0.5479877268662676,0.43939441442489624
153,116331,mot,0.43382083531469107,0.5537009835243225
154,116332,mot,0.5162473325617611,0.47199813975021243
155,1163615,mot,0.3982050344347954,0.5549678206443787
156,1163616,mot,0.29144760966300964,0.6897145509719849
157,1163617,mot,0.500056765973568,0.47099319100379944
158,1163714,for,0.6134488536044955,0.36977460980415344
159,116389,for,0.5874513101298362,0.39979901909828186
160,1163810,mot,0.29633036628365517,0.6854600310325623
161,1163811,for,0.5504377337638289,0.4351780116558075
162,1163812,mot,0.5198509213514626,0.46568766236305237
163,1163813,mot,0.44134101271629333,0.5397342443466187
164,116396,mot,0.20311830565333366,0.7804893851280212
165,116397,for,0.5878844952676445,0.401633083820343
166,116398,for,0.8403797114733607,0.14419256150722504
167,116401,mot,0.27124907821416855,0.7190529704093933
168,116402,mot,0.30921371281147003,0.6682409048080444
169,116404,mot,0.3608360569924116,0.6247414350509644
170,116405,mot,0.5454357443377376,0.44348984956741333
171,116521,mot,0.6332124401815236,0.35903942584991455
172,116522,mot,0.47841042280197144,0.4947742223739624
173,116523,mot,0.350960923708044,0.6266996264457703
174,116535,mot,0.4311352618969977,0.5489472150802612
175,116536,mot,0.5249607542064041,0.46019822359085083
176,116537,mot,0.21521706879138947,0.7620305418968201
177,116543,for,0.7975006124470383,0.192940354347229
178,116544,mot,0.38302089110948145,0.5989960432052612
179,116561,for,0.554426496848464,0.4071153402328491
180,116562,for,0.669752687215805,0.31745967268943787
181,116588,mot,0.508345564128831,0.483089417219162
182,116596,mot,0.2500706191640347,0.7417111373506486
183,116597,mot,0.46754585951566696,0.5146750211715698
184,116604,for,0.5290402099490166,0.44965240359306335
185,116605,for,0.7653118025045842,0.21610179543495178
186,116629,for,0.6178962925914675,0.3725527226924896
187,1166511,for,0.7882500560954213,0.20402193069458008
188,1167316,for,0.7858647089451551,0.1860378235578537
189,1167317,for,0.7656784928403795,0.2043769657611847
190,1167318,for,0.590387168340385,0.3984266519546509
191,1167319,mot,0.4595586514333263,0.5285580158233643
192,1167320,mot,0.34082381427288055,0.6231021285057068
193,1167415,mot,0.265088576823473,0.7192421555519104
194,1167512,for,0.7641455878037959,0.22660817205905914
195,1167513,for,0.5192978233098984,0.44593068957328796
196,1167514,mot,0.4875330179929733,0.44650474190711975
197,1167611,mot,0.24296241824049503,0.7405779957771301
198,1167710,mot,0.5044128522276878,0.46314898133277893
199,116789,for,0.6958348155021667,0.2611333727836609
200,116791,for,0.7004730734042823,0.2715626358985901
201,116792,mot,0.5451378617435694,0.44287192821502686
202,116793,for,0.7158387959934771,0.27392885088920593
203,116794,for,0.773993406444788,0.21593712270259857
204,116795,for,0.6076910113915801,0.37759244441986084
205,116796,mot,0.32442189031280577,0.6594098806381226
206,116797,mot,0.519189917948097,0.4603496789932251
207,116798,mot,0.5088955760002136,0.44436007738113403
208,116880,mot,0.460947223007679,0.4992566406726837
209,1169118,for,0.6253082379698753,0.3569009602069855
210,1169119,mot,0.29008858115412295,0.6932556629180908
211,1169120,mot,0.4214266841299832,0.5409194231033325
212,1169217,for,0.6744327214546502,0.31286799907684326
213,1169313,for,0.8333390951156616,0.13839374482631683
214,1169411,for,0.7643211232498288,0.22550342977046967
215,1169412,for,0.6074552461504936,0.36819058656692505
216,1169414,mot,0.42425199353601784,0.563348114490509
217,1169415,for,0.651441304013133,0.33944374322891235
218,116958,mot,0.5106906699948013,0.4771822988986969
219,116959,mot,0.457720184000209,0.5300557613372803
220,1169510,mot,0.3807442127726972,0.5934677720069885
221,116967,for,0.7537414953112602,0.20540116727352142
222,116971,for,0.6599614717997611,0.31747543811798096
223,116972,mot,0.49249235284514725,0.4883289337158203
224,116973,for,0.8051572102122009,0.16525720059871674
225,116974,mot,0.2763944494072348,0.7046437859535217
226,116976,mot,0.32548449793830514,0.6641085743904114
227,117000,mot,0.5023234859108925,0.4773392975330353
228,117112,mot,0.3181841045152396,0.6580087542533875
229,117121,mot,0.3749110520584509,0.6159140467643738
230,1171421,mot,0.36961187422275543,0.5843161344528198
231,1171517,mot,0.47034663474187255,0.49998342990875244
232,1171519,for,0.6589560911525041,0.33377331495285034
233,1171616,for,0.9282880909740925,0.06649050861597061
234,1171618,for,0.6318974929163232,0.3613260090351105
235,1171620,for,0.8930516431573778,0.10133744031190872
236,1171715,for,0.6051886528730392,0.3573538064956665
237,117189,mot,0.43580852914601564,0.5495075583457947
238,1171810,mot,0.4685556464828551,0.5149654746055603
239,117196,mot,0.48844681680202484,0.4946068227291107
240,117197,mot,0.3001740826293826,0.6852843761444092
241,117198,mot,0.5241513596847653,0.46290189027786255
242,1171912,mot,0.3403196409344673,0.6313626170158386
243,1172011,mot,0.17573214205913246,0.8173495738301426
244,1172013,mot,0.4910762347280979,0.4825420221313834
245,1172014,mot,0.3951937332749367,0.5884584188461304
246,117214,mot,0.48532725125551224,0.4809916615486145
247,117215,mot,0.38036722294054925,0.5982599854469299
248,117223,mot,0.5024189427495003,0.4786033984273672
249,117231,mot,0.37543032329995185,0.6173695921897888
250,1172423,mot,0.4072980482596904,0.5751503705978394
251,1172522,mot,0.2428242564201355,0.7386549711227417
252,117273,for,0.7641291946638376,0.22654592990875244
253,117282,for,0.6106573664583266,0.37694138288497925
254,117294,for,0.6669337810017169,0.30129948258399963
255,117305,for,0.5966965050902218,0.3881581127643585
256,1173313,mot,0.36650850623846054,0.5809425711631775
257,1173515,for,0.7724051093682647,0.21982738375663757
258,1173614,mot,0.5063399577047676,0.48449787497520447
259,117380,for,0.6595754362642765,0.32141631841659546
260,117390,for,0.7356709064915776,0.2438817322254181
261,117391,mot,0.24565059132874012,0.7390828132629395
262,1174315,for,0.6026228372938931,0.383402943611145
263,1174410,mot,0.13400019705295563,0.8531476259231567
264,1174512,mot,0.33239155262708664,0.6442217230796814
265,1174613,mot,0.373416569782421,0.6163086891174316
266,117478,mot,0.42455602437257767,0.5522783994674683
267,117489,mot,0.24807820364367217,0.7406438589096069
268,1174911,mot,0.3580667277565226,0.6139609217643738
269,1175014,mot,0.4219045341014862,0.55607008934021
270,117511,mot,0.19748064503073692,0.7885255217552185
271,1175216,for,0.6086106353905052,0.37380141019821167
272,117536,for,0.604706852696836,0.383910208940506
273,117537,mot,0.5012073740363121,0.4601544439792633
274,117543,mot,0.39406696998048574,0.5964159965515137
275,117552,mot,0.15700534731149673,0.8357032350031659
276,117554,mot,0.32628046441823244,0.6578648686408997
277,117555,mot,0.21847986057400703,0.75798499584198
278,1176613,for,0.5499976351857185,0.43170392513275146
279,1176614,mot,0.4938273713923991,0.4921506941318512
280,1176712,mot,0.30551905184984207,0.6619183421134949
281,1176811,mot,0.48121575848199427,0.4936318099498749
282,1176910,for,0.6209716172888875,0.3665236532688141
283,117708,mot,0.3783120959997177,0.5931203365325928
284,117709,for,0.6934734275564551,0.2614588439464569
285,117711,for,0.6941641313023865,0.27843359112739563
286,117712,mot,0.4293806576170027,0.5620198278920725
287,117713,mot,0.20348075032234192,0.7778434157371521
288,117714,mot,0.2109789326786995,0.7651402354240417
289,117715,for,0.6174385091289878,0.3490256667137146
290,117716,mot,0.5220693796873093,0.45889726281166077
291,117717,mot,0.22074353916104883,0.7653056383132935
292,117761,mot,0.3350626896135509,0.6496548056602478
293,117762,mot,0.3915213644504547,0.595819890499115
294,117782,for,0.721973072970286,0.2711561322212219
295,117791,mot,0.46240245667286217,0.5259714722633362
296,1186220,mot,0.6079319976270199,0.3849189281463623
297,1186318,mot,0.3362297862768173,0.6406979560852051
298,118643,mot,0.2723454365041107,0.7160470485687256
299,118654,mot,0.1988012846559286,0.7885014414787292
300,118655,mot,0.16903328150510788,0.810133159160614
301,118659,for,0.891030989587307,0.09151533246040344
302,1186511,for,0.9351397105492651,0.05544913560152054
303,1186512,mot,0.5249028673861176,0.4588596522808075
304,1186513,mot,0.4552027106983587,0.5297978520393372
305,1186515,mot,0.5249985123518854,0.4549429714679718
306,1186614,mot,0.46373653411865234,0.5042546987533569
307,118677,for,0.8196474746800959,0.16860376298427582
308,118686,mot,0.20929793640971184,0.7795801162719727
309,1186817,mot,0.47458169888705015,0.4996016323566437
310,1186910,mot,0.41356341540813446,0.5665690898895264
311,1186916,mot,0.36463995440863073,0.6201010346412659
312,118702,mot,0.12803746946156025,0.8468036651611328
313,117951,for,0.5129842306487262,0.46118873357772827
314,118710,for,0.84226243942976,0.12144897878170013
315,118711,mot,0.23174124956130981,0.7483818531036377
316,1180632,for,0.6075993329286575,0.37035635113716125
317,1180731,for,0.6213774275965989,0.36912640929222107
318,1180830,for,0.7152585051953793,0.2576834261417389
319,1180928,mot,0.2771283946931362,0.6893004775047302
320,1180929,mot,0.1915455348789692,0.7761735320091248
321,1181027,mot,0.13650814816355705,0.838172972202301
322,1181126,for,0.6263193264603615,0.3232567608356476
323,1181225,mot,0.33787402871530503,0.6491785645484924
324,1181324,for,0.7472230587154627,0.23562946915626526
325,1181423,mot,0.17375610023736954,0.8109215497970581
326,1181522,mot,0.33926752279512584,0.6433150172233582
327,1181621,mot,0.39041100861504674,0.5898788571357727
328,118216,mot,0.5196478340076283,0.4670097827911377
329,118225,mot,0.4176631725858897,0.5633533596992493
330,118234,mot,0.24043987691402435,0.7152373790740967
331,118243,mot,0.5056125265546143,0.4710432291030884
332,118252,mot,0.42695044726133347,0.5462032556533813
333,118261,mot,0.34718233346939087,0.6326788067817688
334,118279,for,0.653819587547332,0.3330842852592468
335,118287,for,0.5755146918818355,0.4154973030090332
336,118288,mot,0.38376763090491295,0.5917523503303528
337,118310,mot,0.32373066479340196,0.6616376638412476
338,118320,for,0.5503074452280998,0.4215136468410492
339,118386,mot,0.19306054711341858,0.75407874584198
340,118387,mot,0.18197999894618988,0.7737497091293335
341,118394,for,0.6461021797731519,0.3443543016910553
342,118402,for,0.688286661868915,0.29473334550857544
343,118403,mot,0.5349030829966068,0.45504987239837646
344,118441,mot,0.42388127325102687,0.562705397605896
345,118442,mot,0.46247153729200363,0.5130820274353027
346,118443,mot,0.3989066779613495,0.5666405558586121
347,118453,mot,0.30586770398076624,0.6792762279510498
348,118454,for,0.8337530880235136,0.15928438305854797
349,118462,mot,0.32656605541706085,0.6562663316726685
350,118475,mot,0.16977177560329437,0.8179572224617004
351,118491,for,0.690972457639873,0.2915551960468292
352,118737,for,0.5800654161721468,0.4002019762992859
353,118746,mot,0.3286691929679364,0.6581602692604065
354,118754,mot,0.48429640335962176,0.5040568680269644
355,118765,mot,0.3963438968639821,0.589776873588562
356,118772,for,0.6009365925565362,0.38804107904434204
357,118773,mot,0.3898416683077812,0.5994232892990112
358,118781,for,0.5310040917247534,0.45356130599975586
359,118860,for,0.7274057313334197,0.25473812222480774
360,118861,for,0.8014748739078641,0.18719053268432617
361,118862,for,0.5467886482365429,0.43757519125938416
362,118863,for,0.7498437026515603,0.23760217428207397
363,118864,for,0.7693607413675636,0.2246510088443756
364,118865,mot,0.5048081465065479,0.46421539783477783
365,118870,mot,0.39863380044698715,0.5775556564331055
366,1189114,for,0.848541897488758,0.14477072656154633
367,1189115,for,0.5292947435518727,0.45766207575798035
368,118928,mot,0.3745741546154022,0.5881277918815613
369,118929,for,0.7950067527126521,0.19203411042690277
370,1189210,for,0.8295282537583262,0.15779855847358704
371,1189216,for,0.5410210862755775,0.4276929199695587
372,1189217,for,0.5651970768813044,0.4082149565219879
373,118937,mot,0.4353740648366511,0.5422625541687012
374,1189411,mot,0.4404200335848145,0.548054039478302
375,1189412,for,0.5843106880784035,0.38541483879089355
376,1189413,mot,0.4001290462911129,0.5798289775848389
377,118955,mot,0.4145367443561554,0.550112783908844
378,118956,for,0.6603364385664463,0.3268490433692932
379,118964,mot,0.5210473090410233,0.448976993560791
380,118971,mot,0.33138902205973864,0.651454508304596
381,118982,mot,0.1525702178478241,0.8364704847335815
382,118993,mot,0.3945458405651152,0.5902971029281616
383,119000,mot,0.5011110801715404,0.48438581824302673
384,119002,mot,0.5064049363136292,0.4609452486038208
385,119003,for,0.789233069634065,0.19706101715564728
386,119032,for,0.6203751675784588,0.3023030459880829
387,119070,for,0.8097486011683941,0.16092853248119354
388,119080,for,0.7788605054374784,0.21274669468402863
389,119111,for,0.6283111716620624,0.34674251079559326
390,119112,for,0.7269537658430636,0.2642211616039276
391,119113,mot,0.3833201923407614,0.6066084504127502
392,119114,for,0.7651928230188787,0.22743988037109375
393,119115,mot,0.48413787269964814,0.507819282123819
394,119116,mot,0.40931686758995056,0.5725612640380859
395,119117,for,0.6902200058102608,0.2643357813358307
396,119118,for,0.746882458217442,0.24510899186134338
397,119129,for,0.5658507985062897,0.42361894249916077
398,119141,mot,0.45748349092900753,0.5267826914787292
399,119142,mot,0.4537171218544245,0.522537112236023
400,119220,for,0.6490522138774395,0.33681294322013855
401,119283,mot,0.26969925314188004,0.716632604598999
402,119284,mot,0.3264029547572136,0.6567399501800537
403,119285,mot,0.4677376155741513,0.5087320804595947
404,119286,for,0.6096049095503986,0.37416911125183105
405,119287,for,0.5715766230132431,0.41425037384033203
406,119288,mot,0.4143119305372238,0.5383408069610596
407,119289,mot,0.5073976492276415,0.4822269678115845
408,119291,mot,0.18205514922738075,0.7997292280197144
409,119292,mot,0.43520019203424454,0.5254532694816589
410,119373,mot,0.30222315341234207,0.6794889569282532
411,119391,mot,0.2667803168296814,0.7138385772705078
412,119392,mot,0.3579610735177994,0.6160005927085876
413,119408,mot,0.5531897344626486,0.43767932057380676
414,119417,mot,0.4203787222504616,0.5500582456588745
415,119424,mot,0.4360669511370361,0.5363724827766418
416,119425,mot,0.4301437367685139,0.5472913980484009
417,119426,for,0.6497252385597676,0.33930662274360657
418,119431,mot,0.3245929032564163,0.6553860902786255
419,119452,for,0.607671317178756,0.3721434473991394
420,119453,mot,0.3924394422210753,0.5858327746391296
421,119466,for,0.7712074213195592,0.2216251939535141
422,119472,mot,0.49345678091049194,0.4852367043495178
423,119475,mot,0.529628268443048,0.4308543801307678
424,119480,for,0.5152268372476101,0.4445733428001404
425,119503,for,0.6385812987573445,0.35101595520973206
426,119504,for,0.7656431579962373,0.22407905757427216
427,1196815,mot,0.45229250099509954,0.5392060908488929
428,119691,for,0.8246063662227243,0.16686058044433594
429,119702,for,0.6202469104900956,0.3678434193134308
430,119713,mot,0.33778698358219117,0.6512165665626526
431,119724,for,0.8104595243930817,0.17687326669692993
432,1197211,for,0.6138594795484096,0.3763338625431061
433,119735,for,0.5509194950573146,0.4333373010158539
434,119738,mot,0.34262365847826004,0.6391777396202087
435,119739,mot,0.1600487045943737,0.8288844227790833
436,1197312,mot,0.21898748830426484,0.7723949551582336
437,1197314,mot,0.3337814211845398,0.6391663551330566
438,119746,mot,0.1787884682416916,0.7793256044387817
439,119757,for,0.811673377873376,0.1771242618560791
440,1197513,for,0.8760078698396683,0.08768486231565475
441,119790,for,0.544243483338505,0.444200336933136
442,119802,for,0.7389526646584272,0.24825920164585114
443,119803,for,0.7540999054908752,0.22244185209274292
444,119811,for,0.697130037471652,0.2849481403827667
445,119820,mot,0.45689286291599274,0.5190216302871704
446,119860,mot,0.43773646582849324,0.5507959127426147
447,119970,mot,0.3957046330906451,0.5918158292770386
448,119992,mot,0.39944567531347275,0.5812480449676514
449,120010,mot,0.34123706817626953,0.6434339880943298
450,120022,for,0.6064744517207146,0.35929611325263977
451,120041,mot,0.37689170986413956,0.5949631333351135
452,120052,mot,0.38857540115714073,0.600172221660614
453,120071,for,0.5859136432409286,0.3954622447490692
454,120111,mot,0.3808051133528352,0.5942233204841614
455,120180,for,0.7164050610736012,0.2676050662994385
456,120193,mot,0.42541217245161533,0.5623778104782104
457,120202,for,0.6334110414609313,0.3512870669364929
458,120214,mot,0.38231302658095956,0.5999258160591125
459,120231,mot,0.6167752523906529,0.3738645613193512
460,120244,mot,0.2518533915281296,0.7318203449249268
461,120261,mot,0.6250483191106468,0.3639626204967499
462,120262,mot,0.5116471610963345,0.4650844931602478
463,120263,mot,0.5340090626850724,0.4555206298828125
464,120275,for,0.6247463701292872,0.36125946044921875
465,120431,for,0.6704881211044267,0.32029902935028076
466,120432,for,0.8317773207090795,0.16150249540805817
467,120443,for,0.630454589612782,0.34745538234710693
468,120461,mot,0.31392734055407345,0.6747593283653259
469,120462,mot,0.469977316330187,0.5193088054656982
470,120491,mot,0.46187448501586914,0.5111857056617737
471,120512,mot,0.40971242636442184,0.5685229897499084
472,120513,mot,0.24515125900506973,0.7338811755180359
473,1205216,mot,0.4795542194042355,0.5044656991958618
474,1205217,for,0.8555757300928235,0.1383156180381775
475,1205218,mot,0.4758484959602356,0.503091037273407
476,1205219,mot,0.16827493533492088,0.8215246213949285
477,1205220,for,0.5382681004703045,0.43403953313827515
478,1205312,for,0.7296524499543011,0.25277718901634216
479,1205313,mot,0.33687902987003326,0.6467626690864563
480,1205314,for,0.849766562692821,0.12317024916410446
481,1205315,for,0.654340036213398,0.31424611806869507
482,120582,for,0.8431659084744751,0.14989744126796722
483,120591,mot,0.33191587461624295,0.6282916069030762
484,120612,for,0.6305160145275295,0.3326302468776703
485,120613,mot,0.33159177750349045,0.6293529868125916
486,120624,for,0.8834579533431679,0.10338937491178513
487,120625,for,0.6079730745404959,0.3814524710178375
488,120641,for,0.7570222415961325,0.22748087346553802
489,1206612,mot,0.35621997714042664,0.6057643890380859
490,1206711,for,0.7211251906119287,0.2657872140407562
491,1206810,mot,0.34599949419498444,0.6354683041572571
492,120699,for,0.5484634917229414,0.43694165349006653
493,120701,mot,0.30892234668135643,0.6660978198051453
494,120702,for,0.5769161463249475,0.41384607553482056
495,120703,for,0.5743370715063065,0.41346925497055054
496,120704,mot,0.3827504478394985,0.5826472640037537
497,120705,mot,0.3923589587211609,0.5599454641342163
498,120706,for,0.5680210348218679,0.4120655357837677
499,120707,mot,0.42272795736789703,0.5561143159866333
500,120708,for,0.6699073351919651,0.30537736415863037
501,1207113,for,0.648155608214438,0.338272362947464
502,120831,mot,0.2851979823317379,0.6901217103004456
503,120832,mot,0.3402488362044096,0.6392492651939392
504,120833,for,0.6199075882323086,0.36724260449409485
505,120892,mot,0.2888146936893463,0.6676485538482666
506,120911,for,0.7340263697551563,0.2580518126487732
507,120923,mot,0.3762229010462761,0.5804340243339539
508,120932,mot,0.31871865689754486,0.6425307393074036
509,120941,mot,0.5110204964876175,0.44931891560554504
510,120950,mot,0.41134539246559143,0.5785645246505737
511,120962,mot,0.4433024553582072,0.5397670269012451
512,120963,mot,0.2703688219189644,0.7116044163703918
513,120971,for,0.6784126390703022,0.30435711145401
514,120980,mot,0.2816298210527748,0.7026042342185974
515,121090,for,0.8888106343802065,0.10480055212974548
516,121104,mot,0.48372843861579895,0.4823763072490692
517,121113,for,0.6907837751787156,0.29905426502227783
518,121131,mot,0.5040935277938843,0.4518173038959503
519,121132,mot,0.30672761786263436,0.6783728003501892
520,121191,mot,0.43505246937274933,0.5375491976737976
521,121202,mot,0.3733066972345114,0.613024890422821
522,121241,for,0.7724638886284083,0.1998668909072876
523,121242,mot,0.36917584692128,0.6171028017997742
524,121243,for,0.6071947498712689,0.38190749287605286
525,121244,mot,0.43839992582798004,0.5277424454689026
526,121255,for,0.6835990846157074,0.29627105593681335
527,121275,for,0.8670753785409033,0.12382932752370834
528,121276,for,0.8192254467867315,0.1679982990026474
529,121277,mot,0.581474780337885,0.40818291902542114
530,121281,mot,0.4436440945137292,0.5408413410186768
531,121293,mot,0.42085474729537964,0.5582579970359802
532,121304,for,0.8591766711324453,0.1274624764919281
533,121312,mot,0.4961591511964798,0.4706542491912842
534,121333,mot,0.41180509328842163,0.5763707160949707
535,121334,for,0.5429901406168938,0.43340641260147095
536,121342,mot,0.4774652076885104,0.5124519467353821
537,121351,for,0.8621429428458214,0.1082652136683464
538,121450,mot,0.4057590886950493,0.5579496622085571
539,121460,for,0.5593180656433105,0.411236435174942
540,121592,for,0.6390558250714093,0.35057541728019714
