,id,Gemma2-instruct_vote,Gemma2-instruct_for_prob,Gemma2-instruct_against_prob
136,116091,for,0.9884862378239632,0.006527507386635989
137,116092,for,0.9986184921144741,0.0
138,116093,for,0.9979697857925203,0.00022453638666775078
139,116094,for,0.9751255214214325,0.017894507152959704
140,116131,for,0.9962523119174875,0.0005717000458389521
141,116142,for,0.9982737903192174,0.0
142,116153,for,0.99842379547772,0.0
143,116193,for,0.9988464375346666,0.0
144,116194,for,0.9986469084979035,0.0
145,116211,for,0.9981811342877336,0.00032815156737342477
146,116212,for,0.9831202626228333,0.012364217487629503
147,116280,for,0.9651728384196758,0.02521113958209753
148,116314,mot,0.31316494941711426,0.6670763045549393
149,116315,for,0.6723090410232544,0.3048529550433159
150,116316,mot,0.29106948897242546,0.6909445375204086
151,116327,mot,0.017656177864409983,0.9704179167747498
152,116330,mot,0.16756452433764935,0.8066405802965164
153,116331,mot,0.012966123060323298,0.9759939908981323
154,116332,for,0.9438042193651199,0.04468464618548751
155,1163615,for,0.9971018423093483,0.0005049807368777692
156,1163616,for,0.9968748808314558,0.0005161424051038921
157,1163617,for,0.9955809437087737,0.0011499003740027547
158,1163714,for,0.9966973233676981,0.0005557622062042356
159,116389,for,0.996645351726329,0.001016670255921781
160,1163810,for,0.9986785702640191,0.0
161,1163811,for,0.9975377388764173,0.0003061211609747261
162,1163812,for,0.9894318357110023,0.005654155334923416
163,1163813,for,0.9838302433490753,0.007623939658515155
164,116396,mot,0.012667486444115639,0.9793246686458588
165,116397,for,0.9982554524613079,0.0005275005241855979
166,116398,for,0.9973976019537076,0.0004394699935801327
167,116401,mot,0.012899238616228104,0.9739250540733337
168,116402,for,0.8837139308452606,0.1014174073934555
169,116404,for,0.9876036047935486,0.0053483229712583125
170,116405,for,0.7783250063657761,0.20749479159712791
171,116521,for,0.9868719205260277,0.006092512048780918
172,116522,for,0.9921969771385193,0.0027456133102532476
173,116523,for,0.9907192811369896,0.004879930173046887
174,116535,for,0.9984490470669698,0.0
175,116536,for,0.9973546596593224,0.00029632236692123115
176,116537,for,0.9985644096159376,0.0
177,116543,for,0.9992961982206907,0.0
178,116544,for,0.9926184699288569,0.0015794422943145037
179,116561,for,0.9983601083222311,0.0
180,116562,for,0.9986708882497624,0.0
181,116588,for,0.9213930815458298,0.06074823811650276
182,116596,for,0.9854495823383331,0.006205474433954805
183,116597,for,0.9926049709320068,0.0026174366066697985
184,116604,for,0.9971740243490785,0.0002465193101670593
185,116605,for,0.9992404489894398,0.0
186,116629,for,0.9983644722378813,0.0
187,1166511,for,0.9960033034149092,0.0012215618044137955
188,1167316,mot,0.0009918237337842584,0.9942708909511566
189,1167317,mot,0.0009331408073194325,0.9938644617795944
190,1167318,for,0.9978205328516196,0.0002462722477503121
191,1167319,for,0.9980116858350812,0.0003093560226261616
192,1167320,mot,0.1914143585599959,0.798826526850462
193,1167415,for,0.9047360271215439,0.07863541319966316
194,1167512,for,0.9730155169963837,0.016987101174890995
195,1167513,for,0.9067682772874832,0.08181184716522694
196,1167514,mot,0.001607724349014461,0.9932562410831451
197,1167611,mot,0.014724137028679252,0.9785746037960052
198,1167710,for,0.9970699643599801,0.00022735648963134736
199,116789,for,0.9947839825472329,0.001503587351180613
200,116791,for,0.999130470212549,0.0
201,116792,for,0.9968110260087997,0.00039138784632086754
202,116793,for,0.9957825822348241,0.001012813881970942
203,116794,for,0.997908125660615,0.0
204,116795,for,0.9989043021050747,0.0
205,116796,for,0.9806708283722401,0.012679046019911766
206,116797,for,0.9892495423555374,0.004534627078101039
207,116798,mot,0.06170392036437988,0.9289450645446777
208,116880,for,0.9870762676000595,0.0064353246707469225
209,1169118,for,0.9982370865764096,0.00023880218213889748
210,1169119,for,0.9943905009131413,0.0015898037236183882
211,1169120,for,0.9390653595328331,0.05447675380855799
212,1169217,for,0.9954889548243955,0.0009095899877138436
213,1169313,for,0.9944296895409934,0.0013641517143696547
214,1169411,for,0.9902931749820709,0.0034257177030667663
215,1169412,for,0.996625084837433,0.0004524777177721262
216,1169414,for,0.9839269369840622,0.009077385417185724
217,1169415,for,0.9574729651212692,0.02067618607543409
218,116958,for,0.5672829747200012,0.41020970791578293
219,116959,for,0.981562152504921,0.010650594136677682
220,1169510,for,0.9975303567480296,0.0002923018764704466
221,116967,mot,0.1728370115160942,0.7909200936555862
222,116971,for,0.982083173468709,0.01483613031450659
223,116972,mot,0.000782385584898293,0.9943040311336517
224,116973,for,0.9970670116308611,0.0003410521021578461
225,116974,for,0.953536868095398,0.03708257246762514
226,116976,for,0.8871779404580593,0.09970639832317829
227,117000,for,0.9986821741767926,0.0001493820600444451
228,117112,for,0.9745050892233849,0.01605817535892129
229,117121,for,0.9951672479510307,0.0013004984939470887
230,1171421,mot,0.06582563649863005,0.9178411364555359
231,1171517,for,0.9825892597436905,0.010737197590060532
232,1171519,for,0.7117868587374687,0.26446662098169327
233,1171616,for,0.9973754479142372,0.0003559040487743914
234,1171618,for,0.9977666860213503,0.0
235,1171620,for,0.9982885719073238,0.0002203078765887767
236,1171715,for,0.9980210578942206,0.0
237,117189,for,0.9901696369051933,0.0038669484201818705
238,1171810,for,0.9972185921506025,0.0005460414104163647
239,117196,mot,0.4231289029121399,0.5621227100491524
240,117197,for,0.9535609856247902,0.03498201444745064
241,117198,mot,0.016944158473052084,0.9751101583242416
242,1171912,for,0.9876154810190201,0.0065661369590088725
243,1172011,for,0.954492861405015,0.037602965836413205
244,1172013,for,0.9980441806546878,0.0
245,1172014,for,0.9972808995516971,0.0004300928267184645
246,117214,mot,0.007945061661303043,0.9843292236328125
247,117215,mot,0.14657027833163738,0.8336643427610397
248,117223,for,0.9893484339118004,0.007570810790639371
249,117231,mot,0.0007901958306320012,0.9935978651046753
250,1172423,for,0.626667283475399,0.3556251712143421
251,1172522,mot,0.001606346806511283,0.9903519451618195
252,117273,for,0.9747197143733501,0.019637473626062274
253,117282,for,0.9953138690325432,0.0021204024087637663
254,117294,for,0.9952649181068409,0.0014361129142343998
255,117305,for,0.9946890414867084,0.0018654187442734838
256,1173313,for,0.9757267534732819,0.012328585842624307
257,1173515,for,0.9976536855683662,0.00026621395954862237
258,1173614,for,0.9981665349623654,0.0
259,117380,for,0.9979128820123151,0.00018525877385400236
260,117390,for,0.9977594655210851,0.0004490247229114175
261,117391,for,0.9210707992315292,0.07067828718572855
262,1174315,mot,0.4004899002611637,0.5766935050487518
263,1174410,mot,0.0052990540862083435,0.9861185550689697
264,1174512,mot,0.0037389597855508327,0.9870758354663849
265,1174613,mot,0.0020541243720799685,0.9917973279953003
266,117478,for,0.6451784744858742,0.27732010930776596
267,117489,mot,0.3591299504041672,0.6331043690443039
268,1174911,for,0.9772262722253799,0.008970983908511698
269,1175014,for,0.998807919328101,0.0
270,117511,for,0.9988491485419217,0.0
271,1175216,for,0.936264157295227,0.03397666150704026
272,117536,for,0.980041041970253,0.005989018245600164
273,117537,for,0.9662701934576035,0.02281669480726123
274,117543,for,0.9900749273365363,0.0070244650123640895
275,117552,for,0.9969235962198582,0.00044624783913604915
276,117554,for,0.9961302876472473,0.0009307339205406606
277,117555,for,0.9562881514430046,0.030471349135041237
278,1176613,mot,0.03796440176665783,0.9559215158224106
279,1176614,for,0.9987613488628995,0.0
280,1176712,for,0.9976643275585957,0.000291264004772529
281,1176811,for,0.9788458198308945,0.014497160678729415
282,1176910,for,0.9060343503952026,0.06926281936466694
283,117708,for,0.9919867664575577,0.002321051200851798
284,117709,for,0.9907206594944,0.003248902823543176
285,117711,for,0.9987120812293142,0.0
286,117712,for,0.9769736081361771,0.012818180141039193
287,117713,for,0.9448120146989822,0.043323625810444355
288,117714,for,0.9977760055626277,0.00031315034721046686
289,117715,for,0.9980543021229096,0.0002601631567813456
290,117716,mot,0.11256941687315702,0.8690225705504417
291,117717,for,0.9984551082307007,0.0
292,117761,for,0.7823719382286072,0.18604306876659393
293,117762,mot,0.034850068390369415,0.9521510750055313
294,117782,for,0.9972255412430968,0.0005250186077319086
295,117791,for,0.9894780069589615,0.00651063589612022
296,1186220,for,0.9987398812372703,0.0
297,1186318,for,0.9547741562128067,0.024253435200080276
298,118643,for,0.8905996233224869,0.08893711306154728
299,118654,for,0.755039781332016,0.1958567015826702
300,118655,for,0.9990845175634604,0.0
301,118659,for,0.9487500786781311,0.02674099849537015
302,1186511,for,0.9880041778087616,0.006009022239595652
303,1186512,for,0.9980002008378506,0.00027492103981785476
304,1186513,for,0.9743705838918686,0.015607054927386343
305,1186515,for,0.9988225880661048,0.0
306,1186614,for,0.9977919861266855,0.0003683075774461031
307,118677,for,0.9929688820848241,0.0021902970038354397
308,118686,for,0.9989932538301218,0.0
309,1186817,for,0.9738135039806366,0.015616297954693437
310,1186910,for,0.9779685810208321,0.01520122867077589
311,1186916,for,0.9769197106361389,0.01440910971723497
312,118702,for,0.9986813905416057,0.0
313,117951,for,0.8468701094388962,0.13647323288023472
314,118710,for,0.9927433729171753,0.003666304604848847
315,118711,for,0.5607005096971989,0.4323775079101324
316,1180632,for,0.9977652928500902,0.00022496446035802364
317,1180731,for,0.9986755544668995,0.0
318,1180830,for,0.9982390332152136,0.00015441564028151333
319,1180928,mot,0.19763396680355072,0.7880620509386063
320,1180929,mot,0.0029930993914604187,0.9892005622386932
321,1181027,mot,0.038691318361088634,0.9477674067020416
322,1181126,for,0.9957177249307279,0.001631681458093226
323,1181225,for,0.9951107240049168,0.0020043663098476827
324,1181324,for,0.996397102571791,0.0006696560885757208
325,1181423,for,0.9866942688822746,0.009904945152811706
326,1181522,for,0.9973341299046297,0.0007819540333002806
327,1181621,mot,0.0047967866994440556,0.9850128591060638
328,118216,for,0.99524690801627,0.0013755246764048934
329,118225,mot,0.002872986253350973,0.9816653430461884
330,118234,for,0.9947509648045525,0.0009629324777051806
331,118243,for,0.7293266355991364,0.25905248522758484
332,118252,for,0.9984009173203958,0.00011484396964078769
333,118261,for,0.9610593914985657,0.02403015806339681
334,118279,mot,0.18580000009387732,0.8042929917573929
335,118287,for,0.998629328183597,0.0002296447055414319
336,118288,mot,0.0318574458360672,0.8890538662672043
337,118310,for,0.989028126001358,0.00387014850275591
338,118320,for,0.9988484381174203,0.0
339,118386,for,0.991390734910965,0.002579851512564346
340,118387,for,0.9961302483570762,0.0006189617561176419
341,118394,for,0.9916021227836609,0.003919855109415948
342,118402,for,0.9985216905479319,0.0
343,118403,for,0.8259206190705299,0.08911398611962795
344,118441,for,0.9849783182144165,0.008913620957173407
345,118442,for,0.9971183628076687,0.000512693717610091
346,118443,for,0.9894086718559265,0.005428733886219561
347,118453,for,0.9926757477223873,0.0038033849850762635
348,118454,for,0.9977066839055624,0.00028213998302817345
349,118462,mot,0.4724060148000717,0.5054276883602142
350,118475,for,0.9947061616403516,0.0018413433572277427
351,118491,for,0.9983447330014315,0.0001880802446976304
352,118737,for,0.981247253715992,0.013981026830151677
353,118746,mot,0.0003456551639828831,0.9976627565920353
354,118754,for,0.9955873042345047,0.0012837660033255816
355,118765,for,0.9943415597081184,0.0024236658355221152
356,118772,for,0.9961796553106979,0.0008906485163606703
357,118773,for,0.9889721050858498,0.0035834521404467523
358,118781,for,0.9838026165962219,0.0056348362122662365
359,118860,for,0.9989485207770485,0.0
360,118861,for,0.9932167232036591,0.002814738458255306
361,118862,for,0.998837340157479,0.0
362,118863,for,0.9963003336451948,0.001056994660757482
363,118864,for,0.9981116066337563,0.0
364,118865,for,0.9756809026002884,0.011995190987363458
365,118870,for,0.9943417906761169,0.0017112391942646354
366,1189114,mot,0.09455450065433979,0.888452336192131
367,1189115,for,0.9762812703847885,0.013271900592371821
368,118928,for,0.996141849696869,0.0011210545198991895
369,118929,mot,0.11502325721085072,0.8687162548303604
370,1189210,for,0.8988589495420456,0.0831613540649414
371,1189216,mot,0.010900256223976612,0.9389013648033142
372,1189217,for,0.505430031567812,0.4792633429169655
373,118937,for,0.9841320291161537,0.010073816869407892
374,1189411,for,0.825221374630928,0.14521470107138157
375,1189412,for,0.9986474758479744,0.0
376,1189413,for,0.9928291738033295,0.003574000729713589
377,118955,for,0.9964200163667556,0.0012292754836380482
378,118956,for,0.9948713619960472,0.001518617500551045
379,118964,for,0.5373556613922119,0.4397108033299446
380,118971,for,0.8591609001159668,0.11720593087375164
381,118982,for,0.9841780364513397,0.008682338404469192
382,118993,for,0.8153540790081024,0.15347496792674065
383,119000,for,0.993258610367775,0.0011639258591458201
384,119002,for,0.9964147679274902,0.00040304925641976297
385,119003,for,0.9198110848665237,0.06337234284728765
386,119032,mot,0.00040766759775578976,0.9957949370145798
387,119070,mot,0.0017925819847732782,0.9918772280216217
388,119080,for,0.9963484141044319,0.0
389,119111,for,0.982381246984005,0.012990720453672111
390,119112,for,0.9879471734166145,0.005987715674564242
391,119113,for,0.9964556008635554,0.0008782076183706522
392,119114,for,0.9960658772906754,0.0007302026497200131
393,119115,for,0.9866523444652557,0.002919349353760481
394,119116,for,0.9094806015491486,0.07277160417288542
395,119117,for,0.7336796224117279,0.23463088646531105
396,119118,for,0.9801673144102097,0.01371593470685184
397,119129,for,0.9382711201906204,0.04516589781269431
398,119141,for,0.9823108315467834,0.012394641991704702
399,119142,for,0.9779094755649567,0.013612632174044847
400,119220,for,0.9971715117571875,0.0012081166496500373
401,119283,for,0.9974507553852163,0.000616955105215311
402,119284,for,0.9904187470674515,0.00686505640624091
403,119285,for,0.99055415391922,0.005771859607193619
404,119286,for,0.9978352284670109,0.0004425168444868177
405,119287,for,0.9083322621881962,0.08500878140330315
406,119288,for,0.998527912190184,0.0
407,119289,for,0.9985073510033544,0.0
408,119291,for,0.9568082094192505,0.024821750819683075
409,119292,mot,0.005563938524574041,0.9908000007271767
410,119373,mot,0.042113215662539005,0.9457163661718369
411,119391,for,0.9947331066359766,0.0013499135384336114
412,119392,for,0.9940359592437744,0.002930073154857382
413,119408,for,0.9965495992219076,0.0007842830382287502
414,119417,for,0.5072488635778427,0.4758768528699875
415,119424,for,0.9937495242920704,0.00152294069994241
416,119425,for,0.8853962644934654,0.09957895427942276
417,119426,for,0.9987310147844255,0.0
418,119431,for,0.9615922123193741,0.023159125819802284
419,119452,for,0.9983575763762929,0.00014345042291097343
420,119453,for,0.9878885746002197,0.005123495822772384
421,119466,for,0.9105173051357269,0.07026229612529278
422,119472,for,0.9959386334230658,0.0008087799069471657
423,119475,for,0.9983232514641713,0.0
424,119480,for,0.9937112629413605,0.002326412097318098
425,119503,for,0.9859549105167389,0.007624697347637266
426,119504,for,0.9931819659832399,0.0018476019613444805
427,1196815,for,0.9935731196892448,0.001965738134458661
428,119691,for,0.9510633051395416,0.035455172415822744
429,119702,for,0.9986813047435135,0.0
430,119713,mot,0.005049922503530979,0.9883332476019859
431,119724,for,0.8986391425132751,0.07931147888302803
432,1197211,for,0.9719702303409576,0.014675507321953773
433,119735,for,0.9712337404489517,0.013881666585803032
434,119738,for,0.9935702155926265,0.0019367801724001765
435,119739,for,0.9982042840565555,0.00030838698148727417
436,1197312,for,0.9955771006643772,0.0008909035823307931
437,1197314,for,0.9972904953174293,0.000975894567091018
438,119746,mot,0.0037113989237695932,0.9881473543937318
439,119757,for,0.9877693355083466,0.008380891929846257
440,1197513,mot,0.11078449338674545,0.8710539638996124
441,119790,for,0.998781298781978,0.0
442,119802,for,0.7737190946936607,0.20502755045890808
443,119803,for,0.9417352676391602,0.03911806037649512
444,119811,for,0.9960927070933394,0.0013664092402905226
445,119820,for,0.9837340414524078,0.0057553634978830814
446,119860,mot,0.3058882262557745,0.671058215200901
447,119970,for,0.5935970395803452,0.3898506425321102
448,119992,for,0.9853236824274063,0.008666969602927566
449,120010,for,0.980502113699913,0.008972855284810066
450,120022,for,0.9989689718931913,0.0
451,120041,for,0.8823411539196968,0.10050426796078682
452,120052,for,0.9400221258401871,0.04686967097222805
453,120071,for,0.9319977164268494,0.05643697176128626
454,120111,for,0.9984377742512152,0.00019530208373907954
455,120180,for,0.9951764276484028,0.001731581287458539
456,120193,for,0.9982267754385248,0.0
457,120202,for,0.9588587284088135,0.02334534958936274
458,120214,for,0.9619018733501434,0.026634493377059698
459,120231,mot,0.015687684528529644,0.9763755798339844
460,120244,for,0.8391297459602356,0.1168508492410183
461,120261,for,0.7649996653199196,0.22185062617063522
462,120262,for,0.9631956070661545,0.026739271823316813
463,120263,for,0.6056039482355118,0.3466910868883133
464,120275,for,0.9961857704038266,0.00032285196357406676
465,120431,mot,0.004598031286150217,0.9896274507045746
466,120432,for,0.606384539976716,0.38333482667803764
467,120443,for,0.9969234350428451,0.0006665586261078715
468,120461,for,0.9867431968450546,0.008107507950626314
469,120462,for,0.9902438558638096,0.006142049212940037
470,120491,for,0.7861674353480339,0.20266887545585632
471,120512,mot,0.029748767148703337,0.9632613807916641
472,120513,mot,0.0,0.9977162778377533
473,1205216,for,0.8490634486079216,0.14270170405507088
474,1205217,mot,0.0,0.9992175998922903
475,1205218,for,0.9877586662769318,0.004303162917494774
476,1205219,mot,0.2862549461424351,0.6898241341114044
477,1205220,for,0.9985518597241025,0.0
478,1205312,for,0.9987148359068669,0.0
479,1205313,for,0.9978069239878096,0.0004366381326690316
480,1205314,for,0.9983955880597932,0.00024564258637838066
481,1205315,for,0.9956770092248917,0.0009839321719482541
482,120582,for,0.9678885713219643,0.02187801501713693
483,120591,for,0.5489465370774269,0.42479509115219116
484,120612,for,0.99699654255528,0.0006812392384745181
485,120613,for,0.9968665077758487,0.00032941231620498
486,120624,for,0.9979458659072407,0.00024110419326461852
487,120625,for,0.9989557772350963,0.0
488,120641,for,0.9993410126116942,0.0
489,1206612,for,0.8746228814125061,0.08602114208042622
490,1206711,for,0.9955063740198966,0.001183510641567409
491,1206810,for,0.9748737066984177,0.014710362302139401
492,120699,for,0.9965372274455149,0.0009183652000501752
493,120701,for,0.9889449328184128,0.0033817366347648203
494,120702,for,0.9988647612044588,0.0
495,120703,for,0.9976529925770592,0.0002686408697627485
496,120704,for,0.9866933375597,0.00795168662443757
497,120705,for,0.9858482927083969,0.007356608752161264
498,120706,for,0.9857909381389618,0.0047822160995565355
499,120707,for,0.9987696858879644,0.0
500,120708,for,0.9979890301328851,0.00037399004213511944
501,1207113,for,0.995698370039463,0.0009718146757222712
502,120831,for,0.994162994727958,0.0010573351755738258
503,120832,for,0.9816705286502838,0.006212226347997785
504,120833,for,0.9978809958993224,0.0002381902013439685
505,120892,for,0.9686705619096756,0.017494427040219307
506,120911,for,0.9568673372268677,0.0354101681150496
507,120923,for,0.9874270260334015,0.005770632938947529
508,120932,mot,0.005514001008123159,0.9866166412830353
509,120941,mot,0.15429038181900978,0.8290817886590958
510,120950,for,0.9968332096905215,0.0006924432818777859
511,120962,for,0.9917156919836998,0.004561286419630051
512,120963,for,0.9983982732956065,0.00022351439110934734
513,120971,for,0.9975021108984947,0.0003499974845908582
514,120980,for,0.684845108538866,0.3026687428355217
515,121090,for,0.9986072473111562,0.0
516,121104,for,0.9984816164942458,0.0
517,121113,for,0.9981753159954678,0.0
518,121131,for,0.9983520117239095,0.0
519,121132,for,0.99388687312603,0.002274746395414695
520,121191,for,0.9954537704761606,0.001443896209821105
521,121202,for,0.9853673055768013,0.010056401835754514
522,121241,for,0.9990199756575748,0.0
523,121242,for,0.9983589786861558,0.0002954447118099779
524,121243,for,0.9984200435137609,0.0
525,121244,for,0.9908524379134178,0.004349935159552842
526,121255,for,0.99908763464191,0.0
527,121275,for,0.996131759340642,0.0010225451551377773
528,121276,for,0.9882294461131096,0.006217553513124585
529,121277,for,0.9950174622645136,0.001625642878934741
530,121281,for,0.9985616002813913,0.0
531,121293,mot,0.022392175742425025,0.970388688147068
532,121304,for,0.9932975324336439,0.0015066394116729498
533,121312,for,0.9982321252755355,0.0
534,121333,for,0.9989632220531348,0.0
535,121334,for,0.9971438399516046,0.0003901517775375396
536,121342,mot,0.0,0.9989704079926014
537,121351,for,0.9990574208495673,0.0
538,121450,for,0.9963750172173604,0.0009512516553513706
539,121460,for,0.9916631483938545,0.0009338955278508365
540,121592,for,0.9907075986266136,0.004097346507478505
541,121593,for,0.9856266677379608,0.0071348430356010795
542,121601,for,0.9496677666902542,0.046124040614813566
543,1216512,for,0.9974897280917503,0.0
544,121976,for,0.9983625065651722,0.0
545,121977,for,0.9991464299455401,0.0
546,121978,for,0.9959730962000322,0.0012378585524857044
547,1219710,for,0.9969539602461737,0.00036207877565175295
548,1219711,for,0.9984129413496703,0.0
549,121675,for,0.9971133973740507,0.0006063329637981951
550,121684,for,0.9984968405915424,0.0
551,121701,for,0.9983684608887415,0.0
552,121702,for,0.9985984735249076,0.0
553,121703,for,0.9987453253706917,0.0
554,121721,for,0.9990408688900061,0.0
555,121722,for,0.9967265189625323,0.0007368366932496428
556,121731,for,0.8829208090901375,0.10464204847812653
557,121732,for,0.9947542436420918,0.0016209357418119907
558,121733,for,0.9985203722317237,0.0
559,121734,for,0.9637201577425003,0.027159204008057714
560,121735,for,0.9476631730794907,0.02885592356324196
561,121756,for,0.9987071445211768,0.0
562,121757,for,0.9991389334318228,0.0
563,121765,for,0.9876594394445419,0.00553425308316946
564,121772,mot,0.2882840074598789,0.6970312371850014
