,id,Llama3-instruct_vote,Llama3-instruct_for_prob,Llama3-instruct_against_prob
80,115217,mot,0.5741484854370356,0.41022529639303684
81,115221,for,0.6359937191009521,0.3481317488476634
82,115232,for,0.7142659313976765,0.2652854137122631
83,115240,for,0.8787774592638016,0.11288271564990282
84,115430,for,0.7412915639579296,0.24824433028697968
85,115392,for,0.9154183715581894,0.07716461410745978
86,115400,for,0.794473372399807,0.1966615105047822
87,115420,for,0.845844704657793,0.14441811107099056
88,115446,for,0.9795626662671566,0.015615127049386501
89,115455,for,0.7493264488875866,0.23860769532620907
90,115464,mot,0.5758305639028549,0.3888954911381006
91,115473,for,0.7653336226940155,0.2160056559368968
92,115482,for,0.8075983561575413,0.17962953727692366
93,115491,for,0.7720772475004196,0.21205235086381435
94,115520,for,0.845251452177763,0.1446020007133484
95,115532,for,0.9641888551414013,0.02912289253436029
96,115550,for,0.9761097282171249,0.01827162504196167
97,1156824,mot,0.4997972697019577,0.46647742576897144
98,1156914,for,0.6951821632683277,0.2856318037956953
99,1156918,mot,0.6410113424062729,0.3261468652635813
100,1156919,mot,0.30325815081596375,0.6380526274442673
101,1156922,mot,0.5999227985739708,0.36803516931831837
102,1157020,for,0.6360821351408958,0.3324901256710291
103,1157021,for,0.9807587806135416,0.015692367451265454
104,1157115,mot,0.5549013614654541,0.41690468043088913
105,1157216,for,0.8218032531440258,0.16561328526586294
106,1157217,for,0.7710694447159767,0.21358907595276833
107,1157427,for,0.6021812111139297,0.364460326731205
108,1157610,for,0.6895134598016739,0.29101771581918
109,1157711,for,0.9201311077922583,0.07316908054053783
110,115796,mot,0.5454643070697784,0.4294860940426588
111,115797,mot,0.14255699142813683,0.7807259112596512
112,115803,for,0.6104843579232693,0.36503272131085396
113,115818,mot,0.1528639942407608,0.7862452119588852
114,115822,for,0.7371219247579575,0.24080528039485216
115,115824,for,0.789980161935091,0.1967982016503811
116,115825,for,0.669508021324873,0.30576029419898987
117,1158325,for,0.8190815635025501,0.16826258413493633
118,115850,for,0.8407151214778423,0.15131398290395737
119,115860,for,0.6279631108045578,0.3525218181312084
120,115870,mot,0.5585525892674923,0.41112813726067543
121,115940,for,0.8991754818707705,0.09249422326683998
122,115950,for,0.9926398415118456,0.0027301516383886337
123,115960,for,0.8003006353974342,0.1877196803689003
124,115961,for,0.9426930900663137,0.050462221493944526
125,116033,for,0.8839933462440968,0.10513595305383205
126,116034,for,0.953780222684145,0.039440174819901586
127,116035,for,0.7544696480035782,0.23358854558318853
128,116036,for,0.8725986629724503,0.11622220324352384
129,116042,for,0.79642778262496,0.19289998151361942
130,116050,for,0.8640185110270977,0.12724745739251375
131,116061,for,0.9262730032205582,0.06687413388863206
132,116072,for,0.9319472946226597,0.06163372821174562
133,116073,for,0.6792620606720448,0.3072454025968909
134,116081,for,0.7160310298204422,0.26003064308315516
135,116090,for,0.839744471013546,0.15189207764342427
136,116091,for,0.7728137820959091,0.21010960638523102
137,116092,for,0.9373639076948166,0.05613227188587189
138,116093,for,0.6873168833553791,0.29602780751883984
139,116094,mot,0.5523047894239426,0.41563415341079235
140,116131,for,0.9303182885050774,0.06411128817126155
141,116142,for,0.9697710704058409,0.0265193561790511
142,116153,for,0.9726350493729115,0.022620412870310247
143,116193,for,0.9690434113144875,0.02170729450881481
144,116194,for,0.9304049946367741,0.06191793316975236
145,116211,for,0.85018315538764,0.14095062669366598
146,116212,for,0.8107715398073196,0.17811492644250393
147,116280,for,0.6502533331513405,0.33429621905088425
148,116314,mot,0.3721724972128868,0.5603774040937424
149,116315,mot,0.3400834649801254,0.5910675041377544
150,116316,mot,0.44429561868309975,0.49927341379225254
151,116327,mot,0.3250869121402502,0.6304764524102211
152,116330,mot,0.22912189364433289,0.6838357299566269
153,116331,mot,0.15181681886315346,0.757866658270359
154,116332,for,0.7033873554319143,0.2829012731090188
155,1163615,for,0.9129112623631954,0.07686352776363492
156,1163616,for,0.8876753970980644,0.10184389632195234
157,1163617,for,0.8124411553144455,0.16326231695711613
158,1163714,for,0.9020128287374973,0.08944121235981584
159,116389,for,0.6830794028937817,0.3055787868797779
160,1163810,for,0.761744175106287,0.2239838596433401
161,1163811,for,0.7851476594805717,0.20030186418443918
162,1163812,for,0.7690751012414694,0.21974127553403378
163,1163813,mot,0.4678600803017616,0.4872504584491253
164,116396,mot,0.359298761934042,0.5914062019437551
165,116397,for,0.8216783478856087,0.16606672992929816
166,116398,for,0.7426109835505486,0.23564993403851986
167,116401,for,0.6191091742366552,0.360016293823719
168,116402,mot,0.5006227567791939,0.45368436351418495
169,116404,for,0.7822844088077545,0.2020625825971365
170,116405,mot,0.5661625117063522,0.399204570800066
171,116521,mot,0.4639693070203066,0.49750937707722187
172,116522,mot,0.5026600807905197,0.46505353413522243
173,116523,for,0.5995855666697025,0.3784226831048727
174,116535,for,0.8297273553907871,0.15938211977481842
175,116536,for,0.8802911639213562,0.1112539628520608
176,116537,for,0.8625068925321102,0.1271189725957811
177,116543,for,0.8729373887181282,0.11669652815908194
178,116544,for,0.9245879016816616,0.06832203129306436
179,116561,for,0.9415204878896475,0.053695179522037506
180,116562,for,0.955170501023531,0.038451529340818524
181,116588,mot,0.49157992005348206,0.4647441878914833
182,116596,for,0.7329407148063183,0.2490497576072812
183,116597,for,0.8329726159572601,0.15242973528802395
184,116604,for,0.6684499979019165,0.3163957465440035
185,116605,for,0.9418312925845385,0.052776813972741365
186,116629,for,0.830788891762495,0.1580497259274125
187,1166511,for,0.7520138137042522,0.2296706372871995
188,1167316,mot,0.11725691705942154,0.7420243807137012
189,1167317,mot,0.1549728438258171,0.7320389747619629
190,1167318,for,0.834794744849205,0.15677110385149717
191,1167319,for,0.9477954618632793,0.04657712974585593
192,1167320,mot,0.6154145151376724,0.34462446719408035
193,1167415,for,0.9291067700833082,0.06539088534191251
194,1167512,for,0.7890811264514923,0.19031475018709898
195,1167513,mot,0.5555888041853905,0.41998690366744995
196,1167514,mot,0.13793492317199707,0.7842074558138847
197,1167611,mot,0.1272469311952591,0.7345648370683193
198,1167710,mot,0.6142329946160316,0.34479593858122826
199,116789,for,0.9229887071996927,0.0693608783185482
200,116791,for,0.9692601822316647,0.026817868230864406
201,116792,for,0.8133348319679499,0.17507484927773476
202,116793,for,0.8426918517798185,0.14830682706087828
203,116794,for,0.8638403192162514,0.1244069142267108
204,116795,for,0.9797249995172024,0.015407422091811895
205,116796,for,0.7230523303151131,0.2612196747213602
206,116797,for,0.8190785832703114,0.16526586189866066
207,116798,mot,0.46137048304080963,0.46956436336040497
208,116880,for,0.6401507444679737,0.3435210604220629
209,1169118,for,0.7997250780463219,0.1854978809133172
210,1169119,for,0.7734489776194096,0.21493538562208414
211,1169120,mot,0.25541868805885315,0.6790022812783718
212,1169217,for,0.826179713010788,0.1566013153642416
213,1169313,for,0.7305188737809658,0.255261680111289
214,1169411,for,0.8365907222032547,0.1539335623383522
215,1169412,mot,0.4819846525788307,0.47869114950299263
216,1169414,for,0.7133563701063395,0.269399743527174
217,1169415,for,0.7550978101789951,0.2294984608888626
218,116958,for,0.9001737087965012,0.09109311643987894
219,116959,for,0.6867502443492413,0.29333364963531494
220,1169510,for,0.9273563744500279,0.06531974556855857
221,116967,for,0.6313676089048386,0.3468635668978095
222,116971,for,0.6865451447665691,0.29687918163836
223,116972,mot,0.35656406357884407,0.589411772787571
224,116973,for,0.6594329699873924,0.3159185666590929
225,116974,mot,0.614105761051178,0.3527901377528906
226,116976,mot,0.5562494769692421,0.4070148151367903
227,117000,for,0.9407592779025435,0.05376753443852067
228,117112,for,0.7410871163010597,0.2452267287299037
229,117121,for,0.7783551663160324,0.2082643499597907
230,1171421,for,0.6688362397253513,0.3097374849021435
231,1171517,mot,0.6014712117612362,0.3720761239528656
232,1171519,for,0.7216932028532028,0.2559457812458277
233,1171616,for,0.8194341957569122,0.1661704396829009
234,1171618,for,0.7290534377098083,0.2546179201453924
235,1171620,for,0.86230593547225,0.12941090296953917
236,1171715,for,0.8374546989798546,0.14960889238864183
237,117189,for,0.705806341022253,0.28020633570849895
238,1171810,for,0.7025365717709064,0.2822645027190447
239,117196,for,0.7685216069221497,0.2158307135105133
240,117197,for,0.8006148934364319,0.1872944040223956
241,117198,mot,0.09014083445072174,0.8425712063908577
242,1171912,mot,0.5343802012503147,0.438159441575408
243,1172011,for,0.5828955285251141,0.38468156941235065
244,1172013,for,0.9481600802391768,0.04386110510677099
245,1172014,mot,0.6012899354100227,0.3604486249387264
246,117214,mot,0.5844885446131229,0.393009789288044
247,117215,mot,0.12388826906681061,0.8210707120597363
248,117223,for,0.7038838472217321,0.2832888029515743
249,117231,mot,0.16462673991918564,0.7600433081388474
250,1172423,for,0.733374260365963,0.25091153010725975
251,1172522,mot,0.11297572031617165,0.8052265793085098
252,117273,for,0.8699334636330605,0.12207469716668129
253,117282,for,0.9442819561809301,0.050776887917891145
254,117294,for,0.9024852477014065,0.08979369793087244
255,117305,for,0.7799353525042534,0.20978223718702793
256,1173313,for,0.9330031462013721,0.0607550460845232
257,1173515,for,0.7796439863741398,0.20698357000946999
258,1173614,for,0.8287134077399969,0.16118919011205435
259,117380,for,0.8803977817296982,0.11061081197112799
260,117390,for,0.945593848824501,0.047197089763358235
261,117391,mot,0.5823102220892906,0.3958507589995861
262,1174315,mot,0.5609225314110518,0.41574895568192005
263,1174410,mot,0.23723408579826355,0.6723445318639278
264,1174512,mot,0.07731547951698303,0.8637264408171177
265,1174613,mot,0.010087618604302406,0.9215906681492925
266,117478,for,0.6904268674552441,0.28174828365445137
267,117489,for,0.6850050128996372,0.2924331948161125
268,1174911,for,0.6521286591887474,0.3207977134734392
269,1175014,for,0.9194437749683857,0.0730748048517853
270,117511,for,0.9775393456220627,0.017093155533075333
271,1175216,for,0.8709448166191578,0.11960816010832787
272,117536,for,0.7883531153202057,0.19488214561715722
273,117537,for,0.848929027095437,0.1420208616182208
274,117543,for,0.8140267329290509,0.17642239201813936
275,117552,for,0.9809067132882774,0.015521940309554338
276,117554,for,0.8816749565303326,0.11015685182064772
277,117555,for,0.6307653486728668,0.347157821059227
278,1176613,for,0.9023621585220098,0.08869115589186549
279,1176614,for,0.9826884344220161,0.00875284057110548
280,1176712,for,0.6907293796539307,0.2942050639539957
281,1176811,for,0.6210103593766689,0.35612046532332897
282,1176910,for,0.6369258016347885,0.32979600317776203
283,117708,for,0.7460483983159065,0.23635097686201334
284,117709,for,0.8804344944655895,0.10985606350004673
285,117711,mot,0.5212575197219849,0.46063230372965336
286,117712,for,0.8053573630750179,0.18593028094619513
287,117713,mot,0.3054153770208359,0.6516887582838535
288,117714,for,0.7151898350566626,0.27289491426199675
289,117715,for,0.8776112888008356,0.11473564757034183
290,117716,for,0.6760046258568764,0.3050852343440056
291,117717,for,0.6721617560833693,0.3141639046370983
292,117761,mot,0.36819588765501976,0.5945278573781252
293,117762,for,0.7410237975418568,0.24214286543428898
294,117782,for,0.8783536367118359,0.10995958279818296
295,117791,for,0.9379278868436813,0.05565969552844763
296,1186220,for,0.6388314887881279,0.33143940567970276
297,1186318,for,0.6619807425886393,0.32376801036298275
298,118643,mot,0.5771319083869457,0.4002610333263874
299,118654,mot,0.48581659235060215,0.48830595053732395
300,118655,for,0.9286596141755581,0.06262073619291186
301,118659,mot,0.6337602287530899,0.3333245664834976
302,1186511,for,0.7552640587091446,0.21003813669085503
303,1186512,for,0.9084081873297691,0.0826094038784504
304,1186513,for,0.752904586493969,0.23438651487231255
305,1186515,for,0.8866939507424831,0.10336215887218714
306,1186614,for,0.6799807660281658,0.3043301347643137
307,118677,for,0.7722683325409889,0.2136413026601076
308,118686,for,0.9329097140580416,0.05817409325391054
309,1186817,mot,0.36464890092611313,0.5910611972212791
310,1186910,for,0.6901348866522312,0.2945276368409395
311,1186916,for,0.7979062795639038,0.18970037531107664
312,118702,for,0.9708344489336014,0.02210621046833694
313,117951,for,0.757494792342186,0.22704076580703259
314,118710,for,0.7508530020713806,0.23639454506337643
315,118711,mot,0.4068371653556824,0.560975469648838
316,1180632,for,0.8413415402173996,0.14496514201164246
317,1180731,for,0.9675086624920368,0.027950419345870614
318,1180830,for,0.9005247466266155,0.08947679586708546
319,1180928,mot,0.16513047367334366,0.788212364539504
320,1180929,mot,0.32168200612068176,0.6139547377824783
321,1181027,mot,0.08751371875405312,0.7643053457140923
322,1181126,for,0.7897297106683254,0.1949981227517128
323,1181225,mot,0.5767439976334572,0.4028028976172209
324,1181324,for,0.7909843809902668,0.19953959621489048
325,1181423,mot,0.5495872050523758,0.4203769117593765
326,1181522,for,0.7128651812672615,0.27047795429825783
327,1181621,mot,0.4040153995156288,0.5342984721064568
328,118216,for,0.7380505502223969,0.24666481371968985
329,118225,mot,0.5007007010281086,0.4469759091734886
330,118234,mot,0.6426238417625427,0.3229647222906351
331,118243,for,0.6677035838365555,0.3113130247220397
332,118252,for,0.9496554285287857,0.04461298231035471
333,118261,for,0.7596173081547022,0.2296668915078044
334,118279,for,0.7853081002831459,0.19946560310199857
335,118287,for,0.8608316872268915,0.13124309293925762
336,118288,for,0.9012770857661963,0.08957575121894479
337,118310,for,0.8357304111123085,0.15090151969343424
338,118320,for,0.8804501183331013,0.11018982157111168
339,118386,for,0.6389387100934982,0.32722841389477253
340,118387,for,0.8148562908172607,0.16420634323731065
341,118394,for,0.6304375119507313,0.3550857789814472
342,118402,for,0.8359118886291981,0.15387971885502338
343,118403,mot,0.6013743057847023,0.3563118278980255
344,118441,for,0.8014690428972244,0.18132709339261055
345,118442,for,0.8897816203534603,0.09959733206778765
346,118443,for,0.9325345493853092,0.06075388099998236
347,118453,for,0.7793887630105019,0.20680472813546658
348,118454,for,0.9165140502154827,0.07744327839463949
349,118462,mot,0.3713846281170845,0.5702601205557585
350,118475,for,0.8299449421465397,0.1594616612419486
351,118491,for,0.8056997414678335,0.18538676295429468
352,118737,for,0.7249718084931374,0.2651263503357768
353,118746,mot,0.6193879321217537,0.3548892419785261
354,118754,for,0.8733036629855633,0.1171362902969122
355,118765,for,0.7703318744897842,0.21296892408281565
356,118772,for,0.714668482542038,0.2701850142329931
357,118773,for,0.65823645144701,0.31250633485615253
358,118781,for,0.8394756857305765,0.1464980123564601
359,118860,for,0.85436936840415,0.13566948100924492
360,118861,for,0.738479807972908,0.23501609824597836
361,118862,for,0.9553613625466824,0.0390236375387758
362,118863,for,0.6070743855088949,0.36530969478189945
363,118864,for,0.969735105521977,0.026271912269294262
364,118865,for,0.6483425125479698,0.3239981234073639
365,118870,for,0.8340157009661198,0.15077191591262817
366,1189114,mot,0.08062423020601273,0.780232235789299
367,1189115,for,0.69754434004426,0.28711398504674435
368,118928,for,0.7554156370460987,0.2322736270725727
369,118929,mot,0.5571718513965607,0.41029719822108746
370,1189210,for,0.6035393439233303,0.379399660974741
371,1189216,for,0.6686249934136868,0.31508922204375267
372,1189217,for,0.6603522263467312,0.32652706652879715
373,118937,for,0.749667014926672,0.23677769489586353
374,1189411,mot,0.14081483334302902,0.8033978268504143
375,1189412,for,0.8547621574252844,0.13698910549283028
376,1189413,for,0.7619328610599041,0.22556672804057598
377,118955,for,0.917759258300066,0.07504151901230216
378,118956,for,0.8969506099820137,0.09430755348876119
379,118964,mot,0.45631811022758484,0.5030352342873812
380,118971,mot,0.5283583551645279,0.4369510170072317
381,118982,for,0.7596375495195389,0.222977539524436
382,118993,for,0.7406314946711063,0.23969727009534836
383,119000,mot,0.5651566833257675,0.4010320696979761
384,119002,for,0.8850440382957458,0.09807001240551472
385,119003,for,0.6691821552813053,0.30994506925344467
386,119032,mot,0.6128659918904305,0.34859030321240425
387,119070,mot,0.016914725303649902,0.9140859618782997
388,119080,for,0.6726956889033318,0.29933134838938713
389,119111,for,0.6992446407675743,0.28825276624411345
390,119112,for,0.7298987954854965,0.2538518402725458
391,119113,for,0.8490397930145264,0.14093501679599285
392,119114,for,0.6995395720005035,0.2824949473142624
393,119115,for,0.9073028191924095,0.08498858194798231
394,119116,for,0.6344672851264477,0.34350030682981014
395,119117,for,0.725375559180975,0.2549517285078764
396,119118,for,0.6594393029808998,0.3177276700735092
397,119129,for,0.6518066972494125,0.3246676344424486
398,119141,for,0.7093115132302046,0.2789127994328737
399,119142,mot,0.49178753048181534,0.47707668133080006
400,119220,for,0.6565910521894693,0.3265740368515253
401,119283,for,0.5927982479333878,0.3843258507549763
402,119284,mot,0.5612212475389242,0.4184745643287897
403,119285,for,0.6284417062997818,0.35577837377786636
404,119286,for,0.9772585518658161,0.019512249622493982
405,119287,mot,0.43364352732896805,0.526071747764945
406,119288,for,0.9235474923625588,0.06839736877009273
407,119289,for,0.9043255299329758,0.08705973904579878
408,119291,for,0.7328039407730103,0.24651502072811127
409,119292,for,0.8505003750324249,0.13379248697310686
410,119373,mot,0.5472766980528831,0.4269680306315422
411,119391,for,0.8095206841826439,0.1719586532562971
412,119392,mot,0.39010756462812424,0.580427274107933
413,119408,for,0.6647928692400455,0.3114362843334675
414,119417,mot,0.17427713051438332,0.7435338422656059
415,119424,for,0.7920145206153393,0.19710549246519804
416,119425,for,0.7342806160449982,0.24673553369939327
417,119426,for,0.8360642176121473,0.1544341128319502
418,119431,for,0.64786671474576,0.33606879971921444
419,119452,for,0.9711985634639859,0.025107895373366773
420,119453,for,0.7671846523880959,0.21461892127990723
421,119466,mot,0.580536387860775,0.3897336293011904
422,119472,for,0.90637525357306,0.08480769395828247
423,119475,for,0.9665287677198648,0.026795873884111643
424,119480,for,0.9313429705798626,0.06064956123009324
425,119503,for,0.6658076271414757,0.3116686772555113
426,119504,for,0.7042516805231571,0.2788179609924555
427,1196815,for,0.932689968496561,0.06085223029367626
428,119691,mot,0.5723217129707336,0.3730571083724499
429,119702,for,0.9677474424242973,0.026495757047086954
430,119713,for,0.6473331116139889,0.3334161676466465
431,119724,mot,0.6291272193193436,0.33731055818498135
432,1197211,for,0.7562044821679592,0.22871264442801476
433,119735,for,0.7618339248001575,0.22384628280997276
434,119738,for,0.6763412728905678,0.3031402453780174
435,119739,for,0.7670936677604914,0.2209382401779294
436,1197312,for,0.7872785795480013,0.20084000006318092
437,1197314,for,0.8068877905607224,0.17760820407420397
438,119746,mot,0.5287594944238663,0.4223966207355261
439,119757,for,0.7813521269708872,0.20675643626600504
440,1197513,mot,0.5000627487897873,0.46299925446510315
441,119790,for,0.9595251865684986,0.033789344131946564
442,119802,for,0.6669652611017227,0.31402702536433935
443,119803,for,0.6635475922375917,0.3199995122849941
444,119811,for,0.9063668269664049,0.08585551287978888
445,119820,for,0.8669158779084682,0.12166255060583353
446,119860,for,0.662789274007082,0.3098086789250374
447,119970,for,0.8048654701560736,0.18523184675723314
448,119992,for,0.8021337687969208,0.18239683378487825
449,120010,for,0.648397758603096,0.32339836843311787
450,120022,for,0.979745538905263,0.015660474775359035
451,120041,for,0.791555454954505,0.19612603913992643
452,120052,for,0.6223737522959709,0.3520922437310219
453,120071,for,0.651016540825367,0.32458493672311306
454,120111,for,0.9790229639038444,0.01808720955159515
455,120180,for,0.7739738635718822,0.21495400555431843
456,120193,for,0.7814365923404694,0.20576874166727066
457,120202,for,0.6660682484507561,0.3108257446438074
458,120214,mot,0.5818893238902092,0.37935396283864975
459,120231,mot,0.129317969083786,0.7283429950475693
460,120244,for,0.6583366021513939,0.3228788413107395
461,120261,for,0.5881619229912758,0.3843414084985852
462,120262,for,0.7723113186657429,0.21258819475769997
463,120263,mot,0.3093443065881729,0.6106849536299706
464,120275,for,0.945840809494257,0.044914012076333165
465,120431,mot,0.36439256370067596,0.5775900445878506
466,120432,mot,0.2839372418820858,0.6713727228343487
467,120443,for,0.8125619627535343,0.17596198339015245
468,120461,for,0.7675478961318731,0.22142068669199944
469,120462,for,0.7005282174795866,0.2829100163653493
470,120491,mot,0.567507341504097,0.4181221090257168
471,120512,for,0.6582411397248507,0.3180143777281046
472,120513,mot,0.0153335677459836,0.9177752584218979
473,1205216,mot,0.03255254030227661,0.8863764777779579
474,1205217,mot,0.23345669731497765,0.6348737478256226
475,1205218,for,0.8314844593405724,0.156557934358716
476,1205219,mot,0.36203962191939354,0.5896120071411133
477,1205220,for,0.8958951979875565,0.09703177586197853
478,1205312,for,0.9709668681025505,0.024409158620983362
479,1205313,for,0.7796158194541931,0.20915144588798285
480,1205314,for,0.9139130339026451,0.07833563769236207
481,1205315,mot,0.6060037836432457,0.35184755362570286
482,120582,for,0.5837580859661102,0.38776506017893553
483,120591,for,0.6441422775387764,0.335733481682837
484,120612,for,0.9220535568892956,0.07090522861108184
485,120613,for,0.8024350218474865,0.18471154384315014
486,120624,for,0.7571109756827354,0.2312839161604643
487,120625,for,0.8665522933006287,0.12414198741316795
488,120641,for,0.9665741883218288,0.027779906522482634
489,1206612,mot,0.5875027254223824,0.38588506542146206
490,1206711,for,0.9271449856460094,0.06371448584832251
491,1206810,for,0.8022163398563862,0.18263042159378529
492,120699,for,0.634516716003418,0.3352433703839779
493,120701,for,0.8514697141945362,0.13486526999622583
494,120702,for,0.9336454533040524,0.05950361676514149
495,120703,for,0.9303429201245308,0.06261787191033363
496,120704,for,0.9174447190016508,0.07428723201155663
497,120705,for,0.7473080903291702,0.23189966287463903
498,120706,for,0.9027439393103123,0.08935566246509552
499,120707,for,0.6979875266551971,0.28144573979079723
500,120708,for,0.8165701366961002,0.17355718649923801
501,1207113,for,0.6262040361762047,0.34942938573658466
502,120831,for,0.7699814140796661,0.21092747524380684
503,120832,mot,0.5739644914865494,0.388294093310833
504,120833,for,0.9583922438323498,0.0334157117176801
505,120892,for,0.6623513922095299,0.3072239253669977
506,120911,mot,0.46209441497921944,0.5067002177238464
507,120923,for,0.8352230116724968,0.15129910968244076
508,120932,mot,0.4700648561120033,0.4709396995604038
509,120941,mot,0.39709965139627457,0.5463002808392048
510,120950,for,0.8081826698035002,0.18078200984746218
511,120962,for,0.7413308098912239,0.24108262918889523
512,120963,for,0.8708321396261454,0.11977242771536112
513,120971,for,0.6258742138743401,0.34223277121782303
514,120980,for,0.8570924643427134,0.13444593967869878
515,121090,for,0.902853935956955,0.08928152406588197
516,121104,for,0.7682175561785698,0.2160287220031023
517,121113,for,0.8760183043777943,0.11309102457016706
518,121131,for,0.6512902975082397,0.32435205206274986
519,121132,for,0.8840701803565025,0.10557822929695249
520,121191,for,0.7133452668786049,0.26619153283536434
521,121202,for,0.661548774689436,0.31860480830073357
522,121241,for,0.9689627010375261,0.02495658432599157
523,121242,for,0.6465628519654274,0.3319079615175724
524,121243,for,0.8834080453962088,0.10647893231362104
525,121244,mot,0.42616347409784794,0.5174968130886555
526,121255,for,0.8970834985375404,0.09519693814218044
527,121275,for,0.8542558439075947,0.1341527746990323
528,121276,for,0.6522926166653633,0.3301502764225006
529,121277,for,0.6308514326810837,0.3479810543358326
530,121281,for,0.8379704244434834,0.14849122986197472
531,121293,mot,0.2844986096024513,0.6488633081316948
532,121304,mot,0.5762380063533783,0.3860755078494549
533,121312,for,0.8481047935783863,0.1381117096170783
534,121333,for,0.9308312237262726,0.06174676073715091
535,121334,for,0.7988594397902489,0.18105881288647652
536,121342,mot,0.21711202710866928,0.6610264852643013
537,121351,for,0.7383311167359352,0.24208946153521538
538,121450,for,0.754775557667017,0.23104513622820377
539,121460,for,0.8502561189234257,0.13966432493180037
540,121592,for,0.9522955026477575,0.04324160353280604
541,121593,for,0.6412940099835396,0.33207359351217747
542,121601,for,0.8243377394974232,0.16775936726480722
543,1216512,for,0.8131988942623138,0.17334447614848614
544,121976,for,0.8797390535473824,0.11097038490697742
545,121977,for,0.9810872748494148,0.01323115115519613
546,121978,for,0.761677123606205,0.2195217739790678
547,1219710,for,0.7197756096720695,0.25180008076131344
548,1219711,for,0.9379696454852819,0.05533944582566619
