,id,Mistral-instruct_left_vote,Mistral-instruct_left_for_prob,Mistral-instruct_left_against_prob,Mistral-instruct_right_vote,Mistral-instruct_right_for_prob,Mistral-instruct_right_against_prob,Mistral-instruct_center_vote,Mistral-instruct_center_for_prob,Mistral-instruct_center_against_prob
108,1157610,for,0.659856468,0.106859811,for,0.659476064,0.110341311,for,0.689170867,0.127331749
109,1157711,against,0.5573663,0.220837697,against,0.352827899,0.436947137,against,0.325033411,0.397725113
110,115796,against,0.141805127,0.545756616,against,0,0.705776997,against,0,0.685153753
111,115797,against,0,0.772773094,against,0,0.732787855,against,0,0.647627048
112,115803,against,0.484306663,0.38640815,against,0.0319908,0.893107589,against,0,0.881249622
113,115818,against,0,0.953502461,against,0,0.931537941,against,0,0.937782191
114,115822,basedon,0.073066391,0.049439188,basedon,0.107625306,0.093506478,basedon,0.057044655,0.078582332
115,115824,for,0.830297954,0,for,0.763560005,0,for,0.780755252,0
116,115825,against,0,0.461082492,against,0.075600177,0.355076641,against,0.16065979,0.223054007
117,1158325,for,0.768737774,0.123265222,for,0.635106277,0.227478892,against,0.451746263,0.363442928
118,115850,for,0.930970691,0.030942032,for,0.914641947,0.049981374,for,0.899764858,0.05730693
119,115860,against,0,0.957873195,against,0,0.95384711,against,0,0.934697233
120,115870,against,0.555996716,0.320992729,against,0.326639563,0.543635525,against,0.353913628,0.474900708
121,115940,for,0.930993974,0.019021053,for,0.889235586,0.043685779,for,0.919262931,0.026171947
122,115950,for,0.84069699,0,for,0.70254565,0,for,0.788069189,0
123,115960,for,0.865326002,0.03470483,for,0.827627562,0.0529579,for,0.850539871,0.058470692
124,115961,for,0.962988459,0.009798748,for,0.962530054,0.010359393,for,0.964582663,0.00619787
125,116033,for,0.655406322,0.148956269,for,0.507939611,0.23461777,for,0.616624109,0.172197983
126,116034,for,0.95242228,0.011710396,for,0.932446733,0.024378579,for,0.930815849,0.020398369
127,116035,against,0.048546005,0.802830625,against,0.057509292,0.767501421,against,0.08491876,0.736915991
128,116036,for,0.875589054,0.044119496,for,0.849749871,0.053604934,for,0.904686034,0.026764417
129,116042,against,0.573382944,0.250644326,against,0.582781583,0.260945112,for,0.709317215,0.167683661
130,116050,for,0.603246316,0,for,0.679012373,0,for,0.861761108,0
131,116061,for,0.71331688,0.149286568,for,0.552376986,0.271048006,for,0.611697882,0.220702246
132,116072,for,0.992879109,0,for,0.989883449,0,for,0.981593764,0
133,116073,against,0,0.969653536,against,0.00728319,0.948951945,against,0.011929741,0.932804555
134,116081,for,0.761065826,0.093019769,for,0.827674814,0.05435057,for,0.835059386,0.052618001
135,116090,for,0.870431304,0.042399228,for,0.777209688,0.097938053,for,0.76972387,0.089813918
136,116091,against,0,0.381428353,against,0,0.364231117,against,0,0.370598629
137,116092,for,0.954746615,0.014803853,for,0.951925855,0.020790027,for,0.953000199,0.013839139
138,116093,against,0.133402187,0.737333015,against,0.307511955,0.517968886,against,0.228556354,0.582027987
139,116094,against,0,0.9592968,against,0.055242054,0.803824518,against,0.047324765,0.814897642
140,116131,for,0.962274853,0.021776941,for,0.918210227,0.065572195,for,0.868479766,0.105357856
141,116142,for,0.936879247,0.012683209,for,0.936206821,0.018350998,for,0.929782376,0.018993715
142,116153,for,0.852862641,0.081469625,for,0.934992835,0.02049477,for,0.907894332,0.028864559
143,116193,for,0.978845635,0,for,0.978768895,0,for,0.979138825,0
144,116194,for,0.981070532,0,for,0.985136542,0,for,0.985726031,0
145,116211,for,0.881399769,0.059925355,for,0.825358404,0.096014224,for,0.806129031,0.118852571
146,116212,for,0.903458174,0,for,0.884243354,0,for,0.898788255,0.013897107
147,116280,against,0.435686443,0.372292534,against,0.447569836,0.393667936,against,0.432928856,0.3593622
148,116314,against,0,0.892828204,against,0,0.942127481,against,0,0.958274573
149,116315,against,0,0.897513106,against,0,0.944512866,against,0,0.958379075
150,116316,against,0,0.636225931,against,0,0.835422836,against,0,0.846313819
151,116327,against,0,0.856954835,against,0,0.718967453,against,0,0.809100173
152,116330,against,0,0.983578447,against,0,0.97939311,against,0,0.98841858
153,116331,against,0,0.973984711,against,0,0.969227746,against,0,0.985207982
154,116332,against,0.026324229,0.874143869,against,0.028055675,0.894580252,against,0.026385535,0.871990889
155,1163615,for,0.508816622,0.186777309,for,0.43536929,0.22976701,for,0.473915435,0.1506446
156,1163616,for,0.948798127,0.008245467,for,0.937181957,0.014627339,for,0.944281772,0.009509843
157,1163617,against,0.414458178,0.219946086,against,0.333827935,0.247209832,against,0.422582418,0.207899734
158,1163714,for,0.762285009,0.078218699,for,0.588582598,0.188786872,for,0.664364792,0.128676876
159,116389,for,0.970172935,0,for,0.976857401,0,for,0.961019706,0
160,1163810,for,0.721002601,0,for,0.519440152,0.088835366,for,0.58276099,0.069892973
161,1163811,blank,0.303891025,0.137943611,for,0.419256516,0.113349155,for,0.368596494,0.108392835
162,1163812,for,0.961613089,0.011108139,for,0.950498272,0.019315077,for,0.947439175,0.018963885
163,1163813,for,0.602227502,0.079523973,for,0.678757824,0.055675074,for,0.729975924,0.06958288
164,116396,against,0,0.44170054,against,0.056520019,0.255291849,against,0.076567978,0.213069081
165,116397,against,0.011583995,0.966933575,against,0,0.990522757,against,0.009919149,0.966223188
166,116398,for,0.961527318,0,for,0.947908368,0,for,0.959336512,0
167,116401,basedon,0,0.176242884,basedon,0,0.228166252,basedon,0,0.18866042
168,116402,blank,0.067928642,0.187557012,blank,0.076697879,0.170161679,basedon,0.090313658,0.166112244
169,116404,blank,0.077279188,0.183940485,blank,0.085476629,0.185245231,basedon,0.145587891,0.229493648
170,116405,against,0.280178078,0.263229221,for,0.494527284,0.141209453,for,0.26241672,0.247988127
171,116521,against,0,0.872502349,against,0,0.893846393,against,0,0.843123838
172,116522,against,0.041566297,0.719311021,against,0.040994637,0.73773586,against,0.050508395,0.741910391
173,116523,for,0.584805198,0.068567313,for,0.657742314,0,for,0.711729161,0
174,116535,for,0.83614878,0.062456861,for,0.739550576,0.094599396,for,0.738642272,0.124700502
175,116536,for,0.945037648,0.022155441,for,0.903287034,0.049998574,for,0.872317083,0.066880137
176,116537,for,0.901467763,0,for,0.888493419,0,for,0.924761146,0
177,116543,for,0.984736419,0,for,0.977624163,0.006233192,for,0.967054687,0.007223223
178,116544,for,0.654208526,0.169758856,for,0.566624518,0.214848876,for,0.457712978,0.228588313
179,116561,for,0.964292133,0,for,0.938052282,0.012470081,for,0.948327184,0
180,116562,for,0.960883811,0.007305338,for,0.953643855,0.012416746,for,0.942568921,0.013951649
181,116588,for,0.594325587,0,for,0.533897229,0.067236386,for,0.593646243,0.056371287
182,116596,against,0.071436189,0.380193204,against,0.062255256,0.496319614,against,0,0.459375128
183,116597,for,0.860408917,0,for,0.796756461,0,for,0.874343961,0
184,116604,for,0.797828935,0.09521006,for,0.700527281,0.155372456,for,0.670237727,0.153173134
185,116605,for,0.95996397,0.013342202,for,0.95211136,0.017134802,for,0.954502547,0.015042621
186,116629,for,0.947825365,0.024585366,for,0.875419475,0.076955155,for,0.871185161,0.087602787
187,1166511,for,0.803951152,0.134002134,for,0.693624374,0.224950463,for,0.642408773,0.255160451
188,1167316,against,0.042476699,0.796479329,against,0,0.918986261,against,0.035915606,0.854003526
189,1167317,against,0.214738932,0.551215254,against,0.040767316,0.77518113,against,0.068052776,0.74732963
190,1167318,for,0.911934264,0.017528625,for,0.809484281,0.055668958,for,0.837913997,0.038345031
191,1167319,for,0.935666971,0.019292969,for,0.92530749,0.022068422,for,0.918024722,0.025080696
192,1167320,against,0.09419442,0.521662101,against,0.305097669,0.339566037,again,0.18860653,0.438943323
193,1167415,against,0.151786622,0.581818737,against,0.053558063,0.785399243,against,0.038919605,0.779863968
194,1167512,for,0.808413848,0.063695535,for,0.786686629,0.07533773,for,0.7965542,0.080580786
195,1167513,against,0,0.971431068,against,0,0.958772957,against,0,0.950588852
196,1167514,blank,0.156629205,0.086498864,blank,0.227829799,0.088329956,for,0.295441344,0.063885823
197,1167611,against,0,0.939173922,against,0,0.950101905,against,0,0.936638013
198,1167710,blank,0.512960553,0,blank,0.1940789,0.105502322,blank,0.117989227,0.190674856
199,116789,for,0.957343422,0.006397662,for,0.942442566,0,for,0.960255899,0
200,116791,for,0.982889577,0,for,0.988043312,0,for,0.98022408,0
201,116792,for,0.768986661,0.089284636,for,0.636163205,0.147463739,for,0.64440684,0.158343226
202,116793,for,0.637051582,0.08869724,for,0.522040971,0.149919555,for,0.529395729,0.166985527
203,116794,for,0.962452466,0.009832799,for,0.953195883,0.020608086,for,0.953280542,0.018223858
204,116795,for,0.984013151,0.003904782,for,0.9792223,0.007069547,for,0.982857183,0.004576359
205,116796,against,0,0.885256968,against,0,0.770342182,against,0,0.808382615
206,116797,for,0.813745953,0.087769598,for,0.773054823,0.111400038,for,0.739784837,0.144935727
207,116798,against,0,0.762984909,against,0,0.80652231,against,0,0.841849685
208,116880,against,0,0.761208631,against,0,0.571827702,against,0.066738971,0.502940848
209,1169118,for,0.801701706,0.132775456,against,0.32200937,0.569192946,for,0.576365478,0.268992327
210,1169119,for,0.7228477,0,for,0.734033234,0,for,0.839412507,0
211,1169120,against,0,0.75959833,against,0,0.790275365,again,0,0.776951134
212,1169217,blank,0,0.094208732,blank,0,0.147447288,basedon,0.062638104,0.167628273
213,1169313,for,0.606866546,0.224221036,for,0.666454706,0.168137208,for,0.709613226,0.138996869
214,1169411,for,0.757394485,0.118745424,for,0.722648494,0.13886413,for,0.732040219,0.122323938
215,1169412,blank,0.263744056,0.115993492,blank,0.272247151,0.106458426,blank,0.178578902,0.135590822
216,1169414,against,0.255326279,0.400210865,against,0.308456589,0.383734681,against,0.265807733,0.424993433
217,1169415,for,0.521414518,0.089298047,for,0.655047551,0.07359869,for,0.541776121,0.087848619
218,116958,for,0.71280428,0.094632812,for,0.541907258,0.150058568,for,0.614452675,0.119609393
219,116959,for,0.898451813,0.045694105,for,0.882628493,0.055518057,for,0.83306513,0.084665686
220,1169510,for,0.883580588,0.061829928,for,0.82417693,0.106981277,for,0.761950538,0.137156203
221,116967,for,0.659417484,0,for,0.562206149,0,for,0.634455219,0
222,116971,against,0,0.769320846,against,0,0.757848252,against,0,0.77690208
223,116972,against,0.009093636,0.963820774,against,0,0.978603259,against,0,0.972036757
224,116973,for,0.931520998,0,for,0.826250054,0,for,0.874772564,0
225,116974,against,0.056524511,0.378660806,against,0.115898028,0.433128692,against,0,0.500951894
226,116976,against,0.273979664,0.408157855,against,0.267874781,0.510888122,against,0.245396711,0.449082542
227,117000,for,0.48937726,0,for,0.542920783,0,for,0.709287137,0
228,117112,against,0,0.844662428,against,0,0.904529531,against,0,0.75818751
229,117121,for,0.382016718,0.267930083,against,0,0.928075954,against,0,0.719297156
230,1171421,against,0,0.526502833,against,0,0.453800783,blank,0,0.403893515
231,1171517,against,0.028101996,0.80857525,against,0.031678885,0.822219409,against,0,0.757914655
232,1171519,against,0.341733053,0.432868976,against,0.168472849,0.635598727,against,0.269763723,0.471502468
233,1171616,for,0.905872494,0.027797287,for,0.81164889,0.058709819,for,0.814925045,0.055438593
234,1171618,for,0.977191207,0,for,0.944791667,0.017046772,for,0.892289303,0.028106404
235,1171620,for,0.808173001,0.052833471,for,0.53258355,0.198039696,for,0.608119421,0.144948363
236,1171715,for,0.955394931,0.005719905,for,0.937202379,0.011142431,for,0.950417419,0
237,117189,for,0.681781255,0.11036846,for,0.776112705,0.084884331,for,0.730524041,0.099902928
238,1171810,against,0,0.955489684,against,0.0270229,0.924138814,against,0,0.946675137
239,117196,against,0.198450677,0.573932711,against,0,0.8450692,against,0,0.769564427
240,117197,against,0.517917179,0.299672484,against,0.476800852,0.37414737,against,0.281218976,0.486463636
241,117198,against,0,0.880692907,against,0,0.761520967,against,0,0.808741204
242,1171912,for,0.603603899,0.108942747,for,0.677314676,0.080732092,for,0.7133791,0
243,1172011,against,0.179796182,0.510009971,against,0.236445799,0.495685846,against,0.230381504,0.450120792
244,1172013,for,0.893623151,0.043646391,for,0.866926767,0.067561612,for,0.934543736,0.02118226
245,1172014,for,0.981721982,0,for,0.98419245,0,for,0.977683208,0
246,117214,against,0.190662138,0.50592196,against,0.054699723,0.611538723,against,0.11208491,0.518873043
247,117215,against,0,0.717064098,against,0,0.678552113,against,0,0.598544396
248,117223,for,0.638454795,0.096559174,for,0.67806977,0.102916144,for,0.65518146,0.102487572
249,117231,against,0,0.93835561,against,0,0.929576471,again,0,0.932940938
250,1172423,against,0.041721869,0.826907314,against,0,0.890812412,against,0,0.808686554
251,1172522,against,0,0.974360637,against,0,0.955184653,again,0,0.955779441
252,117273,against,0.038340908,0.859366775,against,0.025018921,0.918496832,against,0.016300261,0.909761593
253,117282,for,0.839178748,0.075407654,for,0.767202076,0.116207153,for,0.851798676,0.060614888
254,117294,for,0.912642241,0.017292287,for,0.867804028,0.030725397,for,0.874174446,0.029772662
255,117305,against,0.404376265,0.517435115,against,0.484634697,0.449907348,against,0.405574538,0.51469579
256,1173313,for,0.911479682,0.013693224,against,0.465278149,0.19600825,for,0.669026203,0.101766221
257,1173515,for,0.930180937,0.017256171,for,0.904500514,0.039478377,for,0.897952795,0.032721672
258,1173614,for,0.971596301,0.010238934,for,0.969555117,0.014355332,for,0.928939298,0.036585338
259,117380,for,0.823804483,0,for,0.803149283,0,for,0.785479978,0
260,117390,against,0.053807143,0.766151782,against,0.050959315,0.812887251,against,0,0.762871258
261,117391,for,0.623523459,0.197562128,for,0.762701742,0.104526959,for,0.759320833,0.096373066
262,1174315,against,0.011040298,0.954721607,against,0.011251871,0.959838085,against,0.010027368,0.960904963
263,1174410,against,0.150934208,0.758534648,against,0,0.994884874,against,0,0.989843614
264,1174512,against,0,0.936799824,against,0,0.925312504,against,0,0.94185736
265,1174613,against,0,0.993015161,against,0,0.998172602,against,0,0.980822019
266,117478,against,0,0.787315436,against,0,0.374376938,against,0,0.471085146
267,117489,against,0,0.899060458,against,0,0.889097594,against,0,0.909420431
268,1174911,for,0.414755806,0,blank,0.373593304,0,for,0.355014153,0.056708939
269,1175014,for,0.972649027,0.007423887,for,0.964243487,0.011150775,for,0.963532593,0.010259621
270,117511,for,0.916860327,0,for,0.88791056,0,for,0.933395907,0
271,1175216,for,0.675748531,0.218878835,for,0.876173448,0.06546098,for,0.833446883,0.096017875
272,117536,against,0.602938272,0.228336841,for,0.604468033,0.274397338,againstif,0.538450036,0.30561626
273,117537,for,0.449251793,0.103475407,for,0.456930146,0.114029393,for,0.493315093,0.101257659
274,117543,for,0.887672186,0.079220511,against,0.0346446,0.938002177,against,0.530706376,0.400739342
275,117552,for,0.982117355,0.005337091,for,0.981414288,0.007635048,for,0.971981965,0.01335387
276,117554,for,0.568518719,0.269654423,against,0.380596153,0.445885785,against,0.359217945,0.441308282
277,117555,for,0.498113886,0.08504536,for,0.542904355,0.078531794,for,0.613377966,0.075543843
278,1176613,for,0.888093665,0,for,0.891743504,0,for,0.905261386,0
279,1176614,for,0.913217507,0,for,0.885035299,0,for,0.92922058,0.010414259
280,1176712,for,0.727066576,0,for,0.606221668,0.062898532,for,0.760250892,0
281,1176811,for,0.930629626,0.027844755,for,0.730445426,0.186976492,for,0.626465496,0.250121593
282,1176910,for,0.818676163,0,for,0.600821104,0.080992021,for,0.674071886,0.075699389
283,117708,for,0.473601706,0.226621479,against,0.329412036,0.345280699,against,0.390853286,0.334693942
284,117709,for,0.828563422,0,for,0.819922246,0,for,0.824869521,0
285,117711,for,0.926898353,0.017527902,for,0.903535001,0.030260144,for,0.922515683,0.023354223
286,117712,against,0.29582943,0.344787627,against,0.175238885,0.544288792,against,0.09321145,0.601889107
287,117713,against,0,0.948275492,against,0,0.925126612,against,0.020733939,0.899216369
288,117714,for,0.917329535,0,for,0.888915658,0,for,0.888861611,0
289,117715,for,0.84712822,0.070979849,for,0.727255303,0.159393787,for,0.717802584,0.154522344
290,117716,for,0.405463457,0.153305486,against,0.231153093,0.309466697,for,0.210637704,0.344039995
291,117717,for,0.958808094,0.00757767,for,0.953941874,0.009031519,for,0.952509586,0.009875608
292,117761,against,0.04471571,0.784059949,against,0.053028777,0.790820878,against,0.071453884,0.733796898
293,117762,against,0,0.589076944,against,0,0.743352748,against,0,0.725971892
294,117782,for,0.697390914,0.071648434,for,0.609604437,0.122013144,for,0.754381433,0.089800358
295,117791,against,0,0.302333415,against,0.054560538,0.277081311,basedon,0.176663324,0.192516789
296,1186220,against,0.467563465,0.351056606,against,0.471238457,0.403039377,against,0.444815136,0.367767416
297,1186318,for,0.855548538,0,for,0.735999644,0.057953548,for,0.796490222,0
298,118643,for,0.46627368,0.083872467,for,0.387593627,0.115148649,for,0.454142503,0.109849639
299,118654,for,0.453829266,0,for,0.330468968,0.081138156,for,0.440081432,0.081634924
300,118655,for,0.866549999,0.025579087,for,0.667682387,0.084156126,for,0.778016917,0.04648025
301,118659,against,0.071443103,0.605465051,against,0.282880295,0.320851713,against,0,0.66822134
302,1186511,against,0.163966618,0.393387944,against,0.141036186,0.483793605,against,0.33966174,0.271189898
303,1186512,for,0.839230068,0.037595838,for,0.774985719,0.073769562,for,0.811159737,0.058303148
304,1186513,for,0.877229705,0,for,0.655942708,0.106132984,for,0.483006932,0.111542933
305,1186515,for,0.945916321,0,for,0.925948747,0,for,0.915605184,0
306,1186614,for,0.668180972,0,for,0.488092192,0,for,0.555532172,0
307,118677,for,0.678455167,0.147607535,against,0.441503808,0.330405053,for,0.604043625,0.191977322
308,118686,for,0.97974506,0,for,0.962301422,0.006509344,for,0.957625668,0.00647153
309,1186817,for,0.887439169,0,for,0.784443229,0,for,0.853216555,0
310,1186910,for,0.857925355,0.047171924,for,0.798507214,0.070340052,for,0.830879845,0.059810407
311,1186916,against,0,0.982596447,against,0.003713768,0.972885624,against,0.00448108,0.974274982
312,118702,for,0.857638143,0,for,0.819487527,0,for,0.826744989,0
313,117951,for,0.851619665,0.087789439,for,0.719166622,0.209623447,for,0.772010196,0.153058007
