,id,Llama3-instruct_left_vote,Llama3-instruct_left_for_prob,Llama3-instruct_left_against_prob,Llama3-instruct_right_vote,Llama3-instruct_right_for_prob,Llama3-instruct_right_against_prob,Llama3-instruct_center_vote,Llama3-instruct_center_for_prob,Llama3-instruct_center_against_prob
40,114900,for,0.809405617415905,0.17752611730247736,mot,0.33423609286546707,0.6391304507851601,for,0.8331700563430786,0.15581956738606095
41,114914,for,0.9286946952342987,0.06194193789269775,mot,0.30741743743419647,0.6613598167896271,for,0.8911805972456932,0.09681114554405212
42,114921,for,0.9912117117783055,0.005912666209042072,for,0.5765199437737465,0.407907085493207,for,0.9778247261419892,0.018279900774359703
43,114922,for,0.9872327513585333,0.008617672137916088,mot,0.5663615614175797,0.4139525964856148,for,0.9826906692469493,0.01309084240347147
44,114933,for,0.8371885940432549,0.15301539679057896,mot,0.29314135760068893,0.6857974827289581,for,0.862557178363204,0.12973214755766094
45,114970,for,0.8072756491601467,0.1836618729867041,mot,0.34227652475237846,0.6409012340009212,for,0.8329554665833712,0.15949340560473502
46,114983,mot,0.5629087388515472,0.413322027772665,mot,0.18667337112128735,0.7837171703577042,for,0.5923891738057137,0.3849780485033989
47,114994,for,0.9903203854337335,0.005124656483530998,mot,0.3954477198421955,0.5811671670526266,for,0.9787927083671093,0.016801461577415466
48,115001,for,0.9199594408273697,0.07382431894075125,mot,0.38717683777213097,0.5972912013530731,for,0.8895136136561632,0.10398071631789207
49,115002,for,0.97771130874753,0.017788130789995193,mot,0.2758588809520006,0.7084680795669556,for,0.920038403943181,0.07453989569330588
50,115015,for,0.9204966574907303,0.06974381604231894,mot,0.3498261161148548,0.6309546232223511,for,0.9031067229807377,0.09023358148988336
51,115020,for,0.9895799044170417,0.0068715717643499374,mot,0.35492588579654694,0.6260155662894249,for,0.9718520678579807,0.023986959422472864
52,115030,mot,0.5158302932977676,0.4564445987343788,mot,0.03157580504193902,0.9290599226951599,mot,0.5037074387073517,0.466263085603714
53,115031,for,0.9857481271028519,0.008450767956674099,mot,0.36511871963739395,0.6126193478703499,for,0.9588190764188766,0.03382813191274181
54,115032,for,0.9956027848238591,0.0018005354795604944,for,0.8951649069786072,0.0965939611196518,for,0.9935787171125412,0.0035559756215661764
55,115033,for,0.9450674951076508,0.04820121300872415,mot,0.37562400475144386,0.6037931554019451,for,0.9529385417699814,0.0414506669039838
56,115034,for,0.9214741997420788,0.0697059266967699,mot,0.3728101924061775,0.6045927591621876,for,0.8968761004507542,0.0942290258826688
57,115035,for,0.9691242203116417,0.022254254668951035,mot,0.4376295581459999,0.5328033566474915,for,0.9459436982870102,0.044504440447781235
58,1150513,mot,0.3539112024009228,0.6259912699460983,mot,0.05409271828830242,0.9261581003665924,mot,0.372880544513464,0.6085921823978424
59,1150514,mot,0.41860079765319824,0.5611023120582104,mot,0.026373086962848902,0.9529856666922569,mot,0.35868310183286667,0.6214579828083515
60,1150612,for,0.84587487205863,0.14002270274795592,mot,0.22958435118198395,0.743497833609581,for,0.8264491148293018,0.16086123092100024
61,1150710,mot,0.0025988444685935974,0.9799790121614933,mot,0.025674428325146437,0.9559992933645844,mot,0.03198147285729647,0.9487524833530188
62,115087,for,0.9920104092743713,0.00480350386351347,mot,0.5210034474730492,0.4610699750483036,for,0.974649466574192,0.020898491551633924
63,115091,for,0.984584167599678,0.011137417517602444,mot,0.43444084376096725,0.5462156906723976,for,0.9605259299278259,0.03437314031179994
64,115092,for,0.9782199785113335,0.01807590911630541,for,0.6975279338657856,0.29046786203980446,for,0.9621040727943182,0.03355793684022501
65,115093,for,0.9834879040718079,0.00844847597181797,mot,0.3149944804608822,0.6634408496320248,for,0.9633397702127695,0.028789915144443512
66,115094,for,0.7717933878302574,0.216059691272676,mot,0.20961906015872955,0.77061428129673,for,0.676035925745964,0.3097088076174259
67,115095,mot,0.11022414080798626,0.860814243555069,for,0.7193960100412369,0.26614662259817123,for,0.824335616081953,0.16478589223697782
68,115096,for,0.9929802074038889,0.0032508636359125376,mot,0.4626256600022316,0.5161211937665939,for,0.9854321740567684,0.009610533714294434
69,115098,for,0.9967283933365252,0.000586899695917964,for,0.7174189910292625,0.2672320017591119,for,0.9929781441169325,0.003910004161298275
70,115099,for,0.9678506664931774,0.027262779884040356,for,0.868331778794527,0.12269194610416889,for,0.9717692360281944,0.023905236914288253
71,1151015,mot,0.407694049179554,0.5708489865064621,mot,0.12348190136253834,0.8557331264019012,mot,0.22876031510531902,0.7492962218821049
72,1151111,for,0.9208569824695587,0.07163115101866424,for,0.5693581886589527,0.4131935592740774,for,0.9110063575208187,0.08226525504142046
73,115120,for,0.5686580762267113,0.4166450072079897,mot,0.25597214326262474,0.7259543687105179,for,0.8897518366575241,0.1037444188259542
74,115130,mot,0.5070018544793129,0.47254641354084015,mot,0.25454800948500633,0.7214383780956268,for,0.6450461223721504,0.34005924966186285
75,115140,for,0.8323079198598862,0.1575365480966866,mot,0.2822910360991955,0.6946157366037369,for,0.753193199634552,0.2351824650540948
76,115184,for,0.6241691410541534,0.36030311323702335,mot,0.029035030864179134,0.9555741818621755,mot,0.3913787081837654,0.5910022165626287
77,115195,for,0.7365616336464882,0.2532389359548688,mot,0.23340729251503944,0.7483775168657303,for,0.6931396555155516,0.29659935808740556
78,115203,mot,0.3741210773587227,0.6034562513232231,mot,0.029459575191140175,0.9493918577209115,mot,0.3811207264661789,0.5979411490261555
79,115216,for,0.8906467333436012,0.09954059030860662,mot,0.3752196691930294,0.6064979769289494,for,0.8481504023075104,0.14306057011708617
80,115217,for,0.9064074661582708,0.08711090579163283,mot,0.2639942020177841,0.7192152980715036,for,0.7234299089759588,0.26723627792671323
81,115221,for,0.7952693663537502,0.19561863993294537,mot,0.2998207062482834,0.684986524283886,for,0.7421337701380253,0.24857601104304194
82,115232,mot,0.454452995210886,0.5264107771217823,mot,0.07746722549200058,0.9006303250789642,mot,0.5184514783322811,0.4648874308913946
83,115240,for,0.990056832524715,0.006756416521966457,mot,0.3733838200569153,0.6080742813646793,for,0.9658113997429609,0.029955024423543364
84,115430,for,0.8771344609558582,0.11663381918333471,mot,0.3838621973991394,0.6009975410997868,for,0.801120144315064,0.19166674790903926
85,115392,for,0.9289855509996414,0.06143191340379417,mot,0.4014906734228134,0.5780722163617611,for,0.8732642307877541,0.1170700853690505
86,115400,for,0.9153472483158112,0.07745019963476807,mot,0.40587669238448143,0.5773688824847341,for,0.8691619662567973,0.12335018976591527
87,115420,for,0.9292845167219639,0.061946933856233954,mot,0.2478307280689478,0.7306983694434166,for,0.8335341811180115,0.15756541420705616
88,115446,for,0.994453551247716,0.0022828092332929373,mot,0.328873747959733,0.65308728069067,for,0.9836796876043081,0.012365801259875298
89,115455,for,0.96489192917943,0.029986466048285365,for,0.594705268740654,0.3918508104979992,for,0.8617123272269964,0.13038427417632192
90,115464,for,0.6714511886239052,0.31361198518425226,mot,0.10837051458656788,0.8701096996665001,for,0.6686876490712166,0.31756712030619383
91,115473,for,0.7911762371659279,0.19799445010721684,mot,0.465584896504879,0.5171342343091965,for,0.861421100795269,0.13104253495112062
92,115482,for,0.8718281388282776,0.11820450774393976,mot,0.26568236015737057,0.7137898579239845,for,0.8059669882059097,0.18313646060414612
93,115491,for,0.6879666149616241,0.2943633049726486,mot,0.49150707572698593,0.48562680929899216,for,0.7969019785523415,0.1894265878945589
94,115520,for,0.9365709815174341,0.05737058713566512,mot,0.4008661787956953,0.584194079041481,for,0.9030418870970607,0.09094174264464527
95,115532,for,0.9525753445923328,0.04174546548165381,mot,0.5094055458903313,0.4715605601668358,for,0.9588938914239407,0.03571375086903572
96,115550,for,0.9881620183587074,0.0025596909690648317,mot,0.5591622032225132,0.41554300114512444,for,0.9651177795603871,0.02481665275990963
97,1156824,for,0.7742823362350464,0.21284085931256413,mot,0.23421195521950722,0.743303943425417,for,0.6710571143776178,0.3149006003513932
98,1156914,for,0.8371765092015266,0.1543562759179622,mot,0.4046442322432995,0.5793197862803936,for,0.7821397036314011,0.20847848686389625
99,1156918,mot,0.5213628038764,0.4601193144917488,mot,0.2399948053061962,0.7364732474088669,for,0.6475250460207462,0.3380216583609581
100,1156919,for,0.711338222026825,0.274465030990541,mot,0.3639536239206791,0.6198858246207237,for,0.7806681543588638,0.20844615483656526
101,1156922,for,0.8887204304337502,0.1011116779409349,mot,0.2581045478582382,0.7180216759443283,for,0.819823756814003,0.1679630121216178
102,1157020,for,0.8762435056269169,0.11284806695766747,mot,0.022969675716012716,0.9550903588533401,for,0.6025639697909355,0.37877008505165577
103,1157021,for,0.9935529343783855,0.0018513428512960672,mot,0.28373879194259644,0.693937674164772,for,0.9817053298465908,0.01354407798498869
104,1157115,for,0.9468573965132236,0.04761082865297794,mot,0.17386885732412338,0.806139774620533,for,0.7713897302746773,0.2185311377979815
105,1157216,for,0.9550021477043629,0.03940537280868739,mot,0.37956827506422997,0.6007623299956322,for,0.9163697250187397,0.07673060311935842
106,1157217,for,0.9664689749479294,0.02867102186428383,mot,0.3307260312139988,0.6511615291237831,for,0.8933703154325485,0.09975714306347072
107,1157427,for,0.6693808697164059,0.3084133882075548,mot,0.11604310106486082,0.8527743741869926,mot,0.5360342860221863,0.44167394284158945
108,1157610,for,0.7115306742489338,0.27359139267355204,mot,0.18186654150485992,0.7955960929393768,for,0.7993182297796011,0.19043950317427516
109,1157711,for,0.9059687852859497,0.0866201885510236,mot,0.214651457965374,0.7634950801730156,for,0.8712579794228077,0.12088369810953736
110,115796,for,0.6024683564901352,0.3840580312535167,mot,0.10138584300875664,0.8790027946233749,for,0.6046441458165646,0.3825959758833051
111,115797,mot,0.18746234383434057,0.7853822745382786,mot,0.07574297487735748,0.9046708378009498,mot,0.18044975772500038,0.7975585758686066
112,115803,for,0.6452922411262989,0.3359136967919767,mot,0.13937547523528337,0.8361291885375977,mot,0.4521420616656542,0.5288098501041532
113,115818,mot,0.31522614508867264,0.6645622178912163,mot,0.17141078412532806,0.8098634481430054,mot,0.3225622531026602,0.6584635265171528
114,115822,for,0.7455704882740974,0.23821624647825956,mot,0.37358784675598145,0.6026129089295864,for,0.7865763604640961,0.20030010864138603
115,115824,for,0.7688422836363316,0.22038513515144587,mot,0.1248638890683651,0.8547898903489113,for,0.7305839452892542,0.258871216326952
116,115825,mot,0.4553838483989239,0.5273519530892372,mot,0.10165969654917717,0.8788625672459602,mot,0.38560336641967297,0.5981199219822884
117,1158325,for,0.9797624591737986,0.012594753876328468,mot,0.32869143411517143,0.6474980562925339,for,0.9260164611041546,0.06570010050199926
118,115850,for,0.9077621009200811,0.08511188987176865,mot,0.11752255819737911,0.8644480668008327,for,0.8726192899048328,0.1207416458055377
119,115860,mot,0.1590676587074995,0.81719084456563,mot,0.1195311713963747,0.8620553389191628,mot,0.20351661648601294,0.7769721280783415
120,115870,mot,0.5139416083693504,0.4666291680186987,mot,0.08730335161089897,0.890824768692255,for,0.664793387055397,0.320555476937443
121,115940,for,0.9473798386752605,0.045114665757864714,mot,0.4337671957910061,0.546261778101325,for,0.9249185873195529,0.06892340921331197
122,115950,for,0.9942302852869034,0.0009415783570148051,mot,0.18230364844202995,0.7833192199468613,for,0.9898261222988367,0.004931346047669649
123,115960,for,0.9162787813693285,0.07712523057125509,mot,0.2879985272884369,0.6893011517822742,for,0.8832106906920671,0.10932658181991428
124,115961,for,0.9792901761829853,0.015700604766607285,for,0.883099801838398,0.10687235416844487,for,0.9840941037982702,0.01183013804256916
125,116033,for,0.9823939800262451,0.008867528289556503,mot,0.25248480774462223,0.7246863655745983,for,0.9066521432250738,0.08472294372040778
126,116034,for,0.9852147381752729,0.009160907939076424,mot,0.1431282153353095,0.8345824740827084,for,0.9498286973685026,0.04321242496371269
127,116035,for,0.8308569937944412,0.159733098000288,mot,0.2949334867298603,0.6848787888884544,for,0.7195235155522823,0.2691328041255474
128,116036,for,0.9314388632774353,0.0622953986749053,mot,0.4887523576617241,0.4928080476820469,for,0.9269331768155098,0.06733613822143525
129,116042,for,0.8478445522487164,0.14345096214674413,mot,0.31280848011374474,0.6684255264699459,for,0.8294922728091478,0.16232843836769462
130,116050,for,0.7999857515096664,0.18991682957857847,mot,0.29355308413505554,0.6866983398795128,for,0.8950295858085155,0.09844105935189873
131,116061,for,0.9810586869716644,0.014601223170757294,mot,0.3531866706907749,0.6297981515526772,for,0.9203828703612089,0.07362477609422058
132,116072,for,0.9965206807828508,0.0012014664243906736,mot,0.3933493308722973,0.5862718038260937,for,0.9870957154780626,0.009239931590855122
133,116073,for,0.7225252091884613,0.2660841504111886,mot,0.27697454392910004,0.705712977796793,for,0.7125660441815853,0.2766139470040798
134,116081,for,0.7655732482671738,0.21846685651689768,mot,0.4220812916755676,0.5539802312850952,for,0.8703838959336281,0.11990185268223286
135,116090,for,0.8136652931571007,0.17159934202209115,mot,0.05374678783118725,0.9227950796484947,for,0.7608059700578451,0.22814012365415692
136,116091,for,0.8036508560180664,0.18337573995813727,mot,0.3958197832107544,0.5821482315659523,for,0.8716576676815748,0.11895392602309585
137,116092,for,0.9941758510831278,0.0027522349264472723,mot,0.12165330350399017,0.8539682552218437,for,0.9790763445198536,0.016123948618769646
138,116093,for,0.9720458090305328,0.02092583291232586,mot,0.4687954671680927,0.511221457272768,for,0.955593092367053,0.03688528388738632
139,116094,for,0.9353035464882851,0.05816752836108208,mot,0.06671665422618389,0.9149166941642761,for,0.6964427456259727,0.29154957737773657
140,116131,for,0.9593064896762371,0.03039518930017948,mot,0.07592231594026089,0.8982506096363068,for,0.903946116566658,0.0860833078622818
141,116142,for,0.9963052328675985,0.0008660762687213719,for,0.7406911104917526,0.24932396784424782,for,0.9913607745256741,0.0059369271621108055
142,116153,for,0.9972571625985438,0.0006543173803947866,for,0.9847090095281601,0.011007637716829777,for,0.9957373086363077,0.0018438190454617143
143,116193,for,0.9759357757866383,0.019445109908701852,for,0.7902515940368176,0.19768668711185455,for,0.9821791741997004,0.013649273663759232
144,116194,for,0.9794875159859657,0.01457484345883131,for,0.5547636896371841,0.4277904536575079,for,0.9815655536949635,0.0136116249486804
145,116211,for,0.9891211176291108,0.0055557433515787125,mot,0.3603888750076294,0.6185456309467554,for,0.9822361394762993,0.012087398208677769
146,116212,for,0.938453882932663,0.0552040915354155,for,0.6245220489799976,0.3617307171225548,for,0.9154255148023367,0.07773231988539919
147,116280,for,0.6807265505194664,0.3070098692551255,mot,0.21206665597856045,0.7704193964600563,for,0.6505835838615894,0.3371166973374784
148,116314,mot,0.4549527019262314,0.5191019289195538,mot,0.11657098680734634,0.857648491859436,mot,0.28395547717809677,0.6907698102295399
149,116315,mot,0.44183918088674545,0.5320520736277103,mot,0.11311320774257183,0.8611268997192383,mot,0.2864450216293335,0.6884330473840237
150,116316,mot,0.511630155146122,0.4678214620798826,mot,0.09038767497986555,0.8874389603734016,mot,0.34429054893553257,0.6354666855186224
151,116327,mot,0.39033784717321396,0.5953338481485844,mot,0.017013960983604193,0.9698263742029667,mot,0.21253084670752287,0.7733907587826252
152,116330,mot,0.2543816305696964,0.7160342931747437,mot,0.052871860563755035,0.9216819256544113,mot,0.1665511429309845,0.8057190552353859
153,116331,mot,0.23296894505620003,0.7406873553991318,mot,0.027186365332454443,0.9483842770569026,mot,0.16215930692851543,0.8129962608218193
154,116332,for,0.5942273549735546,0.3917584288865328,mot,0.12189515773206949,0.8636278323829174,for,0.5656305914744735,0.4221676276065409
155,1163615,for,0.7958578020334244,0.18860923685133457,mot,0.46745357662439346,0.5049287304282188,for,0.854656532406807,0.13421533326618373
156,1163616,for,0.8761403039097786,0.11414034990593791,mot,0.35031671449542046,0.6231766790151596,for,0.8857187516987324,0.10571063519455492
157,1163617,for,0.7562557905912399,0.21804294548928738,mot,0.3959880843758583,0.5526058673858643,for,0.7886495813727379,0.19061091262847185
158,1163714,for,0.9483905397355556,0.04619394289329648,mot,0.10924241691827774,0.8716398626565933,for,0.8465543780475855,0.1456250927876681
159,116389,for,0.9455583691596985,0.04893981490749866,mot,0.45536286756396294,0.529950300231576,for,0.9150075605139136,0.07910650875419378
160,1163810,for,0.9727315120398998,0.0225089282321278,for,0.5898135453462601,0.39638127759099007,for,0.9548690877854824,0.04041811992647126
161,1163811,for,0.9875328317284584,0.00805289763957262,for,0.7278112396597862,0.2602764945477247,for,0.981213167309761,0.014344683848321438
162,1163812,for,0.9605405796319246,0.034379673714283854,mot,0.33969185687601566,0.6423584893345833,for,0.911386520601809,0.08269221161026508
163,1163813,mot,0.5567226782441139,0.42533629201352596,mot,0.1296215346083045,0.8491083458065987,mot,0.5084662269800901,0.47471306659281254
164,116396,mot,0.15075367502868176,0.8234488293528557,mot,0.1212142389267683,0.8589315861463547,mot,0.33233134262263775,0.650172421708703
165,116397,for,0.7405541315674782,0.24785123486071825,mot,0.2796752415597439,0.7016467675566673,for,0.8269944526255131,0.1645939820446074
166,116398,for,0.7918980792164803,0.1932139191776514,mot,0.43428656458854675,0.5420705080032349,for,0.8530308194458485,0.1350576055701822
167,116401,mot,0.39458442851901054,0.5841270741075277,mot,0.08872114401310682,0.8874715641140938,mot,0.48578801192343235,0.4972298415377736
168,116402,mot,0.4675259217619896,0.515959907323122,mot,0.21656169183552265,0.7647474706172943,for,0.5412938371300697,0.44397058244794607
169,116404,for,0.7685777917504311,0.21776617225259542,mot,0.3591892644762993,0.6169821210205555,for,0.8563239052891731,0.13433576375246048
170,116405,for,0.6394688040018082,0.3475842848420143,mot,0.07882986962795258,0.9038923978805542,for,0.62624117359519,0.3620714470744133
171,116521,mot,0.4734383895993233,0.5096907736733556,mot,0.10477622039616108,0.8764635995030403,mot,0.4565749429166317,0.5281979842111468
172,116522,mot,0.5073355380445719,0.47724222019314766,mot,0.12185899261385202,0.8597278110682964,for,0.5863805571570992,0.40113882115110755
173,116523,for,0.8656552731990814,0.12505956715904176,mot,0.21349798142910004,0.7689063064754009,for,0.7113909292966127,0.27780474070459604
174,116535,for,0.972178477793932,0.01968596689403057,mot,0.08372803032398224,0.8913699351251125,for,0.9302908685058355,0.0610779719427228
175,116536,for,0.9871740937232971,0.007799419574439526,mot,0.2027900479733944,0.773392841219902,for,0.918102091178298,0.07415116927586496
176,116537,for,0.9837664928636514,0.011717398650944233,mot,0.4411580190062523,0.5377082750201225,for,0.9704499896615744,0.02404044009745121
177,116543,for,0.9797572121024132,0.014679170213639736,mot,0.2850389629602432,0.6935555450618267,for,0.9654089007526636,0.02815023995935917
178,116544,for,0.9746180176734924,0.02048329744138755,mot,0.28689119592309,0.689262256026268,for,0.9384563863277435,0.05507933138869703
179,116561,for,0.9781149253249168,0.016636963933706284,for,0.6667854860424995,0.31868859101086855,for,0.9737201202660799,0.021045450121164322
180,116562,for,0.9911776054650545,0.0041995542123913765,mot,0.3411928955465555,0.637039452791214,for,0.9902469627559185,0.005370803643018007
181,116588,for,0.6181320250034332,0.36634721606969833,mot,0.08374953735619783,0.8933155834674835,for,0.6065883785486221,0.37836143374443054
182,116596,for,0.7789785899221897,0.20493085496127605,mot,0.1407761387526989,0.8305386230349541,for,0.7436317354440689,0.23880001297220588
183,116597,for,0.8188501670956612,0.16829872224479914,mot,0.23721706867218018,0.7347640842199326,for,0.8307978808879852,0.15823980467393994
184,116604,for,0.9719439493492246,0.01977200247347355,mot,0.1550797987729311,0.8244568705558777,for,0.8591893292032182,0.13208997156471014
185,116605,for,0.9833366423845291,0.010171456262469292,mot,0.46053180657327175,0.5177922872826457,for,0.9647694956511259,0.029363732784986496
186,116629,for,0.9457439742982388,0.04757557169068605,mot,0.2641139402985573,0.7150750011205673,for,0.8916158210486174,0.09975545876659453
187,1166511,for,0.8011099249124527,0.1836026895325631,mot,0.12706420943140984,0.8416359517723322,for,0.7417075280100107,0.23967345058918
188,1167316,mot,0.5078230760991573,0.4739549234509468,mot,0.04818262252956629,0.9311070740222931,mot,0.20307068899273872,0.7746455706655979
189,1167317,for,0.6409700810909271,0.3436640715226531,mot,0.11146751046180725,0.8677496686577797,mot,0.3448594231158495,0.635932506993413
190,1167318,for,0.9948338512331247,0.0005139689310453832,mot,0.34811164252460003,0.6339135449379683,for,0.9778405586257577,0.016804514452815056
191,1167319,for,0.9741127118468285,0.021891278447583318,mot,0.45534028485417366,0.5279055312275887,for,0.9604553710669279,0.035303056647535414
192,1167320,for,0.6481237411499023,0.3336225990206003,mot,0.06540301255881786,0.9100012481212616,for,0.5928246416151524,0.38933483697474003
193,1167415,for,0.8326514754444361,0.15743429656140506,mot,0.3258121572434902,0.65432508289814,for,0.7860701680183411,0.20234913239255548
194,1167512,for,0.9419582560658455,0.04925877880305052,mot,0.37335216999053955,0.6037669256329536,for,0.8772743791341782,0.11094223312102258
195,1167513,mot,0.4194355346262455,0.5646940488368273,mot,0.120456138625741,0.8623659908771515,mot,0.28154431097209454,0.7024704646319151
196,1167514,mot,0.023278251755982637,0.9533973187208176,mot,0.029932378325611353,0.9498159531503916,mot,0.19317693822085857,0.7807908207178116
197,1167611,mot,0.43790294602513313,0.5432138610631227,mot,0.2139938697218895,0.7657470256090164,mot,0.17815343849360943,0.799312487244606
198,1167710,for,0.6211528033018112,0.35686782374978065,mot,0.09168522525578737,0.8737595677375793,mot,0.5634921118617058,0.41393328458070755
199,116789,for,0.9292657040059566,0.06333218049257994,for,0.7463295124471188,0.24028877262026072,for,0.9800043143332005,0.015440170653164387
200,116791,for,0.9877873137593269,0.008442123420536518,for,0.6525192856788635,0.3310595937073231,for,0.9729374097660184,0.022236015647649765
201,116792,for,0.9575639106333256,0.03156343474984169,mot,0.5533480606973171,0.4268080089241266,for,0.961381210014224,0.0318089880165644
202,116793,for,0.8506948351860046,0.14021389349363744,mot,0.31448720395565033,0.6635021865367889,for,0.8132014339789748,0.17853554780595005
203,116794,for,0.9772990569472313,0.015496078878641129,for,0.7020284160971642,0.28151852171868086,for,0.9505509082227945,0.04153343988582492
204,116795,for,0.9860943537205458,0.009983915835618973,for,0.5856022350490093,0.3977721966803074,for,0.9802868645638227,0.015272040851414204
205,116796,for,0.6553216725587845,0.3332191654480994,mot,0.10775487031787634,0.870941624045372,mot,0.48837287444621325,0.4967784257605672
206,116797,for,0.7991000078618526,0.18803619733080268,mot,0.18730963580310345,0.7893749698996544,for,0.717284556478262,0.27106833923608065
