,id,Falcon3-instruct_left_vote,Falcon3-instruct_left_for_prob,Falcon3-instruct_left_against_prob,Falcon3-instruct_right_vote,Falcon3-instruct_right_for_prob,Falcon3-instruct_right_against_prob,Falcon3-instruct_center_vote,Falcon3-instruct_center_for_prob,Falcon3-instruct_center_against_prob
16,114631,for,0.8893933249637485,0.10469246935099363,for,0.9384173144353554,0.05746403709053993,for,0.6917728506959975,0.2985648133326322
17,114640,for,0.9907769048586488,0.006927694659680128,for,0.8713359124958515,0.12297347316052765,for,0.9708662769990042,0.02558274194598198
18,114722,for,0.9753327805083245,0.02212698757648468,mot,0.1507443250156939,0.8424786909017712,for,0.8758766520768404,0.11892221885500476
19,114733,for,0.969463603105396,0.02764282189309597,mot,0.3717116864863783,0.6191637261072174,for,0.8949191535357386,0.09974301606416702
20,114741,for,0.9955116901255678,0.0029757004231214523,mot,0.4286383427679539,0.5615578980650753,for,0.9841587953269482,0.01312665268778801
21,114750,for,0.9958682913566008,0.002802700037136674,for,0.8217833018861711,0.17296746064675972,for,0.9917472841334529,0.00629765260964632
22,114805,for,0.9617945298086852,0.03474188916152343,for,0.5988160474225879,0.390767814591527,for,0.9166502151638269,0.07792276190593839
23,114806,for,0.9829215871868655,0.014841408468782902,for,0.7419533291831613,0.2510017335880548,for,0.9603680144064128,0.03573095053434372
24,114807,for,0.9968127621395979,0.002067715860903263,for,0.7038629637099802,0.288859001128003,for,0.9918206545407884,0.006386765278875828
25,114808,for,0.9775588697521016,0.019683614373207092,for,0.6533122907858342,0.337879478931427,for,0.9577728833537549,0.03858030587434769
26,114812,for,0.9837679649936035,0.013496069295797497,mot,0.21848435956053436,0.7721452414989471,for,0.9664340909803286,0.02977888920577243
27,114813,for,0.9701572998892516,0.026444589719176292,mot,0.37948543950915337,0.611348441336304,for,0.8832969018258154,0.1110304114408791
28,114814,for,0.9874996698927134,0.010003984905779362,mot,0.40146394295152277,0.589261298533529,for,0.9655361889163032,0.03051508218050003
29,114821,for,0.9737482018535957,0.01927776075899601,for,0.9072382308077067,0.0803963840007782,for,0.949715603608638,0.038685716688632965
30,114848,for,0.8710630564019084,0.1234673555009067,for,0.6507533974945545,0.3415644646156579,for,0.723889070097357,0.2672614688053727
31,114849,for,0.5781435468234122,0.4101192746311426,for,0.8293769131414592,0.16358235443476588,mot,0.2622953108511865,0.7242859937250614
32,114854,for,0.9963260939985048,0.001857850467786193,for,0.9844226284767501,0.013439739122986794,for,0.9917949803057127,0.00568830082193017
33,114863,for,0.9973327517218422,0.00136410107370466,mot,0.22887848992832005,0.7651458000764251,for,0.9931771710398607,0.005054251290857792
34,114865,for,0.99540016692481,0.003225367283448577,mot,0.2724877764703706,0.7196826110593975,for,0.9862633440061472,0.01165187731385231
35,114866,for,0.9914385593147017,0.00623706728219986,for,0.6273391647264361,0.3633431968046352,for,0.9809730944689363,0.015465346165001392
36,114867,for,0.9722861759364605,0.02451366005698219,for,0.9524627143400721,0.04491628985852003,for,0.9474148110020906,0.04864225891651586
37,114872,for,0.6570254005491734,0.33441717084497213,for,0.5619233620818704,0.4294154713861644,for,0.5256875702179968,0.46294521261006594
38,114881,for,0.9961975879559759,0.0026265429332852364,for,0.9736436843522824,0.024227208661613986,for,0.9893108822871,0.008766496554017067
39,1148910,for,0.9358194211963564,0.05923671624623239,for,0.878884110134095,0.11445350246503949,for,0.8687136655207723,0.12260882742702961
40,114900,for,0.990217336686328,0.007560435216873884,for,0.9447405289392918,0.05132686346769333,for,0.9660062794573605,0.03024086356163025
41,114914,for,0.9844023576006293,0.012136565521359444,for,0.9593631954630837,0.03592916578054428,for,0.9690125348279253,0.026087768375873566
42,114921,for,0.9977135082008317,0.0014725207583978772,for,0.5969224823638797,0.3952582776546478,for,0.9940638490952551,0.004520512651652098
43,114922,for,0.9928979944670573,0.0049532088451087475,for,0.8744741217233241,0.1205346395727247,for,0.9821970988996327,0.014659675769507885
44,114933,for,0.9843114165705629,0.01334252767264843,for,0.8423805732745677,0.15211743966210634,for,0.9639141352381557,0.032508790493011475
45,114970,for,0.968422515434213,0.028063924895832315,for,0.6866887528449297,0.3053647461347282,for,0.9262225697748363,0.06865998834837228
46,114983,for,0.9921691003255546,0.00579097168520093,for,0.4985832064412534,0.49122825381346047,for,0.9705739908386022,0.025899887084960938
47,114994,for,0.9916327885875944,0.006119087338447571,for,0.915015825885348,0.07993469457142055,for,0.9835709487670101,0.013620602316223085
48,115001,for,0.9891655710525811,0.008407490327954292,mot,0.3036250411532819,0.6837792289443314,for,0.9655001019127667,0.030251622200012207
49,115002,for,0.989594631944783,0.00847815815359354,mot,0.17483624070882797,0.8175418884493411,for,0.9724699137732387,0.024300429970026016
50,115015,for,0.9763380743097514,0.020549823791952804,for,0.7371444888412952,0.25392125034704804,for,0.936850227881223,0.057861057692207396
51,115020,for,0.9922807024559006,0.0059078470803797245,for,0.9768311319639906,0.02091599628329277,for,0.9787574084475636,0.01853341981768608
52,115030,for,0.9706746586598456,0.025060055777430534,for,0.8204777501523495,0.1722969423281029,for,0.899553598370403,0.09347810706822202
53,115031,for,0.9964222655398771,0.0017319665057584643,mot,0.015373020083643496,0.9820536561310291,for,0.9911372833885252,0.006589205469936132
54,115032,for,0.9937714181141928,0.004501833580434322,for,0.6468273608479649,0.3420979678630829,for,0.9831768558360636,0.013929386623203754
55,115033,for,0.9953889134922065,0.003438877407461405,for,0.5235797658096999,0.469530344940722,for,0.9902974694268778,0.007962098345160484
56,115034,for,0.9846927842590958,0.012181716039776802,for,0.8131752458866686,0.1789189726114273,for,0.9496662702877074,0.044814612716436386
57,115035,for,0.973137091146782,0.02293538674712181,for,0.9387932282406837,0.05642884969711304,for,0.9197847489267588,0.07324712723493576
58,1150513,for,0.9828043321613222,0.013906684704124928,for,0.9449490150436759,0.05053053796291351,for,0.9449688228778541,0.049837563186883926
59,1150514,for,0.9420908961910754,0.053014270175481215,for,0.9219909792300314,0.07238376885652542,for,0.830847987672314,0.16085835109697655
60,1150612,for,0.9682875573635101,0.027382178232073784,for,0.859235901851207,0.13445625582244247,for,0.935969571582973,0.05733984336256981
61,1150710,mot,0.11095789261162281,0.8788864144589752,mot,0.26795143680647016,0.7217937659006566,mot,0.09050726564601064,0.8998521798057482
62,115087,for,0.9968482121475972,0.0019495628075674176,for,0.6900479895994067,0.3019962494727224,for,0.9901781992521137,0.007569671608507633
63,115091,for,0.9714492402272299,0.025117814540863037,mot,0.029206847888417542,0.967538203811273,for,0.9353780704550445,0.059879086911678314
64,115092,for,0.9958058618940413,0.002277559833601117,for,0.8494040744844824,0.14589605224318802,for,0.9911231261503417,0.0063482606783509254
65,115093,for,0.9938033904181793,0.004745111335068941,mot,0.30323759163729846,0.6893559573218226,for,0.9879859166103415,0.009893002919852734
66,115094,for,0.9767756210640073,0.019480625167489052,for,0.8951288079842925,0.09785304963588715,for,0.9460831540636718,0.04815787822008133
67,115095,for,0.9980619528651005,0.0011852707248181105,for,0.9814685731544159,0.016979148611426353,for,0.9930324189772364,0.00562438927590847
68,115096,for,0.9913787138648331,0.006790871266275644,mot,0.01425577446934767,0.9838527110405266,for,0.9776003024308011,0.01975010149180889
69,115098,for,0.9941810083400924,0.004277955275028944,for,0.5377138040494174,0.45350075513124466,for,0.9874408995965496,0.010263091884553432
70,115099,for,0.9900203727884218,0.007703736424446106,for,0.7481987723149359,0.24374651198741049,for,0.9846904942533001,0.012399725615978241
71,1151015,mot,0.25404538586735725,0.7362190335988998,for,0.647576468065381,0.3454946356359869,mot,0.1010950249619782,0.8914933204650879
72,1151111,for,0.7993128353264183,0.1938392366282642,mot,0.3678676470881328,0.6243399525992572,for,0.6148601660970598,0.37484069634228945
73,115120,for,0.8571498184464872,0.13653667375911027,mot,0.4661665379535407,0.5236678051296622,for,0.9353558458387852,0.05957702547311783
74,115130,for,0.660124784335494,0.33087883330881596,for,0.9752812217338942,0.022509481757879257,for,0.6855271714739501,0.30516274366527796
75,115140,for,0.9905798546678852,0.006862136535346508,for,0.988467685325304,0.009161297231912613,for,0.9744966244907118,0.02205481193959713
76,115184,for,0.9790700481971726,0.018036192283034325,for,0.7976208420004696,0.1942339539527893,for,0.9503265242092311,0.04526567831635475
77,115195,for,0.6437312900088727,0.3440821375697851,for,0.8050631645601243,0.18670760095119476,for,0.5695673651061952,0.4168627366889268
78,115203,for,0.9682714141672477,0.028649143874645233,for,0.8591748045291752,0.1353098452091217,for,0.925488103646785,0.06989119201898575
79,115216,for,0.9801663288380951,0.016882536932826042,for,0.959842692129314,0.03674726560711861,for,0.9511171111371368,0.044470977038145065
80,115217,for,0.8879788527265191,0.10485912836156785,mot,0.3756129923276603,0.6087380039971322,for,0.6474504470825195,0.3392379169818014
81,115221,for,0.9807688979199156,0.016267312690615654,for,0.5861254101619124,0.4046242581680417,for,0.9528577203163877,0.042711686342954636
82,115232,for,0.9228059612214565,0.07274207574664615,for,0.7204786338843405,0.2710103988647461,for,0.838400597916916,0.15428711095592007
83,115240,for,0.9807667660643347,0.01717916689813137,mot,0.06401901214849204,0.9311829733196646,for,0.9484211317030713,0.0481083057820797
84,115430,for,0.9489831735845655,0.04539224493782967,mot,0.32903336454182863,0.6572398636490107,for,0.9393669760320336,0.053594381432048976
85,115392,for,0.9759665257879533,0.022007312800269574,for,0.7315986652392894,0.2628918627742678,for,0.9408595456043258,0.05581733415601775
86,115400,for,0.9953160106088035,0.0033087232150137424,mot,0.1423884886316955,0.8489903914742172,for,0.9892513190279715,0.008694003336131573
87,115420,for,0.9582878019427881,0.037448689341545105,mot,0.34843962686136365,0.6378189697861671,for,0.9091041833162308,0.08453356474637985
88,115446,for,0.9964597617508844,0.0023564777802675962,mot,0.03085144975921139,0.9662194633856416,for,0.989387525129132,0.008606418035924435
89,115455,for,0.9928943646373227,0.005474635865539312,for,0.9345459959004074,0.06185924634337425,for,0.9526718615088612,0.04326747730374336
90,115464,for,0.9876726502552629,0.010027131997048855,mot,0.2885082815773785,0.7031301013194025,for,0.9590544066159055,0.03691377118229866
91,115473,for,0.8540535545907915,0.1392360869795084,for,0.8993558372021653,0.09602435352280736,for,0.6519492631778121,0.33808997040614486
92,115482,for,0.9843872418277897,0.013067987165413797,for,0.6021444941870868,0.38898063031956553,for,0.955446244450286,0.04010572808329016
93,115491,for,0.9867203503381461,0.0106841204687953,for,0.9409375067334622,0.05543797748396173,for,0.9665414710761979,0.029262032359838486
94,115520,for,0.5515293246135116,0.43816784862428904,mot,0.15177295042667538,0.8415070287883282,mot,0.3661379963159561,0.6195023655891418
95,115532,for,0.9902742807171308,0.007795909885317087,for,0.8813938420498744,0.1139175295829773,for,0.9776001145364717,0.019528258591890335
96,115550,for,0.9771955710602924,0.019560062268283218,mot,0.30479830713011324,0.6867220737040043,for,0.950466241221875,0.044921498745679855
97,1156824,for,0.9955577192595229,0.003345297882333398,mot,0.14709181454963982,0.8460009745322168,for,0.9684150443645194,0.02878580428659916
98,1156914,for,0.9842497498029843,0.01373046264052391,for,0.6019331060815603,0.39102237904444337,for,0.9572806395590305,0.03925701230764389
99,1156918,for,0.9257023956160992,0.07063606276642531,for,0.5166331166401505,0.47560178209096193,for,0.8241893646772951,0.16973409708589315
100,1156919,for,0.9725967076374218,0.02522920437331777,for,0.9894928700814489,0.008910244330763817,for,0.9000689315143973,0.09549601166509092
101,1156922,for,0.9849893786013126,0.012751676142215729,mot,0.04998111038003117,0.9453289117664099,for,0.9504940947517753,0.045328736305236816
102,1157020,for,0.9434657418169081,0.05243052484001964,mot,0.048011203412897885,0.9471064400859177,for,0.7903026530984789,0.20206057862378657
103,1157021,for,0.9936265702126548,0.004489128477871418,mot,0.08466553688049316,0.9082190138287842,for,0.967816726421006,0.02844672091305256
104,1157115,for,0.9853944836650044,0.011825927533209324,mot,0.11915190075524151,0.8715405049733818,for,0.9316409807652235,0.06218007579445839
105,1157216,for,0.9768528816639446,0.019451657310128212,for,0.6538637448102236,0.33648676658049226,for,0.9387393918586895,0.05496625602245331
106,1157217,for,0.9801977799506858,0.01672305352985859,mot,0.03242134302854538,0.9601527596823871,for,0.8895446138922125,0.10303349792957306
107,1157427,for,0.9508344051428139,0.044708509696647525,for,0.641826237551868,0.3486463010776788,for,0.8900242266245186,0.10314102726988494
108,1157610,for,0.9216231509926729,0.07437090459279716,for,0.6231983279576525,0.36913708318024874,for,0.861316847265698,0.13326163054443896
109,1157711,for,0.9887584372190759,0.009482140652835369,mot,0.29946785420179367,0.6891553578898311,for,0.9529241642449051,0.04360680567333475
110,115796,for,0.9960374748916365,0.002151431981474161,mot,0.29644107632339,0.6934193847700953,for,0.9882321796612814,0.00927728321403265
111,115797,for,0.9521491070045158,0.043750037235440686,for,0.6092292389366776,0.38160517276264727,for,0.8558462799992412,0.13720682606799528
112,115803,for,0.9783153489115648,0.01909861376043409,for,0.849683586275205,0.14497448387555778,for,0.9448018901748583,0.051410475629381835
113,115818,mot,0.25660147704184055,0.7316643465310335,mot,0.1476301649818197,0.8448460102081299,mot,0.26804564287886024,0.7178759500384331
114,115822,for,0.7664262119214982,0.22624550759792328,for,0.8146487551275641,0.17976014385931194,for,0.5880087963305414,0.40269034914672375
115,115824,for,0.9827385942917317,0.013898641802370548,for,0.7450513921212405,0.2437969595193863,for,0.9465778688900173,0.04791191592812538
116,115825,for,0.9471119965892285,0.04859496676363051,for,0.9758335052756593,0.02123977057635784,for,0.8997906486038119,0.09444315498694777
117,1158325,for,0.9644194878637791,0.03192077949643135,mot,0.2327062739059329,0.7570682032965124,for,0.9304103692993522,0.06472015636973083
118,115850,for,0.9655769355595112,0.031518806383246556,for,0.5613773427903652,0.42975566326640546,for,0.9370748288929462,0.05891674497979693
119,115860,for,0.7997776381671429,0.19199814251624048,for,0.9045369131490588,0.08944114297628403,for,0.7581975026987493,0.23247941862791777
120,115870,for,0.9025684290099889,0.0931046629557386,mot,0.4395973947830498,0.5526525331661105,for,0.8582804871257395,0.13571253838017583
121,115940,for,0.971959846036043,0.02545427469885908,for,0.5671758530661464,0.4256630800664425,for,0.9610945503227413,0.035339005291461945
122,115950,for,0.982045226264745,0.015632767230272293,mot,0.11406560987234116,0.8792538628913462,for,0.9518202051986009,0.04448915779357776
123,115960,for,0.9545033205067739,0.0420564825180918,for,0.8418619261356071,0.1532720378600061,for,0.9257390052080154,0.06988605856895447
124,115961,for,0.9814442963688634,0.015749517842778005,for,0.9299996779300272,0.06521049985894933,for,0.965058489353396,0.03059188649058342
125,116033,for,0.9601667814422399,0.03710662084631622,mot,0.4232741300947964,0.5691714808344841,for,0.9074774677865207,0.0879257379565388
126,116034,for,0.9972785108257085,0.0018461082363501191,for,0.9444256811402738,0.05291065704659559,for,0.9908835181850009,0.007494195364415646
127,116035,for,0.9397186492569745,0.055234991014003754,for,0.8735744472360238,0.11959931999444962,for,0.8565070196054876,0.13449837267398834
128,116036,for,0.9907422044489067,0.006916166748851538,for,0.9483973979949951,0.048096850397996604,for,0.9806934855878353,0.016045628959545866
129,116042,for,0.9780169688165188,0.018980007502250373,for,0.9237439208664,0.07225514482706785,for,0.9338346917647868,0.061279116198420525
130,116050,for,0.9878000765456818,0.01040650811046362,for,0.8456123265204951,0.15021999704185873,for,0.97645901190117,0.021059416234493256
131,116061,for,0.9727171306731179,0.02442899893503636,mot,0.13401202438399196,0.8581881085410714,for,0.9206952501554042,0.07369935972383246
132,116072,for,0.994784323964268,0.0036865323781967163,mot,0.43366996478289366,0.5567305933218449,for,0.9859652704326436,0.011391257867217064
133,116073,for,0.8173885690048337,0.1741337765706703,mot,0.2589340249542147,0.7304075346328318,for,0.535174670163542,0.44989394303411245
134,116081,for,0.9538310097996145,0.04261654743459076,for,0.6934614777565002,0.29877919238060713,for,0.9230036052176729,0.07235894812038168
135,116090,for,0.9890756302629597,0.009372355823870748,for,0.9205300726462156,0.07676302694017068,for,0.9759129508165643,0.0219075862551108
136,116091,for,0.7952820379287004,0.19662817323114723,mot,0.44830370880663395,0.5397707031806931,for,0.5527533472049981,0.4350960426963866
137,116092,for,0.9892636932781897,0.00846069399267435,for,0.8130575174000114,0.17884185910224915,for,0.9791479016421363,0.01738753728568554
138,116093,for,0.8997447520960122,0.09451069578062743,mot,0.25298052630387247,0.7347414063988253,for,0.7275034910999238,0.2639065891271457
139,116094,for,0.9683442185632885,0.02800583653151989,for,0.9632813134230673,0.03304455056786537,for,0.9434800243470818,0.051386747509241104
140,116131,for,0.9516266643768176,0.043190547497943044,mot,0.3638861612416804,0.6228572241961956,for,0.92455985234119,0.06803130457410589
141,116142,for,0.9820441515184939,0.015083079226315022,for,0.7862669266760349,0.20491471886634827,for,0.9549391351174563,0.04005355015397072
142,116153,for,0.9899383867741562,0.007206727750599384,mot,0.021356552722863853,0.9713098525535315,for,0.9818475219653919,0.01391633041203022
143,116193,for,0.9869799262378365,0.010769980028271675,for,0.8612749699968845,0.1335001140832901,for,0.9751556845731102,0.02195567451417446
144,116194,for,0.9974558630783577,0.0011379768839105964,mot,0.18500819546170533,0.8082883434835821,for,0.9947842115943786,0.0030617828015238047
145,116211,for,0.9407915516057983,0.05497579698567279,for,0.5712605461012572,0.41897199442610145,for,0.8844437894877046,0.10897021635901183
146,116212,for,0.8843597345985472,0.10877841734327376,mot,0.3769404678605497,0.6116178194060922,for,0.7155894846655428,0.2720331843011081
147,116280,for,0.8462760769762099,0.1465473808348179,for,0.8620022414252162,0.13091810047626495,for,0.7522111246362329,0.23747691954486072
148,116314,for,0.983911489835009,0.013287925161421299,for,0.9614582567010075,0.03475341945886612,for,0.9345747488550842,0.06061998030054383
149,116315,for,0.9792853752151132,0.01782771191210486,for,0.9681342793628573,0.028348898515105247,for,0.9283936871215701,0.0666124124545604
150,116316,for,0.9863544758409262,0.010779976844787598,for,0.9650668995454907,0.03099711611866951,for,0.9455501330085099,0.04919560253620148
151,116327,for,0.6293530645780265,0.3575926166959107,for,0.8251809291541576,0.16538365185260773,mot,0.34846238140016794,0.6291142997797579
152,116330,for,0.9638293050229549,0.03279435361037031,for,0.9728942406363785,0.024166671559214592,for,0.7930115670897067,0.19918711960781366
153,116331,for,0.9163557821884751,0.07858807034790516,for,0.9465196402743459,0.04889488220214844,for,0.668171648401767,0.32004026719368994
154,116332,for,0.9674843120155856,0.028621202625799924,for,0.9210697687231004,0.07362087606452405,for,0.9294185885228217,0.06422491860575974
155,1163615,for,0.9801855853293091,0.016668859869241714,for,0.5979054868221283,0.39436454651877284,for,0.95009655226022,0.045680848736083135
156,1163616,for,0.9762187218293548,0.020915929053444415,for,0.6550899411085993,0.33737578382715583,for,0.945380796561949,0.050335926993284374
157,1163617,for,0.9749942421913147,0.02000159549061209,for,0.9327274621464312,0.061594587517902255,for,0.9385124538093805,0.05448408960364759
158,1163714,for,0.9867568826884963,0.011098829098045826,mot,0.47093503596261144,0.5195277128368616,for,0.9634432719321921,0.03328282758593559
159,116389,for,0.9864494921639562,0.011235281825065613,mot,0.2667200490832329,0.7222296507097781,for,0.9531035979744047,0.04237699508666992
160,1163810,for,0.9819825841113925,0.015054582618176937,for,0.5245775362709537,0.4632442891597748,for,0.9087041353341192,0.08561732416274026
161,1163811,for,0.8859995580278337,0.10884324042126536,mot,0.10866307187825441,0.883628333453089,for,0.8324645049870014,0.16067737014964223
162,1163812,for,0.9862999038305134,0.011605524457991123,mot,0.12943674949929118,0.863460595253855,for,0.9610337123740464,0.03548828139901161
163,1163813,for,0.9745540174189955,0.02191852778196335,for,0.7771709342487156,0.21346302330493927,for,0.9431742934975773,0.051943910570116714
164,116396,for,0.58073855843395,0.40690355165861547,for,0.7789728899952024,0.2132118046283722,mot,0.3260171632282436,0.6589425893034786
165,116397,for,0.8685805907007307,0.12488197768107057,for,0.5182364385109395,0.4713100213557482,for,0.7436052428092808,0.24636311642825603
166,116398,for,0.995900225796504,0.0024407492019236088,for,0.8898917032638565,0.10535443393746391,for,0.9902478114818223,0.007284416351467371
167,116401,for,0.830141041893512,0.1631143770646304,for,0.7417945472989231,0.2511072817724198,for,0.6177775077521801,0.36985772754997015
168,116402,for,0.8838885070290416,0.10967448365408927,for,0.8266727710142732,0.16540977358818054,for,0.7286659725941718,0.26113113784231246
169,116404,for,0.9707321422174573,0.026386740792077035,for,0.7949447082355618,0.1980581134557724,for,0.9115192607278004,0.08315853134263307
170,116405,for,0.9668001475511119,0.030170314013957977,for,0.8482738758902997,0.14544016122817993,for,0.8846241680439562,0.10891206562519073
171,116521,for,0.770086342934519,0.2216047861147672,for,0.5432027380447835,0.4472053179051727,for,0.5945873742457479,0.3934928188100457
172,116522,for,0.9760681794723496,0.02194135749596171,for,0.5831086288671941,0.41027975268661976,for,0.922207530355081,0.07388265954796225
173,116523,for,0.965467352187261,0.03072495386004448,for,0.5221657436341047,0.4638809561729431,for,0.899975580861792,0.09266093373298645
174,116535,for,0.9781327465316281,0.018074408173561096,mot,0.44035404990427196,0.5478408173657954,for,0.9546592466067523,0.039722245186567307
175,116536,for,0.9865346036385745,0.010863344185054302,mot,0.02795096638146788,0.9679932061117142,for,0.9625007286667824,0.03299574926495552
176,116537,for,0.8519692099653184,0.13915050914511085,for,0.9025251173879951,0.08889368921518326,for,0.611894590780139,0.3732298966497183
177,116543,for,0.9966239657078404,0.0023800490889698267,mot,0.10494274646043777,0.8908355804160237,for,0.9931952038605232,0.005335621070116758
178,116544,for,0.9387236705515534,0.055846900650067255,for,0.7047839923761785,0.28391405940055847,for,0.8510915688239038,0.14049632661044598
179,116561,for,0.9846121205482632,0.012538215378299356,for,0.6100719603709877,0.3799256309866905,for,0.9758879482978955,0.020495614502578974
180,116562,for,0.99639842659235,0.002413476351648569,mot,0.2865366009064019,0.7047279737889767,for,0.991926969611086,0.006215244997292757
181,116588,for,0.9453019264619797,0.050697991624474525,for,0.9808069495484233,0.016696453094482422,for,0.824601978994906,0.16831530537456274
182,116596,for,0.8249783492647111,0.1679313899949193,for,0.6938828527927399,0.2979358723387122,for,0.6280462834984064,0.3610655632801354
183,116597,for,0.9887656618375331,0.009065469726920128,for,0.5842901989817619,0.4069749761838466,for,0.9548088095616549,0.04157875417149626
184,116604,for,0.9779813332716003,0.01934940740466118,for,0.7308473908342421,0.2602400779724121,for,0.8731883955188096,0.12055084895109758
185,116605,for,0.9939103079377674,0.004254179075360298,for,0.9500029435730539,0.04633083345834166,for,0.9869297588593327,0.010233544744551182
186,116629,for,0.9916370208375156,0.00638652453199029,for,0.9318563480628654,0.06394907034700736,for,0.9830965297296643,0.014194254341418855
187,1166511,for,0.9604373686015606,0.035010967403650284,for,0.9661110027227551,0.029733242467045784,for,0.9238388014491647,0.06949220597743988
188,1167316,for,0.9698341713519767,0.026711199432611465,mot,0.4168123179115355,0.5737337761092931,for,0.8762642163783312,0.11752512014936656
189,1167317,for,0.9761287898290902,0.021094062889460474,mot,0.3187590418383479,0.6724349027499557,for,0.8959211790934205,0.09877929778303951
190,1167318,for,0.990401211369317,0.007731007877737284,for,0.8447024057386443,0.15095489972736686,for,0.9530579446582124,0.043508559465408325
191,1167319,for,0.9907348952256143,0.007670811843127012,for,0.780434250831604,0.21393634378910065,for,0.9748867580201477,0.022750327363610268
192,1167320,for,0.9697250176686794,0.027355571772204712,mot,0.33108886517584324,0.6572209561709315,for,0.9021590754855424,0.09267381392419338
193,1167415,for,0.8628207526635379,0.13219342834781855,for,0.6604999781120569,0.33251819014549255,for,0.6996471092570573,0.29216102533973753
194,1167512,for,0.9492307463660836,0.046794240770395845,for,0.5341766697820276,0.45380771276541054,for,0.8722834368236363,0.12097709358204156
195,1167513,for,0.8249956180807203,0.16820839658612385,for,0.6933708305004984,0.2982743978500366,for,0.5101576753659174,0.4769979454576969
196,1167514,for,0.8092652759514749,0.18356998031958938,for,0.77059181407094,0.22192962397821248,for,0.6070246146991849,0.3818099335767329
197,1167611,for,0.9703815873945132,0.026156809530220926,for,0.9784439485520124,0.018681829795241356,for,0.5346197313629091,0.45347938500344753
198,1167710,for,0.9928773790597916,0.005748681258410215,mot,0.03980351419886574,0.9574239258654416,for,0.9586013176012784,0.03841184824705124
199,116789,for,0.9761653841705993,0.020322751253843307,for,0.9672527853399515,0.02940847910940647,for,0.9492732009384781,0.045810122799593955
200,116791,for,0.9947414394409861,0.0033821691758930683,for,0.9853365375311114,0.01231270597781986,for,0.9898277138127014,0.00771109365450684
201,116792,for,0.866372724995017,0.12855062703602016,mot,0.3165742182172835,0.6764023266732693,for,0.8659535776823759,0.12911015842109919
202,116793,for,0.997218013741076,0.0017595954705029726,for,0.6465490374248475,0.3456982357893139,for,0.9912947568809614,0.0069202459417283535
203,116794,for,0.9928733017877676,0.004940871149301529,for,0.8873622165992856,0.10734226100612432,for,0.9818152809748426,0.014736021868884563
204,116795,for,0.9924928972031921,0.004892673343420029,mot,0.4923796788789332,0.49822365678846836,for,0.9899183386005461,0.006864792667329311
205,116796,mot,0.4458420854061842,0.5386849567294121,mot,0.2983564871829003,0.6894681910052896,mot,0.2394881695508957,0.7435064241290092
206,116797,for,0.8497516741044819,0.14257794502191246,mot,0.40129460860043764,0.5864877346903086,for,0.7607591236010194,0.2277672467753291
207,116798,for,0.8543097469955683,0.13971089012920856,for,0.8594038293231279,0.13531084510032088,for,0.6611581263132393,0.32861107937060297
208,116880,for,0.9643429021816701,0.03174719959497452,for,0.7965193740092218,0.19518093764781952,for,0.9063744824379683,0.08700000494718552
