,id,Llama3-instruct_A_vote,Llama3-instruct_A_for_prob,Llama3-instruct_A_against_prob,Llama3-instruct_H_vote,Llama3-instruct_H_for_prob,Llama3-instruct_H_against_prob,Llama3-instruct_Sp_vote,Llama3-instruct_Sp_for_prob,Llama3-instruct_Sp_against_prob,Llama3-instruct_FrP_vote,Llama3-instruct_FrP_for_prob,Llama3-instruct_FrP_against_prob,Llama3-instruct_KrF_vote,Llama3-instruct_KrF_for_prob,Llama3-instruct_KrF_against_prob,Llama3-instruct_MDG_vote,Llama3-instruct_MDG_for_prob,Llama3-instruct_MDG_against_prob,Llama3-instruct_SV_vote,Llama3-instruct_SV_for_prob,Llama3-instruct_SV_against_prob,Llama3-instruct_V_vote,Llama3-instruct_V_for_prob,Llama3-instruct_V_against_prob,Llama3-instruct_R_vote,Llama3-instruct_R_for_prob,Llama3-instruct_R_against_prob
10,114474,for,0.7285485565662384,0.2557505629956722,for,0.8324926700443029,0.1563052861019969,for,0.9036572240293026,0.08594349073246121,for,0.8297477560117841,0.1580720106139779,for,0.7232357459142804,0.2587117440998554,for,0.9458930962719023,0.0441080741584301,for,0.9134375788271427,0.07457354525104165,for,0.934625162743032,0.05787580646574497,for,0.8506058864295483,0.13899365719407797
11,114481,for,0.8608581111766398,0.12801495380699635,for,0.6281510982662439,0.348709711804986,for,0.8145120819099247,0.1731563163921237,mot,0.5386852920055389,0.4348762519657612,for,0.7701354180462658,0.21281230263412,for,0.8055484928190708,0.17614258266985416,for,0.792447610758245,0.18866599537432194,for,0.7833845820277929,0.20240125805139542,for,0.7702218806371093,0.2148338370025158
12,114482,for,0.7581966426223516,0.22459727432578802,for,0.6885700523853302,0.29012598283588886,for,0.8024601293727756,0.18298395536839962,for,0.6254008524119854,0.3503604270517826,for,0.7343846317380667,0.2434745393693447,for,0.8099433947354555,0.17042260989546776,for,0.7996013909578323,0.18031570315361023,for,0.7651973515748978,0.21657225489616394,for,0.7081089187413454,0.2737705782055855
13,114483,mot,0.637635974213481,0.3386607300490141,mot,0.5977989248931408,0.37311182357370853,for,0.6683099213987589,0.31037019193172455,mot,0.5006720330566168,0.46126421727240086,mot,0.5908671487122774,0.37653299048542976,for,0.7327073137275875,0.24276314303278923,for,0.6374855116009712,0.3264786694198847,for,0.6497831717133522,0.3247463274747133,for,0.6803096411749721,0.2988327369093895
14,114613,for,0.6701856516301632,0.31004474870860577,mot,0.5362011566758156,0.436941116116941,for,0.6872899224981666,0.2940211072564125,mot,0.4384728781878948,0.5267918687313795,for,0.6458910144865513,0.3296048045158386,for,0.7200356787070632,0.25934532284736633,for,0.7228272203356028,0.2543016765266657,for,0.7001146711409092,0.2821496594697237,for,0.6742621064186096,0.30909651052206755
15,114622,mot,0.6116652600467205,0.3477693907916546,mot,0.41747909411787987,0.5353665109723806,mot,0.5879502650350332,0.3739186581224203,mot,0.34805992618203163,0.5832483116537333,mot,0.5568030048161745,0.39246779680252075,for,0.644706480205059,0.3217936232686043,for,0.6524841263890266,0.307716304436326,for,0.656095702201128,0.3109686402603984,for,0.6698458679020405,0.3039696104824543
16,114631,for,0.6894489084370434,0.29682375863194466,mot,0.579969422891736,0.40284785348922014,for,0.6764002847485244,0.3091064114123583,for,0.6244595795869827,0.35969929955899715,for,0.6968174744397402,0.28829194232821465,for,0.7299506629351526,0.254302142187953,for,0.7223872169852257,0.2612731847912073,for,0.6871859934180975,0.2983870469033718,for,0.682276776060462,0.3036526879295707
17,114640,for,0.9550904459320009,0.02909396612085402,for,0.9161133579909801,0.06854220014065504,for,0.9500807509757578,0.03381286677904427,for,0.8761248849332333,0.10486028715968132,for,0.9455426936037838,0.029402120038866997,for,0.9465684602037072,0.022514529526233673,for,0.9460340877994895,0.028548860922455788,for,0.9521819539368153,0.03146020066924393,for,0.9317437456920743,0.0509761415887624
18,114722,mot,0.3609234634786844,0.5851178336888552,mot,0.015288742259144783,0.9311229344457388,mot,0.10382795333862305,0.8447868824005127,mot,0.008714666590094566,0.9360398985445499,mot,0.14526347815990448,0.788011958822608,mot,0.6031629536300898,0.36345482990145683,mot,0.5421709381043911,0.41039128229022026,mot,0.19717160612344742,0.7147797457873821,mot,0.5213294439017773,0.44095732644200325
19,114733,mot,0.5871430672705173,0.38476303219795227,mot,0.2771829217672348,0.6706655845046043,mot,0.5358412805944681,0.4322286285459995,mot,0.27713724970817566,0.674433721229434,mot,0.5401293262839317,0.4265703298151493,for,0.7374848611652851,0.23788760043680668,for,0.6494405977427959,0.3210381381213665,mot,0.5829777047038078,0.38395873829722404,for,0.6309548076242208,0.3466302305459976
20,114741,for,0.894980002194643,0.08569360291585326,for,0.8527781218290329,0.1293442822061479,for,0.8974555898457766,0.08428966253995895,for,0.8320942269638181,0.15038243029266596,for,0.9002005541697145,0.06892918795347214,for,0.8891940116882324,0.08318512048572302,for,0.8923075199127197,0.08564907731488347,for,0.8971450086683035,0.08681088779121637,for,0.8633702853694558,0.1161255044862628
21,114750,for,0.9241897854954004,0.05658635217696428,for,0.8949530683457851,0.08715987065806985,for,0.9237437276169658,0.057304229121655226,for,0.8551838155835867,0.12253816332668066,for,0.9290539938956499,0.040981829166412354,for,0.9276030212640762,0.03814560920000076,for,0.9266301859170198,0.04038481041789055,for,0.9291658625006676,0.051016833167523146,for,0.9310609828680754,0.05077550793066621
22,114805,mot,0.10787797719240189,0.817614808678627,mot,0.05989391542971134,0.885801525786519,mot,0.1468912810087204,0.7915080860257149,mot,0.0499478280544281,0.878759004175663,mot,0.10386605188250542,0.8127721585333347,mot,0.21765808016061783,0.6709981895983219,mot,0.2843552539125085,0.6417069658637047,mot,0.24385524541139603,0.6702821999788284,mot,0.15331096947193146,0.7457965798676014
23,114806,for,0.8960989834740758,0.0809717196971178,for,0.7376542165875435,0.23523830249905586,for,0.8269563065841794,0.14923395588994026,for,0.7124015316367149,0.25936629995703697,for,0.8654452450573444,0.1053306981921196,for,0.8841308443807065,0.08254217635840178,for,0.8381865601986647,0.13329382706433535,for,0.8397057130932808,0.13769346103072166,for,0.7879413701593876,0.18507747258991003
24,114807,for,0.8517357148230076,0.13127563148736954,for,0.8520990572869778,0.13522950280457735,for,0.8789802091196179,0.1070336326956749,for,0.7631977330893278,0.21498812921345234,for,0.8729484267532825,0.10653775744140148,for,0.9441941427066922,0.040465510450303555,for,0.9057506443932652,0.07776919659227133,for,0.9076739065349102,0.08186428062617779,for,0.8862841418012977,0.10218477761372924
25,114808,for,0.8094548489898443,0.17358577530831099,for,0.7233578711748123,0.25498007237911224,for,0.801447756588459,0.18205615412443876,for,0.6992249358445406,0.27920836582779884,for,0.8149839267134666,0.1654958100989461,for,0.8510073581710458,0.12866233009845018,for,0.8120968993753195,0.1672460436820984,for,0.8000269345939159,0.18306537345051765,for,0.7838316038250923,0.19967159815132618
26,114812,for,0.6554275080561638,0.3151123132556677,mot,0.6120792739093304,0.35538635589182377,for,0.6645745523273945,0.31040128506720066,mot,0.4937388338148594,0.4660371895879507,mot,0.597396994009614,0.36453565768897533,for,0.6934686480090022,0.2699740268290043,for,0.6861176453530788,0.2764846682548523,for,0.6933332681655884,0.27665804885327816,for,0.701458852738142,0.2728279437869787
27,114813,for,0.7486190563067794,0.23423606157302856,for,0.6782346796244383,0.30334329791367054,for,0.7759618787094951,0.20896993298083544,mot,0.5842371275648475,0.3895490299910307,for,0.6943699717521667,0.28268732503056526,for,0.7965323403477669,0.18195139802992344,for,0.8115468639880419,0.16860372759401798,for,0.8061435017734766,0.17956567090004683,for,0.7595043843612075,0.22537516942247748
28,114814,for,0.6949319876730442,0.2685911329463124,for,0.6197608113288879,0.3380905818194151,mot,0.5941090770065784,0.3623193483799696,mot,0.3955221325159073,0.5356054957956076,mot,0.6075257696211338,0.3419815730303526,for,0.7283345032483339,0.2350773774087429,for,0.7709885947406292,0.19327822141349316,for,0.67719516903162,0.2841881075873971,for,0.643798828125,0.31953923869878054
29,114821,for,0.725797139108181,0.2509297374635935,for,0.6932141147553921,0.2824550084769726,for,0.7500487621873617,0.23055783659219742,for,0.5984678883105516,0.3681878000497818,for,0.7179804164916277,0.2565349359065294,for,0.7393883764743805,0.23379437811672688,for,0.7786842435598373,0.19468988291919231,for,0.7900345213711262,0.18801573012024164,for,0.736057398840785,0.24121036008000374
30,114848,for,0.6651908252388239,0.3079708833247423,for,0.6272361427545547,0.3414397528395057,for,0.7086537666618824,0.26946501806378365,mot,0.4727270398288965,0.48786647990345955,mot,0.6174441259354353,0.3482603430747986,for,0.7240040255710483,0.25001258961856365,for,0.7363218162208796,0.23784749954938889,for,0.7337268143892288,0.24240474309772253,for,0.7335900589823723,0.24484768323600292
31,114849,mot,0.18660935759544373,0.7570068519562483,mot,0.07550298608839512,0.8672276493161917,mot,0.13183757290244102,0.8145805839449167,mot,0.14011555910110474,0.8059676866978407,mot,0.21992818266153336,0.7130944626405835,mot,0.19242751598358154,0.7215361967682838,mot,0.42066124454140663,0.5184607487171888,mot,0.371958676725626,0.5611756723374128,mot,0.4122225772589445,0.5316801527515054
32,114854,for,0.7681956551969051,0.20623213611543179,for,0.703579019755125,0.2682452956214547,for,0.7957500396296382,0.1815200038254261,for,0.7258284147828817,0.2479464914649725,for,0.807177652604878,0.16389872692525387,for,0.7722820732742548,0.1883442122489214,for,0.8185300901532173,0.14555232971906662,for,0.7827604077756405,0.19207266438752413,for,0.7602596394717693,0.21397872362285852
33,114863,for,0.8960522152483463,0.08771281689405441,for,0.8426058255136013,0.14026249572634697,for,0.9222833132371306,0.06425700895488262,for,0.7871371265500784,0.18775731790810823,for,0.8886128626763821,0.08863967936486006,for,0.9228027453646064,0.05496507463976741,for,0.913606921210885,0.06286685075610876,for,0.9001557640731335,0.08545666048303246,for,0.884430062957108,0.10200384864583611
34,114865,for,0.6615928541868925,0.3089318908751011,for,0.6660100966691971,0.3028434021398425,for,0.6943902410566807,0.279586061835289,mot,0.5693487543612719,0.392092926427722,for,0.6561947669833899,0.30781147815287113,for,0.6652248119935393,0.29711372777819633,for,0.6774113494902849,0.28273007459938526,for,0.7289151437580585,0.2441341821104288,for,0.690366592258215,0.2842470556497574
35,114866,for,0.8264163173735142,0.15782437939196825,for,0.5979256331920624,0.3676843261346221,for,0.8176031652837992,0.16743029654026031,mot,0.5346569921821356,0.4311629179865122,for,0.7469465788453817,0.22999870963394642,for,0.8602453167550266,0.11861465871334076,for,0.8177006039768457,0.1580532742664218,for,0.8336478993296623,0.1523687643930316,for,0.7465699724853039,0.23510752897709608
36,114867,for,0.8522075600922108,0.1267090211622417,for,0.8205242082476616,0.16086008353158832,for,0.8788971845060587,0.104961222037673,for,0.7821942716836929,0.18816323392093182,for,0.8644844423979521,0.10817803721874952,for,0.9172244407236576,0.05635315179824829,for,0.8868132065981627,0.08825999591499567,for,0.8873401693999767,0.09755137097090483,for,0.8674277868121862,0.11873294226825237
37,114872,mot,0.5032691769301891,0.44997404888272285,mot,0.44420548528432846,0.5097698047757149,mot,0.509437708184123,0.4477872308343649,mot,0.23080399632453918,0.7044161148369312,mot,0.4132361188530922,0.5252811536192894,mot,0.49339307844638824,0.4622313268482685,mot,0.5454032681882381,0.3998529948294163,mot,0.6027238592505455,0.3547804355621338,mot,0.5687074791640043,0.39641315676271915
38,114881,for,0.6990579906851053,0.2741616927087307,for,0.7327697742730379,0.24303806759417057,for,0.7475224202498794,0.22952413838356733,mot,0.5935977408662438,0.3763940650969744,for,0.7112758252769709,0.2587159089744091,for,0.7561434912495315,0.21420911327004433,for,0.7869398631155491,0.18908550962805748,for,0.7997870240360498,0.17712231539189816,for,0.7855355693027377,0.19241410307586193
39,1148910,for,0.735935389995575,0.24408296681940556,for,0.6646880116313696,0.310343055985868,for,0.6971466206014156,0.283872633241117,for,0.6378600709140301,0.33486966602504253,for,0.7605653256177902,0.21880732476711273,for,0.8037776378914714,0.17653215024620295,for,0.7960820905864239,0.18253288697451353,for,0.8022649846971035,0.1810677032917738,for,0.7105300026014447,0.27099917363375425
40,114900,for,0.7963540852069855,0.18273653369396925,for,0.7862892523407936,0.19519657082855701,for,0.8013296686112881,0.17986000515520573,for,0.7379025360569358,0.23999489098787308,for,0.7994279637932777,0.1770530454814434,for,0.798356993123889,0.18042797222733498,for,0.8135077683255076,0.1650781761854887,for,0.8405024465173483,0.14388825371861458,for,0.799060894176364,0.18321204278618097
41,114914,for,0.7202457971870899,0.25039644446223974,for,0.6767600364983082,0.29243064066395164,for,0.7709102341905236,0.2027432732284069,for,0.6144548607990146,0.3514975104480982,for,0.7203373713418841,0.24467437528073788,for,0.709143650252372,0.2585558593273163,for,0.7379999291151762,0.2290873834863305,for,0.7431175224483013,0.2275198083370924,for,0.6933808550238609,0.27632881980389357
42,114921,for,0.8586002755910158,0.12605569884181023,for,0.8196706492453814,0.1672858432866633,for,0.8741224901750684,0.11306382296606898,for,0.789419874548912,0.19336532428860664,for,0.8729214100167155,0.10931257670745254,for,0.931058862246573,0.05349971679970622,for,0.9145598895847797,0.07040655706077814,for,0.8959066197276115,0.0936852190643549,for,0.8806988121941686,0.10933517524972558
43,114922,for,0.9145073108375072,0.067338224966079,for,0.8793655633926392,0.10522042587399483,for,0.9233378367498517,0.06001887796446681,for,0.7878421228379011,0.19007352739572525,for,0.8997295657172799,0.07628830708563328,for,0.9267564238980412,0.0559545811265707,for,0.9353549145162106,0.04782707570120692,for,0.9429484270513058,0.04453282430768013,for,0.9212816990911961,0.06526446272619069
44,114933,for,0.7980322893708944,0.18500398565083742,for,0.7345572002232075,0.24050833377987146,for,0.8711086763069034,0.11598044820129871,for,0.6911093275994062,0.28091789595782757,for,0.8322123009711504,0.15009076613932848,for,0.8529036398977041,0.12756205443292856,for,0.8581790793687105,0.12126740347594023,for,0.8718299493193626,0.11432147677987814,for,0.7026549521833658,0.271479276008904
45,114970,for,0.7185110878199339,0.265537497587502,for,0.5884684175252914,0.38760548178106546,for,0.7395300241187215,0.24654382653534412,mot,0.5240973122417927,0.4462208803743124,for,0.685996568761766,0.29332528077065945,for,0.7854950679466128,0.20031914114952087,for,0.7993609365075827,0.1838842611759901,for,0.7303860038518906,0.2539182370528579,for,0.6252042260020971,0.3573792204260826
46,114983,mot,0.5560121312737465,0.3894860688596964,mot,0.4469023048877716,0.4902800880372524,mot,0.5446628406643867,0.39891952462494373,mot,0.42950941249728203,0.493798216804862,mot,0.5501980539411306,0.3861920181661844,for,0.5997978374361992,0.3388489615172148,for,0.6359948143362999,0.3002229370176792,mot,0.5804193094372749,0.3615156188607216,for,0.6216837987303734,0.33126440830528736
47,114994,for,0.9345269566401839,0.04963106638751924,for,0.8744696825742722,0.11279510613530874,for,0.8973479215055704,0.08786312630400062,for,0.8249995931982994,0.15550706442445517,for,0.9351208405569196,0.03785509616136551,for,0.9256869233213365,0.055015348829329014,for,0.9282468864694238,0.05610647099092603,for,0.9216674007475376,0.06639183638617396,for,0.9027769127860665,0.08442912483587861
48,115001,for,0.6887974068522453,0.29162438958883286,for,0.61433763243258,0.3628305848687887,for,0.7240936113521457,0.2585924183949828,mot,0.5544377639889717,0.41942059248685837,for,0.7110769711434841,0.2678566686809063,for,0.8253837628290057,0.15633552987128496,for,0.7952575217932463,0.18321493081748486,for,0.7268293853849173,0.2566624730825424,for,0.7126616574823856,0.2727267472073436
49,115002,for,0.7957993093878031,0.18427175655961037,for,0.6967650353908539,0.2802543304860592,for,0.7932743821293116,0.189717928878963,for,0.6801747791469097,0.2965859193354845,for,0.7152851577848196,0.2582890149205923,for,0.820392644032836,0.15838841907680035,for,0.828556664288044,0.15161044336855412,for,0.824479516595602,0.16088528372347355,for,0.771825511008501,0.21274334471672773
50,115015,for,0.7252076379954815,0.25073009449988604,for,0.6095483973622322,0.3608059426769614,for,0.672434002161026,0.3029037965461612,mot,0.5220551863312721,0.44121340475976467,for,0.7665863502770662,0.2094668745994568,for,0.6846176087856293,0.2863804418593645,for,0.7018856927752495,0.2697103023529053,for,0.7353421784937382,0.24209160637110472,for,0.680733336135745,0.29394854325801134
51,115020,for,0.7770908493548632,0.20483359787613153,for,0.7095342464745045,0.26662427745759487,for,0.7951297229155898,0.18549710977822542,for,0.6856446098536253,0.2935907244682312,for,0.7438734732568264,0.2324707917869091,for,0.773750152438879,0.20305916666984558,for,0.7793286871165037,0.20016825012862682,for,0.8405271023511887,0.14599496126174927,for,0.7769068572670221,0.2066736053675413
52,115030,mot,0.3462973013520241,0.5680271722376347,mot,0.23217308521270752,0.6987430453300476,mot,0.38008154556155205,0.5453474260866642,mot,0.11163054406642914,0.809475515037775,mot,0.34684236347675323,0.5640083402395248,mot,0.41814752109348774,0.5103603936731815,mot,0.4049001708626747,0.5034411661326885,mot,0.46301810443401337,0.46814727038145065,mot,0.44007518142461777,0.4932785592973232
53,115031,for,0.7091064043343067,0.2547417227178812,for,0.6765812337398529,0.2835386823862791,for,0.7453035563230515,0.22170269954949617,for,0.6442686058580875,0.3131129518151283,for,0.7396658547222614,0.22172602079808712,for,0.7842731699347496,0.1761571206152439,for,0.7607269063591957,0.19796175137162209,for,0.7469592988491058,0.21974884998053312,for,0.755431268364191,0.21414797101169825
54,115032,for,0.8821696499362588,0.10265626572072506,for,0.8579227644950151,0.1275796410627663,for,0.8881524382159114,0.09605158492922783,for,0.7750001763924956,0.20827068015933037,for,0.873874788172543,0.10686649102717638,for,0.8828255631960928,0.09717917488887906,for,0.8948421664535999,0.08708465844392776,for,0.9085721727460623,0.07777684461325407,for,0.880186571739614,0.10364831937476993
55,115033,for,0.8626965088769794,0.12083407957106829,for,0.8333852961659431,0.15237170737236738,for,0.8889940083026886,0.09852881403639913,for,0.7643426042050123,0.21588927693665028,for,0.8665617760270834,0.11093000322580338,for,0.8944721617735922,0.08497963659465313,for,0.8848024997860193,0.09637218900024891,for,0.882083835080266,0.10496138781309128,for,0.8857811903581023,0.10300403134897351
56,115034,for,0.8912184685468674,0.09593886462971568,for,0.7939039096236229,0.1847627842798829,for,0.9056552583351731,0.07983066746965051,for,0.7297561634331942,0.24789916537702084,for,0.9087341716513038,0.07609593868255615,for,0.9007891193032265,0.07908999314531684,for,0.8968053739517927,0.0829368238337338,for,0.8995445407927036,0.08669380634091794,for,0.830675795674324,0.1514306589961052
57,115035,for,0.706902515143156,0.2576466156169772,for,0.7183333039283752,0.24411345180124044,for,0.7562886439263821,0.21209777425974607,for,0.6581623181700706,0.29662066139280796,for,0.7828931044787169,0.18084895610809326,for,0.8143135905265808,0.15301758982241154,for,0.8055704832077026,0.15771216712892056,for,0.771897129714489,0.19759622495621443,for,0.7823536768555641,0.190058340318501
58,1150513,mot,0.3594060204923153,0.5693312920629978,mot,0.3700677528977394,0.5817046165466309,mot,0.3187302350997925,0.6251752357929945,mot,0.38496460020542145,0.5549435690045357,mot,0.493407865986228,0.4514724388718605,for,0.6210402846336365,0.3453575447201729,mot,0.5591261982917786,0.37732233479619026,mot,0.447017639875412,0.49672577530145645,mot,0.3904867097735405,0.5473487470299006
59,1150514,mot,0.18943742662668228,0.7583716958761215,mot,0.08642292395234108,0.8687825482338667,mot,0.1867351233959198,0.76512760668993,mot,0.023983333259820938,0.9102298840880394,mot,0.1556212082505226,0.7870018966495991,mot,0.398639471270144,0.5565556436777115,mot,0.3237524926662445,0.6156413853168488,mot,0.2987912558019161,0.6262855008244514,mot,0.34074938856065273,0.6040930710732937
60,1150612,for,0.7609061477705836,0.21913253515958786,for,0.6442661248147488,0.3215863322839141,for,0.7281013028696179,0.24850011058151722,for,0.6521356832236052,0.3192228004336357,for,0.7402049144729972,0.23849732615053654,for,0.8008252466097474,0.16746060084551573,for,0.735934529453516,0.23200642131268978,for,0.7535452470183372,0.22192385978996754,for,0.6957944873720407,0.2753273546695709
61,1150710,mot,0.036582447588443756,0.9208266772329807,mot,0.027097522281110287,0.9335870910435915,mot,0.047412263229489326,0.9104285761713982,mot,0.012046282179653645,0.9393272884190083,mot,0.06585334241390228,0.8802915886044502,mot,0.06875507533550262,0.8437811024487019,mot,0.06405162252485752,0.8768899738788605,mot,0.09089122712612152,0.8316068798303604,mot,0.1210470050573349,0.7791207116097212
62,115087,for,0.8960975343361497,0.09146385500207543,for,0.8736226297914982,0.11614020401611924,for,0.9197441628202796,0.06929273018613458,for,0.7927180081605911,0.19191669300198555,for,0.9298300691880286,0.055098062846809626,for,0.9650427810847759,0.022665092023089528,for,0.9454135997220874,0.042269289726391435,for,0.9485640916973352,0.04385368479415774,for,0.9052385436370969,0.08366245264187455
63,115091,for,0.8535546455532312,0.1299796332605183,for,0.812999676913023,0.16804078593850136,for,0.8355723991990089,0.14671877585351467,for,0.730602940544486,0.24713027942925692,for,0.8583297608420253,0.12048081774264574,for,0.9234529607929289,0.0531013198196888,for,0.9058990813791752,0.07426877319812775,for,0.8756572864949703,0.10649950802326202,for,0.8611486312001944,0.12090839305892587
64,115092,for,0.7624992383643985,0.2179274307563901,for,0.744266714900732,0.2380473450757563,for,0.774883889593184,0.20819633826613426,for,0.6471136994659901,0.3271747184917331,for,0.7662366982549429,0.20812651049345732,for,0.8545653745532036,0.12481202743947506,for,0.8042103443294764,0.17164166923612356,for,0.7797831073403358,0.20242107193917036,for,0.7776183281093836,0.20767023833468556
65,115093,for,0.7133850753307343,0.26171144377440214,for,0.6870836839079857,0.2865344937890768,for,0.7635674364864826,0.21531334798783064,mot,0.583991777151823,0.38409485667943954,for,0.7497666962444782,0.22522364184260368,for,0.8331269025802612,0.14214974362403154,for,0.8211219217628241,0.1555356029421091,for,0.8254690542817116,0.15629208786413074,for,0.7954883817583323,0.18650690093636513
66,115094,mot,0.5632341802120209,0.39467594400048256,mot,0.4661087542772293,0.489222027361393,mot,0.5877820178866386,0.374314371496439,mot,0.42188673093914986,0.5176548603922129,mot,0.5800293404608965,0.37802803330123425,for,0.6818271484225988,0.2930993530899286,for,0.6368597447872162,0.32583201117813587,mot,0.610560417175293,0.3520152550190687,for,0.6572935879230499,0.3163599567487836
67,115095,for,0.7270283661782742,0.25272512156516314,for,0.8508269041776657,0.13552542543038726,for,0.8475550357252359,0.13794592022895813,for,0.8162466660141945,0.16750062257051468,for,0.826726408675313,0.15477017126977444,mot,0.5022083017975092,0.4638720452785492,for,0.6731766536831856,0.29301932267844677,for,0.8536960557103157,0.1320104943588376,for,0.7410692051053047,0.24169891979545355
68,115096,for,0.848608473315835,0.13168714474886656,for,0.7800656296312809,0.20042243506759405,for,0.8489201012998819,0.1339942403137684,for,0.7262224406003952,0.2434894535690546,for,0.8749017845839262,0.09852376626804471,for,0.8766113556921482,0.09840994561091065,for,0.8908369392156601,0.08501441078260541,for,0.8868189193308353,0.09941883198916912,for,0.8745487164705992,0.11201235558837652
69,115098,for,0.9321959540247917,0.05563905579037964,for,0.8376361057162285,0.14711857168003917,for,0.9107445999979973,0.07729197572916746,for,0.7363132797181606,0.2419771971181035,for,0.9012395516037941,0.0814565159380436,for,0.9283782970160246,0.05276903649792075,for,0.9248484969139099,0.05853425059467554,for,0.9127686806023121,0.07558448845520616,for,0.9028990790247917,0.08511433657258749
