,id,NorskGPT_vote,NorskGPT_for_prob,NorskGPT_against_prob
132,116072,for,0.623635433614254,0.1966250352561473
133,116073,mot,0.1945522129535675,0.6108455695211887
134,116081,for,0.3660396635532379,0.3544109016656875
135,116090,for,0.509355902671814,0.3159391433000564
136,116091,mot,0.3076045215129852,0.4817074462771415
137,116092,for,0.4801974836736917,0.3388443440198898
138,116093,mot,0.3457827372476458,0.4581627696752548
139,116094,mot,0.3075427711009979,0.5056919604539871
140,116131,for,0.4829587936401367,0.3161898255348205
141,116142,for,0.4898566603660583,0.2481772974133491
142,116153,for,0.4262292385101318,0.2964389137923717
143,116193,for,0.5541139766573906,0.213249359279871
144,116194,for,0.4357273578643799,0.2802424691617489
145,116211,for,0.5075183063745499,0.2894136756658554
146,116212,for,0.4382825503125787,0.3539645820856094
147,116280,for,0.3704066276550293,0.392785269767046
148,116314,mot,0.2841360056772828,0.504305686801672
149,116315,mot,0.3004650026559829,0.4833999387919903
150,116316,mot,0.2842128574848175,0.4220497496426105
151,116327,mot,0.1626413017511367,0.5879131406545639
152,116330,mot,0.1927711507305503,0.556727685034275
153,116331,mot,0.1439613699913025,0.5372393280267715
154,116332,mot,0.3714613616466522,0.4599783383309841
155,1163615,for,0.3774345219135284,0.390167087316513
156,1163616,for,0.428095119073987,0.3729383610188961
157,1163617,mot,0.3139019012451172,0.4495252557098865
158,1163714,for,0.5284546613693237,0.2763390131294727
159,116389,for,0.3796816766262054,0.3560672514140606
160,1163810,for,0.3713720142841339,0.3181842043995857
161,1163811,for,0.3818800151348114,0.2885033376514911
162,1163812,for,0.4433867782354355,0.3862851448357105
163,1163813,for,0.391965389251709,0.3871290571987629
164,116396,mot,0.2064249608665704,0.6212873496115208
165,116397,for,0.3944010734558105,0.4157177917659282
166,116398,for,0.4076487403362989,0.4210314191877842
167,116401,mot,0.2256692051887512,0.4909346848726272
168,116402,mot,0.2755458056926727,0.4310167692601681
169,116404,for,0.3828766047954559,0.3688036166131496
170,116405,mot,0.2385796457529068,0.4763688966631889
171,116521,mot,0.2867792248725891,0.4044235348701477
172,116522,mot,0.3533673286437988,0.4082534499466419
173,116523,for,0.4203021805733442,0.3607799112796783
174,116535,for,0.4294078052043915,0.3656169027090072
175,116536,for,0.4386130468919873,0.3846572563052177
176,116537,for,0.355209618806839,0.3636616170406341
177,116543,for,0.5536141991615295,0.2091087438166141
178,116544,for,0.3642289638519287,0.3926234245300293
179,116561,for,0.7202496826648712,0.1608320660889148
180,116562,for,0.6572852171957493,0.1773013807833194
181,116588,mot,0.3406152557581663,0.3801153786480427
182,116596,for,0.4586879014968872,0.3333048112690449
183,116597,for,0.3772940039634704,0.3384726606309414
184,116604,for,0.3937233388423919,0.3545050211250782
185,116605,for,0.625688225030899,0.2379285544157028
186,116629,for,0.7369488887488842,0.1707507036626339
187,1166511,for,0.4937810851261019,0.3671422339975834
188,1167316,mot,0.1893171668052673,0.5316754654049873
189,1167317,mot,0.2017681449651718,0.5600914880633354
190,1167318,mot,0.3856884967535734,0.4595677852630615
191,1167319,mot,0.3725379137322306,0.455571748316288
192,1167320,mot,0.1805442124605178,0.4587284103035927
193,1167415,mot,0.3258311450481415,0.4818665310740471
194,1167512,mot,0.3284250199794769,0.3776430301368236
195,1167513,mot,0.2026343215256929,0.5863791406154633
196,1167514,mot,0.2439670413732528,0.4025321938097477
197,1167611,mot,0.1617657262831926,0.555575966835022
198,1167710,mot,0.1892466247081756,0.4651645310223102
199,116789,for,0.3684492409229278,0.3539007790386677
200,116791,for,0.6290447451174259,0.2304813638329506
201,116792,for,0.510584345087409,0.3054691068828106
202,116793,for,0.502650797367096,0.2913999930024147
203,116794,for,0.5518090482801199,0.2887255251407623
204,116795,for,0.6545257605612278,0.2178302556276321
205,116796,mot,0.23533795773983,0.5630156621336937
206,116797,for,0.4326285421848297,0.357648603618145
207,116798,mot,0.2338916705921292,0.4684132784605026
208,116880,mot,0.2673482866957783,0.5680902451276779
209,1169118,for,0.6036383835598826,0.2347655594348907
210,1169119,for,0.4158257842063904,0.3341515325009823
211,1169120,mot,0.227650886401534,0.5463511906564236
212,1169217,mot,0.3655788898468017,0.4396242871880531
213,1169313,for,0.4760875403881073,0.3058410920202732
214,1169411,for,0.4446972906589508,0.2992049604654312
215,1169412,mot,0.3240618407726288,0.3884777352213859
216,1169414,for,0.4877029657363891,0.3288283385336399
217,1169415,for,0.4285153150558471,0.3382697887718677
218,116958,for,0.4057777356356382,0.3959183394908905
219,116959,mot,0.3725390434265136,0.4254862517118454
220,1169510,mot,0.3671262329444289,0.4237042367458343
221,116967,mot,0.2471400797367096,0.4744588173925876
222,116971,mot,0.2240922898054123,0.5530869364738464
223,116972,mot,0.2079486548900604,0.4790371805429458
224,116973,for,0.3485866487026214,0.3268654234707355
225,116974,mot,0.2747251987457275,0.4888511262834072
226,116976,for,0.4040424823760986,0.4387747496366501
227,117000,for,0.4657588899135589,0.3221218809485435
228,117112,mot,0.2794443666934967,0.4960289783775806
229,117121,mot,0.3639861047267914,0.4079993031919002
230,1171421,mot,0.2582496106624603,0.4748685844242573
231,1171517,mot,0.3475880026817322,0.4560986757278442
232,1171519,for,0.5163455922156572,0.3277704529464245
233,1171616,for,0.4061001539230346,0.4001652225852012
234,1171618,for,0.581701791845262,0.2531231492757797
235,1171620,for,0.4288896322250366,0.3726207613945007
236,1171715,for,0.430128812789917,0.3574791215360164
237,117189,for,0.4578183423727751,0.3510430715978145
238,1171810,for,0.407555902376771,0.4146858230233192
239,117196,mot,0.3198791146278381,0.5100864805281162
240,117197,for,0.4077208936214447,0.3887978605926037
241,117198,mot,0.1688668895512819,0.550220999866724
242,1171912,mot,0.3496003150939941,0.3996446467936039
243,1172011,mot,0.2548737823963165,0.5520692877471447
244,1172013,for,0.5802503433078527,0.2591314725577831
245,1172014,for,0.3988202214241028,0.3752621114253998
246,117214,mot,0.3727878322824836,0.4572560489177704
247,117215,mot,0.24342080950737,0.5819460637867451
248,117223,for,0.413764975965023,0.41691430285573
249,117231,mot,0.210727421566844,0.6242475472390652
250,1172423,mot,0.3196536563336849,0.5207834579050541
251,1172522,mot,0.1376023143529892,0.6042162589728832
252,117273,mot,0.3603980857878923,0.4350426159799099
253,117282,for,0.5442031119018793,0.301387645304203
254,117294,for,0.4530459325760603,0.3638977743685245
255,117305,for,0.4506180454045534,0.3591530323028564
256,1173313,for,0.4560455679893493,0.3075397163629532
257,1173515,for,0.536465672776103,0.284786693751812
258,1173614,for,0.5709815621376038,0.2471288666129112
259,117380,for,0.5557443499565125,0.2585998326539993
260,117390,for,0.4940776228904724,0.3338053561747074
261,117391,mot,0.3556389985606074,0.4619916789233684
262,1174315,mot,0.3411027193069458,0.4739256799221039
263,1174410,mot,0.2041618376970291,0.5280786044895649
264,1174512,mot,0.1387413889169693,0.4791974611580372
265,1174613,mot,0.1192631535232067,0.6878490932285786
266,117478,mot,0.2290481328964233,0.526677843183279
267,117489,mot,0.2721349634230137,0.5287195257842541
268,1174911,mot,0.3326030075550079,0.4153605327010155
269,1175014,for,0.7662537340074778,0.1337179467082023
270,117511,for,0.4060104489326477,0.3894089050590992
271,1175216,for,0.3943991363048553,0.3146757781505584
272,117536,for,0.5023630261421204,0.2832081206142902
273,117537,for,0.4598172744736075,0.3788299672305584
274,117543,for,0.4097050372511148,0.4342578314244747
275,117552,for,0.5569488611072302,0.2807147838175297
276,117554,for,0.4538842141628265,0.3506713844835758
277,117555,for,0.3192638456821441,0.3133548274636268
278,1176613,for,0.4722732603549957,0.31576007604599
279,1176614,for,0.5538123864680529,0.1966029182076454
280,1176712,mot,0.3219580054283142,0.4150388240814209
281,1176811,mot,0.3025253117084503,0.519033994525671
282,1176910,mot,0.3098422586917877,0.409221488982439
283,117708,for,0.450765997171402,0.3544038608670234
284,117709,for,0.4519436247646808,0.3907215818762779
285,117711,for,0.4135396778583526,0.3678498938679695
286,117712,mot,0.3484604060649872,0.4770905524492264
287,117713,mot,0.2721548676490783,0.4710338711738586
288,117714,for,0.4393998393788934,0.384927112609148
289,117715,for,0.4072961509227752,0.3912437930703163
290,117716,mot,0.2460657060146331,0.4682417549192905
291,117717,for,0.4525940120220184,0.3015852831304073
292,117761,mot,0.3086874689906835,0.5138364173471928
293,117762,mot,0.3004603385925293,0.4722015745937824
294,117782,for,0.4033454656600952,0.329644575715065
295,117791,mot,0.34272694401443,0.4832787960767746
296,1186220,for,0.4887385983020067,0.3615267090499401
297,1186318,for,0.4279185831546783,0.3498771227896213
298,118643,mot,0.3068692684173584,0.4391375072300434
299,118654,mot,0.2504356075078249,0.4856459870934486
300,118655,for,0.5407837629318237,0.295689258724451
301,118659,mot,0.2877015471458435,0.3796176612377167
302,1186511,for,0.4055405054241419,0.4114699028432369
303,1186512,for,0.3996072700247168,0.4061227701604366
304,1186513,for,0.350744754076004,0.3754868283867836
305,1186515,for,0.5186184421181679,0.2671467550098896
306,1186614,for,0.4308214485645294,0.3445446155965328
307,118677,for,0.4459687769412994,0.368147574365139
308,118686,for,0.5289096515625715,0.2792417407035827
309,1186817,for,0.3779734075069427,0.3209547437727451
310,1186910,for,0.4294992126524448,0.4098792448639869
311,1186916,for,0.4088709037750959,0.4229159317910671
312,118702,mot,0.3586467169225216,0.4039984345436096
313,117951,for,0.4109499454498291,0.3893884979188442
314,118710,for,0.3673454821109772,0.3335271403193474
315,118711,mot,0.3381245853379369,0.4531181156635284
316,1180632,for,0.4670235514640808,0.2840473167598247
317,1180731,for,0.4039187729358673,0.3359476253390312
318,1180830,for,0.5456338040530682,0.2874417677521705
319,1180928,mot,0.1898219557479024,0.5923213288187981
320,1180929,mot,0.1859387028962373,0.5986552312970161
321,1181027,mot,0.1733581414446234,0.6173680238425732
322,1181126,mot,0.1925389552488923,0.5996517390012741
323,1181225,mot,0.3036002665758133,0.5146038755774498
324,1181324,mot,0.3559629321098327,0.4361690171062946
325,1181423,mot,0.2918925583362579,0.5189026370644569
326,1181522,mot,0.3744169324636459,0.4722185395658016
327,1181621,mot,0.2245357930660247,0.4912577047944069
328,118216,for,0.4843048229813576,0.3635498657822609
329,118225,mot,0.1453936845064163,0.5615743547677994
330,118234,mot,0.2752884030342102,0.4246690459549427
331,118243,mot,0.2399055361747741,0.4741609506309032
332,118252,for,0.5411775801330805,0.2584685645997524
333,118261,for,0.421353667974472,0.3596440702676773
334,118279,for,0.3896839618682861,0.4155603721737861
335,118287,mot,0.4052488375455141,0.4567562229931354
336,118288,mot,0.3312665522098541,0.4194365628063679
337,118310,for,0.4520707130432129,0.340645533055067
338,118320,for,0.4371070861816406,0.3501534312963485
339,118386,mot,0.275656908750534,0.3276291079819202
340,118387,for,0.3247627019882202,0.2853027246892452
341,118394,blank,0.228715717792511,0.2745102681219578
342,118402,for,0.6468932703137398,0.2030050158500671
343,118403,mot,0.3282447159290313,0.373540461063385
344,118441,mot,0.310683012008667,0.4361211657524109
345,118442,for,0.4793523252010345,0.2603005357086658
346,118443,for,0.3794445879757404,0.3859513737261295
347,118453,for,0.4899572338908911,0.3733737096190452
348,118454,for,0.6096680164337158,0.2247032262384891
349,118462,mot,0.3325860202312469,0.4891032055020332
350,118475,for,0.4104860424995422,0.3860074654221535
351,118491,for,0.4121410250663757,0.3386035300791263
352,118737,mot,0.3536068499088287,0.4223187565803528
353,118746,mot,0.3407884147018194,0.4816774278879165
354,118754,for,0.456947018392384,0.3842903971672058
355,118765,for,0.473935323767364,0.3935041427612304
356,118772,for,0.5446952991187572,0.2999028824269771
357,118773,for,0.325175404548645,0.2805991657078266
358,118781,for,0.4219582974910736,0.3409790769219398
359,118860,for,0.4412253499031067,0.3663795478641987
360,118861,for,0.4935686085373163,0.3250782564282417
361,118862,for,0.4894052650779485,0.303501445800066
362,118863,mot,0.3405097424983978,0.4111501462757587
363,118864,for,0.4956457912921905,0.2548247128725052
364,118865,mot,0.2511714398860931,0.4872816652059555
365,118870,for,0.3453020751476288,0.3841788247227669
366,1189114,mot,0.2589937513694167,0.497734896838665
367,1189115,for,0.2999305129051208,0.3149115182459354
368,118928,mot,0.3166777789592743,0.4750815592706203
369,118929,mot,0.2206296473741531,0.4370188750326633
370,1189210,mot,0.2033448666334152,0.5668714940547943
371,1189216,mot,0.2808373868465423,0.4656438007950783
372,1189217,mot,0.2683269251137972,0.5660720840096474
373,118937,for,0.4035735428333282,0.4093347750604152
374,1189411,mot,0.2858737409114837,0.4928761795163154
375,1189412,for,0.4491353034973144,0.336672905832529
376,1189413,for,0.4520237008109689,0.3638588041067123
377,118955,for,0.4416476562619209,0.4233302101492882
378,118956,for,0.4278345815837383,0.3834202997386455
379,118964,mot,0.2554360292851925,0.5335931144654751
380,118971,mot,0.2895506117492914,0.4170700311660766
381,118982,mot,0.3157880902290344,0.424027569591999
382,118993,mot,0.2941648066043854,0.405529897660017
383,119000,for,0.3346323668956756,0.2752611041069031
385,119002,mot,0.29161542654037476,0.39082247763872147
384,119003,mot,0.2922992408275604,0.391349758952856
386,119032,mot,0.2103233598172664,0.5107060745358467
387,119070,mot,0.2458818256855011,0.4875112101435661
388,119080,for,0.3354130983352661,0.2612348981201648
389,119111,mot,0.2686246633529663,0.4436302408576011
390,119112,for,0.5004162788391113,0.2491229921579361
391,119113,for,0.4752173330634832,0.3334941416978836
392,119114,for,0.5146056413650513,0.2751116268336773
393,119115,for,0.4855836033821106,0.3407468870282173
394,119116,mot,0.2872346341609955,0.463421069085598
395,119117,mot,0.3757634833455086,0.412919994443655
396,119118,for,0.4771662866696715,0.3219076618552208
397,119129,for,0.4154555648565292,0.4166536927223205
398,119141,for,0.5175672275945544,0.341050636023283
399,119142,mot,0.3474287390708923,0.4041796922683716
400,119220,mot,0.3606557324528694,0.4212370291352272
401,119283,mot,0.3715808093547821,0.4265554212033748
402,119284,mot,0.2612082874402404,0.4847476072609424
403,119285,for,0.5233705639839172,0.2976975701749325
404,119286,for,0.5484462790191174,0.3204765692353248
405,119287,mot,0.2884320486336946,0.5496705621480942
406,119288,mot,0.3480194425210356,0.4754658937454223
407,119289,for,0.7156314225867391,0.1686039492487907
408,119291,mot,0.2976738214492798,0.3617057651281357
409,119292,mot,0.239647114649415,0.5259267799556255
410,119373,for,0.3795493543148041,0.3473103083670139
411,119391,for,0.4790046159178018,0.3014920316636562
412,119392,for,0.3640257716178894,0.3836783170700073
413,119408,mot,0.3062663078308105,0.4592846743762493
414,119417,mot,0.2316802255809307,0.6164689399302006
415,119424,for,0.4210977852344513,0.4073923528194427
416,119425,mot,0.3264483455568552,0.5105513744056225
417,119426,for,0.3869865490123629,0.4066524840891361
418,119431,for,0.4090894032269716,0.4096679165959358
419,119452,for,0.5166164059191942,0.2825085707008838
420,119453,for,0.3671128153800964,0.3986409232020378
421,119466,mot,0.2197420597076416,0.492223922163248
422,119472,for,0.428715169429779,0.3722955398261547
423,119475,for,0.4361981153488159,0.3533525839447975
424,119480,mot,0.3965566474944353,0.4323056079447269
425,119503,mot,0.3756528291851282,0.4696666076779365
426,119504,for,0.3858649730682373,0.4009003490209579
427,1196815,for,0.5608508586883545,0.2482430823147297
428,119691,mot,0.2542043626308441,0.4245859496295452
429,119702,for,0.643646327778697,0.2005888186395168
430,119713,mot,0.3593016862869262,0.4436723478138447
431,119724,mot,0.2663832902908325,0.3733990415930748
432,1197211,for,0.5784766972064972,0.2590510547161102
433,119735,for,0.4248192608356476,0.4223912507295608
434,119738,for,0.3552091997116804,0.3613732233643532
435,119739,mot,0.3483926858752966,0.4859758764505386
436,1197312,mot,0.375891531817615,0.485251072794199
437,1197314,for,0.3594504594802856,0.3893135525286197
438,119746,mot,0.2112273126840591,0.5121460519731045
439,119757,for,0.4128722548484802,0.3750652596354484
440,1197513,mot,0.2418119460344314,0.4712518416345119
441,119790,for,0.6466040164232254,0.225965216755867
442,119802,for,0.4812565743923187,0.3830071166157722
443,119803,for,0.4462544918060303,0.3326552733778953
444,119811,for,0.5362041592597961,0.2690684385597706
445,119820,for,0.4303626120090484,0.3731217794120312
446,119860,mot,0.3108360469341278,0.5212656818330288
447,119970,for,0.4416497945785522,0.274345688521862
448,119992,mot,0.3670340776443481,0.4352425411343574
449,120010,for,0.357133001089096,0.3899325728416443
450,120022,for,0.6382266283035278,0.1623564604669809
451,120041,mot,0.3378137946128845,0.4422497861087322
452,120052,for,0.4429305102676153,0.4223706498742103
453,120071,for,0.4042510092258453,0.3791703023016453
454,120111,for,0.5546338558197021,0.2785676456987858
455,120180,for,0.431333003565669,0.4062928818166256
456,120193,for,0.5169820729643106,0.3135847449302673
457,120202,mot,0.3791992589831352,0.4715383425354957
458,120214,mot,0.2199337035417556,0.5098101496696472
459,120231,mot,0.2811516355723142,0.4554110914468765
460,120244,mot,0.385747455060482,0.4419579170644283
461,120261,mot,0.3281426783651113,0.49452044069767
462,120262,for,0.4583569634705782,0.3468906842172146
463,120263,mot,0.1449607759714126,0.5913746878504753
464,120275,for,0.4075976647436619,0.3413060083985328
465,120431,mot,0.2580740768462419,0.5582085214555264
466,120432,mot,0.2867437032982707,0.5447345189750195
467,120443,for,0.5578421056270599,0.3196945488452911
468,120461,for,0.43303616438061,0.4106972217559814
469,120462,mot,0.1467350870370865,0.6265968307852745
470,120491,mot,0.2006085366010666,0.5211794264614582
471,120512,mot,0.2046784460544586,0.5431547947227955
472,120513,mot,0.1473570615053177,0.5208415538072586
473,1205216,mot,0.2985159158706665,0.5628635510802269
474,1205217,mot,0.0769851878285408,0.5865246802568436
475,1205218,for,0.3975209891796112,0.3619020693004131
476,1205219,mot,0.1771548986434936,0.5093174390494823
477,1205220,for,0.5109584927558899,0.2981556206941604
478,1205312,for,0.5562158226966858,0.2051540836691856
479,1205313,for,0.4562983997166157,0.390274666249752
480,1205314,for,0.3608871698379516,0.3683178089559078
481,1205315,mot,0.3392460346221924,0.4314168617129326
482,120582,for,0.4865824542939663,0.3810101896524429
483,120591,mot,0.2742871344089508,0.5266750082373619
484,120612,for,0.513396143913269,0.3038053028285503
485,120613,for,0.4308117628097534,0.3365557119250297
486,120624,for,0.4886713121086359,0.3364751152694225
487,120625,for,0.6158474422991276,0.2009081877768039
488,120641,for,0.7291348315775394,0.1455294825136661
489,1206612,for,0.4019351601600647,0.3405227921903133
490,1206711,for,0.4747379422187805,0.3265598304569721
491,1206810,mot,0.3127988688647747,0.4852438941597938
492,120699,mot,0.3246595822274685,0.4274580776691437
493,120701,for,0.3146437704563141,0.3513616472482681
494,120702,for,0.6776896379888058,0.1812599897384643
495,120703,for,0.443308562040329,0.3425006344914436
496,120704,mot,0.3447955576702952,0.4625832848250866
497,120705,mot,0.293886661529541,0.4408902190625667
498,120706,for,0.5049274563789368,0.2772452235221863
499,120707,for,0.4014301896095276,0.3664183914661407
500,120708,for,0.5705941300839186,0.2518856786191463
501,1207113,for,0.4373411238193512,0.3449881486594677
502,120831,mot,0.2434780448675155,0.4412799030542373
503,120832,mot,0.2633407302200794,0.4797213934361934
504,120833,for,0.4600798767060041,0.3053279779851436
505,120892,mot,0.232995793223381,0.4335518069565296
506,120911,mot,0.2907547056674957,0.4537799693644047
507,120923,mot,0.3103810474276542,0.4784841351211071
508,120932,mot,0.2415335923433303,0.4403574578464031
509,120941,mot,0.2180058043450117,0.5327623374760151
510,120950,for,0.4077985882759094,0.3683490008115768
511,120962,for,0.4156538750976324,0.4033821299672127
512,120963,for,0.430540481582284,0.3694817945361137
513,120971,mot,0.3732984717935323,0.4502041637897491
514,120980,mot,0.3632029145956039,0.4659576937556267
515,121090,for,0.6930910740047693,0.151148471981287
516,121104,for,0.4409665167331695,0.344248067587614
517,121113,for,0.5362314581871033,0.2521426193416118
518,121131,for,0.4578051269054413,0.3148781098425388
519,121132,for,0.3654218856245279,0.3921610563993454
520,121191,mot,0.3023464977741241,0.3889698125422001
521,121202,mot,0.3445821404457092,0.5018800832331181
522,121241,for,0.6296639442443848,0.2192075476050377
523,121242,for,0.4476846754550934,0.3555232509970665
524,121243,for,0.530015766620636,0.248893067240715
525,121244,mot,0.1733577316626906,0.5638184249401093
526,121255,for,0.6478588907048106,0.1870408840477466
527,121275,for,0.4530577361583709,0.3766747340559959
528,121276,mot,0.2610102593898773,0.5194779895246029
529,121277,for,0.3971653785556555,0.4401224553585052
530,121281,for,0.4797333469614386,0.3354995436966419
531,121293,mot,0.0829753577709198,0.491344042122364
532,121304,for,0.3559275269508362,0.4020857810974121
533,121312,for,0.5718663539737463,0.3015952035784721
534,121333,for,0.6721919178962708,0.1984403245151043
535,121334,for,0.4534133058041334,0.3451524600386619
536,121342,mot,0.3883634628728032,0.4549794718623161
537,121351,for,0.3984622657299042,0.2776957415044307
538,121450,for,0.4363748729228973,0.2954427599906921
539,121460,for,0.3588023781776428,0.3815674036741256
540,121592,for,0.4079275913536548,0.4150029048323631
541,121593,mot,0.2533895671367645,0.4690405800938606
542,121601,mot,0.3382905088365078,0.4846546612679958
543,1216512,for,0.516195435076952,0.2822331003844738
544,121976,for,0.4614735841751098,0.3782069534063339
545,121977,for,0.6814959645271301,0.1492549329996109
546,121978,mot,0.2960605323314667,0.5108535699546337
