,id,NorskGPT_A_vote,NorskGPT_A_for_prob,NorskGPT_A_against_prob,NorskGPT_H_vote,NorskGPT_H_for_prob,NorskGPT_H_against_prob,NorskGPT_Sp_vote,NorskGPT_Sp_for_prob,NorskGPT_Sp_against_prob,NorskGPT_FrP_vote,NorskGPT_FrP_for_prob,NorskGPT_FrP_against_prob,NorskGPT_KrF_vote,NorskGPT_KrF_for_prob,NorskGPT_KrF_against_prob,NorskGPT_MDG_vote,NorskGPT_MDG_for_prob,NorskGPT_MDG_against_prob,NorskGPT_SV_vote,NorskGPT_SV_for_prob,NorskGPT_SV_against_prob,NorskGPT_V_vote,NorskGPT_V_for_prob,NorskGPT_V_against_prob,NorskGPT_R_vote,NorskGPT_R_for_prob,NorskGPT_R_against_prob
10,114474,for,0.5429714638739824,0.3449157550930977,mot,0.3723686514422297,0.5231458209455013,for,0.5467342361807823,0.3303233124315738,for,0.5224719773977995,0.377819363027811,for,0.5805191118270159,0.3209929913282394,for,0.4948753137141466,0.3803433328866958,for,0.6270659528672695,0.249041274189949,for,0.4587166309356689,0.4342874735593796,mot,0.4213136034086346,0.4785207100212574
11,114481,for,0.5638547651469707,0.2636293247342109,mot,0.3537535285577178,0.4496945738792419,for,0.5609451401978731,0.2590460255742073,for,0.5216295011341572,0.3039710968732834,for,0.5848418772220612,0.260589450597763,for,0.5146340820938349,0.2864426374435425,for,0.6105026304721832,0.2118090465664863,for,0.4338848292827606,0.3818890415132046,for,0.3963613528758287,0.4168980345129967
12,114482,for,0.7406324148178101,0.146369744092226,for,0.4613986872136593,0.4111185893416405,for,0.7242793180048466,0.1572702936828136,for,0.6645345091819763,0.2153552696108818,for,0.7258569467812777,0.1682015731930732,for,0.7236233986914158,0.1556895412504673,for,0.7790408097207546,0.105195976793766,for,0.6024426752701402,0.284410510212183,for,0.5415577655658126,0.3421942442655563
13,114483,for,0.4811694491654634,0.2988932207226753,mot,0.3402005359530449,0.4312094449996948,for,0.479889165610075,0.2925082892179489,for,0.4385778568685055,0.3591505214571953,for,0.5150165185332298,0.2960810884833336,for,0.5039789415895939,0.2623573318123817,for,0.5002068281173706,0.2719882056117058,for,0.4223712338134646,0.375853382050991,for,0.3823810406029224,0.406763806939125
14,114613,for,0.4502573609352112,0.3008218333125114,mot,0.2363646030426025,0.5116627588868141,for,0.4175074398517608,0.3157727569341659,for,0.4154536426067352,0.3664499893784523,for,0.5322191156446934,0.2927378863096237,for,0.498439610004425,0.2589623108506202,for,0.6135183237493038,0.1728966236114502,for,0.365755558013916,0.390856996178627,mot,0.3261907696723938,0.411721721291542
15,114622,mot,0.4004155658185482,0.4344240985810756,mot,0.2378518767654895,0.5699781775474548,mot,0.3819661196321249,0.4399380050599575,mot,0.3245774023234844,0.5181972794234753,mot,0.408441124483943,0.4404170401394367,for,0.4304483216255903,0.3945677168667316,for,0.5104866065084934,0.2981616482138634,mot,0.3364539481699466,0.47803745418787,mot,0.3303924929350614,0.489959355443716
16,114631,for,0.5024623069912195,0.3681672140955925,mot,0.361459732055664,0.5036152675747871,for,0.5035287514328957,0.3505073115229606,for,0.4862020276486873,0.3958628624677658,for,0.5794001240283251,0.3117233067750931,for,0.5399159137159586,0.3370330184698105,for,0.6418586000800133,0.2271571978926658,for,0.4488715324550867,0.4274139739573002,mot,0.398851778358221,0.4684063494205475
17,114640,for,0.625268978998065,0.2345290295779705,mot,0.3970626527443528,0.4513868167996406,for,0.6030803006142378,0.2400462441146373,for,0.5976714286953211,0.2729769088327884,for,0.6525974534451962,0.2266991175711155,for,0.6352874580770731,0.2173456065356731,for,0.7023454792797565,0.1498147100210189,for,0.4988220920786261,0.3674550279974937,for,0.4644087292253971,0.3824090622365474
18,114722,mot,0.2062143757939338,0.5511839315295219,mot,0.1025516018271446,0.6322738267481327,mot,0.182577634230256,0.5606400370597839,mot,0.1689053550362587,0.6040256023406982,mot,0.204524615779519,0.5687635168433189,mot,0.1694948114454746,0.6111777424812317,mot,0.3289215303957462,0.4375715851783752,mot,0.166281521320343,0.6014079228043556,mot,0.1917721088975668,0.577453002333641
19,114733,mot,0.2861512880772352,0.5141026005148888,mot,0.1403356958180666,0.6519082859158516,mot,0.2441571019589901,0.532380223274231,mot,0.2177549712359905,0.5885864794254303,mot,0.2655775677412748,0.5319961309432983,mot,0.2591114770621061,0.534333698451519,for,0.4261427782475948,0.3492561057209968,mot,0.2145457863807678,0.5791000910103321,mot,0.2217773403972387,0.5887750312685966
20,114741,for,0.478738933801651,0.2568652331829071,mot,0.2814835011959076,0.4573567137122154,for,0.479037195444107,0.2560684531927109,for,0.4850675612688064,0.2932499498128891,for,0.5431632101535797,0.2517304793000221,for,0.5425510071218014,0.2064109705388546,for,0.5871804226189852,0.1793688274919986,for,0.3900106251239776,0.3690775297582149,mot,0.3412630558013916,0.4063866548240185
21,114750,for,0.6519928127527237,0.1520753167569637,for,0.3866789694875479,0.3979025222361088,for,0.6587313078343868,0.1329715102910995,for,0.6479985639452934,0.1754613406956195,for,0.7078823447227478,0.1265444830060005,for,0.6913857348263264,0.1145112104713916,for,0.7143891230225563,0.0824566651135683,for,0.5161422491073608,0.2939097881317138,for,0.4350698888301849,0.3488607630133629
22,114805,for,0.6024351008236408,0.2681826800107956,mot,0.373684287071228,0.4752117358148098,for,0.602200087159872,0.2707716822624206,for,0.5653226971626282,0.3030618764460087,for,0.6100953780114651,0.2662413418292999,for,0.586592972278595,0.2661425247788429,for,0.6855175495147705,0.1846992410719394,for,0.4972606897354126,0.3675719536840915,for,0.4429015815258026,0.4089023545384407
23,114806,for,0.5691380761563778,0.2659872584044933,mot,0.346590431407094,0.480974830687046,for,0.5435552820563316,0.2767831459641456,for,0.5481881964951754,0.3111804015934467,for,0.616702800616622,0.257990650832653,for,0.5627449937164783,0.2980699203908443,for,0.6768968030810356,0.1857025921344757,for,0.4592168927192688,0.389683935791254,for,0.4124484583735466,0.4194648154079914
24,114807,for,0.5676948670297861,0.253890436142683,mot,0.3614105582237243,0.4427297376096248,for,0.5752682108432055,0.2480026111006736,for,0.5393649879842997,0.2933621481060982,for,0.6217017564922571,0.2316275537014007,for,0.6613806709647179,0.1595683842897415,for,0.6569702662527561,0.1697279065847396,for,0.4816101193428039,0.3353189267218113,for,0.4123206436634063,0.4007459878921509
25,114808,for,0.5024462416768074,0.3365088701248169,mot,0.333099065348506,0.5062612406909466,for,0.5206410028040409,0.3099676221609115,for,0.4941652119159698,0.3473190516233444,for,0.550659965723753,0.3138373643159866,for,0.5133185461163521,0.3323138207197189,for,0.5679109245538712,0.2601283639669418,for,0.4439563630148768,0.4055523164570331,mot,0.3938827812671661,0.4545950442552566
26,114812,for,0.5224213637411594,0.3247870430350303,mot,0.3364925272762775,0.5222428627312183,for,0.5235925633460283,0.3179349973797798,for,0.48063899949193,0.3724086955189705,for,0.5611763931810856,0.3109409734606743,for,0.5304240137338638,0.316628485918045,for,0.6365400850772858,0.2219118624925613,for,0.469994505867362,0.4184541366994381,mot,0.3870868384838104,0.4561656564474106
27,114813,mot,0.3289330005645752,0.5231560096144676,mot,0.182352153584361,0.6542675793170929,mot,0.3158433865755796,0.5292060747742653,mot,0.2742017060518265,0.5766951143741608,mot,0.3592680040746927,0.5037693008780479,mot,0.3484261762350797,0.5022531375288963,for,0.4815420359373092,0.3639372736215591,mot,0.2704552644863724,0.5868358686566353,mot,0.2569325640797615,0.5926339030265808
28,114814,mot,0.3338576294481754,0.4722156748175621,mot,0.1651067286729812,0.6092985160648823,mot,0.2873488217592239,0.4931109175086021,mot,0.2438491154462099,0.5572912991046906,mot,0.3334303293377161,0.4873803928494453,mot,0.3587870802730322,0.4442887417972088,for,0.4539607781916857,0.3354841843247413,mot,0.2699607312679291,0.5363476276397705,mot,0.261889454908669,0.5491503998637199
29,114821,for,0.6449326742440462,0.1964477449655532,for,0.456403911113739,0.3585992343723774,for,0.6377098467200994,0.2018014304339885,for,0.643539197742939,0.2149898335337638,for,0.6668117269873619,0.2133283540606498,for,0.667691070586443,0.1931258700788021,for,0.6927884425967932,0.1593061611056327,for,0.5600725412368774,0.2799014635384083,for,0.5246946215629578,0.28011554479599
30,114848,for,0.3913797438144684,0.428709365427494,mot,0.2281993627548217,0.5976006835699081,for,0.3798086047172546,0.4321657717227936,mot,0.3003186881542206,0.5451327450573444,for,0.4347235094755888,0.4281770586967468,mot,0.2908389270305633,0.5258779637515545,for,0.4883269108831882,0.3590142391622066,mot,0.3446329236030578,0.5136818923056126,mot,0.2914170920848846,0.5494553633034229
31,114849,mot,0.2551207169890404,0.5610126033425331,mot,0.1655227141454816,0.6448518261313438,mot,0.225614471361041,0.5730396695435047,mot,0.1880084834992885,0.6296646185219288,mot,0.2713967598974705,0.5719873979687691,mot,0.3856529053300619,0.4495613165199756,for,0.4656126964837312,0.3509467951953411,mot,0.2351947426795959,0.5802018269896507,mot,0.2749337451532483,0.5476001612842083
32,114854,for,0.4003371596336365,0.329150415956974,mot,0.2223000973463058,0.497043389827013,for,0.3982579708099365,0.338520485907793,for,0.3564893901348114,0.4008063785731792,for,0.4525534808635711,0.3194449283182621,for,0.4643805921077728,0.2774253077805042,for,0.5251099467277527,0.2072281241416931,mot,0.3238523006439209,0.4306116811931133,mot,0.3010784983634949,0.4292944259941578
33,114863,for,0.6177419517189264,0.1821312457323074,for,0.4078098125755787,0.3598252683877945,for,0.6662521511316299,0.1415445320308208,for,0.6128580160439014,0.2022951617836952,for,0.6666146218776703,0.1710865646600723,for,0.5731372162699699,0.1967978812754154,for,0.6280598752200603,0.1475140787661075,for,0.4942720830440521,0.2719628363847732,for,0.4297883193939924,0.3417540080845356
34,114865,mot,0.3463236391544342,0.4205397292971611,mot,0.2246921062469482,0.5355465412139893,for,0.3549814522266388,0.4115423113107681,mot,0.3392330408096313,0.4283872060477733,for,0.4004164636135101,0.3793109990656376,mot,0.3398833274841308,0.4029303826391697,for,0.4751490876078605,0.3089352920651436,mot,0.3144280910491943,0.4868674874305725,mot,0.2715351283550262,0.5212335661053658
35,114866,for,0.5153193008154631,0.2933164872229099,mot,0.3133544921875,0.4704757519066334,for,0.5511514954268932,0.2665144167840481,for,0.4991794265806675,0.3254339545965194,for,0.5622577350586653,0.2745751142501831,for,0.5684735178947449,0.2307827696204185,for,0.6293223947286606,0.1946021020412445,for,0.4193558096885681,0.3875161744654178,mot,0.3631763160228729,0.4271796755492687
36,114867,for,0.5003875438123941,0.2930146269500255,mot,0.3375211711972952,0.4421943612396717,for,0.5124625265598297,0.2635216824710369,for,0.4593424871563911,0.3142392076551914,for,0.5455910563468933,0.2640827856957912,for,0.5038388483226299,0.2815435528755188,for,0.5469840504229069,0.1930410638451576,for,0.4539573369547725,0.3503096103668213,mot,0.3803405985236168,0.4155977480113506
37,114872,mot,0.2897061109542846,0.5167352929711342,mot,0.1569840013980865,0.6233657151460648,mot,0.3106627929955721,0.5000290349125862,mot,0.2761695440858602,0.5457521751523018,mot,0.3262181431055069,0.5091983005404472,mot,0.3520972616970539,0.4522858783602714,for,0.4516867399215698,0.3594748079776764,mot,0.2413361370563507,0.5583161041140556,mot,0.2262531667947769,0.5626621544361115
38,114881,for,0.466878930106759,0.3637157194316387,mot,0.2852758467197418,0.5388508848845959,for,0.4875796474516392,0.3427998758852482,for,0.426822243258357,0.4094774983823299,for,0.5158780384808779,0.3311558291316032,for,0.421250469982624,0.3760674521327019,for,0.5527280382812023,0.2717982903122902,mot,0.3866936564445495,0.4513962678611278,mot,0.3400637116283178,0.4938545934855938
39,1148910,for,0.5285645723342896,0.2846510149538517,mot,0.3671911954879761,0.4457547254860401,for,0.5570243000984192,0.2604080289602279,for,0.5256430506706238,0.309528037905693,for,0.6236049067229033,0.2504391744732857,for,0.5831923633813858,0.2502407990396023,for,0.6923598311841488,0.1774833388626575,for,0.4701614677906036,0.3571953400969505,for,0.4406282305717468,0.3779449686408043
40,114900,for,0.5099339205771685,0.341335941106081,mot,0.3347283098846674,0.5037349350750446,for,0.5264434982091188,0.3103266954421997,for,0.4757231641560793,0.3673770129680633,for,0.5635847896337509,0.2957652248442173,for,0.5598530564457178,0.2881561629474163,for,0.6074201967567205,0.2270802222192287,for,0.4300256669521332,0.4126848429441452,mot,0.4044814249500632,0.4495634622871876
41,114914,for,0.3753378093242645,0.2703456878662109,mot,0.2181798219680786,0.3769809305667877,for,0.3843617141246795,0.2892240583896637,for,0.3700537979602813,0.3371193744242191,for,0.4556701183319092,0.2682632617652416,for,0.3754785656929016,0.3162818364799022,for,0.4799045026302337,0.2121965773403644,mot,0.3128313422203064,0.3356190323829651,mot,0.2575182914733886,0.3746868968009949
42,114921,for,0.6239325609058142,0.2481546849012375,mot,0.3956927452236414,0.4524090476334095,for,0.6260541342198849,0.2395541071891784,for,0.5730450320988894,0.2831060737371444,for,0.6572661343961954,0.2282196804881096,for,0.641144834458828,0.2149429768323898,for,0.6892701126635075,0.1769842244684696,for,0.5012700026854873,0.35737419500947,for,0.4643965568393469,0.3979638889431953
43,114922,for,0.4546428881585598,0.3496306166052818,mot,0.3016993422061205,0.4955816119909286,for,0.4422218538820743,0.3418204709887504,for,0.4195927567780018,0.399277463555336,for,0.4861311428248882,0.3382285833358764,for,0.4511400386691093,0.3244931027293205,for,0.517785582691431,0.2627770528197288,mot,0.3861932642757892,0.4260600470006466,mot,0.3526875767856836,0.4604243636131286
44,114933,for,0.3539866805076599,0.3656462430953979,mot,0.2517320811748504,0.478082787245512,for,0.3707308173179626,0.3634578660130501,mot,0.33286252617836,0.4142992496490478,for,0.4293631017208099,0.3392812013626098,for,0.3857690691947937,0.3432591184973717,for,0.5158665366470814,0.2644218504428863,mot,0.3371730148792267,0.428433109074831,mot,0.3066278100013733,0.4306635558605194
45,114970,for,0.4325556457042694,0.355273824185133,mot,0.2829434275627136,0.5116140991449356,for,0.4614603519439697,0.33040676638484,for,0.4258771575987339,0.3955724760890007,for,0.5554272625595331,0.2938078008592129,for,0.4799008071422577,0.331493929028511,for,0.5768993832170963,0.2539460435509681,for,0.3909234702587127,0.4218030832707882,mot,0.307426393032074,0.4755060896277427
46,114983,for,0.4492271561175585,0.3734910786151886,mot,0.2900761533528566,0.5145532563328743,for,0.4206117633730173,0.3802253901958465,for,0.4036652203649282,0.4239052683115005,for,0.4707728624343872,0.3721073791384697,for,0.4862718228250742,0.3455188721418381,for,0.5058334916830063,0.2836133614182472,mot,0.3775501418858766,0.4462051913142204,mot,0.3259417358785867,0.4917897656559944
47,114994,for,0.7828395292162895,0.1226235218346118,for,0.5392482131719589,0.354875810444355,for,0.7926949206739664,0.1078345961868763,for,0.7485375162214041,0.1569763012230396,for,0.7858744841068983,0.1334471218287944,for,0.7636573798954487,0.1322527043521404,for,0.8332451023161411,0.0768162310123443,for,0.6799775725230575,0.2301726751029491,for,0.6207287656143308,0.2792871668934822
48,115001,for,0.4120598416775465,0.4265655800700187,mot,0.2531625181436538,0.5736423581838608,for,0.4108292870223522,0.4182928949594497,mot,0.3565839566290378,0.4736949577927589,for,0.4469226691871881,0.4003236964344978,for,0.4229977782815695,0.434090256690979,for,0.524425033479929,0.3231883868575096,mot,0.3527991771697998,0.4936481118202209,mot,0.3163962122052908,0.5276797711849213
49,115002,for,0.4852122161537409,0.3706831261515617,mot,0.2983806515112519,0.5306675173342228,for,0.4769869372248649,0.362944632768631,for,0.4294436909258365,0.4207070171833038,for,0.5025457534939051,0.3631952404975891,for,0.4698400851339102,0.3721032068133354,for,0.5550097264349461,0.2911042869091034,mot,0.3802440464496612,0.4532716870307922,mot,0.3502804553136229,0.4882688596844673
50,115015,for,0.5077969431877136,0.2779926843941211,mot,0.340861439704895,0.450590405613184,for,0.525321900844574,0.2616445831954479,for,0.477791279554367,0.3094867877662182,for,0.579902745783329,0.2480138130486011,for,0.526393473148346,0.237945158034563,for,0.645961195230484,0.1760064661502838,for,0.4270453751087188,0.3707509450614452,for,0.4009255468845367,0.3883049115538597
51,115020,for,0.4212978091090917,0.409845981746912,mot,0.2711417684331536,0.5439928397536278,for,0.4455019012093544,0.3808732032775879,for,0.3981068469583988,0.4204075522720814,for,0.4842949733138084,0.3484898544847965,for,0.4270746782422066,0.3917574845254421,for,0.4801648575812578,0.3166239596903324,mot,0.3530318737030029,0.4607926160097122,mot,0.3009427618235349,0.5136006511747837
52,115030,mot,0.2361382246017456,0.4368094690144062,mot,0.1514551341533661,0.556099072098732,mot,0.214912548661232,0.4286122471094131,mot,0.2156972885131836,0.4772793166339397,mot,0.3020072095096111,0.4213519841432571,mot,0.2115829735994339,0.4491665288805961,for,0.2835533022880554,0.3244838863611221,mot,0.2345169931650161,0.4977460764348507,mot,0.1890320777893066,0.5296752341091633
53,115031,for,0.4910021238029003,0.3347422257065773,mot,0.3003104198724031,0.4700773432850837,for,0.4774425998330116,0.3412092477083206,for,0.4639537222683429,0.3729962483048439,for,0.5263713784515858,0.3248521834611892,for,0.5218951515853405,0.304353229701519,for,0.5745866671204567,0.2365991771221161,for,0.3912351876497268,0.4065966978669166,mot,0.3454031962901354,0.4499391727149486
54,115032,for,0.6124708540737629,0.2434104271233081,mot,0.3924638926982879,0.4409361742436886,for,0.6087708733975887,0.2327862456440925,for,0.593224423006177,0.2703393697738647,for,0.6468648929148912,0.226713053882122,for,0.6195780783891678,0.2288544401526451,for,0.6718324981629848,0.1835856810212135,for,0.4975584512576461,0.3653482012450695,for,0.4477620422840118,0.4006754457950592
55,115033,for,0.7480472587049007,0.1229701712727546,for,0.5198546964675188,0.3341445513069629,for,0.7372037693858147,0.1196355931460857,for,0.7071087881922722,0.1591503731906414,for,0.7451956607401371,0.1329488083720207,for,0.7458509430289268,0.1204069219529628,for,0.7401794344186783,0.0937218368053436,for,0.6321209240704775,0.2353914193809032,for,0.576010575518012,0.2822414934635162
56,115034,for,0.5698399432003498,0.2282082326710224,mot,0.3387334942817688,0.4251823350787163,for,0.5790039002895355,0.2165241986513137,for,0.5400640591979027,0.2556311562657356,for,0.612880727276206,0.2136886529624462,for,0.5716604143381119,0.2065337151288986,for,0.6249920837581158,0.1766461618244648,for,0.4665898382663727,0.3253953345119953,for,0.4039737842977047,0.3943810872733593
57,115035,for,0.5766314305365086,0.2158650308847427,for,0.3837543912231922,0.378195408731699,for,0.5715004894882441,0.2152174897491932,for,0.5478519331663847,0.2580154240131378,for,0.624248668551445,0.2142415717244148,for,0.6285228952765465,0.16951884329319,for,0.6508819423615932,0.1466133743524551,for,0.4511148035526275,0.3078952468931675,for,0.4320819675922394,0.3181166723370552
58,1150513,mot,0.2087553814053535,0.6088496707379818,mot,0.1197266802191734,0.6690910905599594,mot,0.1649811789393425,0.6405936181545258,mot,0.1820799969136715,0.6411490738391876,mot,0.1926996018737554,0.6274022161960602,mot,0.1949926223605871,0.6079120263457298,mot,0.3577025253325701,0.415969617664814,mot,0.1952678114175796,0.6133696362376213,mot,0.1858097147196531,0.6315377987921238
59,1150514,mot,0.2585072573274374,0.5824534967541695,mot,0.1538753313943743,0.6784572117030621,mot,0.2256573233753442,0.605775997042656,mot,0.2131035812199115,0.6493932828307152,mot,0.2872938401997089,0.5809291899204254,mot,0.315868616104126,0.5198540687561035,for,0.4059395510703325,0.4202003553509712,mot,0.2333967089653015,0.6012921072542667,mot,0.2364414930343628,0.6009800061583519
60,1150612,for,0.5413098316639662,0.3497304581105709,mot,0.3900983808562159,0.5000498071312904,for,0.5821280535310507,0.2978350333869457,for,0.4869037605822086,0.379846841096878,for,0.5859620571136475,0.2961603105068207,for,0.5950057227164507,0.2700253762304783,for,0.6209409534931183,0.2357283793389797,for,0.4860139787197113,0.4028136171400547,for,0.4656948754563927,0.4275726489722729
61,1150710,for,0.459220552816987,0.3564762771129608,mot,0.2561758952215314,0.5373035743832588,for,0.3806546125560999,0.4144678860902786,mot,0.3402060978114605,0.4790008850395679,for,0.4303776063024997,0.4024874269962311,for,0.4327536057680845,0.3868144378066063,for,0.555657621473074,0.2360467202961444,mot,0.3620932102203369,0.4424085766077041,mot,0.3576954174786806,0.4546755328774452
62,115087,for,0.7741358913481236,0.1043248772621154,for,0.5145713686943054,0.3225822821259498,for,0.7843663115054369,0.095174478366971,for,0.7481031306087971,0.1406976580619812,for,0.7965748868882656,0.106009941548109,for,0.7661678493022919,0.1160020343959331,for,0.8107963688671589,0.0861622579395771,for,0.6579172732308507,0.2205646820366382,for,0.567032516002655,0.2772054895758629
63,115091,for,0.5901362281292677,0.2671690173447132,mot,0.3748676069080829,0.4704789221286773,for,0.5707720797508955,0.2938372790813446,for,0.5179159939289093,0.3355580382049083,for,0.6059084311127663,0.260939534753561,for,0.6499848049134016,0.1920355148613453,for,0.6963698118925095,0.1676860600709915,for,0.4891370330005884,0.374384481459856,for,0.4390516029670834,0.4129382781684398
64,115092,for,0.4649973399937153,0.3668412864208221,mot,0.3005468305200338,0.525287352502346,for,0.4582370202988386,0.3624229356646538,for,0.4257957935333252,0.4206126257777214,for,0.5239400677382946,0.3376682996749878,for,0.513586463406682,0.3191918581724167,for,0.5392821431159973,0.2830354571342468,mot,0.3984150579199195,0.4482790008187294,mot,0.3497948832809925,0.4860071316361427
65,115093,for,0.7364355958998203,0.1473342590034008,for,0.5036172717809677,0.3638764657080173,for,0.7273591756820679,0.1438523158431053,for,0.6671939454972744,0.1896375566720962,for,0.7271016016602516,0.1602430082857608,for,0.7436813525855541,0.097305379807949,for,0.7346909865736961,0.1198787502944469,for,0.6385985063388944,0.245044145733118,for,0.5417996719479561,0.3238996677100658
66,115094,mot,0.3321858048439026,0.4330523125827312,mot,0.193102940917015,0.5253097712993622,mot,0.2946576848626137,0.4533396065235138,mot,0.3129575774073601,0.4693653546273708,mot,0.3616000730544328,0.4377737008035183,for,0.3835388068109751,0.4029035605490207,for,0.4230580367147922,0.3191639706492424,mot,0.2696093320846557,0.481572862714529,mot,0.2709965389221906,0.4927026517689228
67,115095,for,0.529529144987464,0.3122753612697124,mot,0.3621378196403384,0.4504673220217228,for,0.5273277647793293,0.2998814731836319,for,0.5049594864249229,0.3215744495391845,for,0.5365795884281397,0.312550526112318,for,0.4555130284279585,0.3632541410624981,for,0.5117557179182768,0.3071378618478775,for,0.4373718798160553,0.3845065161585808,mot,0.3702382445335388,0.4663063324987888
68,115096,for,0.5071698687970638,0.3006776049733162,mot,0.3190226890146732,0.4765886776149273,for,0.5098648648709059,0.2866350263357162,for,0.4680866226553917,0.3511866964399814,for,0.5305744055658579,0.2938533797860145,for,0.4943472780287266,0.292493388056755,for,0.5657663121819496,0.2143132276833057,for,0.4298205031082034,0.3981234617531299,mot,0.3842156361788511,0.4262997396290302
69,115098,for,0.7712012603878975,0.1055925823748111,for,0.5101690478622913,0.3260647878050804,for,0.7678960300981998,0.1030927151441574,for,0.7327475324273109,0.1339931786060333,for,0.7689933143556118,0.1274971850216388,for,0.7288193330168724,0.1337295137345791,for,0.8057371862232685,0.0785632692277431,for,0.6362320110201836,0.2298162952065467,for,0.5498397592455149,0.2959449961781502
70,115099,for,0.5620282106101513,0.2671278975903988,mot,0.3780458429828286,0.445427093654871,for,0.5647722631692886,0.2492099590599537,for,0.5432643331587315,0.2939328737556934,for,0.6164721064269543,0.2340464182198047,for,0.6165325716137886,0.1920541077852249,for,0.6380216218531132,0.1749211736023426,for,0.4840809963643551,0.354549165815115,for,0.4299846906214952,0.4021667540073395
