,id,Mistral-instruct_vote,Mistral-instruct_for_prob,Mistral-instruct_against_prob
59,1150514,against,0,0.901900448
60,1150612,against,0.124304984,0.641447946
61,1150710,against,0.040282883,0.817941979
62,115087,for,0.641170405,0.18068222
63,115091,against,0.038226072,0.862893783
64,115092,against,0.286178328,0.511380292
65,115093,for,0.730036847,0.076366492
66,115094,against,0,0.859089561
67,115095,against,0.034561738,0.874089442
68,115096,against,0.069259934,0.504869469
69,115098,for,0.877312537,0
70,115099,for,0.507484518,0.215528533
71,1151015,against,0,0.981312506
72,1151111,against,0,0.827897348
73,115120,against,0.039229162,0.798105285
74,115130,against,0,0.957637744
75,115140,against,0.085115427,0.835564181
76,115184,against,0.166284438,0.660193756
77,115195,against,0.045403395,0.811353303
78,115203,against,0.025010344,0.871331677
79,115216,against,0.066621594,0.821578451
80,115217,against,0.084538393,0.476544067
81,115221,for,0.492399059,0.338638298
82,115232,against,0.01613844,0.918483008
83,115240,for,0.593517154,0.163306013
84,115430,against,0.037890363,0.869452549
85,115392,against,0.024457989,0.892427236
86,115400,against,0.014402659,0.890455097
87,115420,against,0.093471341,0.737666097
88,115446,for,0.85847773,0
89,115455,against,0,0.931876607
90,115464,blank,0.131446168,0.451627269
91,115473,for,0.262783356,0.39175418
92,115482,against,0.161463115,0.704867467
93,115491,for,0.316861153,0.365409531
94,115520,against,0.229554377,0.673885062
95,115532,for,0.76365082,0.11885282
96,115550,against,0.185620829,0.620006621
97,1156824,against,0.069489844,0.78834416
98,1156914,against,0,0.963039987
99,1156918,against,0,0.813491158
100,1156919,against,0.052383296,0.76443249
101,1156922,against,0.155285254,0.481323048
102,1157020,against,0,0.740156651
103,1157021,against,0.041579245,0.91075559
104,1157115,against,0.02333672,0.888918718
105,1157216,for,0.545369536,0.228122376
106,1157217,against,0,0.794319618
107,1157427,against,0,0.918056857
108,1157610,against,0.221738674,0.554797553
109,1157711,against,0.025761085,0.932076545
110,115796,against,0,0.849269032
111,115797,against,0,0.861828629
112,115803,against,0,0.961076396
113,115818,against,0,0.944288567
114,115822,against,0,0.532683872
115,115824,for,0.281676333,0.506667756
116,115825,against,0,0.837254733
117,1158325,against,0.241554372,0.587759897
118,115850,against,0.174752362,0.704228565
119,115860,against,0,0.968123831
120,115870,against,0.040669058,0.810360529
121,115940,for,0.301998705,0.488076061
122,115950,for,0.268868513,0.459293969
123,115960,against,0.269062601,0.515872106
124,115961,for,0.60390038,0.228651576
125,116033,against,0.241035588,0.547410659
126,116034,for,0.398025863,0.384854108
127,116035,against,0.01077038,0.95585316
128,116036,for,0.401419193,0.301632434
129,116042,against,0.019383529,0.887046896
130,116050,against,0.107698157,0.568810023
131,116061,against,0.181310065,0.693860024
132,116072,for,0.681335591,0.119652707
133,116073,against,0,0.977703374
134,116081,for,0.300105482,0.4155192
135,116090,against,0.168282762,0.690832622
136,116091,against,0,0.915293369
137,116092,for,0.737312064,0.108156122
138,116093,against,0.058283143,0.820076123
139,116094,against,0.008226616,0.943265162
140,116131,for,0.445199147,0.416039713
141,116142,for,0.652490854,0.142698109
142,116153,against,0.090971023,0.714438714
143,116193,for,0.766579483,0.060830586
144,116194,for,0.808787383,0.04813676
145,116211,against,0.106374308,0.763838559
146,116212,for,0.412759714,0.308264166
147,116280,against,0,0.962305482
148,116314,against,0,0.948953435
149,116315,against,0,0.948594887
150,116316,against,0,0.912393142
151,116327,against,0,0.90522334
152,116330,against,0,0.969165165
153,116331,against,0,0.969363097
154,116332,against,0.025285231,0.93013674
155,1163615,against,0.198299818,0.542064369
156,1163616,for,0.635542993,0.124501143
157,1163617,against,0.171976104,0.500225142
158,1163714,against,0.131118763,0.736884564
159,116389,for,0.664963864,0.172049344
160,1163810,against,0.081281997,0.695326477
161,1163811,against,0.038917422,0.721167423
162,1163812,against,0.311282441,0.488132827
163,1163813,against,0.16037092,0.658772506
164,116396,against,0,0.81878522
165,116397,against,0.014502366,0.91063587
166,116398,for,0.587363496,0.186660938
167,116401,against,0,0.831922952
168,116402,against,0,0.543580286
169,116404,against,0,0.689353481
170,116405,against,0,0.852068536
171,116521,against,0,0.92180685
172,116522,against,0.016945845,0.926928986
173,116523,against,0.12402647,0.692492295
174,116535,against,0.329389542,0.45440343
175,116536,for,0.324437417,0.426693268
176,116537,for,0.336498022,0.36428199
177,116543,for,0.789302006,0.105396681
178,116544,against,0.066763684,0.748804465
179,116561,for,0.647014961,0.165299073
180,116562,for,0.673391424,0.130286738
181,116588,against,0,0.828585073
182,116596,against,0,0.901114218
183,116597,against,0.112491116,0.590000398
184,116604,against,0.090847265,0.790676609
185,116605,for,0.644970141,0.125443935
186,116629,against,0.233788639,0.646030724
187,1166511,against,0.068969004,0.767277077
188,1167316,against,0,0.92024879
189,1167317,against,0.021030908,0.90048629
190,1167318,for,0.300755244,0.535001978
191,1167319,against,0.238968655,0.515394472
192,1167320,against,0,0.888483338
193,1167415,against,0,0.977006469
194,1167512,against,0.126929849,0.607793562
195,1167513,against,0,0.966252806
196,1167514,against,0.081747919,0.551312886
197,1167611,against,0,0.985355232
198,1167710,against,0,0.768873282
199,116789,for,0.723734498,0.096486859
200,116791,for,0.772020049,0.09238261
201,116792,against,0.039136104,0.803292945
202,116793,against,0.07245031,0.78782326
203,116794,for,0.832802244,0.051613376
204,116795,for,0.748661995,0.070343755
205,116796,against,0,0.930268051
206,116797,against,0.209695712,0.605397344
207,116798,against,0,0.926430978
208,116880,against,0,0.799287852
209,1169118,against,0.022656998,0.926359199
210,1169119,blank,0.135618493,0.406962708
211,1169120,against,0,0.932934135
212,1169217,against,0,0.634278797
213,1169313,against,0.077670202,0.80460123
214,1169411,against,0.144575201,0.722887337
215,1169412,against,0.01483168,0.911206633
216,1169414,against,0.115251385,0.787918165
217,1169415,against,0.089532988,0.8084644
218,116958,for,0.320446096,0.400381356
219,116959,against,0.196359958,0.638333797
220,1169510,against,0.063892312,0.865289465
221,116967,for,0.491909508,0.223268095
222,116971,against,0,0.926911727
223,116972,against,0,0.974568993
224,116973,for,0.546100363,0.176430706
225,116974,against,0.040690701,0.879968183
226,116976,against,0.061499573,0.730920553
227,117000,against,0.109292261,0.558753438
228,117112,against,0,0.91748137
229,117121,against,0.043257087,0.838249307
230,1171421,against,0,0.834922511
231,1171517,against,0,0.923000168
232,1171519,against,0.034267675,0.839590147
233,1171616,against,0.183794431,0.627496839
234,1171618,for,0.390542109,0.436211497
235,1171620,against,0,0.904161923
236,1171715,for,0.612345278,0.122398723
237,117189,against,0.123757523,0.726209506
238,1171810,against,0,0.897743262
239,117196,against,0,0.944282018
240,117197,against,0.061726693,0.868045643
241,117198,against,0,0.908490237
242,1171912,against,0.032111052,0.846177064
243,1172011,against,0.098481204,0.774947673
244,1172013,for,0.359859318,0.349965893
245,1172014,for,0.769752078,0.054762993
246,117214,against,0,0.78877914
247,117215,against,0,0.883952234
248,117223,against,0,0.827990584
249,117231,against,0,0.958873868
250,1172423,against,0,0.955048662
251,1172522,against,0,0.951651566
252,117273,against,0,0.980505968
253,117282,against,0.239734126,0.647198327
254,117294,for,0.360801473,0.43282184
255,117305,against,0.053816754,0.809151575
256,1173313,against,0.150532797,0.629023731
257,1173515,against,0.102557436,0.797433659
258,1173614,for,0.4371939,0.35528256
259,117380,against,0.231144138,0.549418464
260,117390,against,0,0.892931346
261,117391,against,0.056113735,0.833407737
262,1174315,against,0.009488904,0.962186016
263,1174410,against,0,0.975594342
264,1174512,against,0,0.949101683
265,1174613,against,0,0.986821515
266,117478,against,0,0.915132113
267,117489,against,0,0.944920845
268,1174911,against,0.101985753,0.569754742
269,1175014,against,0.305047706,0.481026411
270,117511,for,0.492651068,0.272576779
271,1175216,against,0.263104498,0.497040875
272,117536,against,0.05264505,0.865404509
273,117537,against,0.042071141,0.779162064
274,117543,for,0.468336575,0.348743811
275,117552,against,0.150802299,0.752780415
276,117554,against,0.149087284,0.668952294
277,117555,against,0.142911598,0.500556342
278,1176613,for,0.383018181,0.404423796
279,1176614,for,0.741493583,0.038260769
280,1176712,against,0,0.647278599
281,1176811,against,0.018800527,0.908318784
282,1176910,against,0.256361336,0.315239996
283,117708,against,0.116207451,0.756058306
284,117709,for,0.498723932,0.204311743
285,117711,against,0.180754073,0.633657724
286,117712,against,0.034777384,0.711599097
287,117713,against,0,0.971994681
288,117714,for,0.358120844,0.389495157
289,117715,against,0.088760175,0.821650773
290,117716,against,0,0.873292238
291,117717,for,0.452397741,0.354404725
292,117761,against,0,0.928883743
293,117762,against,0,0.905746236
294,117782,against,0,0.812409882
295,117791,against,0,0.611553177
296,1186220,against,0.051182363,0.836913768
297,1186318,against,0.164850675,0.670856856
298,118643,against,0.03415833,0.78973176
299,118654,against,0.080790691,0.643706083
300,118655,against,0.112980306,0.728599951
301,118659,against,0,0.861182068
302,1186511,against,0.085337244,0.547454536
303,1186512,against,0,0.924463989
304,1186513,against,0.069913715,0.743421119
305,1186515,for,0.352636151,0.24536033
306,1186614,against,0.10364376,0.663963288
307,118677,against,0.032763366,0.906386834
308,118686,for,0.737282708,0.090870351
309,1186817,for,0.344911702,0.39676252
310,1186910,against,0.068856187,0.81658645
311,1186916,against,0.01022908,0.949955992
312,118702,for,0.424431816,0.208628587
313,117951,against,0.162062302,0.709070817
314,118710,for,0.477479398,0.312500052
315,118711,against,0,0.974254999
316,1180632,for,0.488178045,0.20361764
317,1180731,for,0.557099983,0.233598098
318,1180830,against,0.34054783,0.434767708
319,1180928,against,0,0.991993535
320,1180929,against,0,0.90720934
321,1181027,against,0,0.922252245
322,1181126,against,0,0.857992001
323,1181225,against,0,0.96145457
324,1181324,for,0.380403221,0.19230333
325,1181423,against,0,0.941145323
326,1181522,against,0,0.922869377
327,1181621,against,0,0.789277539
328,118216,against,0.164252691,0.721075051
329,118225,against,0.070360951,0.621632591
330,118234,against,0.055987924,0.530147381
331,118243,against,0.014572462,0.939281937
332,118252,for,0.546657175,0.276621677
333,118261,against,0.033578455,0.843338896
334,118279,against,0,0.944273319
335,118287,against,0.112718809,0.731086358
336,118288,against,0.085823789,0.812488776
337,118310,against,0.165612549,0.467915609
338,118320,against,0.171007764,0.593188263
339,118386,against,0.114720315,0.709744483
340,118387,for,0.400025532,0.385326535
341,118394,against,0.066169538,0.659085959
342,118402,against,0.044955395,0.850985546
343,118403,against,0,0.869288903
344,118441,against,0.072972663,0.728929676
345,118442,for,0.209773749,0.401909076
346,118443,against,0.224076677,0.556501031
347,118453,against,0,0.906418607
348,118454,for,0.57688994,0.234944366
349,118462,against,0,0.959520847
350,118475,against,0.016006114,0.940647494
351,118491,against,0.217432782,0.603525013
352,118737,against,0,0.941709984
353,118746,against,0,0.960660644
354,118754,against,0.21886459,0.56779658
355,118765,against,0,0.940466009
356,118772,against,0.051813392,0.882016487
357,118773,against,0.125303105,0.490326755
358,118781,for,0.450362436,0.356856845
359,118860,for,0.398402184,0.372634612
360,118861,against,0.152033001,0.43758209
361,118862,for,0.634814858,0.195687298
362,118863,against,0.023770476,0.888723314
363,118864,for,0.31299625,0.552780613
364,118865,against,0,0.885185257
365,118870,against,0.208432879,0.558839515
366,1189114,against,0,0.894902829
367,1189115,for,0.457318917,0.360686593
368,118928,against,0.030504717,0.838019747
369,118929,against,0,0.800364718
370,1189210,against,0,0.917156056
371,1189216,against,0,0.76790221
372,1189217,against,0,0.959732642
373,118937,against,0.036085285,0.761295751
374,1189411,against,0,0.902007233
375,1189412,against,0.14180249,0.610248521
376,1189413,against,0.115150334,0.717491597
377,118955,against,0.158783913,0.391633987
378,118956,for,0.478348106,0.286987424
379,118964,against,0,0.917299911
380,118971,against,0,0.657177374
381,118982,against,0.062752679,0.747889675
382,118993,against,0,0.518618301
383,119000,against,0.173476219,0.503666528
385,119002,for,0.419417594,0.374680556
384,119003,for,0.42718558,0.367898218
386,119032,against,0,0.778487682
387,119070,against,0,0.979846742
388,119080,for,0.412063733,0.274729438
389,119111,against,0,0.972874675
390,119112,against,0.033782173,0.888784423
391,119113,against,0.08775039,0.701097608
392,119114,against,0.168708459,0.683144391
393,119115,against,0.051320437,0.853692323
394,119116,against,0,0.867344521
395,119117,against,0,0.713882536
396,119118,against,0.028624156,0.909886021
397,119129,against,0.01475762,0.915365014
398,119141,against,0.049675874,0.855959557
399,119142,against,0,0.924030315
400,119220,against,0,0.910970427
401,119283,against,0,0.817772504
402,119284,against,0,0.676175572
403,119285,against,0.097754341,0.791667789
404,119286,against,0.114934549,0.778665364
405,119287,against,0.017659269,0.87398731
406,119288,against,0,0.981144223
407,119289,against,0.189899318,0.671149164
408,119291,against,0.109394424,0.623506337
409,119292,against,0.008594665,0.944201354
410,119373,for,0.358926252,0.357766703
411,119391,for,0.585961182,0.054440442
412,119392,against,0.056776505,0.798644563
413,119408,against,0,0.945823923
414,119417,against,0,0.971377418
415,119424,against,0.015183356,0.935969802
416,119425,against,0,0.952619381
417,119426,against,0.046968851,0.882147603
418,119431,against,0.039129641,0.742088631
419,119452,for,0.599520624,0.227880478
420,119453,against,0.034456737,0.905223448
421,119466,against,0,0.940786391
422,119472,for,0.69417417,0.146385789
423,119475,against,0,0.81848979
424,119480,against,0.160037756,0.613665231
425,119503,for,0.55319757,0.28830272
426,119504,for,0.304828778,0.465583116
427,1196815,for,0.364152357,0.443241149
428,119691,against,0,0.826932222
429,119702,for,0.818364318,0.059805807
430,119713,against,0,0.956747688
431,119724,against,0,0.578655571
432,1197211,against,0.197461583,0.64871642
433,119735,against,0.082673226,0.783424884
434,119738,against,0.160754219,0.485031098
435,119739,against,0,0.922088481
436,1197312,against,0,0.908365121
437,1197314,against,0.044326775,0.87591666
438,119746,against,0,0.832337935
439,119757,against,0.082908476,0.836953238
440,1197513,against,0,0.970719472
441,119790,against,0.097625483,0.757369608
442,119802,against,0.02023151,0.888961412
443,119803,against,0.024046637,0.864208013
444,119811,for,0.420332447,0.375070579
445,119820,against,0,0.802982699
446,119860,against,0,0.911505781
447,119970,against,0.019814717,0.943080973
448,119992,against,0,0.8662111
449,120010,against,0,0.877181061
450,120022,for,0.720972836,0.138452612
451,120041,against,0.038257115,0.859957676
452,120052,against,0.172310144,0.648441538
453,120071,against,0,0.801556129
454,120111,against,0.211848907,0.630098678
455,120180,against,0.039756853,0.790483996
456,120193,for,0.369891621,0.487212628
457,120202,against,0,0.908197585
458,120214,against,0,0.909735888
459,120231,against,0,0.877022833
460,120244,against,0,0.910568498
461,120261,against,0.081514096,0.851253822
462,120262,against,0,0.910073858
463,120263,against,0,0.807951219
464,120275,for,0.62472963,0.081557527
465,120431,against,0,0.954369076
466,120432,against,0,0.952979703
467,120443,against,0.063456656,0.84116073
468,120461,against,0.02342687,0.887792531
469,120462,against,0,0.97354007
470,120491,against,0,0.966695814
471,120512,against,0.019364057,0.934558263
472,120513,against,0,0.914320841
473,1205216,against,0.030056186,0.919732001
474,1205217,against,0,0.888797678
475,1205218,against,0.11816562,0.614428826
476,1205219,against,0,0.653208405
477,1205220,for,0.864370231,0
478,1205312,for,0.759614974,0.09024886
479,1205313,against,0.172837943,0.647048429
480,1205314,for,0.417916626,0.347935393
481,1205315,for,0.231272757,0.399221942
482,120582,against,0,0.88253285
483,120591,against,0,0.947062153
484,120612,against,0.127529699,0.751121625
485,120613,against,0.114372805,0.607554421
486,120624,against,0.034997702,0.843778752
487,120625,against,0.254232232,0.549317993
488,120641,for,0.813742217,0.065794267
489,1206612,against,0.045110762,0.688133404
490,1206711,for,0.728257231,0.093805097
491,1206810,against,0.042717095,0.822411247
492,120699,against,0.039532021,0.852268899
493,120701,against,0.275457449,0.429086111
494,120702,for,0.593572967,0.196650498
495,120703,against,0.142671522,0.641181618
496,120704,against,0,0.309536487
497,120705,for,0.518222466,0.135425255
498,120706,for,0.411253974,0.37596342
499,120707,for,0.537144795,0.236250244
500,120708,against,0.20805278,0.612792373
501,1207113,against,0.015260825,0.930752849
502,120831,against,0.098861635,0.686547063
503,120832,against,0,0.80469159
504,120833,for,0.837339334,0.037064582
505,120892,against,0,0.870714046
506,120911,against,0.073689923,0.797191653
507,120923,against,0,0.931935474
508,120932,against,0,0.816932123
509,120941,against,0,0.768159039
510,120950,against,0.076621495,0.65427123
511,120962,against,0.050256558,0.80338884
512,120963,for,0.526876934,0.294165239
513,120971,against,0.044370189,0.83977684
514,120980,against,0.03865682,0.848587802
515,121090,for,0.689729244,0.153096147
516,121104,against,0.117504604,0.485114567
517,121113,against,0.214747354,0.487573355
518,121131,against,0.074150875,0.558097512
519,121132,against,0.178392142,0.543544665
520,121191,against,0,0.726580739
521,121202,against,0,0.88669654
522,121241,for,0.586651631,0.194466844
523,121242,against,0,0.954331141
524,121243,against,0.015600788,0.943595111
525,121244,against,0,0.872232448
526,121255,against,0.115465552,0.68280293
527,121275,against,0.117049083,0.744046614
528,121276,against,0,0.832427293
529,121277,against,0.053539418,0.852906484
530,121281,for,0.856480695,0
531,121293,against,0,0.975978792
532,121304,against,0,0.750430815
533,121312,against,0.165072344,0.684872843
534,121333,for,0.625059746,0.191814125
535,121334,against,0.136434138,0.560317598
536,121342,against,0,0.689215265
537,121351,against,0.062657125,0.781853177
538,121450,for,0.225226387,0.320669971
539,121460,against,0.068664648,0.808582276
540,121592,against,0.04517886,0.862688519
541,121593,for,0.460934982,0.23272422
542,121601,for,0.364006273,0.451960161
543,1216512,against,0.255086847,0.52656877
544,121976,against,0.029948546,0.876846522
545,121977,for,0.926295852,0
546,121978,against,0,0.611706622
547,1219710,against,0,0.670536049
548,1219711,against,0.006526732,0.96207026
549,121675,against,0,0.769034032
550,121684,against,0.208339922,0.622288153
551,121701,for,0.481662743,0.275274768
552,121702,against,0.211870197,0.531742111
553,121703,against,0.186185125,0.569351688
554,121721,against,0.02493762,0.862046972
555,121722,against,0.069822129,0.852142498
556,121731,against,0.117103666,0.616216108
557,121732,against,0.023875251,0.916457288
558,121733,against,0.254574127,0.535246074
559,121734,against,0.018387711,0.926960243
560,121735,blank,0,0.325229518
561,121756,for,0.55510702,0.217128694
562,121757,for,0.628032595,0.212466583
563,121765,against,0,0.743268833
564,121772,against,0,0.962382767
565,121773,against,0.173432,0.646094151
566,121774,for,0.77256022,0.079617061
567,121780,against,0,0.797430113
568,121920,against,0.211702868,0.520601794
569,121934,against,0.029184965,0.882129941
570,121935,against,0.228351951,0.486118786
571,121942,for,0.646247387,0.138710421
572,121943,against,0.05591061,0.835197398
573,121951,against,0,0.893020093
574,122031,against,0.032666411,0.885615759
575,122032,against,0.141351067,0.690264948
576,122051,against,0.010995625,0.92416143
577,122052,against,0.046052657,0.871654868
578,122062,against,0.237959012,0.600620985
579,122081,against,0,0.426164046
580,122101,against,0,0.592746802
581,122102,against,0,0.925050512
582,122103,against,0.326350465,0.461061113
583,122113,against,0.206202723,0.620562062
584,122114,against,0,0.783705253
585,122115,against,0,0.873135477
586,122122,against,0,0.846882155
587,122126,against,0,0.855295792
588,122131,against,0.160285264,0.504241638
589,122153,against,0.114008205,0.798651069
590,122171,against,0,0.694514032
591,122172,against,0,0.946724696
592,122191,against,0.11920372,0.764169216
593,1222210,for,0.398324389,0.399298847
594,122235,against,0,0.922760662
595,122236,against,0,0.746545553
596,122237,against,0,0.723542489
597,122238,against,0,0.859975174
598,122239,against,0.036588874,0.876018014
599,122244,for,0.546657175,0.276621677
600,122261,for,0.55396992,0.201487958
601,122262,against,0.063455924,0.567121141
602,122263,for,0.43755959,0.355830438
603,122293,for,0.435931221,0.362823695
604,122294,against,0.111412026,0.596579701
605,122301,for,0.357264139,0.401083961
606,122302,for,0.766758189,0.064375728
607,122323,for,0.54027912,0.262041189
608,122324,against,0.237007394,0.480386123
609,122325,against,0,0.735041671
610,122326,against,0.268623218,0.540705323
611,122331,for,0.59043286,0.178089172
612,122342,for,0.686675325,0.116845615
613,122366,against,0.107901439,0.647176974
614,122367,against,0,0.951595325
615,122368,against,0,0.832482917
616,122372,against,0,0.938233633
617,122383,for,0.690815017,0.131555978
618,122394,against,0.147207994,0.697048336
619,122395,against,0,0.942747537
620,122401,for,0.676795684,0.12715745
621,122450,against,0.123757523,0.726209506
622,122483,against,0,0.840451337
623,122501,against,0,0.92213928
624,122502,against,0.276724912,0.535270639
625,122516,for,0.412663355,0.207037061
626,122517,against,0.217665557,0.60252884
627,122522,against,0.110970929,0.702860463
628,122523,against,0,0.902874995
629,122524,against,0.048645351,0.721954528
630,122525,for,0.744335525,0.08016149
631,122541,for,0.494641662,0.250336461
632,1225512,against,0,0.987883861
633,1225513,against,0,0.924195454
634,1225614,against,0,0.94893717
635,122576,against,0.028174892,0.887334395
636,122577,against,0.24268873,0.560238823
637,122578,against,0,0.869784646
638,122579,for,0.439179383,0.362167954
639,1225710,for,0.497646749,0.211388551
640,1225711,against,0,0.98362609
641,122591,against,0.16798158,0.460581779
642,122592,for,0.484390721,0.276811093
643,122593,against,0.133020252,0.58296261
644,122594,against,0,0.87951608
645,122595,for,0.35063348,0.371203378
646,122603,against,0.025023585,0.866353817
647,122612,against,0,0.898519253
648,122624,against,0,0.853747364
649,122625,against,0.040016886,0.843666635
650,122636,against,0.093232125,0.764888689
651,122647,against,0,0.92239501
652,122651,against,0,0.917275339
653,122674,against,0,0.957039818
654,122683,against,0,0.975572183
655,122701,against,0,0.962377798
656,122702,for,0.515487127,0.267280005
657,122714,against,0.062552169,0.730894491
658,122725,against,0.115093857,0.740451589
659,122731,for,0.405035339,0.363353834
660,122732,against,0.148107767,0.671046942
661,122733,against,0,0.92604699
662,122750,for,0.719092488,0.140779093
663,122831,against,0.085147962,0.548730418
664,122842,against,0.0448763,0.855932944
665,122871,against,0.049671166,0.876589635
666,122872,against,0,0.671998337
667,122873,for,0.497394994,0.304677889
668,122890,against,0.207739919,0.662102431
669,123018,against,0,0.959573658
670,123036,for,0.815490387,0.042641837
671,123045,against,0.011441325,0.935641531
672,123054,against,0.21184133,0.696205318
673,123063,against,0.057464376,0.682044297
674,123081,against,0.273524716,0.549699679
675,123082,against,0.102290355,0.681776963
676,123096,against,0,0.931408104
677,123097,against,0,0.90513435
678,123105,against,0.022314075,0.911353998
679,123108,against,0.164557565,0.667580508
680,123109,against,0.09168059,0.860595219
681,1231010,against,0,0.936528903
682,1231011,against,0,0.938795969
683,1231012,for,0.84199417,0.050001472
684,123114,against,0.216835901,0.596966311
685,123121,blank,0.116728455,0.42837178
686,123122,against,0,0.9580957
687,123123,for,0.372349381,0.379555412
688,123442,against,0.105714433,0.657880068
689,123451,for,0.336316168,0.181953914
690,123464,against,0,0.952568483
691,123473,against,0,0.978880319
692,123482,against,0,0.920463715
693,123491,against,0.030757876,0.919658616
694,123520,against,0,0.899588943
695,1232711,against,0,0.763053123
696,123289,against,0.106230423,0.764950663
697,1232810,for,0.545474984,0.271448433
698,123297,for,0.668281436,0.074715726
699,123303,against,0.229634665,0.53153421
700,123304,for,0.825990617,0.037547544
701,123305,for,0.486190256,0.232167024
702,123306,against,0.023740636,0.89466399
703,123308,for,0.936181856,0
704,123312,against,0.178381979,0.57204406
705,123332,for,0.411790691,0.272915617
706,123341,against,0.003744964,0.973841324
707,123354,against,0,0.977687091
708,123363,against,0.084288284,0.79654666
709,123365,for,0.600280695,0.210803501
710,123376,against,0.045819778,0.831157144
711,123390,against,0.256000668,0.540490061
712,123412,against,0.215135872,0.601349123
713,123421,against,0.072557501,0.776148517
714,123610,against,0.130444322,0.696874186
715,123744,against,0.039926659,0.868099611
716,123745,against,0,0.959853357
717,123752,against,0,0.937461443
718,123753,for,0.395030521,0.415669322
719,123771,against,0.129818141,0.77994141
720,123781,against,0.026544865,0.890522012
721,123793,against,0,0.879658304
722,123802,against,0.142056338,0.697922595
723,123803,against,0,0.874121107
724,123811,against,0.191139806,0.702201173
725,123820,against,0.026676944,0.91570201
726,123854,against,0,0.958357416
727,123861,against,0,0.929768231
728,123862,against,0.075281881,0.775839739
729,123863,against,0,0.971426256
730,123904,against,0,0.983313642
731,123911,against,0,0.972469719
732,123912,against,0.152470328,0.684141278
733,123913,against,0.181927688,0.640902281
734,123951,against,0.138438415,0.677498803
735,123952,against,0,0.585572854
736,123953,against,0,0.965290837
737,123954,for,0.528021626,0.232097536
738,123964,against,0,0.937952194
739,123965,against,0,0.945717445
740,123966,against,0,0.925818257
741,123967,blank,0.131151453,0.174867846
742,123968,against,0,0.900151327
743,123973,against,0,0.97415108
744,1239810,against,0.051683336,0.770386964
745,123999,against,0,0.981621499
746,124011,against,0,0.974178551
747,124012,against,0,0.821522363
748,124034,against,0,0.956155434
749,124043,against,0,0.721799478
750,124055,against,0.490546256,0.27348464
751,124056,for,0.722309321,0.079760469
752,124062,against,0,0.752222888
753,124071,against,0,0.80732825
754,124101,against,0,0.81779176
755,124102,against,0.019979605,0.901754122
756,124119,against,0.199250184,0.568495266
757,124128,for,0.36410895,0.411956184
758,124136,for,0.63909281,0.148144946
759,124145,against,0.028302746,0.833825067
760,124147,against,0.111920185,0.519637562
761,124151,against,0,0.888175339
762,124152,against,0.148136809,0.452835254
763,124153,against,0,0.957421806
764,124154,for,0.220245972,0.389388859
765,124180,against,0.231935143,0.52786348
766,124276,against,0,0.982005768
767,124284,against,0.066591568,0.847494692
768,124285,against,0.29432375,0.506528988
769,124301,against,0,0.944306161
770,124302,against,0,0.961773463
771,124303,against,0,0.974322408
772,124331,for,0.923920117,0
773,124332,against,0.080011807,0.81143577
774,124344,against,0,0.922657516
775,124345,against,0,0.839619324
776,124346,for,0.377721019,0.398590691
777,124353,against,0,0.943854975
778,124362,against,0.060939878,0.791903291
779,124381,for,0.429155253,0.339079946
