,id,Gemma2-instruct_left_vote,Gemma2-instruct_left_for_prob,Gemma2-instruct_left_against_prob,Gemma2-instruct_right_vote,Gemma2-instruct_right_for_prob,Gemma2-instruct_right_against_prob,Gemma2-instruct_center_vote,Gemma2-instruct_center_for_prob,Gemma2-instruct_center_against_prob
27,114813,mot,0.0077852639369666,0.989770610583946,for,0.9864136525429784,0.0093604139983654,for,0.938893328071572,0.053887162473984
28,114814,for,0.9977127069141716,0.0,mot,0.0,0.9982600775547326,for,0.997156243538484,0.0
29,114821,for,0.9984441865526604,0.0,for,0.9855499773402698,0.0055891824886202,for,0.9982171998854028,0.0
30,114848,for,0.9968349280534312,0.0,mot,0.006639874074608,0.9872458388563246,for,0.9949480504728854,0.0
31,114849,for,0.9948244801489636,0.0,mot,0.2346051633358001,0.7576247761026025,mot,0.0293155778199434,0.9610037771053612
32,114854,for,0.9981715647736564,0.0,for,0.99569920450449,0.0003722590918187,for,0.99697490374092,0.0
33,114863,for,0.9981488771300064,0.0,for,0.9934648419730364,0.0,for,0.9977590200433042,0.0
34,114865,for,0.9931412135483696,0.0,for,0.8329296708106995,0.1546913026832044,for,0.9903302965685724,0.0005261021433398
35,114866,for,0.9985006818897092,0.0,for,0.991923543973826,0.003129718825221,for,0.9984968331409618,0.0
36,114867,for,0.995779451681301,0.0,for,0.989201520336792,0.0012678771745413,for,0.996146277844673,0.0
37,114872,for,0.99466087075416,0.0,for,0.9859981123590842,0.0059960833750665,for,0.9916947208112106,0.0006608961266465
38,114881,for,0.9975415185908788,0.0,for,0.9906986796413548,0.0018960409797728,for,0.9971689727390184,0.0
39,1148910,for,0.9981515512918122,0.0,for,0.9144929356407374,0.0804281781893223,for,0.997267207421828,0.0
40,114900,for,0.9969945783959702,0.0,for,0.9899199565988964,0.0009524989291094,for,0.9969547017244622,0.0
41,114914,for,0.9972003097645938,0.0,for,0.936522364616394,0.0206904746592044,for,0.9933295829687268,0.0
42,114921,for,0.9987543806782924,0.0,for,0.9906506568659096,0.0002688482054509,for,0.998446656998567,0.0
43,114922,for,0.9975909899221732,0.0,for,0.9903607852756976,0.0,for,0.997276051042718,0.0
44,114933,for,0.9930300650885328,0.0,for,0.9892100163851864,0.0012130885152146,for,0.993086370457604,0.0
45,114970,for,0.9921671058982612,0.0,for,0.9936352922813968,0.0006126837688498,for,0.9955465483071748,0.0
46,114983,for,0.9980357648710196,0.0,for,0.9605123206274584,0.0313390991650521,for,0.9965369708952494,0.0
47,114994,for,0.998860493160464,0.0,for,0.9932339818915352,0.0003685120027512,for,0.9986715401391848,0.0
48,115001,for,0.9950690235709772,0.0001041266150423,mot,0.4210570752620697,0.5718945693224669,for,0.9935318134957924,0.0011802219087257
49,115002,for,0.9987844316638076,0.0,for,0.9818614092073404,0.0131471659988164,for,0.997122886881698,0.0
50,115015,for,0.9988012286084996,0.0,mot,0.168373093008995,0.8194621661677957,for,0.9980953622725792,0.0
51,115020,for,0.9988355669265728,0.0,for,0.9483142114477232,0.0451003978960216,for,0.9984244770021178,0.0
52,115030,for,0.998707418795675,0.0,for,0.9805781999602914,0.0119492206722497,for,0.9980734310702246,0.0
53,115031,for,0.9988497250233196,0.0,for,0.9866532364394516,0.0016260031843557,for,0.9985614780453034,0.0
54,115032,for,0.998807732052228,0.0,for,0.9973843692569062,0.0,for,0.9987573444886948,0.0
55,115033,for,0.9988803277592524,0.0,for,0.9931725051719696,0.0,for,0.9986937577778008,0.0
56,115034,for,0.9988830842776224,0.0,for,0.991557719244156,0.0009175523882731,for,0.9985362211009488,0.0
57,115035,for,0.9959944558795542,0.0,for,0.9742077724076807,0.0034508435055613,for,0.9962595402030274,0.0
58,1150513,for,0.9954693166073412,0.000739672628697,for,0.7813014928251505,0.2145220795646309,mot,0.060545440763235,0.9355167900212108
59,1150514,for,0.9940235038520768,0.0005281317280605,mot,0.0707243531942367,0.9222111920826136,mot,0.0087688323110342,0.9851151283364744
60,1150612,for,0.997352673613932,0.0,for,0.9889408047311008,0.0044362707994878,for,0.996673287183512,0.0
61,1150710,for,0.9972214130684732,0.0,mot,0.0,0.9984362910035998,for,0.9904392088064924,0.0007359444280155
62,115087,for,0.9964508165503504,0.0,for,0.9920214590601972,0.0,for,0.9970826922071864,0.0
63,115091,for,0.9981495459214784,0.0,for,0.9756144520360976,0.0198209090740419,for,0.9978878424371942,0.0
64,115092,for,0.997602840528998,0.0,mot,0.0011443286202847,0.9953134746756404,for,0.9948917524743592,0.0
65,115093,for,0.9962886563735084,0.0,for,0.9926319357473404,0.001624128781259,for,0.9980085435090588,0.0
66,115094,for,0.9901681202463806,0.0,for,0.7359760138206184,0.2558013089001179,for,0.9883630103431642,0.0019461619667708
67,115095,for,0.9850438919384032,0.0005975284730084,for,0.9970390833332204,0.0,for,0.9961194820934908,0.0
68,115096,for,0.997800086333882,0.0,for,0.980450514703989,0.001666753552854,for,0.9977221678200294,0.0
69,115098,for,0.9984279883647104,0.0,for,0.9864548063487746,0.0001206736997119,for,0.9981851710763294,0.0
70,115099,for,0.9972331015524104,0.0,for,0.9928501185495406,0.0004010415577795,for,0.997796015763015,0.0
71,1151015,for,0.9764704348053784,0.0164964124560356,for,0.9528774303616956,0.0421112661715596,mot,0.0047253910452127,0.9913088949397206
72,1151111,for,0.9919404231477528,0.0008485949947498,mot,0.2843910157680511,0.7086918242275715,for,0.975915310671553,0.0145691176876425
73,115120,for,0.9962238617008552,0.0,mot,0.3720856606960296,0.6197193306870759,for,0.995445816544816,0.0
74,115130,mot,0.0517829544842243,0.9376191990450023,for,0.7744962573051453,0.2098733549937605,for,0.8971588078420609,0.0921371371950954
75,115140,for,0.9938249979168176,0.0013365625636652,for,0.7193120111478493,0.2723251525312662,for,0.6715642545605078,0.3204226829111576
76,115184,for,0.9988756706588902,0.0,mot,0.0,0.9989169386681168,for,0.9944946360774338,0.0
77,115195,for,0.9959831492742524,0.0,for,0.6771242067334242,0.3161672633141279,for,0.9895146361086518,0.0032447981648147
78,115203,for,0.9970693796640262,0.0,mot,0.0068595008924603,0.989404575433582,for,0.8187538385391235,0.1729329386726021
79,115216,for,0.9960765377618372,0.0,for,0.9633151292800904,0.0297665310790762,for,0.9901504354784264,0.0011763400398194
80,115217,for,0.9974313254933804,0.0,mot,0.1760121285915374,0.8172503472305834,for,0.9944668558309786,0.0
81,115221,for,0.994952956410998,0.0,for,0.9913042455445976,0.0011147063923999,for,0.9925597729015864,0.0
82,115232,for,0.9984500301070512,0.0,mot,0.0250259842723608,0.9717109620105476,for,0.9941152306855656,0.0008508168975822
83,115240,for,0.9986714518163352,0.0,for,0.9438417467172258,0.049504701863043,for,0.9970161106903106,0.0
84,115430,for,0.9988919085735688,0.0,for,0.9001698889187537,0.0953048268565908,for,0.9984262867619692,0.0
85,115392,for,0.9976840797171462,0.0,mot,0.1521403789520263,0.840786277782172,for,0.9960966669314076,0.0
86,115400,for,0.9989765338395956,0.0,for,0.9936704516294412,0.0003009765641763,for,0.9988267208791513,0.0
87,115420,for,0.996315928772674,0.0,for,0.9959168680361472,0.0,for,0.997725071865716,0.0
88,115446,for,0.9985988779662875,0.0,mot,0.0,0.9975094835972412,for,0.9976903602364472,0.0
89,115455,for,0.9961298251291736,0.0,for,0.9946088665165008,0.001801656326279,for,0.9966363509884104,0.0002661636099219
90,115464,for,0.996839111787267,0.0,mot,0.0023845587857067,0.9937642489094288,for,0.9854934741742908,0.0045550158247351
91,115473,for,0.9896340915001928,0.0,for,0.9827299272292294,0.007734250742942,for,0.9887640567030758,0.0008787352708168
92,115482,for,0.99614777934039,0.0,for,0.9930677403754088,0.0033370633609592,for,0.9946554334892426,0.0001771349343471
93,115491,for,0.8863418698310852,0.0317844673991203,for,0.937893866095692,0.0269486978650093,for,0.962096427101642,0.0064430269412696
94,115520,for,0.9981492587612592,0.0,for,0.9031829572631976,0.0902864967938512,for,0.9980497130309232,0.0
95,115532,for,0.9981032855721425,0.0,for,0.9961453633150086,0.0002329715061932,for,0.9991440012454404,0.0
96,115550,for,0.9990604612321476,0.0,for,0.994731876300648,0.0008718610624782,for,0.9988899251984548,0.0
97,1156824,for,0.9985239526431542,0.0,mot,0.0499289818108081,0.945651519112289,for,0.9960848110495136,0.0
98,1156914,for,0.9974862438612035,0.0,for,0.9848315719864332,0.0066320458427071,for,0.996284103486687,0.0
99,1156918,for,0.9972504414618016,0.0,mot,0.284262090921402,0.7083705766126513,for,0.9901487015886232,0.0027784896083176
100,1156919,for,0.9655872017610818,0.026334295165725,for,0.9914037575945258,0.0032235733233392,for,0.991625605034642,0.0019869410898536
101,1156922,for,0.9984385974894394,0.0,mot,0.0816365778446197,0.9105946384370328,for,0.9970482842327328,0.0
102,1157020,for,0.9960743470583112,0.0,mot,0.0,0.9970480841584504,mot,0.1389978379011154,0.8543050102889538
103,1157021,for,0.9984672997452436,0.0,mot,0.0,0.9991811014697304,for,0.9931397192412988,0.0
104,1157115,for,0.9992885243264028,0.0,mot,0.0006037316634319,0.995217093732208,for,0.9983706464627176,0.0
105,1157216,for,0.99847801157739,0.0,mot,0.0125132640823721,0.9819820679258556,for,0.9979567208283696,0.0
106,1157217,for,0.9984589901505388,0.0,mot,0.0031017437577247,0.9920510540250688,for,0.997774586568994,0.0
107,1157427,for,0.9973334284732118,0.0,for,0.9595133662223816,0.0357851667213253,for,0.5911433696746826,0.3996730297803879
108,1157610,for,0.9379214644432068,0.0523927251342684,for,0.7698938846588135,0.2233119206503033,for,0.9951911420212128,0.0
109,1157711,for,0.9982022887925268,0.0,mot,0.0024572354741394,0.9930755844106898,for,0.9970892738201655,0.0
110,115796,mot,0.0004971711314283,0.996471540769562,mot,0.0565709993243217,0.9337346265092492,mot,0.0011172543745487,0.9943655021488668
111,115797,for,0.8023642301559448,0.1887956145219504,mot,0.002639265730977,0.993965310859494,mot,0.016281796619296,0.9783650867175312
112,115803,for,0.9983206600882112,0.0,for,0.7119446992874146,0.2829046612605452,for,0.9982487794477491,0.0
113,115818,for,0.9963187519460917,0.0010750532383099,mot,0.1172754094004631,0.8753196336328983,mot,0.044110719114542,0.9490058291703464
114,115822,for,0.9894896558253096,0.0,for,0.9493753910064696,0.0364425851730629,for,0.9903584192506968,0.0
115,115824,for,0.9984687040268908,0.0,for,0.990659960429184,0.0031493371352553,for,0.9984027336031432,0.0
116,115825,for,0.9882967420853674,0.005021022632718,for,0.8968508471152745,0.0975607256405055,for,0.5239594578742981,0.463432339951396
117,1158325,for,0.9991780066302454,0.0,mot,0.0,0.997615770495031,for,0.9988742741406896,0.0
118,115850,for,0.9983580718981102,0.0,mot,0.32359379529953,0.6685871821828187,for,0.9967337736161426,0.0
119,115860,for,0.9970059820916504,0.0,for,0.9960107830702328,0.0016433756100013,for,0.9281629920005798,0.0636801259825006
120,115870,for,0.9985251969264936,0.0,mot,0.0393623150885105,0.9557639891281724,for,0.9983605751840514,0.0
121,115940,for,0.9986002042969632,0.0,for,0.88053098320961,0.1139928235206753,for,0.9983977210940792,0.0
122,115950,for,0.9985272257399628,0.0,for,0.9815046738367528,0.0010861837072297,for,0.9982294574074332,0.0
123,115960,for,0.997058215609286,0.0,for,0.8836705088615417,0.0948073996696621,for,0.9968408494023606,0.0
124,115961,for,0.9970666199806146,0.0,for,0.9859213276649824,0.0,for,0.9973128288183944,0.0
125,116033,for,0.9985265606665052,0.0,for,0.9840656226151624,0.0110846093739382,for,0.9974646602058784,0.0
126,116034,for,0.9981168826416252,0.0,for,0.7096665501594543,0.2824721536599099,for,0.9961293373489752,0.0
127,116035,for,0.9975235351594164,0.0,for,0.7659289240837097,0.228203106787987,for,0.9965235835989006,0.0005863351980224
128,116036,for,0.9960867986083032,0.0,for,0.9821511621121316,0.0084847137331962,for,0.996229402750032,0.0
129,116042,for,0.9944023359566928,0.0,for,0.9951705090934412,0.0002786121913231,for,0.9961258037947118,0.0
130,116050,for,0.9977427729172632,0.0,for,0.9241920285858214,0.067720330436714,for,0.997194138384657,0.0
131,116061,for,0.9986649476340972,0.0,for,0.8902215143898502,0.1047180230962112,for,0.997709170973394,0.0
132,116072,for,0.9988078022361152,0.0,for,0.9924847999354824,0.0003854863171,for,0.9987360188315506,0.0
133,116073,for,0.9954784312285484,0.0008196558337658,mot,0.451580137014389,0.5412034848704934,for,0.8541325330734253,0.1399900997057557
134,116081,for,0.9895350344013424,0.0,for,0.9396512508392334,0.010939541272819,for,0.9906598670932,0.0
135,116090,for,0.9991237209760584,0.0,mot,0.0,0.9982640763628297,for,0.998879058577586,0.0
136,116091,for,0.9959564922610298,0.0,for,0.964406305225566,0.0303534489357844,for,0.9962051533802878,0.0
137,116092,for,0.999004784040153,0.0,for,0.9926703354576604,0.0031558426562696,for,0.9990545666078106,0.0
138,116093,for,0.9984534299583174,0.0,for,0.984293502930086,0.0094932215288281,for,0.9983268463402056,0.0
139,116094,for,0.9967367033823392,0.0,for,0.9629834449151532,0.0313635896891355,for,0.9944543194724248,0.0009201012435369
140,116131,for,0.9975157846929504,0.0,for,0.988577085081488,0.0004565163399092,for,0.9969026091275736,0.0
141,116142,for,0.9988312320492696,0.0,mot,0.1164741292595863,0.8771027459297329,for,0.998418243660126,0.0
142,116153,for,0.998202075716108,0.0,for,0.9956459756940604,0.0,for,0.998263840767322,0.0
143,116193,for,0.9967148285286384,0.0,for,0.9923777083167806,0.0001765830238582,for,0.997488656299538,0.0
144,116194,for,0.998276014230214,0.0,for,0.9954437735141256,0.0,for,0.9978908936936932,0.0
145,116211,for,0.9991821980802342,0.0,mot,0.0181789211928844,0.97817322332412,for,0.9987585262279026,0.0
146,116212,for,0.9929763354593888,0.0001648126781219,mot,0.0176266692578792,0.9786834639962764,for,0.9929705723188818,0.0006673494935967
147,116280,for,0.9936360369320028,0.0,for,0.7353246212005615,0.2582610980607569,for,0.9927299417904578,0.0006991382688283
148,116314,for,0.991448262007907,0.0,for,0.8035323774674907,0.1869851732626557,for,0.7349377389764413,0.2555625792592764
149,116315,for,0.9929902080912144,0.0,for,0.8786003743298352,0.1122550461441278,for,0.8948799157515168,0.0961876348592341
150,116316,for,0.9929917086847126,0.000527158670593,for,0.7282984700286761,0.2619857424870133,mot,0.4623187392717227,0.5283866077661514
151,116327,mot,0.0094763403758406,0.9834309646394104,mot,0.0519551932811737,0.9386747926473618,mot,0.0020701680332422,0.9926738679641858
152,116330,for,0.9915079085621984,0.0003532301052473,for,0.7755734161473811,0.2137437164783477,mot,0.0634634047746658,0.9271304691210388
153,116331,for,0.9894546223804356,0.0049444888718426,mot,0.225928857922554,0.7635319232940674,mot,0.0069320215843617,0.9860970852896572
154,116332,for,0.9959449388552456,0.0,for,0.6554766297340393,0.3394495705142617,for,0.9831297667114997,0.0030308852437883
155,1163615,for,0.9969190325937234,0.0,for,0.9952388679375872,0.0,for,0.9974306267540668,0.0
156,1163616,for,0.9978952910751104,0.0,for,0.9889620307367296,0.0017203007591888,for,0.997592346095189,0.0
157,1163617,for,0.9945871180825634,0.0,for,0.9797758464701474,0.0053663719445466,for,0.9939141916111112,0.0
158,1163714,for,0.998657746673416,0.0,mot,0.0006332627963274,0.9957143721403554,for,0.9978197353193536,0.0
159,116389,for,0.9960396009118996,0.0,mot,0.1759815514087677,0.817382799461484,for,0.9941395183559508,0.0004449865082278
160,1163810,for,0.997215377545217,0.0,for,0.9699871651828288,0.0217401832342147,for,0.996024681138806,0.0
161,1163811,for,0.9848635110538452,0.0011501217959448,for,0.8499338676920161,0.1425678068771958,for,0.9911051230155864,0.0
162,1163812,for,0.9978394007775933,0.0,mot,0.121032029390335,0.8715641517192125,for,0.996558092534542,0.0
163,1163813,for,0.998321749684692,0.0,mot,0.0,0.9961158550577238,for,0.9969397782697342,0.0
164,116396,for,0.7579573392868042,0.2325300038792193,mot,0.0017728159436956,0.9948216861812398,mot,0.0290738847106695,0.964950890513137
165,116397,for,0.997960607521236,0.0,for,0.99482855014503,0.0014941323315724,for,0.9980725128552876,0.0
166,116398,for,0.9981915370735804,0.0,for,0.97598708642181,0.0162813822971656,for,0.997920885849453,0.0
167,116401,for,0.9837254694430158,0.0084354542195796,for,0.9428036105819046,0.0485041411593556,mot,0.0043165585957467,0.9873208098579198
168,116402,for,0.9889426855370402,0.0018621493363752,for,0.5454970002174377,0.4458608445711434,for,0.97642611770425,0.0156448180787265
169,116404,for,0.992377111222595,0.0,for,0.9903312055394052,0.0027770511806011,for,0.995563995325938,0.0
170,116405,for,0.8800059813074768,0.10830785240978,mot,0.0017123146681115,0.9927200512029232,mot,0.2079917639493942,0.7811038186773658
171,116521,for,0.9983975102659316,0.0,mot,0.0,0.9982838291907684,for,0.9936668632435612,0.0015402629505842
172,116522,for,0.9984978794200288,0.0,mot,0.0007637151866219,0.9962553199147806,for,0.9976165591870084,0.0
173,116523,for,0.9965109882687102,0.0,mot,0.4011739492416382,0.5900884922593832,for,0.9907607458299026,0.0023221662268042
174,116535,for,0.998677107887488,0.0,mot,0.0095046740025281,0.9862167227547616,for,0.9983034153883636,0.0
175,116536,for,0.9983437497648991,0.0,mot,0.0167770721018314,0.9773443441372364,for,0.997509568114765,0.0
176,116537,for,0.9976737153119756,0.0,for,0.9821318173781036,0.0028090521227568,for,0.996949064945511,0.0
177,116543,for,0.99901047131425,0.0,for,0.9875296566169708,0.0027927255723625,for,0.998836060443864,0.0
178,116544,for,0.998216119420249,0.0,mot,0.1712229251861572,0.8232936598360538,for,0.996579711092636,0.0
179,116561,for,0.9990855930445832,0.0,for,0.9929612553096376,0.001457339967601,for,0.9990265640444704,0.0
180,116562,for,0.9991080076651996,0.0,for,0.9356933177332394,0.0581868892768397,for,0.9988567645632428,0.0
181,116588,for,0.995287631638348,0.0,mot,0.3079214096069336,0.6823067832738161,for,0.98608042311389,0.0050861123017966
182,116596,for,0.9962122155120596,0.0,for,0.9894510331796482,0.0033482036087661,for,0.9946929721627384,0.0
183,116597,for,0.996402404634864,0.0,for,0.982423082459718,0.0039091957733035,for,0.995882657764014,0.0
184,116604,for,0.9987222345953342,0.0,mot,0.0,0.996705730445683,for,0.9962130357744172,0.0
185,116605,for,0.998581942927558,0.0,for,0.9887224337435327,0.002648297464475,for,0.9982349630154204,0.0
186,116629,for,0.9985005907947198,0.0,for,0.9941816858481616,0.0006892748060636,for,0.998087541323912,0.0
187,1166511,for,0.9972932357413812,0.0,for,0.6350152492523193,0.3554619299247861,for,0.9937178223044612,0.0001898104237625
188,1167316,for,0.9858642589533702,0.0086523247882723,mot,0.0,0.9977718556765468,mot,0.0,0.9971427666023374
189,1167317,for,0.994197373976931,0.0011996219400316,mot,0.0,0.99765906407265,mot,0.0,0.9962487441662232
190,1167318,for,0.998841222088231,0.0,mot,0.0,0.9988123965449632,for,0.9985069818794728,0.0
191,1167319,for,0.9980185628664912,0.0,for,0.9852721695788204,0.0061310091987252,for,0.9981461681018118,0.0
192,1167320,for,0.9955505976686254,0.0,mot,0.0131191276013851,0.9816627653781324,mot,0.3989622890949249,0.5925803766585886
193,1167415,mot,0.0364408530294895,0.9594773636199534,for,0.9940968731534668,0.003527203341946,mot,0.0544922165572643,0.9398884165566416
194,1167512,for,0.9963456512778066,0.0,mot,0.0,0.9973049678374082,for,0.9886477348627524,0.0005587515188381
195,1167513,for,0.9892646598746068,0.0049887979403138,for,0.9960338612436316,0.001416954328306,for,0.6946069002151489,0.2985462439246475
196,1167514,mot,0.0015163506614044,0.9965887505095452,mot,0.0013899370096623,0.9949569606687874,mot,0.0005083938594907,0.9962587968911976
197,1167611,for,0.9975946373306216,0.0007124519906938,for,0.4929290052969008,0.5022834278643131,mot,0.0067442497238516,0.9887559518683702
198,1167710,for,0.997398092818912,0.0,mot,0.0010623979615047,0.9916621965821832,for,0.9942324018338696,0.0
199,116789,mot,0.0062369089573621,0.9873314085416496,for,0.9894101799000056,0.0022277599200606,for,0.9868107677903026,0.0019135012989863
200,116791,for,0.999164140674111,0.0,for,0.9975018632831052,0.0,for,0.9992154173305609,0.0
201,116792,for,0.9980854381719836,0.0,for,0.9857248610351236,0.0035250976216048,for,0.9978514181639184,0.0
202,116793,for,0.9984279940254056,0.0,for,0.6601175665855408,0.3299358878284693,for,0.9971661709132604,0.0
203,116794,for,0.9980508490116335,0.0,for,0.9949571588076652,0.0002518316032364,for,0.9986182367647416,0.0
204,116795,for,0.998494556202786,0.0,for,0.994742616545409,0.0003519394958857,for,0.9987282558831794,0.0
205,116796,for,0.9937580064870416,0.0002717156312428,for,0.9499431848526,0.037595052504912,for,0.9749282655538992,0.0053118881769478
206,116797,for,0.9980895927292296,0.0,for,0.9909725342295131,0.0045864759013056,for,0.9980481973470888,0.0
207,116798,for,0.9968387122498824,0.0,mot,0.0227114483714103,0.970187498256564,mot,0.0165159124881029,0.9780192985199392
208,116880,for,0.997050447273068,0.0,mot,0.0011277609737589,0.9961174360942096,for,0.9935496082762256,0.0004046123358421
209,1169118,for,0.9952819107566028,0.0,for,0.9912284479360096,0.0,for,0.9919977909885348,0.0
210,1169119,for,0.997768531437032,0.0,for,0.9897686206386423,0.0056553273461759,for,0.996480165864341,0.0
211,1169120,for,0.988998061104212,0.0017099218675866,for,0.9787636759574524,0.0146220959722995,mot,0.3845601379871368,0.6089183306321502
212,1169217,for,0.98455291101709,0.0,for,0.7552288770675659,0.1375373899936676,for,0.991466444451362,0.0
213,1169313,for,0.8372586965560913,0.1272685495205223,for,0.9856413353700192,0.0013582082465291,for,0.9906365160131828,0.0
214,1169411,for,0.9989346758229658,0.0,for,0.9930224132258444,0.001117581850849,for,0.9984337726491505,0.0
215,1169412,for,0.9982018656810396,0.0,for,0.9852594681433402,0.0068963845260441,for,0.9971726605799632,0.0
216,1169414,for,0.9941743337549268,0.0003747725859284,for,0.969803189917002,0.0254904098110273,for,0.9928875644691288,0.001108408672735
217,1169415,mot,0.0003721272805705,0.9956550321076064,for,0.9959175164694898,0.0,for,0.9902832230436616,0.0003142563800793
218,116958,for,0.9985512419370934,0.0,mot,0.0,0.9988944109063596,for,0.9773550722165965,0.0162879005074501
219,116959,for,0.9983737831935288,0.0,mot,0.0012287040008231,0.9954263258259743,for,0.994684996199794,0.0
220,1169510,for,0.9991161502839532,0.0,mot,0.0008011342142708,0.9975577706936748,for,0.998914251300448,0.0
221,116967,mot,0.0020190926734358,0.9922723623458296,for,0.9485024407040328,0.0411588579881936,for,0.7537184953689575,0.2295267041772604
222,116971,for,0.9853592612780632,0.0089557026221882,mot,0.0184436999261379,0.9789282416459172,for,0.9780999799841084,0.0159429971827194
223,116972,mot,0.0,0.9983708569779992,for,0.5465896757086739,0.448233837261796,mot,0.0,0.9975430057384074
224,116973,for,0.9984999738589976,0.0,mot,0.067405380308628,0.9204192999750376,for,0.9976240406540456,0.0
225,116974,for,0.9938777685165404,0.0,for,0.9414092613151296,0.0486848336877301,for,0.9914288842119277,0.0009311530156992
226,116976,for,0.995890625170432,0.0,for,0.7868573069572449,0.2083324501290917,for,0.9734973395243288,0.0186724476516246
227,117000,for,0.9947238414897585,0.0,for,0.9976546751786372,0.0,for,0.9965652877945104,0.0
228,117112,for,0.9936763739970048,0.0009200125350616,mot,0.2178839594125747,0.7767138266935945,for,0.9837308965506965,0.0104232970625162
229,117121,for,0.998306291992776,0.0,for,0.9961786642379592,0.0,for,0.9970015145954676,0.0
230,1171421,for,0.6279205575119704,0.3651314545422792,mot,0.0081318002194166,0.9881999704521148,mot,0.0079907150939106,0.9852690361440182
231,1171517,for,0.9967193902120924,0.0,mot,0.0053513613529503,0.9896168087143452,for,0.9949588788440452,0.0010936650214716
232,1171519,for,0.9971493672346696,0.0,mot,0.0015664169332012,0.9950700973859056,for,0.993157726887148,0.0020716865547001
233,1171616,for,0.9982787626431672,0.0,mot,0.0,0.9971245182678103,for,0.9975992272302392,0.0
234,1171618,for,0.998576083155058,0.0,for,0.6352787613868713,0.3562876866199076,for,0.9983309898307198,0.0
235,1171620,for,0.9986137523083016,0.0,for,0.6840746998786926,0.3085013059899211,for,0.998187914781738,0.0
236,1171715,for,0.998986222766689,0.0,mot,0.2517401874065399,0.7432788563892245,for,0.9987605091009756,0.0
237,117189,for,0.9969977421569638,0.0,for,0.9937658796552568,0.0028342513833194,for,0.9941515580867416,0.0
238,1171810,for,0.9987998228461948,0.0,for,0.9708847999572754,0.0248180178459733,for,0.998736960678798,0.0
239,117196,mot,0.0020565825980156,0.9942893313709646,mot,0.1318713277578354,0.8633151871617883,mot,0.01377091743052,0.9819823995931074
