,id,NorskGPT_left_vote,NorskGPT_left_for_prob,NorskGPT_left_against_prob,NorskGPT_right_vote,NorskGPT_right_for_prob,NorskGPT_right_against_prob,NorskGPT_center_vote,NorskGPT_center_for_prob,NorskGPT_center_against_prob
27,114813,for,0.3452548831701278,0.3790412843227386,mot,0.2347464859485626,0.4558101743459701,mot,0.3326393365859985,0.4112457484006881
28,114814,for,0.3707942217588424,0.2868288308382034,mot,0.2220463454723358,0.4402464032173157,for,0.3418167755007744,0.3571876138448715
29,114821,for,0.582153894007206,0.1196799650788307,for,0.443461038172245,0.2322496622800827,for,0.5765465646982193,0.1277750097215175
30,114848,for,0.4043671116232872,0.2694701552391052,for,0.3120916709303856,0.3487288355827331,for,0.4163020849227905,0.2710676193237304
31,114849,for,0.3959870114922523,0.2840818613767624,mot,0.2452945932745933,0.4367064386606216,for,0.3371153548359871,0.3864588588476181
32,114854,for,0.3999054506421089,0.1739557012915611,for,0.3175235316157341,0.2371715977787971,for,0.3962698131799698,0.1990797668695449
33,114863,for,0.4524134248495102,0.0616631954908371,for,0.4294260740280151,0.1069563776254654,for,0.4736654013395309,0.0601321943104267
34,114865,for,0.3947267383337021,0.191002182662487,for,0.3439868837594986,0.2263971865177154,for,0.416023924946785,0.1896108910441398
35,114866,for,0.3842902779579162,0.2001531645655632,for,0.2969008460640907,0.2821711152791977,for,0.3878504633903503,0.1942726746201515
36,114867,for,0.3945440128445625,0.1573957428336143,blank,0.2920612543821335,0.2276709750294685,for,0.4106156304478645,0.1626293808221817
37,114872,for,0.3250056356191635,0.3279479295015335,mot,0.2292972579598426,0.409536674618721,for,0.3071958497166633,0.3721692115068435
38,114881,for,0.4512092992663383,0.2132348790764808,for,0.3969267979264259,0.2588971331715584,for,0.4654913619160652,0.2012638002634048
39,1148910,for,0.4935672432184219,0.1910759732127189,for,0.411240667104721,0.2387396320700645,for,0.5232783928513527,0.1706268414855003
40,114900,for,0.4797319918870926,0.0976136550307273,for,0.4199602156877517,0.2587880566716194,for,0.4969380423426628,0.1029051169753074
41,114914,for,0.3518241345882416,0.0819091349840164,for,0.3157730475068092,0.1104581505060195,for,0.3745060712099075,0.0789218544960022
42,114921,for,0.4644395709037781,0.1052344962954521,for,0.3505500853061676,0.2755788639187813,for,0.4780454635620117,0.17011359333992
43,114922,for,0.3833855018019676,0.1099311262369155,mot,0.2777958884835243,0.2589068189263344,for,0.3794062882661819,0.1282083839178085
44,114933,for,0.3474263995885849,0.193813256919384,for,0.2651507183909416,0.258386842906475,for,0.357972539961338,0.1941600143909454
45,114970,for,0.3466515243053436,0.262586772441864,for,0.3003677576780319,0.2944772318005562,for,0.3591123297810554,0.2498258203268051
46,114983,for,0.3889265954494476,0.1959287896752357,for,0.2782742008566856,0.268535815179348,for,0.3824227973818779,0.2300845459103584
47,114994,for,0.5287996083498001,0.1271145790815353,for,0.3623038232326507,0.2957037761807441,for,0.5111849308013916,0.1456611268222332
48,115001,for,0.3793213739991188,0.3160129338502884,mot,0.2734060660004616,0.4127427041530609,for,0.3691342696547508,0.3665311485528946
49,115002,for,0.4288558587431907,0.2432582750916481,mot,0.3023415580391884,0.3196722641587257,for,0.4343057423830032,0.2615462392568588
50,115015,for,0.4173153862357139,0.1746615320444107,for,0.3504926040768623,0.2511796876788139,for,0.4226609542965889,0.1696250662207603
51,115020,for,0.3832167387008667,0.2046337574720382,mot,0.2912673205137253,0.3213639408349991,for,0.3805926740169525,0.246257983148098
52,115030,for,0.2392374575138092,0.2122061774134636,blank,0.2151602022349834,0.2988926768302917,for,0.2277323603630066,0.2496959492564201
53,115031,for,0.4477227628231048,0.0925342515110969,for,0.3352343514561653,0.2658138126134872,for,0.4285506159067154,0.110546089708805
54,115032,for,0.4679630994796753,0.1686987206339836,for,0.3627828061580658,0.25650255382061,for,0.4632221311330795,0.1818358637392521
55,115033,for,0.4821013063192367,0.081020101904869,for,0.3681304454803467,0.2481233775615692,for,0.491733655333519,0.0808902159333229
56,115034,for,0.4244067892432213,0.160828948020935,for,0.331241637468338,0.2402426749467849,for,0.437131717801094,0.1551642753183841
57,115035,for,0.4043016731739044,0.0826844871044159,for,0.3379323631525039,0.2007930353283882,for,0.4158112108707428,0.0843516886234283
58,1150513,for,0.3526808172464371,0.3108830451965332,mot,0.2368827983736992,0.4216704368591308,for,0.3157614171504974,0.3742371648550033
59,1150514,for,0.3448172435164451,0.3365643620491028,mot,0.2249236702919006,0.4364605695009231,for,0.3647350706160068,0.3893025368452072
60,1150612,for,0.4536787644028663,0.220233105123043,for,0.3380064889788627,0.3477353602647781,for,0.4563963189721107,0.2415951192378997
61,1150710,for,0.4055384546518326,0.2055480927228927,for,0.2678176313638687,0.3267018049955368,for,0.4029746502637863,0.2397791594266891
62,115087,for,0.5507624298334122,0.0761220976710319,for,0.4418982416391372,0.195678599178791,for,0.5597676187753677,0.0723542645573616
63,115091,for,0.455540582537651,0.1691262759268283,mot,0.2645405158400535,0.377834290266037,for,0.4368630796670913,0.2058973088860511
64,115092,for,0.4076432809233665,0.2121070399880409,mot,0.2909470275044441,0.3068225532770157,for,0.4146777689456939,0.2273070216178894
65,115093,for,0.4840507954359054,0.1013322174549102,for,0.3709140419960022,0.2734855562448501,for,0.4878348857164383,0.1006229817867279
66,115094,for,0.3621811717748642,0.2330723255872726,mot,0.252177432179451,0.3367809504270553,for,0.3549528867006302,0.2790453433990478
67,115095,for,0.3729611486196518,0.2556379809975624,for,0.3189429342746734,0.3010923564434051,for,0.3957569599151611,0.2537693083286285
68,115096,for,0.4719643965363502,0.1247767210006713,for,0.3372956216335296,0.2192229330539703,for,0.469359241425991,0.1490276306867599
69,115098,for,0.525168776512146,0.0674287378787994,for,0.396129235625267,0.2028639838099479,for,0.5105507373809814,0.0741974860429763
70,115099,for,0.4665479958057403,0.0717150866985321,for,0.3616487085819244,0.2118458300828933,for,0.4642840921878814,0.1401994414627552
71,1151015,for,0.3257961794734001,0.3641272187232971,mot,0.2288648039102554,0.4298621565103531,for,0.2978610545396805,0.4240518063306808
72,1151111,for,0.3463108725845814,0.4263921529054642,mot,0.2510697245597839,0.4856057167053222,for,0.3253925889730453,0.4595703035593033
73,115120,for,0.4281094223260879,0.1050163060426712,mot,0.2838816940784454,0.3455230817198753,for,0.4384130537509918,0.1153922900557518
74,115130,for,0.3430454358458519,0.3324422687292099,for,0.2855399250984192,0.35828331112861633,for,0.3479600101709366,0.34391166269779205
75,115140,for,0.4151768088340759,0.1935288459062576,blank,0.2786257341504097,0.2587159425020218,for,0.404035709798336,0.2439735680818557
76,115184,for,0.4741927087306976,0.2301683574914932,mot,0.2580586746335029,0.4328058809041977,for,0.4130467772483825,0.3061044663190841
77,115195,for,0.3352911025285721,0.2951197773218155,mot,0.2258404269814491,0.3884113281965256,for,0.3091750591993332,0.3390287756919861
78,115203,for,0.3484585955739021,0.2909146845340729,mot,0.2586582601070404,0.3715156018733978,for,0.3463308960199356,0.3351086229085922
79,115216,for,0.3849690109491348,0.2834828123450279,mot,0.2850126177072525,0.3699867874383926,for,0.4442667253315449,0.2937487289309501
80,115217,for,0.4573411643505096,0.2011596336960792,mot,0.3503155708312988,0.2796808928251266,for,0.4596925377845764,0.2173282727599144
81,115221,for,0.4264085218310356,0.1642687693238258,for,0.309983491897583,0.2417035326361656,for,0.4243743419647217,0.187688760459423
82,115232,for,0.4040476530790329,0.277116134762764,mot,0.2879232838749885,0.3669544756412506,for,0.4124309420585632,0.2984947562217712
83,115240,for,0.4448429346084595,0.0922601744532585,mot,0.3057528138160705,0.2724330127239227,for,0.4361910372972488,0.1055618822574615
84,115430,for,0.5665277242660522,0.2097238302230835,for,0.4524400532245636,0.3061965554952621,for,0.5544640719890594,0.2164915055036544
85,115392,for,0.5089397206902504,0.1407117843627929,for,0.3986570537090301,0.2421202510595321,for,0.4998990446329117,0.1637988835573196
86,115400,for,0.5027678459882736,0.1502805203199386,for,0.4127692878246307,0.2091508954763412,for,0.5139947235584259,0.1436523050069809
87,115420,for,0.4143528267741203,0.2767483443021774,mot,0.2927752137184143,0.3671171069145202,for,0.4097448885440826,0.2780503183603287
88,115446,for,0.5106787085533142,0.0732886493206024,mot,0.3251470029354095,0.3082864060997963,for,0.4913951754570007,0.0933998599648475
89,115455,for,0.3558323979377746,0.3364372551441192,mot,0.2530501633882522,0.4141047298908233,for,0.3289961889386177,0.3757937401533127
90,115464,for,0.3717094510793686,0.1655789241194725,for,0.2967997714877128,0.2542536780238151,for,0.36349518597126,0.1917082294821739
91,115473,for,0.4352427795529365,0.1963685303926468,for,0.3079671710729599,0.2678259462118149,for,0.4321457296609878,0.2155278623104095
92,115482,for,0.5116737186908722,0.1820518299937248,for,0.402414932847023,0.2504578158259392,for,0.5161845088005066,0.1814341992139816
93,115491,for,0.3909185603260994,0.1873741969466209,blank,0.3084600046277046,0.2098504528403282,for,0.404580295085907,0.1906658858060836
94,115520,for,0.4103084728121757,0.1918595284223556,for,0.3179492279887199,0.254984438419342,for,0.410091370344162,0.1963058412075042
95,115532,for,0.4642403647303581,0.188298761844635,for,0.359778419137001,0.2599966898560524,for,0.4609293043613434,0.194732628762722
96,115550,for,0.4813345596194267,0.163977563381195,for,0.3803530111908912,0.2664451897144317,for,0.4874153733253479,0.1669338569045066
97,1156824,for,0.3688543066382408,0.2558605149388313,mot,0.2792994976043701,0.3513624221086502,for,0.3635728657245636,0.2770167216658592
98,1156914,for,0.4037292748689651,0.2000321447849273,mot,0.3071250766515732,0.2874569818377495,for,0.4198591858148575,0.2105542346835136
99,1156918,for,0.3532833009958267,0.2565170377492904,for,0.2849069461226463,0.2708972990512848,for,0.3553380519151687,0.2684428468346596
100,1156919,for,0.3352015390992164,0.1693488135933876,for,0.2973508685827255,0.2236612141132354,for,0.3474856540560722,0.1859852224588394
101,1156922,for,0.4069579467177391,0.0767822191119194,blank,0.2576149925589561,0.2660891488194465,for,0.3917919471859932,0.1799687519669532
102,1157020,for,0.3257075548171997,0.2045309692621231,mot,0.2474832236766815,0.3181537240743637,for,0.3157835826277733,0.2607515230774879
103,1157021,for,0.4747326076030731,0.2139053270220756,mot,0.2523119375109672,0.4708776026964187,for,0.4382156282663345,0.2706003934144974
104,1157115,for,0.4331515431404114,0.0807665437459945,mot,0.2791311144828796,0.3326765298843384,for,0.4252323061227798,0.0971202999353408
105,1157216,for,0.4538731426000595,0.0707746148109436,for,0.332608163356781,0.2167281880974769,for,0.4584544003009796,0.077532835304737
106,1157217,for,0.4420511126518249,0.1645048782229423,for,0.3257350772619247,0.3140526637434959,for,0.4403305500745773,0.19593146443367
107,1157427,for,0.4138989374041557,0.2297843098640442,mot,0.3065266832709312,0.3517649918794632,for,0.4775767140090465,0.2507173717021942
108,1157610,for,0.4580234810709953,0.2073306441307068,for,0.3978508710861206,0.2344237491488456,for,0.5350122563540936,0.1845653802156448
109,1157711,for,0.446002334356308,0.1824161410331726,for,0.3495194613933563,0.2613699361681938,for,0.4533946514129638,0.1819332838058471
110,115796,for,0.3959317728877067,0.328144297003746,mot,0.2919587418437004,0.3953702598810196,for,0.3837629929184913,0.3622219711542129
111,115797,for,0.3195536360144615,0.4019181281328201,mot,0.254831314086914,0.4030067324638366,for,0.3084759190678596,0.4155325144529342
112,115803,for,0.3659404516220093,0.3325004428625107,mot,0.2580012306571007,0.4096257239580154,for,0.3520566821098327,0.3698538094758987
113,115818,for,0.3719925172626972,0.3162415772676468,for,0.2807783782482147,0.3562314510345459,for,0.3486714288592338,0.3546112030744552
114,115822,for,0.4147209599614143,0.1942072734236717,for,0.3058539405465126,0.2700449377298355,for,0.4258348047733307,0.1883323788642883
115,115824,for,0.3723474517464638,0.2094947174191475,mot,0.2884388342499733,0.2935482487082481,for,0.3602640330791473,0.2478601485490799
116,115825,for,0.4220590516924858,0.2890657484531402,mot,0.3001404702663421,0.391782596707344,for,0.4172844588756561,0.317010223865509
117,1158325,for,0.5567317008972168,0.1392151974141597,for,0.3401848748326301,0.3216719478368759,for,0.5087684243917465,0.1963151842355728
118,115850,for,0.4127506911754608,0.2535996437072754,mot,0.3005879819393158,0.3361625671386719,for,0.4159948676824569,0.2802606970071792
119,115860,for,0.3948908522725105,0.3387337028980255,mot,0.2574223130941391,0.4170267283916473,for,0.3839107789099216,0.3758206367492676
120,115870,for,0.475338265299797,0.2425898239016533,for,0.349059909582138,0.358022391796112,for,0.5232894346117973,0.2528547570109367
121,115940,for,0.4445369094610214,0.1972721964120865,mot,0.3112687692046165,0.3541721850633621,for,0.4432240724563598,0.2110532894730568
122,115950,for,0.4048338085412979,0.1729530617594719,mot,0.2891736626625061,0.3218266069889068,for,0.4057009071111679,0.1226208209991455
123,115960,for,0.4694316461682319,0.1760217621922493,for,0.3573260605335235,0.2909352928400039,for,0.4924147576093673,0.1663929522037506
124,115961,for,0.4585870653390884,0.1658190712332725,for,0.3950253129005432,0.2067453935742378,for,0.4807009994983673,0.0942675098776817
125,116033,for,0.499893844127655,0.1731079071760177,for,0.348045065999031,0.2877034321427345,for,0.4912534356117248,0.1759512722492218
126,116034,for,0.4496539533138275,0.0920642092823982,mot,0.3197850584983825,0.2723875567317009,for,0.4254052191972732,0.106486976146698
127,116035,for,0.3417312502861023,0.3206417262554168,mot,0.2545139864087105,0.3486959487199783,for,0.3400082811713218,0.3240011930465698
128,116036,for,0.4264207482337951,0.1860597059130668,for,0.3524119108915329,0.2686693146824837,for,0.4474423080682754,0.1892153695225715
129,116042,for,0.4027275741100311,0.2345978841185569,for,0.3066140934824943,0.3125091642141342,for,0.4062869399785995,0.2414863631129264
130,116050,for,0.4799249172210693,0.1960004195570945,for,0.3543211221694946,0.2925749719142914,for,0.4835646748542785,0.2085472866892814
131,116061,for,0.458953395485878,0.1926429942250251,for,0.3761657923460006,0.3307402282953262,for,0.5154607892036438,0.2067951187491417
132,116072,for,0.5322617590427399,0.0785754770040512,for,0.4119602590799331,0.2445863336324691,for,0.5541068911552429,0.0776102542877197
133,116073,for,0.2987610176205635,0.4167981445789337,mot,0.2104010209441185,0.4720381945371628,mot,0.2802723236382007,0.4458897411823272
134,116081,for,0.4309506267309189,0.2190207839012146,for,0.3431455343961715,0.2896662205457687,for,0.4436570554971695,0.211841881275177
135,116090,for,0.4539992809295654,0.1777063310146331,for,0.3513332903385162,0.2960668429732322,for,0.4523242115974426,0.1851546019315719
136,116091,for,0.323748230934143,0.2766957655549049,mot,0.227837972342968,0.3330918848514557,for,0.3314668759703636,0.3004407584667206
137,116092,for,0.4235349893569946,0.2012254074215889,mot,0.2915640920400619,0.3177480325102806,for,0.4208482950925827,0.2099443525075912
138,116093,for,0.3022807314991951,0.3483809530735016,mot,0.2161912843585014,0.3934814184904098,for,0.2875807881355285,0.3596967756748199
139,116094,for,0.4032772146165371,0.3428642451763153,mot,0.2779880091547966,0.3999173492193222,for,0.4001604914665222,0.3552403002977371
140,116131,for,0.4765328019857406,0.1675266548991203,for,0.3994912430644035,0.2518458962440491,for,0.4943981766700744,0.1622607558965683
141,116142,for,0.44890908151865,0.0823308750987052,for,0.3500604182481766,0.2175696417689323,for,0.4341794997453689,0.0835920423269271
142,116153,for,0.444770947098732,0.1689695976674556,for,0.3542316555976867,0.2679839879274368,for,0.454115018248558,0.1762890852987766
143,116193,for,0.4568309336900711,0.0,for,0.3892670273780823,0.0890223160386085,for,0.4749734848737716,0.0
144,116194,for,0.4299229905009269,0.094567559659481,for,0.3175883814692497,0.2394425123929977,for,0.4080860465764999,0.1073901355266571
145,116211,for,0.4655810818076134,0.1579068601131439,for,0.3494105339050293,0.2460634410381317,for,0.4580742865800857,0.1734553277492523
146,116212,for,0.3704897537827492,0.2541990354657173,mot,0.277236707508564,0.3028894439339638,for,0.3584952503442764,0.2774743810296058
147,116280,for,0.3577895984053612,0.2922991812229156,mot,0.2624335438013077,0.3667763471603393,for,0.347921572625637,0.3094901144504547
148,116314,for,0.3817263841629028,0.2454617843031883,mot,0.2534148544073105,0.3631244599819183,for,0.4107198417186737,0.3151604980230331
149,116315,for,0.3730983734130859,0.2399595603346824,mot,0.2470585405826568,0.353150799870491,for,0.3363265469670295,0.3082826435565948
150,116316,for,0.4546465873718261,0.2302180901169777,mot,0.2584706023335457,0.3672483116388321,for,0.428144633769989,0.3014980405569076
151,116327,for,0.3061046786606312,0.4003193825483322,mot,0.2570646330714226,0.4179835021495819,for,0.3007351085543632,0.4150022566318512
152,116330,for,0.2998748421669006,0.3128634840250015,mot,0.2221371531486511,0.3659488260746002,for,0.2779520153999328,0.3689310103654861
153,116331,for,0.186980590224266,0.3238364309072494,mot,0.1942237988114357,0.376605287194252,mot,0.235978789627552,0.3864402621984482
154,116332,for,0.4214480705559253,0.3359439671039581,for,0.3428866043686867,0.3665792346000671,for,0.4190225526690483,0.3465425670146942
155,1163615,for,0.3645441010594368,0.2310240939259529,mot,0.2607524245977402,0.3257434964179992,for,0.3638449534773826,0.2553241476416588
156,1163616,for,0.4181467443704605,0.2055785283446312,mot,0.2977385520935058,0.3266169428825378,for,0.4126662388443947,0.2505471482872963
157,1163617,for,0.2679864466190338,0.2416998818516731,for,0.2536870315670967,0.3081736713647842,for,0.3355632200837135,0.2838401794433594
158,1163714,for,0.4527784883975982,0.0919825062155723,for,0.3502403199672699,0.2554428428411484,for,0.4521501958370209,0.0935108140110969
159,116389,for,0.405845396220684,0.1095671281218528,for,0.3011314794421196,0.244091548025608,for,0.4040084630250931,0.1141884252429008
160,1163810,for,0.4171904847025871,0.079057365655899,for,0.3245028629899025,0.2336709946393966,for,0.426111064851284,0.0958121791481971
161,1163811,for,0.3791595548391342,0.0790298581123352,for,0.3109187558293342,0.2198339253664016,for,0.3912245780229568,0.0911381021142005
162,1163812,for,0.4036396443843841,0.2202561125159263,mot,0.3047593832015991,0.3256250694394111,for,0.4055244028568268,0.2543054819107055
163,1163813,for,0.3756529167294502,0.2605556324124336,mot,0.2977925762534141,0.3302444666624069,for,0.3813677653670311,0.2709014415740967
164,116396,for,0.2993302643299103,0.3744074702262878,mot,0.2200882583856582,0.426833763718605,mot,0.3404322043061256,0.4077842533588409
165,116397,for,0.4264503270387649,0.2511661648750305,for,0.3271384611725807,0.3285599797964096,for,0.4093441441655159,0.269299529492855
166,116398,for,0.4297994449734688,0.2124488800764084,for,0.3398279100656509,0.2730593979358673,for,0.4303189218044281,0.2279330566525459
167,116401,for,0.3433162644505501,0.2899139076471329,mot,0.2665250599384308,0.3365241214632988,for,0.3395927250385284,0.3147478997707367
168,116402,for,0.3425432369112968,0.2225081473588943,blank,0.2520335242152214,0.2688249945640564,for,0.3565886169672012,0.2413550764322281
169,116404,for,0.4076521694660187,0.2053484544157982,for,0.2961163073778152,0.3195810467004776,for,0.4157217368483543,0.2258019670844078
170,116405,for,0.3261292278766632,0.3512752950191498,mot,0.2481194511055946,0.3566752821207046,for,0.3701062723994255,0.3658748567104339
171,116521,for,0.2209971994161605,0.1786036789417266,for,0.1500187665224075,0.2495889440178871,for,0.204258993268013,0.2079373002052307
172,116522,for,0.3666569516062736,0.1766118630766868,for,0.2899221703410148,0.2376270443201065,for,0.3703851029276848,0.1857605651021003
173,116523,for,0.3774053528904915,0.2299089878797531,mot,0.2727673128247261,0.3390026539564132,for,0.3530013933777809,0.2655952870845794
174,116535,for,0.3926256671547889,0.2287988811731338,for,0.3184761628508568,0.2732911854982376,for,0.4101049974560737,0.2225233018398285
175,116536,for,0.4326447248458862,0.2012393698096275,mot,0.2948341369628906,0.3520717322826385,for,0.404328353703022,0.2455645054578781
176,116537,for,0.4080983847379684,0.0784637406468391,for,0.3137061521410942,0.2115781009197235,for,0.4059378951787948,0.084686204791069
177,116543,for,0.3681076243519783,0.0,ke,0.2810332775115967,0.1118339300155639,ke,0.3282091915607452,0.0497385486960411
178,116544,for,0.399616502225399,0.2341188713908195,for,0.2866905331611633,0.3466947227716446,for,0.3880778327584266,0.2586201429367065
179,116561,for,0.6054512560367584,0.1338125541806221,for,0.4690481573343277,0.2235772907733917,for,0.6477943919599056,0.1190346777439117
180,116562,for,0.5873757600784302,0.0546108707785606,for,0.47505584359169,0.175169188529253,for,0.59259232878685,0.05272101983428
181,116588,for,0.3806207552552223,0.2320203483104705,mot,0.2557802647352218,0.3391267359256744,for,0.3733522891998291,0.271353080868721
182,116596,for,0.457482673227787,0.2280328273773193,mot,0.2726366445422172,0.371791660785675,for,0.4552185460925102,0.264672115445137
183,116597,for,0.4411822482943535,0.1567155495285987,for,0.3331024348735809,0.2489873468875885,for,0.4305577874183655,0.183139182627201
184,116604,for,0.4264155998826027,0.2265969887375831,mot,0.2612480595707893,0.3944374024868011,for,0.3864732682704925,0.2877362295985222
185,116605,for,0.5190183818340302,0.1271681785583496,for,0.4040955454111099,0.2202594801783561,for,0.5167556554079056,0.078441672027111
186,116629,for,0.6894277222454548,0.0744144320487976,for,0.5552490428090096,0.23097775131464,for,0.6681933887302876,0.1279224343597889
187,1166511,for,0.5440527647733688,0.2364377751946449,for,0.4517835080623626,0.321061760187149,for,0.5386788472533226,0.2603659629821777
188,1167316,for,0.332883670926094,0.3258227705955505,mot,0.2337833419442176,0.3986138850450516,for,0.3061826527118683,0.3825198709964752
189,1167317,for,0.3918434455990791,0.2927873283624649,mot,0.2687373235821724,0.4127823263406753,for,0.3593911975622177,0.3566401600837707
190,1167318,for,0.4993443340063095,0.1854398474097252,mot,0.2715330719947815,0.4012491405010223,for,0.4508603811264038,0.2402306422591209
191,1167319,for,0.4392459988594055,0.2459379360079765,mot,0.3121189922094345,0.3469257652759552,for,0.4201010912656784,0.2722690105438232
192,1167320,for,0.3063636645674705,0.3035645186901092,mot,0.2218122035264969,0.3785184025764465,for,0.2968335598707199,0.3372044116258621
193,1167415,for,0.3531066104769707,0.286588579416275,mot,0.2350265234708786,0.4121263325214386,for,0.3376103267073631,0.3339586853981018
194,1167512,for,0.3714353814721107,0.1962626054883003,for,0.2840963676571846,0.2646548226475715,for,0.3706797361373901,0.2212712094187736
195,1167513,mot,0.2842544689774513,0.3966038376092911,mot,0.2223025411367416,0.4516968429088592,mot,0.2782181948423385,0.431353434920311
196,1167514,for,0.3263583108782768,0.2394924983382225,blank,0.265535831451416,0.2456471696496009,for,0.3376327976584434,0.2440791353583336
197,1167611,for,0.3380344659090042,0.2480165436863899,mot,0.2487124949693679,0.3114715740084648,for,0.30281563103199,0.3014477789402008
198,1167710,for,0.3342529535293579,0.1933701038360595,blank,0.250478059053421,0.3057080060243606,for,0.33248982578516,0.2335839495062828
199,116789,for,0.4318946301937103,0.2078215777873993,for,0.3549629300832748,0.2436829805374145,for,0.4386511743068695,0.2188570648431778
200,116791,for,0.5140833109617233,0.1919460296630859,for,0.4469557851552963,0.2405050843954086,for,0.5613102614879608,0.1606845408678054
201,116792,for,0.4381533861160278,0.1800321713089943,for,0.3268234506249428,0.2699302732944488,for,0.4929709993302822,0.1837872415781021
202,116793,for,0.4335795938968658,0.1684548705816269,for,0.3602825254201889,0.2466613054275512,for,0.4614760130643844,0.1560445874929428
203,116794,for,0.4978126138448715,0.0896069332957267,for,0.4309387058019638,0.1353945583105087,for,0.5115779340267181,0.0845843702554702
204,116795,for,0.5364462584257126,0.0832364782691001,for,0.3759688884019851,0.2887047380208969,for,0.5358911603689194,0.0877550169825553
205,116796,for,0.3076425902545452,0.3870779275894165,mot,0.2483481764793396,0.427207350730896,for,0.3003043904900551,0.4054694473743438
206,116797,for,0.4261732473969459,0.2309622541069984,for,0.326100617647171,0.3119813650846481,for,0.444753497838974,0.2230798453092575
207,116798,for,0.3588653579354286,0.2641538679599762,mot,0.2479990273714065,0.3409779369831085,for,0.3317373320460319,0.3179593086242676
208,116880,for,0.4045959264039993,0.3144637197256088,mot,0.2964936047792434,0.4193912297487259,for,0.3840731829404831,0.3564399033784866
209,1169118,for,0.511975534260273,0.13785982131958,for,0.3490966334939003,0.281852513551712,for,0.5018283426761627,0.1545263975858688
210,1169119,for,0.4396655559539795,0.0789968892931938,for,0.3405005484819412,0.2072799652814865,for,0.4460521936416626,0.0834353864192962
