,id,gpt-4o-mini_translate
142,116153,"The Storting asks the government to set demands on all partner countries regarding progress in the work for transparency, freedom of the press, freedom of expression, freedom of religion, and freedom of association."
143,116193,The Parliament requests the government to contribute to enabling elite athletes to pursue education by developing more tailored study programs.
144,116194,"The Parliament requests the government to ensure that educational institutions (universities, colleges, and vocational schools) develop more and tailored study programs."
145,116211,"The Parliament requests the government to contribute to ensuring that elite athletes and other groups with special needs for adapted study paths have the opportunity for tailored study plans, and that better arrangements are made for part-time students. In this context, the government is encouraged to investigate a change in the requirement of 50% study load to qualify for educational support from the Norwegian State Educational Loan Fund."
146,116212,The Parliament requests the government to allow elite athletes and others with special reasons to apply for educational support beyond eight years. This must be specifically justified and applied for at the Norwegian State Educational Loan Fund.
147,116280,"The Parliament requests the government to propose an amendment to Section 6 of the Boundary Act, introducing a provision that matters concerning boundary adjustments shall be submitted to the Parliament for decision when there is disagreement between the affected municipalities."
148,116314,The Storting requests the government to present a case for the repeal of the forced merger of Telemark and Vestfold counties.
149,116315,The Storting requests the government to present a case for the repeal of the forced merger of Oppland and Hedmark counties.
150,116316,The Parliament requests the government to present a case for the repeal of the forced merger of Hordaland and Sogn og Fjordane counties.
151,116327,"The Parliament requests the government to investigate the possibility of dividing Akershus into two and forming two counties on either side of the Oslofjord, and to propose this if the counties of Akershus, Østfold, and Buskerud support it."
152,116330,The Parliament requests the government to present a case for the repeal of the merger of Troms and Finnmark counties.
153,116331,"The Storting asks the government to present a case for the repeal of the merger of Østfold, Akershus, and Buskerud counties."
154,116332,"The Parliament requests the government to facilitate that the county councils in Hedmark, Oppland, Sogn og Fjordane, Hordaland, Vestfold, and Telemark make decisions on whether they wish to repeal the approved county mergers. In cases where one or both county councils decide that they want the approved county mergers to be repealed, the government is asked to present a case to the Parliament regarding the repeal of these county mergers."
155,1163615,"The Parliament requests the government to return with a report on the impact of digitalization on reading skills, reading experiences, language development, and language experience."
156,1163616,"The Parliament requests the government to return with a review of how children's and youth literature, as well as the professional environments related to it, can be strengthened."
157,1163617,The Parliament requests the government to return with a proposal regarding the future dissemination of children's and youth literature.
158,1163714,"The Parliament requests the government to ensure that the Norwegian Cultural Heritage Fund establishes a dedicated program for climate measures in heritage buildings from before 1950, and asks the government to return to the Parliament in the revised budget for 2019 with a proposal for funding for the project."
159,116389,"The Storting asks the government to initiate a state preservation program for medieval stone churches, with the goal that all Norwegian medieval churches should be restored by 2030, the 1000th anniversary of the Battle of Stiklestad."
160,1163810,The Parliament requests the government to initiate a state preservation program for the protected wooden churches built before 1650 that are not included in the stave church program.
161,1163811,The Parliament requests the government to initiate a state preservation program for churches worthy of protection built between 1650 and 1850.
162,1163812,"The Parliament requests the government, in the upcoming white paper on cultural heritage, to lay out a plan for how all counties/regions can have their own building preservation center under the auspices of local museums and/or voluntary cultural heritage organizations."
163,1163813,"The Storting asks the government in the announced cultural heritage report to return with a proposal for a ramp-up plan for the Norwegian Cultural Heritage Fund, so that the fund will receive 300 million kroner for distribution annually in the long term."
164,116396,The Parliament requests the government to convert the incentive scheme for international film and TV productions into a rule-based system and place it under the Ministry of Trade and Fisheries.
165,116397,"The Parliament requests the government, in the revised budget for 2019, to present an overview of how the changes in the cash benefit scheme have affected the labor participation of mothers and fathers during the period from August 1, 2018, to April 30, 2019."
166,116398,"The Parliament requests the government to continue the reporting obligation for food chains, so that product information suitable for digital solutions is available."
167,116401,The Parliament requests the government to consider reintroducing the Collection Register/Collection Control as a permanent measure under chapter 315 item 78 Various Permanent Measures.
168,116402,The Parliament requests the government to make the system for value-added tax compensation for the construction of sports facilities rule-based.
169,116404,The Parliament requests the government to conduct an external evaluation of the gift matching scheme and report back to the Parliament in an appropriate manner.
170,116405,"The Parliament requests the government, in connection with the state budget for 2020, to propose an increase in the size of the private copying compensation so that it corresponds to the scope of the scheme."
171,116521,"The Parliament requests the government to propose the establishment of a legal right to 100% VAT compensation or a zero rate for VAT for voluntary organizations, which should come into effect by the end of the parliamentary term 2017–2021."
172,116522,The Parliament requests the government to develop a plan for increasing compensation for value-added tax for voluntary organizations that achieves the goal of 100% compensation by the end of the parliamentary term 2017–2021.
173,116523,"The Parliament requests the government to ensure the right to full VAT compensation for all expenses related to new construction, maintenance, and rehabilitation of organization-owned buildings and facilities used in voluntary activities."
174,116535,"The Parliament requests the government to return to Parliament with a proposal for a designated increase in funding for municipal library operations over five years before the funding is included in the block grants to the municipalities. The increase should ensure that libraries have greater financial resources to provide what is required by the Public Libraries Act, and that they can maintain high activity levels and update themselves in response to the needs of the population."
175,116536,"The Parliament requests the government to return to the Parliament with a proposal for the establishment of a common national digital media budget for the purchase of access to digital resources, which should be made available at the country's public libraries, school libraries, and research and university libraries."
