,id,Mistral-instruct_A_vote,Mistral-instruct_A_for_prob,Mistral-instruct_A_against_prob,Mistral-instruct_H_vote,Mistral-instruct_H_for_prob,Mistral-instruct_H_against_prob,Mistral-instruct_Sp_vote,Mistral-instruct_Sp_for_prob,Mistral-instruct_Sp_against_prob,Mistral-instruct_FrP_vote,Mistral-instruct_FrP_for_prob,Mistral-instruct_FrP_against_prob,Mistral-instruct_KrF_vote,Mistral-instruct_KrF_for_prob,Mistral-instruct_KrF_against_prob,Mistral-instruct_MDG_vote,Mistral-instruct_MDG_for_prob,Mistral-instruct_MDG_against_prob,Mistral-instruct_SV_vote,Mistral-instruct_SV_for_prob,Mistral-instruct_SV_against_prob,Mistral-instruct_V_vote,Mistral-instruct_V_for_prob,Mistral-instruct_V_against_prob,Mistral-instruct_R_vote,Mistral-instruct_R_for_prob,Mistral-instruct_R_against_prob
13,114483,against,0,0.82214039,against,0,0.892898791,against,0,0.838503834,against,0,0.873353835,against,0,0.80721347,against,0,0.785650626,against,0,0.772739768,against,0,0.803057313,against,0,0.793543011
14,114613,against,0,0.831953615,against,0,0.90937943,against,0,0.878085565,against,0,0.901141908,against,0,0.753618687,against,0,0.7802196,against,0,0.772942975,against,0,0.838999387,against,0,0.780607104
15,114622,against,0,0.598639101,against,0,0.708984464,against,0,0.596289948,against,0,0.716701761,basedon,0,0.471649215,against,0,0.508754447,against,0,0.538904898,against,0,0.574752152,against,0,0.51491233
16,114631,against,0,0.947261106,against,0,0.968662288,against,0,0.964253588,against,0,0.973117592,against,0,0.928307697,against,0,0.941026673,against,0,0.949589739,against,0,0.943552138,against,0,0.95319942
17,114640,againstif,0.157208659,0.50525561,against,0.188270405,0.582314007,against,0,0.63754537,against,0.089367166,0.684447736,againstif,0.165845558,0.423622921,againstif,0.363399617,0.317774035,againstif,0.053974543,0.514073402,against,0.308363192,0.404909864,against,0.06588643,0.471711859
18,114722,against,0,0.810593467,against,0,0.898460887,against,0,0.848997787,against,0,0.883666217,against,0,0.698239043,against,0,0.75621786,against,0,0.698101953,against,0,0.842341736,against,0,0.772965737
19,114733,against,0,0.811412625,against,0,0.894467764,against,0,0.852194481,against,0,0.884017222,against,0,0.671682447,against,0,0.744378492,against,0,0.625102609,against,0,0.839155644,against,0,0.768404722
20,114741,against,0,0.720144629,against,0,0.782348908,against,0,0.765675291,against,0,0.835718751,against,0,0.656378143,against,0,0.688698299,against,0,0.691069037,against,0,0.684062861,against,0,0.754125565
21,114750,for,0.546075568,0.263765492,for,0.619812429,0.245779596,againstif,0.389052883,0.325704113,against,0.420470521,0.373410955,for,0.521363378,0.255325481,for,0.653017849,0.113154039,against,0.243035257,0.427265324,for,0.63842845,0.186986182,against,0.432665244,0.289729565
22,114805,against,0.047428116,0.839859337,against,0.050149474,0.857862167,against,0.028478099,0.86812,against,0.039044488,0.876199603,against,0.055772722,0.812544011,against,0.062579386,0.814669162,against,0,0.866474517,against,0.050488051,0.82796824,against,0.027175507,0.861577719
23,114806,against,0,0.676371902,against,0,0.74186933,against,0,0.697268665,against,0,0.754095003,against,0,0.595813453,against,0,0.571094573,against,0,0.621204287,against,0,0.653762333,against,0,0.648629442
24,114807,against,0,0.93070926,against,0.010442961,0.942965763,against,0,0.946241155,against,0,0.966787484,against,0,0.90136227,against,0,0.875138847,against,0,0.923144804,against,0,0.910235956,against,0,0.93469467
25,114808,against,0,0.662615821,against,0.067331508,0.657819316,against,0,0.703827977,against,0,0.726534843,against,0,0.562644422,against,0.063079119,0.558537409,against,0,0.658256538,against,0.073841475,0.579752244,against,0,0.663225204
26,114812,against,0.048185531,0.765773788,against,0.087220337,0.795030847,against,0,0.799345627,against,0.027949013,0.871478446,against,0.056344591,0.727744833,against,0.072191887,0.69566001,against,0,0.800392136,against,0.057972249,0.751556098,against,0,0.802129522
27,114813,against,0,0.727428615,against,0,0.809359834,against,0,0.809038624,against,0,0.863854479,against,0,0.656100266,against,0,0.69160755,against,0,0.719180062,against,0,0.72695601,against,0,0.70392786
28,114814,basedon,0,0.458094895,against,0,0.576167494,against,0,0.511091441,against,0,0.620765775,basedon,0,0.341993306,basedon,0,0.401899666,basedon,0,0.394294575,basedon,0,0.454012692,basedon,0,0.471710466
29,114821,against,0.040805101,0.833069533,against,0.062919319,0.857895851,against,0.034528714,0.841524467,against,0.031633858,0.865889728,against,0.045867495,0.827014074,against,0.066938862,0.792443812,against,0.02516038,0.872237265,against,0.076876268,0.823165506,against,0.025032669,0.862428725
30,114848,against,0.041282609,0.765091725,against,0.075758375,0.811165467,against,0,0.806250408,against,0.024064874,0.838652328,against,0.048389319,0.70921813,against,0.123556051,0.678918853,against,0,0.795565754,against,0.086864632,0.747052744,against,0,0.76733011
31,114849,basedon,0,0.179195009,basedon,0,0.39271374,basedon,0,0.146118924,basedon,0,0.229591206,basedon,0,0.12634718,basedon,0,0.130220033,basedon,0,0.074309461,basedon,0,0.193061419,basedon,0,0.129282236
32,114854,against,0,0.900384463,against,0,0.937401954,against,0,0.92082341,against,0,0.944534339,againstif,0,0.818073228,againstif,0,0.830769468,against,0,0.830673188,against,0,0.898278721,againstif,0,0.883064024
33,114863,againstif,0,0.301015288,againstif,0,0.523480341,basedon,0,0.259299904,blank,0,0.324220605,basedon,0,0.237223454,blank,0,0.131850228,basedon,0,0.161472663,basedon,0,0.272249818,basedon,0,0.211278304
34,114865,against,0,0.449560247,against,0,0.548059598,against,0,0.439200431,against,0,0.537440464,basedon,0,0.296052754,basedon,0,0.274632931,basedon,0,0.274515495,against,0,0.44338581,basedon,0,0.282959864
35,114866,against,0,0.79577361,against,0,0.842394829,against,0,0.835570961,against,0,0.865039572,against,0,0.740523264,against,0,0.727341421,against,0,0.797238611,against,0,0.781337619,against,0,0.796757549
36,114867,basedon,0,0.126835231,basedon,0,0.179601111,basedon,0,0.139330834,blank,0,0.155772775,basedon,0.04256874,0.044611655,basedon,0,0.083150871,basedon,0,0.044133849,basedon,0,0.118777312,basedon,0,0.099975079
37,114872,against,0,0.671040803,against,0,0.785652369,against,0,0.657733627,against,0,0.729819939,against,0,0.60086073,against,0,0.607701033,against,0,0.570771798,against,0,0.690047994,against,0,0.616354406
38,114881,against,0,0.519878186,against,0,0.594534442,against,0,0.554151103,against,0,0.615411416,against,0,0.444512844,against,0,0.472498134,against,0,0.554704197,against,0,0.514632203,against,0,0.528156057
39,1148910,against,0.061161768,0.827511296,against,0.05522551,0.848151863,against,0.031505939,0.855562925,against,0.036266122,0.892461564,against,0.065748185,0.806151278,against,0.099083342,0.75904654,against,0.038824093,0.853017882,against,0.063678108,0.810667172,against,0,0.883394159
40,114900,basedon,0,0.280072317,against,0,0.353256434,basedon,0,0.251433685,basedon,0,0.303050026,basedon,0,0.209708609,basedon,0,0.197249003,basedon,0,0.215341642,basedon,0,0.245059252,basedon,0,0.248357587
41,114914,againstif,0.176321797,0.417958006,againstif,0.264617279,0.468369894,against,0,0.525070906,against,0.065575086,0.54558295,against,0.084626272,0.365711972,against,0.212037288,0.314390525,against,0,0.49780491,against,0.221334368,0.355148703,against,0,0.448454328
42,114921,against,0.31666702,0.35991428,against,0.482074685,0.331028379,against,0.229670927,0.406869829,against,0.192840822,0.510718361,against,0.30024673,0.33963117,against,0.487641759,0.27060391,against,0,0.596784636,for,0.497180812,0.269996256,against,0.374460638,0.333630845
43,114922,against,0,0.266127557,against,0.12262544,0.301238745,basedon,0,0.281153664,against,0,0.324258983,basedon,0,0.206755467,basedon,0.081197731,0.120943666,basedon,0,0.265772395,basedon,0.108990051,0.124470539,basedon,0,0.206426427
44,114933,against,0.043228053,0.677990787,against,0.141161926,0.681591466,against,0,0.749654755,against,0,0.808057696,against,0.052795865,0.597597916,against,0.051122725,0.631912783,against,0,0.739849955,against,0.075109892,0.621570334,against,0,0.68136777
45,114970,against,0,0.947839996,against,0,0.963756226,against,0,0.953869231,against,0,0.970134825,against,0,0.900534369,against,0,0.938979462,against,0,0.942436039,against,0,0.940567989,against,0,0.944941066
46,114983,against,0,0.620683327,against,0,0.731612504,against,0,0.584623352,against,0,0.656816617,basedon,0,0.438954324,against,0,0.498428844,against,0,0.437270723,against,0,0.586081475,basedon,0,0.419408418
47,114994,against,0.155960724,0.594276682,against,0.206315693,0.652024865,against,0.0571335,0.69756747,against,0.048068095,0.799466349,against,0.139559761,0.552830577,against,0.219109029,0.488179371,against,0.043089718,0.686293572,against,0.233837105,0.544361755,against,0,0.715867057
48,115001,against,0,0.759614214,against,0,0.824934021,against,0,0.790965572,against,0,0.837887689,against,0,0.701660186,against,0,0.701840922,against,0,0.724501252,against,0,0.74176681,against,0,0.727537081
49,115002,against,0,0.586483389,against,0,0.687896609,against,0,0.617104381,against,0,0.770208541,against,0,0.507663846,against,0,0.519141793,against,0,0.52120395,against,0,0.579608202,against,0,0.580856234
50,115015,against,0.321974941,0.527217656,against,0.431618847,0.45243077,against,0.222265758,0.650079869,against,0.24619586,0.638843145,against,0.384918708,0.485381633,for,0.52155463,0.362984896,against,0.06624677,0.809436418,against,0.457330018,0.409582421,against,0.257473461,0.597278547
51,115020,against,0,0.562446967,against,0.061071508,0.618255056,against,0,0.587789476,against,0,0.704113863,against,0,0.395822138,against,0,0.399578378,against,0,0.438610345,against,0.068255506,0.43017371,against,0,0.526745915
52,115030,blank,0,0.244063303,against,0,0.515881978,blank,0,0.232379861,blank,0,0.251536258,blank,0,0.153818458,blank,0,0.168072008,blank,0,0.129117999,blank,0,0.220071413,blank,0,0.10711519
53,115031,against,0,0.68796891,against,0,0.76339069,against,0,0.718941703,against,0,0.746463045,against,0,0.531272873,against,0,0.562049195,against,0,0.523645505,against,0,0.625995368,against,0,0.577525407
54,115032,against,0.067224443,0.60694439,against,0.175979406,0.640903465,against,0.083513983,0.643312052,against,0.058396865,0.713152558,against,0.114546634,0.521764994,against,0.255435959,0.378135458,against,0,0.628370706,against,0.21592658,0.445431113,against,0.061650336,0.614014558
55,115033,against,0.060753115,0.568433627,against,0.120154258,0.6312984,against,0,0.627564698,against,0,0.676880389,against,0,0.556347705,against,0.089987755,0.357690185,against,0,0.633630328,against,0.074690096,0.524694413,against,0,0.539370626
56,115034,against,0,0.73119095,against,0,0.804690599,against,0,0.749279439,against,0,0.80212535,against,0,0.646336667,against,0,0.620999798,against,0,0.653529629,against,0,0.727381244,against,0,0.723252714
57,115035,against,0,0.822476216,against,0,0.903474921,against,0,0.791020185,against,0,0.873300508,against,0,0.72900337,against,0,0.73962944,against,0,0.744388722,against,0,0.81445311,against,0,0.798662469
58,1150513,against,0,0.798041731,against,0,0.930459127,against,0,0.838729285,against,0,0.914057158,against,0,0.694793716,against,0,0.739417896,against,0,0.643316135,against,0,0.850941285,against,0,0.663801238
59,1150514,against,0,0.827708274,against,0,0.915941913,against,0,0.871142857,against,0,0.913657013,against,0,0.781842828,against,0,0.785862654,against,0,0.787745506,against,0,0.85549031,against,0,0.77439788
60,1150612,against,0.085898362,0.451538309,against,0.084226482,0.607736483,against,0,0.564090103,against,0,0.674199104,basedon,0.09571401,0.385849029,against,0.102623448,0.405947253,against,0,0.454090759,against,0.083719492,0.513476357,against,0,0.523931429
61,1150710,against,0,0.598336682,against,0,0.749992475,against,0,0.640078783,against,0,0.724796861,against,0,0.468605697,against,0,0.488376111,against,0,0.491782494,against,0,0.629953623,against,0,0.553592578
62,115087,against,0.148534637,0.554589808,against,0.287574213,0.521517426,against,0.060507447,0.610927429,against,0.067222171,0.666512683,against,0.133552894,0.533630192,against,0.218043298,0.450029925,against,0,0.681861922,against,0.310466629,0.426636681,against,0.056236193,0.558498248
63,115091,against,0,0.739766493,against,0,0.827948824,against,0,0.806880504,against,0,0.875158189,against,0,0.64838811,against,0,0.640072919,against,0,0.665388368,against,0,0.715308383,against,0,0.725053325
64,115092,against,0.120983973,0.669490434,against,0.164567865,0.686496429,against,0.051266547,0.702374414,against,0.030793892,0.790890276,against,0.145704873,0.505712613,against,0.176970959,0.469941944,against,0,0.646831393,against,0.188265525,0.572770856,against,0,0.628078371
65,115093,against,0.238861576,0.499881685,against,0.363086492,0.454412445,against,0.151554488,0.624305516,against,0.148043506,0.681785226,against,0.274948895,0.437320203,against,0.41489996,0.363251343,against,0,0.718464062,against,0.395276994,0.388054773,against,0.177073635,0.554702833
66,115094,against,0,0.708778545,against,0,0.834250167,against,0,0.689486817,against,0,0.748218194,against,0,0.613346577,against,0,0.609890372,against,0,0.551255152,against,0,0.739954665,against,0,0.594866678
67,115095,against,0,0.865554363,against,0,0.922594685,against,0,0.901390743,against,0,0.926245257,against,0,0.83114475,against,0,0.813729294,against,0,0.815851152,against,0,0.852302819,against,0,0.874079566
68,115096,blank,0,0.289265789,againstif,0,0.412062451,blank,0,0.226428472,blank,0,0.321428798,basedon,0,0.23651462,blank,0,0.196864046,basedon,0,0.230544366,blank,0,0.273822382,blank,0,0.165445857
69,115098,for,0.698344037,0.108177803,for,0.780858528,0.064507797,for,0.608045533,0.14082703,for,0.560364544,0.214045197,for,0.649217829,0.110221513,for,0.777400611,0.042683657,for,0.481750309,0.211161718,for,0.739298314,0.058445714,for,0.608921185,0.130530227
70,115099,against,0.125984233,0.664205745,against,0.151792258,0.666382387,against,0.043947663,0.699940249,against,0.064297818,0.771921635,against,0.223503031,0.511333168,against,0.258378342,0.489887193,against,0,0.721593201,against,0.25757125,0.49687697,against,0,0.606806301
71,1151015,against,0,0.945455775,against,0,0.975018412,against,0,0.949909054,against,0,0.965576597,against,0,0.908897631,against,0,0.912895396,against,0,0.889319308,against,0,0.952936135,against,0,0.916590139
72,1151111,basedon,0,0.491157532,against,0,0.574317887,against,0,0.557359681,against,0,0.604474202,basedon,0,0.443539977,basedon,0,0.446313933,basedon,0,0.496151686,against,0,0.494137041,basedon,0,0.478126168
73,115120,against,0,0.824940063,against,0.015833072,0.877772048,against,0,0.852169022,against,0,0.854245365,against,0,0.772750311,against,0,0.765132375,against,0,0.797788881,against,0.023203529,0.803874224,against,0,0.822744131
74,115130,against,0,0.790822923,against,0,0.831799954,against,0,0.795764998,against,0,0.846797839,against,0,0.653517708,against,0,0.739603311,against,0,0.727103099,against,0,0.774700761,against,0,0.731052488
75,115140,against,0.215953238,0.550579518,against,0.294026375,0.503237978,against,0.120680638,0.60421443,against,0.127924513,0.712235317,against,0.21993003,0.397100985,for,0.4083369,0.294017255,against,0,0.567072928,against,0.279471092,0.439303406,against,0.108120553,0.538141958
76,115184,against,0.037766293,0.737408206,against,0.05375384,0.816089004,against,0,0.835915558,against,0,0.901775107,against,0,0.683673307,against,0.15444646,0.575879827,against,0,0.740659133,against,0.086053476,0.719093069,against,0.039126609,0.7071293
77,115195,against,0,0.798438028,against,0,0.896955971,against,0,0.870981555,against,0,0.920681354,against,0,0.792248353,against,0.035525564,0.748795137,against,0,0.799139246,against,0,0.824069371,against,0,0.761662528
78,115203,against,0,0.679152727,against,0,0.815444708,against,0,0.763093248,against,0,0.847385101,against,0,0.578668177,against,0,0.574634507,against,0,0.580988795,against,0,0.678702489,against,0,0.662710011
79,115216,against,0,0.888522126,against,0,0.920601971,against,0,0.908692412,against,0,0.923868399,against,0,0.847485244,against,0,0.858374814,against,0,0.887421202,against,0,0.868622795,against,0,0.828000903
80,115217,blank,0,0.25371518,against,0,0.434008799,blank,0,0.207950018,blank,0,0.420594819,basedon,0,0.230630077,blank,0,0.185719781,basedon,0,0.230192631,basedon,0,0.240173154,blank,0,0.187455051
81,115221,against,0.087140761,0.502815858,against,0.133867398,0.638500765,against,0,0.648239911,against,0.067824185,0.688580573,against,0.074378222,0.431849316,against,0.163378283,0.356702209,against,0,0.520067193,against,0.167333692,0.415143654,against,0,0.534389459
82,115232,against,0,0.868032586,against,0,0.910544273,against,0,0.902683176,against,0,0.920171052,against,0,0.807608023,against,0,0.774293169,against,0,0.808756039,against,0,0.872211389,against,0,0.879533339
83,115240,againstif,0.179503769,0.433542803,againstif,0.314282574,0.42054911,againstif,0.083449543,0.477175929,against,0.075824365,0.567791209,againstif,0.102019958,0.368900582,againstif,0.36127837,0.206129327,against,0,0.439342089,againstif,0.24545034,0.349690802,against,0,0.350645483
84,115430,against,0.060500443,0.870613992,against,0.054665036,0.898500672,against,0.043956637,0.882595897,against,0.036357783,0.917034926,against,0.057372823,0.868140221,against,0.087213978,0.829609916,against,0.025914168,0.907804951,against,0.058066435,0.864849985,against,0.032061864,0.889974177
85,115392,against,0,0.883158624,against,0,0.930829344,against,0,0.921099711,against,0,0.93820731,against,0,0.855750665,against,0.030148381,0.83294189,against,0,0.849155381,against,0,0.897108383,against,0,0.900468539
86,115400,against,0,0.860676534,against,0.024331124,0.902047679,against,0,0.850744799,against,0.021042772,0.882715002,against,0,0.82651709,against,0,0.815268055,against,0,0.818363547,against,0.029712996,0.846618712,against,0,0.831744671
87,115420,against,0,0.544377327,against,0.056226633,0.644192711,against,0,0.558798566,against,0,0.651399568,against,0,0.498168297,against,0,0.469709009,against,0,0.540124469,against,0,0.509830393,against,0,0.534435801
88,115446,for,0.652070135,0.180561934,for,0.61514876,0.217913643,for,0.559377942,0.21471487,for,0.525768243,0.283036821,for,0.588310309,0.195466481,for,0.723845512,0.112607639,for,0.365584582,0.31736102,for,0.651298575,0.161194365,for,0.621625014,0.177304052
89,115455,against,0,0.703753188,against,0,0.813485369,against,0,0.716711953,against,0,0.79441987,against,0,0.583167836,against,0,0.606762081,against,0,0.588298596,against,0,0.738612503,against,0,0.689169839
90,115464,against,0,0.605879322,against,0,0.689435795,against,0,0.655899249,against,0,0.697321698,against,0,0.359819815,against,0,0.486589499,against,0,0.502237611,against,0,0.555499315,against,0,0.519555315
91,115473,basedon,0,0.225351445,against,0.084861107,0.290965676,against,0,0.268499285,against,0,0.323156863,basedon,0.085118338,0.111885943,basedon,0,0.187232018,basedon,0,0.251066439,basedon,0,0.200551316,basedon,0,0.231205747
92,115482,against,0.103286006,0.734088749,against,0.119361561,0.78220816,against,0.059866015,0.776647165,against,0.047169384,0.840668023,against,0.117461339,0.682369642,against,0.201714743,0.645549648,against,0.070923723,0.775685593,against,0.163355555,0.702862561,against,0.069224589,0.75578624
93,115491,basedon,0,0.260229573,against,0.147401318,0.297341511,basedon,0,0.384928569,against,0,0.311152518,basedon,0,0.180184044,basedon,0.102339052,0.11239747,basedon,0,0.211875051,basedon,0.120727852,0.228184745,basedon,0,0.2250214
94,115520,against,0.052410409,0.825338125,against,0.091039812,0.83194945,against,0.027578037,0.847219661,against,0.031514339,0.885864258,against,0.081810243,0.748880628,against,0.083992392,0.755822983,against,0,0.801960625,against,0.114665203,0.771473244,against,0.03071614,0.839731693
95,115532,against,0.164352566,0.688988134,against,0.197851211,0.703226484,against,0.12260434,0.748609081,against,0.08421856,0.834215827,against,0.152309075,0.664043635,against,0.329143155,0.547169596,against,0,0.831868716,against,0.331227582,0.532710806,against,0.115726717,0.69674404
96,115550,against,0,0.660465702,against,0,0.706939489,against,0,0.690907419,against,0,0.74388653,against,0,0.605899975,against,0,0.620095097,against,0,0.738044232,against,0,0.64681907,against,0,0.685842007
97,1156824,against,0,0.786183789,against,0,0.832579523,against,0,0.786598369,against,0,0.887062678,against,0,0.705888383,against,0,0.735952683,against,0,0.771753609,against,0,0.757946402,against,0,0.799199522
98,1156914,against,0,0.94397461,against,0,0.96220869,against,0,0.947470451,against,0,0.959635224,against,0,0.916715354,against,0,0.914578663,against,0,0.919290626,against,0,0.941176184,against,0,0.9350853
99,1156918,against,0,0.640688822,against,0,0.733500883,against,0,0.636628248,against,0,0.763804533,against,0,0.56017518,against,0,0.561599851,against,0,0.546936676,against,0,0.641750321,against,0,0.522648469
100,1156919,against,0,0.752596453,against,0.029311066,0.840359269,against,0,0.764329378,against,0,0.86208149,against,0,0.680638582,against,0,0.748341832,against,0,0.711208463,against,0.042192798,0.714630768,against,0,0.744367521
101,1156922,against,0,0.497130975,against,0.070832975,0.588431463,against,0,0.583236083,against,0,0.569777027,against,0,0.325638339,against,0.090565719,0.298898719,against,0,0.402724609,against,0,0.471074656,against,0,0.44629506
102,1157020,against,0,0.561678275,against,0,0.677709222,against,0,0.595814079,against,0,0.681939825,basedon,0,0.458748959,against,0,0.499200195,basedon,0,0.458699763,against,0,0.565950751,against,0,0.575379431
103,1157021,against,0,0.917118028,against,0,0.966371089,against,0,0.920477837,against,0,0.954062488,against,0,0.917480715,against,0.025335163,0.861297622,against,0,0.903360851,against,0,0.933368862,against,0,0.924801573
104,1157115,against,0,0.708527923,against,0,0.776905984,against,0,0.729234427,against,0,0.758365899,against,0,0.61604853,against,0,0.61383754,against,0,0.6226511,against,0,0.689532712,against,0,0.6625797
105,1157216,against,0.136927303,0.640177891,against,0.301900804,0.519118324,against,0,0.687566802,against,0.122491915,0.671788804,against,0.235683128,0.48752138,against,0.35587763,0.390972055,against,0,0.6522719,against,0.317414716,0.450920492,against,0.128450885,0.571368389
106,1157217,against,0,0.584767297,against,0,0.707450286,against,0,0.561451867,against,0,0.639034897,basedon,0,0.377878882,basedon,0,0.460534662,basedon,0,0.323091656,against,0,0.550060764,against,0,0.482620448
107,1157427,against,0,0.909687594,against,0,0.929752246,against,0,0.906762943,against,0,0.938255146,against,0,0.898216963,against,0,0.890492126,against,0,0.891500331,against,0,0.905951694,against,0,0.903649688
108,1157610,against,0.160688937,0.61034362,against,0.180787742,0.603422023,against,0.092976995,0.6661973,against,0.102444902,0.705347456,against,0.171576515,0.495777205,against,0.192210168,0.554961007,against,0.081006229,0.673766457,against,0.191271394,0.549281426,against,0.083392434,0.685549788
109,1157711,against,0,0.874417856,against,0.013823953,0.906779081,against,0,0.896921791,against,0,0.929767935,against,0,0.817699268,against,0,0.82924509,against,0,0.801055044,against,0.02396941,0.863627493,against,0,0.87101087
110,115796,against,0,0.669960454,against,0,0.768467933,against,0,0.702687576,against,0,0.837977715,against,0,0.572234064,against,0,0.631864741,against,0,0.637959272,against,0,0.654722646,against,0,0.620246708
111,115797,against,0,0.70049344,against,0,0.799716368,against,0,0.733072877,against,0,0.798689783,against,0,0.604071841,against,0,0.67228432,against,0,0.617459536,against,0,0.711703181,against,0,0.683631569
112,115803,against,0,0.90376991,against,0,0.95426889,against,0,0.937071694,against,0,0.956024349,against,0,0.875584006,against,0,0.882347316,against,0,0.868150473,against,0,0.930767596,against,0,0.925223112
113,115818,against,0,0.876060519,against,0,0.941996645,against,0,0.906556807,against,0,0.917862199,against,0,0.793244399,against,0,0.845013935,against,0,0.692270562,against,0,0.885588177,against,0,0.831185795
114,115822,basedon,0,0.17546428,basedon,0,0.30735334,basedon,0,0.190095283,basedon,0,0.204434276,basedon,0,0.125433624,basedon,0,0.125278693,basedon,0,0.130075671,basedon,0,0.173973717,basedon,0,0.147304855
115,115824,against,0.06325724,0.507017694,against,0.09946654,0.56633459,against,0.069084473,0.589556262,against,0,0.588439673,against,0,0.423626937,against,0.080579251,0.307167307,against,0,0.4170762,against,0.090927757,0.42937199,against,0,0.471848555
116,115825,against,0,0.566013306,against,0,0.694840953,against,0,0.5631129,against,0,0.709899426,basedon,0,0.433789231,against,0,0.501205504,basedon,0,0.440208651,against,0,0.573170215,against,0,0.51730001
117,1158325,against,0.033785,0.835692521,against,0.033913434,0.871308781,against,0,0.841216236,against,0,0.893735334,against,0.037982598,0.794780724,against,0.067933567,0.773339354,against,0,0.790838957,against,0.042956553,0.816768117,against,0,0.855849765
118,115850,against,0.068118732,0.832895949,against,0.075959124,0.841392428,against,0.018537756,0.884449497,against,0,0.913420627,against,0.033179913,0.824922025,against,0.125053372,0.740826413,against,0,0.890877575,against,0.092797678,0.793516129,against,0,0.861496866
119,115860,against,0,0.941039221,against,0,0.963302705,against,0,0.944540448,against,0,0.953748858,against,0,0.923647523,against,0,0.933348635,against,0,0.923930001,against,0,0.947019026,against,0,0.94028254
