"id","sak_id","sak_fremmet_id","votering_id","number","forslag_id","korttittel","forslag_betegnelse","forslag_partier","forslag_tekst","votering_tid","antall_for","antall_ikke_tilstede","antall_mot","vedtatt","A_vote","FrP_vote","H_vote","KrF_vote","MDG_vote","PF_vote","R_vote","SV_vote","Sp_vote","V_vote","kommentar","behandlet_sesjon_id","dokumentgruppe","emne_liste","status","tittel","type","komite","category"
"119691","74684","74684","11969","1","40054794","Erklæring fra regjeringen Solberg","Forslag nr. 1 fra Audun Lysbakken på vegne av Sosialistisk Venstreparti","['SV']","Stortinget ber regjeringen, i forbindelse med forslaget til statsbudsjett for 2020, fremme forslag om en opptrappingsplan for å gi økt fradrag for fagforeningskontingent.","2019-01-31T00:14:06.86","36","70","63","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","-1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119702","74684","74684","11970","2","40054795","Erklæring fra regjeringen Solberg","Forslag nr. 2 fra Audun Lysbakken på vegne av Sosialistisk Venstreparti","['SV']","Stortinget ber regjeringen ta initiativ til et klimaforlik mellom partiene på Stortinget, med hensikt å samles om tiltak og virkemidler som reduserer de norske utslippene av klimagasser i tråd med Norges forsterkede mål om kutt i utslipp av klimagasser innen 2030.","2019-01-31T00:14:27.43","47","70","52","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119713","74684","74684","11971","3","40054796","Erklæring fra regjeringen Solberg","Forslag nr. 3 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen umiddelbart følge opp rovviltnemdenes vedtak om å gi lisensfelling på ulvene i Mangen- og Hobølreviret slik at fellingen kan skje i inneværende lisensfellingsperiode. Lisensfellingsperioden forlenges hvis det er nødvendig slik at de nevnte ulveflokkene blir tatt ut.","2019-01-31T00:14:45.543","40","70","59","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119724","74684","74684","11972","4","40054797","Erklæring fra regjeringen Solberg","Forslag nr. 4 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen legge fram forslag til lovfesting av Stortingets gjeldende bestandsmål for gaupe, jerv, bjørn og ulv.","2019-01-31T00:15:01.353","12","71","86","False","-1.0","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"1197211","74684","74684","11972","11","40054804","Erklæring fra regjeringen Solberg","Forslag nr. 11 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen legge frem en sak om en plan for fordeling av statlige arbeidsplasser i hele landet, i tråd med en ambisjon om at 5 000 arbeidsplasser skal vedtas flyttet ut av Oslo i løpet av perioden 2019-2025. Minimum halvdelen av arbeidsplassene skal legges til små og mellomstore kommuner. Ny statlig virksomhet skal som hovedregel etableres utenfor Oslo, med samme fordeling mellom små, mellomstore og store kommuner som for utflytning.","2019-01-31T00:15:01.353","12","71","86","False","-1.0","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119735","74684","74684","11973","5","40054798","Erklæring fra regjeringen Solberg","Forslag nr. 5 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen sluttføre forhandlingene med NHO om en forpliktende miljøavtale om et CO2-fond for næringstransport slik at forslaget kan realitetsbehandles i forbindelse med statsbudsjettet for 2020 og fondet kan være i virksomhet fra 1. januar 2020.","2019-01-31T00:15:39.17","47","70","52","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119738","74684","74684","11973","8","40054801","Erklæring fra regjeringen Solberg","Forslag nr. 8 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen etablere permanent redningshelikopterberedskap i Troms med base på Bardufoss.","2019-01-31T00:15:39.17","47","70","52","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119739","74684","74684","11973","9","40054802","Erklæring fra regjeringen Solberg","Forslag nr. 9 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen instruere Politidirektoratet til å stanse all nedbemanning og kutt i ressursene til lensmannskontorene inntil konsekvensene av politireformen er evaluert.","2019-01-31T00:15:39.17","47","70","52","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"1197312","74684","74684","11973","12","40054805","Erklæring fra regjeringen Solberg","Forslag nr. 12 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen i forbindelse med revidert nasjonalbudsjett 2019 foreslå å reversere de nylig innførte endringene i beskatningen av naturalytelser og ev. i forbindelse med statsbudsjettet 2020 komme tilbake med mer gjennomarbeidede forslag som ikke innebærer urimelige belastninger for enkeltgrupper og lavtlønte eller øker den byråkratiske belastningen for bedriftene.","2019-01-31T00:15:39.17","47","70","52","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"1197314","74684","74684","11973","14","40054807","Erklæring fra regjeringen Solberg","Forslag nr. 14 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen komme tilbake med en gjennomgang av de geografiske og sosiale konsekvensene av avgiftsøkningene og skattekuttene gjort i perioden fra 2013-2019.","2019-01-31T00:15:39.17","47","70","52","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119746","74684","74684","11974","6","40054799","Erklæring fra regjeringen Solberg","Forslag nr. 6 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen stille behandlingen av konsesjonssøknaden fra NorthConnect i bero.","2019-01-31T00:15:56.883","18","70","81","False","-1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"119757","74684","74684","11975","7","40054800","Erklæring fra regjeringen Solberg","Forslag nr. 7 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen legge fram forslag som sikrer at dugnadsdeltakere ved kommersielle arrangement i kultur- og idrettssektoren kan motta naturalytelser for inntil 10 000 kroner per år uten at det utløser skatteplikt for den frivillige eller rapporteringsplikt for arrangøren.","2019-01-31T00:16:15.857","40","71","58","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","-1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"1197513","74684","74684","11975","13","40054806","Erklæring fra regjeringen Solberg","Forslag nr. 13 fra Marit Arnstad på vegne av Senterpartiet","['Sp']","Stortinget ber regjeringen sørge for at bompengeandelen ikke øker ytterligere i denne stortingsperioden.","2019-01-31T00:16:15.857","40","71","58","False","1.0","-1.0","-1.0","-1.0","0.0","0.0","1.0","-1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Erklæring fra regjeringen Solberg","alminneligsak","",""
"121592","75423","75423","12159","2","40055085","Representantforslag om å utsette spørsmålet om navnebytte for NSB slik at saken kan drøftes i Stortinget","Forslag nr. 2 fra Une Bastholm på vegne av Miljøpartiet De Grønne","['MDG']","Stortinget ber regjeringen fremme en evaluering av de strukturelle grepene i jernbanereformen, som varslet i Meld. St. 27 (2014-2015), og samtidig utrede en integrert modell for organisering av jernbanen i Norge.","2019-03-14T16:09:24.39","46","74","49","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","representantforslag","['Jernbaner', 'Statlig eierskap']","behandlet","Representantforslag fra stortingsrepresentantene Sverre Myrli, Kirsti Leirtrø, Øystein Langholm Hansen og Steinar Karlstrøm om å utsette spørsmålet om navnebytte for NSB slik at saken kan drøftes i Stortinget","alminneligsak","",""
"121593","75423","75423","12159","3","40055086","Representantforslag om å utsette spørsmålet om navnebytte for NSB slik at saken kan drøftes i Stortinget","Forslag nr. 3 fra Une Bastholm på vegne av Miljøpartiet De Grønne","['MDG']","Stortinget ber regjeringen legge til rette for at NSB AS styrkes og videreutvikles som et moderne transportselskap eid av staten.","2019-03-14T16:09:24.39","46","74","49","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","representantforslag","['Jernbaner', 'Statlig eierskap']","behandlet","Representantforslag fra stortingsrepresentantene Sverre Myrli, Kirsti Leirtrø, Øystein Langholm Hansen og Steinar Karlstrøm om å utsette spørsmålet om navnebytte for NSB slik at saken kan drøftes i Stortinget","alminneligsak","",""
"121601","75423","75423","12160","1","40055084","Representantforslag om å utsette spørsmålet om navnebytte for NSB slik at saken kan drøftes i Stortinget","Forslag nr. 1 fra Une Bastholm på vegne av Miljøpartiet De Grønne","['MDG']","Stortinget ber regjeringen sette navneendringen av NSB i bero, og i stedet prioritere styrking av NSBs merkevare gjennom bedre planlegging og bemanning som gjør selskapet i stand til å utnytte eksisterende materiell og infrastruktur langt bedre enn i dag.","2019-03-14T16:09:45.86","46","74","49","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","representantforslag","['Jernbaner', 'Statlig eierskap']","behandlet","Representantforslag fra stortingsrepresentantene Sverre Myrli, Kirsti Leirtrø, Øystein Langholm Hansen og Steinar Karlstrøm om å utsette spørsmålet om navnebytte for NSB slik at saken kan drøftes i Stortinget","alminneligsak","",""
"1232711","75910","75910","12327","11","40055324","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 11 fra Freddy André Øvstegård på vegne av Sosialistisk Venstreparti","['SV']","Stortinget ber regjeringen fremme de nødvendige forslag for å innføre selvstendig uttaksrett for foreldrepenger til fars kvote.","2019-04-30T15:46:39.08","20","67","82","False","-1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123289","75910","75910","12328","9","40055322","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 9 fra Freddy André Øvstegård på vegne av Sosialistisk Venstreparti","['SV']","Stortinget ber regjeringen foreslå at forebygging og oppfølging av seksuell trakassering skal tas inn i arbeidsmiljølovens bestemmelse om helse, miljø og sikkerhet (HMS), og at arbeidet mot seksuell trakassering pålegges og prioriteres høyt i HMS-arbeid ellers, gjennom blant annet opplæring av verneombud.","2019-04-30T15:47:00.103","38","67","64","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","-1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"1232810","75910","75910","12328","10","40055323","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 10 fra Freddy André Øvstegård på vegne av Sosialistisk Venstreparti","['SV']","Stortinget ber regjeringen utarbeide og igangsette et program for forebygging av seksuell trakassering i skolen, som inkluderer handlingsplaner mot og retningslinjer for håndtering av seksuell trakassering på alle skoler.","2019-04-30T15:47:00.103","38","67","64","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","-1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123297","75910","75910","12329","7","40055316","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 7 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen å lage en samfunnskontrakt som forplikter til aktivt integreringsarbeid og bidrag til å hindre negativ sosial kontroll, i alle tros- og livssynssamfunn som mottar offentlig støtte. Kontrakten lages i samarbeid med tros- og livssynssamfunnenes organisasjoner.","2019-04-30T15:47:17.863","33","67","69","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","-1.0","-1.0","-1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123301","75910","75910","12330","1","40055310","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 1 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber presidentskapet i forbindelse med utarbeidelse av forslag til ny lov for Sivilombudsmannen samt en lov for Ombudsmannen for Forsvaret fremme forslag om kjønnsnøytrale titler. Sivilombudsmannen endres til Sivilombudet. Ombudsmannen for Forsvaret endres til Ombudet for Forsvaret","2019-04-30T15:47:37.897","47","67","55","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123303","75910","75910","12330","3","40055312","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 3 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen utarbeide en rekrutteringsstrategi for å motvirke kjønnsulikheter i utdanning og arbeidsliv.","2019-04-30T15:47:37.897","47","67","55","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123304","75910","75910","12330","4","40055313","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 4 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen om å utvikle et program med mål om å bekjempe negative holdninger og sosial kontroll mot LHBTI+ personer. Programmet utvikles i samarbeid med organisasjonene som arbeider på feltet, og skal sikre god integrering, og styrking av opplæringen om LHBTI+ i opplæringen for folk i introduksjonsordningen.","2019-04-30T15:47:37.897","47","67","55","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123305","75910","75910","12330","5","40055314","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 5 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen opprette et norsk offentlig utvalg om mannsrollen og menns likestillingsutfordringer.","2019-04-30T15:47:37.897","47","67","55","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123306","75910","75910","12330","6","40055315","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 6 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen starte et eget trepartssamarbeid for økt likestilling, etter modell av Skjeie-utvalgets forslag. Partssamarbeidet skal få årlige midler over statsbudsjettet.","2019-04-30T15:47:37.897","47","67","55","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123308","75910","75910","12330","8","40055317","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 8 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen i utarbeidelsen av en kvinnehelsestrategi sørge for at kvinner sikres bedre utredning, behandling og oppfølging i helsetjenesten, at forskningen på kvinnehelse styrkes slik at vi får økt kunnskap om kvinners helse, og at kvinnehelse kommer inn i alle helseprofesjonsutdanningene.","2019-04-30T15:47:37.897","47","67","55","False","1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","1.0","-1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"123312","75910","75910","12331","2","40055311","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","Forslag nr. 2 fra Anette Trettebergstuen på vegne av Arbeiderpartiet","['A']","Stortinget ber regjeringen å sørge for kjønnsnøytrale titler i alle av statens virksomheter. Arbeidet med nye titler må skje i samarbeid med partene i arbeidslivet.","2019-04-30T15:47:56.707","-1","-1","-1","True","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","","2018-2019","redegjorelse","None","behandlet","Redegjørelse av kultur- og likestillingsministeren om status i arbeidet med å fremme likestilling og mangfold i alle sektorer","alminneligsak","",""
"130751","77122","77122","13075","1","40056370","Trontaledebatt","Forslag nr. 1 fra Une Bastholm på vegne av Miljøpartiet De Grønne","['MDG']","Stortinget ber regjeringen sørge for å raskest mulig hente den norske fireåringen i al-Hol til Norge på grunn av humanitære hensyn hvor det står om liv og død for et alvorlig sykt barn. Det innebærer også å hente til Norge søsteren på tre år og barnas norske 29-årige mor, som etterforskes av Politiets sikkerhetstjeneste for deltakelse i terrororganisasjonen IS.","2019-10-04T14:35:03.51","9","68","92","False","-1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","1.0","-1.0","-1.0","","2019-2020","redegjorelse","['Regjeringen', 'Kongen']","behandlet","Hans Majestet Kongens tale til det 164. storting ved dets åpning og melding om Noregs rikes tilstand og styring (trontaledebatt)","alminneligsak","",""
"1307641","77122","77122","13076","41","40056410","Trontaledebatt","Forslag nr. 41 fra Bjørnar Moxnes på vegne av Rødt","['R']","Stortinget ber regjeringen stille utbygging av konsesjonsgitte vindkraftverk i bero i påvente av politisk behandling av nasjonal ramme for vindkraft.","2019-10-04T14:35:19.31","2","67","100","False","-1.0","-1.0","-1.0","-1.0","1.0","0.0","1.0","-1.0","-1.0","-1.0","","2019-2020","redegjorelse","['Regjeringen', 'Kongen']","behandlet","Hans Majestet Kongens tale til det 164. storting ved dets åpning og melding om Noregs rikes tilstand og styring (trontaledebatt)","alminneligsak","",""
"1307740","77122","77122","13077","40","40056409","Trontaledebatt","Forslag nr. 40 fra Bjørnar Moxnes på vegne av Rødt","['R']","Stortinget ber regjeringen sikre luftambulanseberedskapen med nødvendige tiltak på kort og lang sikt, og sørge for at tilgjengeligheten på alle landets offentlige ambulanseflybaser umiddelbart bringes opp til 98,4 pst. slik kontrakten forutsetter. Hvis operatøren ikke er i stand til å levere i tråd med inngått kontrakt, annulleres kontrakten mellom Luftambulansetjenesten HF og Babcock Scandinavian Air Ambulance.","2019-10-04T14:35:36.227","19","68","82","False","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","1.0","1.0","1.0","-1.0","","2019-2020","redegjorelse","['Regjeringen', 'Kongen']","behandlet","Hans Majestet Kongens tale til det 164. storting ved dets åpning og melding om Noregs rikes tilstand og styring (trontaledebatt)","alminneligsak","",""
